station_observations
pcpn_amt_pst24hrs, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, snw_dpth, dwpt_temp, stn_pres
None, 20.0, 6.2, 1011.8, 0.0, None, 20.1, 37.0, 2022-06-17 12:00:00, None, 5.0, 918.0
None, 20.3, 6.2, 1010.8, 0.0, None, 21.6, 29.0, 2022-06-17 13:00:00, None, 3.0, 917.0
None, 20.5, 6.2, 1010.9, -0.2, None, 21.8, 30.0, 2022-06-17 14:00:00, None, 3.0, 917.0
None, 21.0, 6.2, 1009.8, -0.1, None, 22.8, 27.0, 2022-06-17 15:00:00, None, 2.0, 916.0
None, 21.5, 6.2, 1009.6, -0.1, None, 22.8, 26.0, 2022-06-17 16:00:00, None, 2.0, 916.0
None, 22.8, 6.2, 1009.6, -0.1, None, 23.4, 23.0, 2022-06-17 17:00:00, None, 0.0, 916.0
None, 22.8, 6.2, 1008.7, -0.3, None, 24.0, 23.0, 2022-06-17 18:00:00, None, 1.0, 915.0
None, 20.4, 20.4, 1008.6, -0.3, None, 23.9, 33.0, 2022-06-17 19:00:00, None, 4.0, 915.0
None, 20.0, 19.3, 1009.6, -0.6, None, 23.9, 37.0, 2022-06-17 20:00:00, None, 5.0, 916.0
None, 20.1, 19.3, 1009.3, 0.0, None, 23.9, 33.0, 2022-06-17 21:00:00, None, 3.0, 916.0
None, 16.7, 16.7, 1009.5, 0.0, None, 23.9, 49.0, 2022-06-17 22:00:00, None, 6.0, 916.0
None, 14.9, 14.9, 1009.4, -0.2, None, 23.9, 52.0, 2022-06-17 23:00:00, None, 6.0, 916.0
None, 13.4, 12.6, 1009.4, 0.0, None, 23.9, 56.0, 2022-06-18 00:00:00, None, 5.0, 916.0
None, 10.6, 10.6, 1009.6, 0.0, None, 23.9, 67.0, 2022-06-18 01:00:00, None, 5.0, 916.0
None, 9.7, 9.7, 1009.7, 0.0, None, 23.9, 72.0, 2022-06-18 02:00:00, None, 5.0, 916.0
None, 8.7, 8.5, 1009.7, 0.0, None, 23.9, 75.0, 2022-06-18 03:00:00, None, 4.0, 916.0
None, 7.9, 7.8, 1009.8, 0.0, None, 23.9, 80.0, 2022-06-18 04:00:00, None, 4.0, 916.0
None, 7.6, 7.6, 1009.7, 0.0, None, 23.9, 81.0, 2022-06-18 05:00:00, None, 5.0, 916.0
None, 7.5, 7.2, 1010.8, 0.1, None, 23.9, 83.0, 2022-06-18 06:00:00, None, 5.0, 917.0
None, 8.6, 7.5, 1010.9, 0.0, None, 8.6, 80.0, 2022-06-18 07:00:00, None, 6.0, 917.0
None, 10.1, 7.5, 1009.7, 0.1, None, 10.3, 72.0, 2022-06-18 08:00:00, None, 6.0, 916.0
None, 11.8, 7.5, 1009.5, 0.0, None, 11.8, 66.0, 2022-06-18 09:00:00, None, 6.0, 916.0
None, 13.3, 7.5, 1009.7, 0.0, None, 13.2, 65.0, 2022-06-18 10:00:00, None, 7.0, 916.0
None, 15.9, 7.5, 1009.6, -0.1, None, 15.9, 55.0, 2022-06-18 11:00:00, None, 7.0, 916.0
None, 18.0, 7.5, 1008.5, -0.1, None, 17.9, 45.0, 2022-06-18 12:00:00, None, 5.0, 915.0
None, 19.3, 7.5, 1008.6, -0.1, None, 19.7, 40.0, 2022-06-18 13:00:00, None, 6.0, 915.0
None, 20.3, 7.5, 1008.6, -0.1, None, 20.9, 36.0, 2022-06-18 14:00:00, None, 5.0, 915.0
None, 21.4, 7.5, 1007.5, -0.2, None, 21.7, 35.0, 2022-06-18 15:00:00, None, 6.0, 914.0
None, 20.3, 7.5, 1008.8, 0.2, None, 22.6, 36.0, 2022-06-18 16:00:00, None, 4.0, 915.0
None, 19.2, 7.5, 1010.0, -0.6, None, 22.6, 42.0, 2022-06-18 17:00:00, None, 5.0, 916.0
None, 19.9, 7.5, 1009.9, -0.2, None, 22.6, 34.0, 2022-06-18 18:00:00, None, 3.0, 916.0
None, 21.0, 19.8, 1009.7, 0.0, None, 22.0, 25.0, 2022-06-18 19:00:00, None, 0.0, 916.0
None, 19.0, 19.1, 1009.8, -0.5, None, 22.0, 27.0, 2022-06-18 20:00:00, None, 0.0, 916.0
None, 17.5, 17.5, 1009.8, -0.3, None, 22.0, 31.0, 2022-06-18 21:00:00, None, 1.0, 916.0
None, 15.1, 15.0, 1011.0, -0.1, None, 22.0, 41.0, 2022-06-18 22:00:00, None, 1.0, 917.0
None, 13.4, 13.4, 1012.0, -0.3, None, 22.0, 51.0, 2022-06-18 23:00:00, None, 4.0, 918.0
None, 12.2, 12.1, 1011.9, 0.1, None, 22.0, 60.0, 2022-06-19 00:00:00, None, 5.0, 918.0
None, 10.9, 10.9, 1013.0, 0.1, None, 22.0, 65.0, 2022-06-19 01:00:00, None, 4.0, 919.0
None, 10.2, 10.1, 1013.0, 0.1, None, 22.0, 68.0, 2022-06-19 02:00:00, None, 5.0, 919.0
None, 9.6, 9.5, 1014.0, -0.2, None, 22.0, 71.0, 2022-06-19 03:00:00, None, 4.0, 920.0
None, 8.9, 8.6, 1014.2, 0.1, None, 22.0, 75.0, 2022-06-19 04:00:00, None, 5.0, 920.0
None, 8.1, 8.1, 1015.5, 0.0, None, 22.0, 78.0, 2022-06-19 05:00:00, None, 4.0, 921.0
None, 8.0, 7.7, 1016.5, 0.2, None, 22.0, 81.0, 2022-06-19 06:00:00, None, 5.0, 922.0
None, 8.7, 7.7, 1016.4, -0.1, None, 8.7, 79.0, 2022-06-19 07:00:00, None, 5.0, 922.0
None, 10.0, 7.7, 1016.4, 0.1, None, 9.8, 74.0, 2022-06-19 08:00:00, None, 6.0, 922.0
None, 11.5, 7.7, 1016.4, -0.1, None, 11.6, 63.0, 2022-06-19 09:00:00, None, 4.0, 922.0
None, 13.3, 7.7, 1016.5, 0.1, None, 13.1, 55.0, 2022-06-19 10:00:00, None, 4.0, 922.0
None, 13.6, 7.7, 1016.6, 0.0, None, 13.9, 52.0, 2022-06-19 11:00:00, None, 4.0, 922.0
None, 14.5, 7.7, 1016.6, -0.1, None, 15.0, 48.0, 2022-06-19 12:00:00, None, 4.0, 922.0
None, 15.0, 7.7, 1016.7, -0.4, None, 15.5, 46.0, 2022-06-19 13:00:00, None, 4.0, 922.0
None, 15.4, 7.7, 1016.7, 0.1, None, 15.8, 44.0, 2022-06-19 14:00:00, None, 3.0, 922.0
None, 16.5, 7.7, 1016.7, -0.4, None, 16.5, 42.0, 2022-06-19 15:00:00, None, 4.0, 922.0
None, 16.1, 7.7, 1016.8, -0.3, None, 17.0, 42.0, 2022-06-19 16:00:00, None, 3.0, 922.0
None, 15.2, 7.7, 1016.9, -0.4, None, 17.0, 44.0, 2022-06-19 17:00:00, None, 2.0, 922.0
None, 15.4, 7.7, 1016.9, 0.1, None, 17.0, 44.0, 2022-06-19 18:00:00, None, 3.0, 922.0
None, 14.2, 14.1, 1017.0, -0.2, None, 15.5, 51.0, 2022-06-19 19:00:00, None, 5.0, 922.0
None, 12.8, 12.7, 1018.1, 0.1, None, 15.5, 56.0, 2022-06-19 20:00:00, None, 4.0, 923.0
None, 12.0, 11.8, 1018.0, 0.0, None, 15.5, 60.0, 2022-06-19 21:00:00, None, 4.0, 923.0
None, 10.0, 9.9, 1018.1, 0.0, None, 15.5, 75.0, 2022-06-19 22:00:00, None, 5.0, 923.0
None, 8.0, 8.1, 1019.3, 0.3, None, 15.5, 89.0, 2022-06-19 23:00:00, None, 6.0, 924.0
None, 7.2, 7.0, 1020.4, 0.5, None, 15.5, 93.0, 2022-06-20 00:00:00, None, 6.0, 925.0
None, 6.8, 6.7, 1020.4, 0.1, None, 15.5, 94.0, 2022-06-20 01:00:00, None, 6.0, 925.0
None, 6.7, 6.5, 1020.4, -0.1, None, 15.5, 92.0, 2022-06-20 02:00:00, None, 5.0, 925.0
None, 6.4, 6.3, 1020.3, 0.2, None, 15.5, 93.0, 2022-06-20 03:00:00, None, 6.0, 925.0
None, 6.4, 6.3, 1020.3, 0.1, None, 15.5, 92.0, 2022-06-20 04:00:00, None, 5.0, 925.0
None, 6.4, 6.1, 1020.4, 0.0, None, 15.5, 90.0, 2022-06-20 05:00:00, None, 5.0, 925.0
None, 6.3, 6.1, 1020.4, 0.1, None, 15.5, 92.0, 2022-06-20 06:00:00, None, 5.0, 925.0
None, 6.6, 6.2, 1021.6, 0.1, None, 6.8, 91.0, 2022-06-20 07:00:00, None, 6.0, 926.0
None, 7.4, 6.2, 1020.6, 0.0, None, 7.4, 89.0, 2022-06-20 08:00:00, None, 6.0, 925.0
None, 8.9, 6.2, 1020.5, 0.1, None, 8.9, 80.0, 2022-06-20 09:00:00, None, 6.0, 925.0
None, 10.1, 6.2, 1020.6, -0.1, None, 10.4, 73.0, 2022-06-20 10:00:00, None, 6.0, 925.0
None, 9.6, 6.2, 1020.8, 0.0, None, 10.6, 78.0, 2022-06-20 11:00:00, None, 6.0, 925.0
None, 12.9, 6.2, 1020.6, 0.2, None, 12.9, 61.0, 2022-06-20 13:00:00, None, 5.0, 925.0
None, 13.8, 6.2, 1020.5, -0.2, None, 14.0, 55.0, 2022-06-20 14:00:00, None, 5.0, 925.0
None, 12.7, 6.2, 1020.7, -0.2, None, 14.0, 61.0, 2022-06-20 15:00:00, None, 5.0, 925.0
None, 12.9, 6.2, 1020.6, 0.1, None, 14.0, 60.0, 2022-06-20 16:00:00, None, 5.0, 925.0
None, 14.1, 6.2, 1020.5, -0.2, None, 14.4, 56.0, 2022-06-20 17:00:00, None, 5.0, 925.0
None, 13.9, 6.2, 1020.6, 0.1, None, 14.4, 55.0, 2022-06-20 18:00:00, None, 6.0, 925.0
None, 13.1, 13.1, 1020.6, -0.1, None, 14.6, 58.0, 2022-06-20 19:00:00, None, 5.0, 925.0
None, 12.9, 12.8, 1020.5, -0.3, None, 14.6, 61.0, 2022-06-20 20:00:00, None, 5.0, 925.0
None, 11.3, 11.3, 1020.6, 0.0, None, 14.6, 68.0, 2022-06-20 21:00:00, None, 6.0, 925.0
None, 10.2, 10.3, 1020.5, 0.3, None, 14.6, 76.0, 2022-06-20 22:00:00, None, 6.0, 925.0
None, 9.6, 9.4, 1020.7, 0.0, None, 14.6, 78.0, 2022-06-20 23:00:00, None, 6.0, 925.0
None, 9.2, 9.1, 1020.6, 0.0, None, 14.6, 79.0, 2022-06-21 00:00:00, None, 6.0, 925.0
None, 8.8, 8.7, 1020.4, 0.0, None, 14.6, 77.0, 2022-06-21 01:00:00, None, 5.0, 925.0
None, 8.4, 8.3, 1020.4, 0.1, None, 14.6, 79.0, 2022-06-21 02:00:00, None, 5.0, 925.0
None, 7.6, 7.4, 1020.5, 0.0, None, 14.6, 83.0, 2022-06-21 03:00:00, None, 5.0, 925.0
None, 7.5, 7.3, 1020.5, -0.1, None, 14.6, 80.0, 2022-06-21 04:00:00, None, 4.0, 925.0
None, 6.6, 6.7, 1019.4, 0.2, None, 14.6, 88.0, 2022-06-21 05:00:00, None, 5.0, 924.0
None, 6.7, 6.3, 1018.3, 0.0, None, 14.6, 87.0, 2022-06-21 06:00:00, None, 5.0, 923.0
None, 7.1, 6.6, 1018.3, 0.0, None, 7.1, 85.0, 2022-06-21 07:00:00, None, 5.0, 923.0
None, 8.6, 6.6, 1018.2, 0.1, None, 8.8, 77.0, 2022-06-21 08:00:00, None, 4.0, 923.0
None, 9.1, 6.6, 1017.2, -0.1, None, 9.1, 75.0, 2022-06-21 09:00:00, None, 5.0, 922.0
None, 8.3, 6.6, 1017.4, 0.0, None, 9.8, 82.0, 2022-06-21 10:00:00, None, 6.0, 922.0
None, 7.5, 6.6, 1017.5, 0.8, None, 9.8, 95.0, 2022-06-21 11:00:00, None, 7.0, 922.0
None, 7.4, 6.6, 1017.6, 1.0, None, 9.8, 94.0, 2022-06-21 12:00:00, None, 6.0, 922.0
None, 7.7, 6.6, 1017.6, 0.1, None, 9.8, 92.0, 2022-06-21 13:00:00, None, 8.0, 922.0
None, 9.2, 6.6, 1017.5, 0.1, None, 10.0, 80.0, 2022-06-21 14:00:00, None, 6.0, 922.0
None, 9.5, 6.6, 1016.4, -0.2, None, 10.3, 78.0, 2022-06-21 15:00:00, None, 6.0, 921.0
None, 11.3, 6.6, 1016.3, -0.7, None, 11.9, 59.0, 2022-06-21 16:00:00, None, 4.0, 921.0
None, 12.3, 6.6, 1016.3, 0.7, None, 12.6, 54.0, 2022-06-21 17:00:00, None, 4.0, 921.0
None, 11.5, 6.6, 1016.3, -0.1, None, 12.8, 50.0, 2022-06-21 18:00:00, None, 1.0, 921.0
None, 10.3, 10.3, 1016.4, -0.2, None, 12.5, 60.0, 2022-06-21 19:00:00, None, 3.0, 921.0
None, 9.8, 9.6, 1016.3, 0.0, None, 12.5, 67.0, 2022-06-21 20:00:00, None, 4.0, 921.0
None, 8.0, 7.9, 1017.5, -0.1, None, 12.5, 80.0, 2022-06-21 21:00:00, None, 5.0, 922.0
None, 7.0, 7.0, 1017.7, 0.1, None, 12.5, 79.0, 2022-06-21 22:00:00, None, 3.0, 922.0
None, 6.0, 5.9, 1017.9, -0.1, None, 12.5, 88.0, 2022-06-21 23:00:00, None, 4.0, 922.0
None, 5.1, 5.2, 1018.0, 0.2, None, 12.5, 92.0, 2022-06-22 00:00:00, None, 4.0, 922.0
None, 4.9, 4.8, 1019.1, 0.1, None, 12.5, 93.0, 2022-06-22 01:00:00, None, 4.0, 923.0
None, 4.7, 4.6, 1019.0, 0.0, None, 12.5, 92.0, 2022-06-22 02:00:00, None, 3.0, 923.0
None, 4.3, 4.3, 1019.0, 0.1, None, 12.5, 93.0, 2022-06-22 03:00:00, None, 3.0, 923.0
None, 4.3, 4.0, 1018.8, 0.1, None, 12.5, 93.0, 2022-06-22 04:00:00, None, 3.0, 923.0
None, 4.0, 3.9, 1018.7, 0.0, None, 12.5, 94.0, 2022-06-22 05:00:00, None, 3.0, 923.0
None, 4.0, 3.9, 1018.8, 0.2, None, 12.5, 93.0, 2022-06-22 06:00:00, None, 3.0, 923.0
None, 4.0, 3.9, 1018.9, 0.1, None, 4.2, 93.0, 2022-06-22 07:00:00, None, 3.0, 923.0
None, 4.7, 3.9, 1020.0, 0.0, None, 4.9, 87.0, 2022-06-22 08:00:00, None, 2.0, 924.0
None, 5.6, 3.9, 1019.0, 0.0, None, 5.7, 80.0, 2022-06-22 09:00:00, None, 2.0, 923.0
None, 6.3, 3.9, 1019.0, 0.0, None, 6.3, 76.0, 2022-06-22 10:00:00, None, 3.0, 923.0
None, 6.7, 3.9, 1019.1, 0.2, None, 6.8, 74.0, 2022-06-22 11:00:00, None, 2.0, 923.0
None, 6.9, 3.9, 1019.2, 0.0, None, 7.0, 81.0, 2022-06-22 12:00:00, None, 3.0, 923.0
None, 6.9, 3.9, 1020.3, 0.3, None, 7.1, 86.0, 2022-06-22 13:00:00, None, 5.0, 924.0
None, 6.7, 3.9, 1020.3, 0.5, None, 7.1, 84.0, 2022-06-22 14:00:00, None, 4.0, 924.0
None, 6.5, 3.9, 1020.4, 0.4, None, 7.1, 91.0, 2022-06-22 15:00:00, None, 5.0, 924.0
None, 6.3, 3.9, 1020.4, 0.4, None, 7.1, 94.0, 2022-06-22 16:00:00, None, 6.0, 924.0
None, 6.3, 3.9, 1021.5, 0.2, None, 7.1, 91.0, 2022-06-22 17:00:00, None, 5.0, 925.0
None, 6.3, 3.9, 1021.5, 0.8, None, 7.1, 93.0, 2022-06-22 18:00:00, None, 5.0, 925.0
None, 6.4, 6.0, 1021.5, 0.3, None, 6.5, 92.0, 2022-06-22 19:00:00, None, 5.0, 925.0
None, 6.2, 6.0, 1021.5, 0.0, None, 6.5, 94.0, 2022-06-22 20:00:00, None, 5.0, 925.0
None, 5.9, 5.9, 1021.4, 0.1, None, 6.5, 96.0, 2022-06-22 21:00:00, None, 6.0, 925.0
None, 5.8, 5.7, 1021.4, 0.0, None, 6.5, 96.0, 2022-06-22 22:00:00, None, 5.0, 925.0
3.5, 5.6, 5.4, 1021.3, 0.0, None, 6.5, 98.0, 2022-06-22 23:00:00, None, 6.0, 925.0
3.3, 5.4, 5.3, 1022.4, 0.0, None, 6.5, 98.0, 2022-06-23 00:00:00, None, 5.0, 926.0
3.3, 5.1, 5.1, 1022.5, 0.1, None, 6.5, 98.0, 2022-06-23 01:00:00, None, 5.0, 926.0
3.3, 5.2, 5.0, 1022.5, 0.0, None, 6.5, 98.0, 2022-06-23 02:00:00, None, 5.0, 926.0
3.6, 5.1, 4.9, 1022.5, 0.3, None, 6.5, 99.0, 2022-06-23 03:00:00, None, 6.0, 926.0
3.8, 5.1, 4.9, 1022.5, 0.2, None, 6.5, 99.0, 2022-06-23 04:00:00, None, 6.0, 926.0
3.8, 5.1, 4.8, 1023.6, 0.0, None, 6.5, 99.0, 2022-06-23 05:00:00, None, 5.0, 927.0
3.6, 5.3, 4.8, 1023.6, 0.1, None, 6.5, 99.0, 2022-06-23 06:00:00, None, 5.0, 927.0
3.6, 6.2, 5.2, 1023.5, 0.0, None, 6.3, 96.0, 2022-06-23 07:00:00, None, 5.0, 927.0
3.6, 7.9, 5.2, 1023.4, 0.1, None, 8.2, 91.0, 2022-06-23 08:00:00, None, 7.0, 927.0
3.6, 10.0, 5.2, 1023.2, 0.1, None, 10.1, 88.0, 2022-06-23 09:00:00, None, 8.0, 927.0
3.6, 11.7, 5.2, 1024.1, 0.0, None, 11.8, 84.0, 2022-06-23 10:00:00, None, 9.0, 928.0
3.4, 13.3, 5.2, 1024.0, 0.1, None, 13.6, 79.0, 2022-06-23 11:00:00, None, 10.0, 928.0
3.4, 16.4, 5.2, 1022.6, 0.0, None, 16.6, 63.0, 2022-06-23 12:00:00, None, 9.0, 927.0
None, 17.6, 5.2, 1022.5, -0.1, None, 18.1, 57.0, 2022-06-23 13:00:00, None, 10.0, 927.0
None, 17.9, 5.2, 1022.5, 0.0, None, 19.2, 53.0, 2022-06-23 14:00:00, None, 8.0, 927.0
None, 18.7, 5.2, 1022.4, -0.1, None, 19.3, 50.0, 2022-06-23 15:00:00, None, 8.0, 927.0
None, 18.9, 5.2, 1022.4, -0.1, None, 19.8, 47.0, 2022-06-23 16:00:00, None, 7.0, 927.0
None, 17.7, 5.2, 1023.6, -0.2, None, 19.8, 61.0, 2022-06-23 17:00:00, None, 10.0, 928.0
None, 17.5, 5.2, 1023.6, -0.1, None, 19.8, 59.0, 2022-06-23 18:00:00, None, 9.0, 928.0
None, 16.6, 16.6, 1023.6, -0.2, None, 17.7, 65.0, 2022-06-23 19:00:00, None, 10.0, 928.0
None, 17.3, 16.5, 1023.4, 0.1, None, 17.8, 63.0, 2022-06-23 20:00:00, None, 10.0, 928.0
None, 16.7, 16.5, 1023.2, -0.2, None, 17.8, 66.0, 2022-06-23 21:00:00, None, 11.0, 928.0
None, 15.1, 15.1, 1024.3, 0.0, None, 17.8, 71.0, 2022-06-23 22:00:00, None, 10.0, 929.0
None, 13.5, 13.4, 1024.3, 0.0, None, 17.8, 79.0, 2022-06-23 23:00:00, None, 11.0, 929.0
None, 13.4, 13.2, 1024.1, -0.1, None, 17.8, 73.0, 2022-06-24 00:00:00, None, 9.0, 929.0
None, 12.5, 12.5, 1025.1, 0.0, None, 17.8, 77.0, 2022-06-24 01:00:00, None, 9.0, 930.0
None, 11.2, 11.2, 1025.2, 0.0, None, 17.8, 83.0, 2022-06-24 02:00:00, None, 8.0, 930.0
None, 10.1, 10.1, 1026.4, 0.0, None, 17.8, 87.0, 2022-06-24 03:00:00, None, 8.0, 931.0
None, 9.2, 9.3, 1026.4, 0.0, None, 17.8, 90.0, 2022-06-24 04:00:00, None, 8.0, 931.0
None, 7.2, 7.3, 1026.7, 0.0, None, 17.8, 96.0, 2022-06-24 05:00:00, None, 7.0, 931.0
None, 7.1, 6.8, 1026.8, 0.0, None, 17.8, 95.0, 2022-06-24 06:00:00, None, 6.0, 931.0
None, 8.5, 7.0, 1027.8, 0.1, None, 8.4, 94.0, 2022-06-24 07:00:00, None, 8.0, 932.0
None, 9.5, 7.0, 1027.6, 0.0, None, 9.7, 89.0, 2022-06-24 08:00:00, None, 8.0, 932.0
None, 11.6, 7.0, 1027.5, 0.2, None, 11.9, 74.0, 2022-06-24 09:00:00, None, 7.0, 932.0
None, 12.8, 7.0, 1027.5, -0.1, None, 13.1, 71.0, 2022-06-24 10:00:00, None, 8.0, 932.0
None, 15.0, 7.0, 1027.5, 0.0, None, 15.2, 65.0, 2022-06-24 11:00:00, None, 9.0, 932.0
None, 17.0, 7.0, 1026.2, -0.2, None, 17.2, 61.0, 2022-06-24 12:00:00, None, 9.0, 931.0
None, 19.0, 7.0, 1026.1, 0.2, None, 19.4, 49.0, 2022-06-24 13:00:00, None, 7.0, 931.0
None, 20.4, 7.0, 1026.1, -0.3, None, 20.8, 38.0, 2022-06-24 14:00:00, None, 6.0, 931.0
None, 21.8, 7.0, 1025.0, 0.2, None, 22.3, 29.0, 2022-06-24 15:00:00, None, 3.0, 930.0
None, 22.1, 7.0, 1025.0, -0.3, None, 23.1, 31.0, 2022-06-24 16:00:00, None, 4.0, 930.0
None, 22.3, 7.0, 1025.2, -0.1, None, 23.8, 30.0, 2022-06-24 17:00:00, None, 4.0, 930.0
None, 21.9, 7.0, 1025.2, -0.3, None, 23.8, 33.0, 2022-06-24 18:00:00, None, 5.0, 930.0
None, 21.1, 20.6, 1025.2, -0.4, None, 22.6, 36.0, 2022-06-24 19:00:00, None, 6.0, 930.0
None, 21.1, 20.6, 1025.1, -0.1, None, 22.6, 34.0, 2022-06-24 20:00:00, None, 5.0, 930.0
None, 20.0, 20.1, 1025.0, -0.2, None, 22.6, 37.0, 2022-06-24 21:00:00, None, 6.0, 930.0
None, 16.5, 16.4, 1025.2, -0.1, None, 22.6, 51.0, 2022-06-24 22:00:00, None, 6.0, 930.0
None, 16.1, 16.0, 1026.1, -0.2, None, 22.6, 49.0, 2022-06-24 23:00:00, None, 5.0, 931.0
None, 14.2, 14.1, 1026.1, -0.1, None, 22.6, 56.0, 2022-06-25 00:00:00, None, 5.0, 931.0
None, 12.6, 12.5, 1026.1, 0.0, None, 22.6, 63.0, 2022-06-25 01:00:00, None, 5.0, 931.0
None, 11.4, 11.3, 1027.2, 0.0, None, 22.6, 67.0, 2022-06-25 02:00:00, None, 6.0, 932.0
None, 8.6, 8.7, 1027.3, 0.0, None, 22.6, 81.0, 2022-06-25 03:00:00, None, 6.0, 932.0
None, 7.5, 7.5, 1027.4, 0.0, None, 22.6, 84.0, 2022-06-25 04:00:00, None, 5.0, 932.0
None, 6.6, 6.6, 1027.5, 0.0, None, 22.6, 88.0, 2022-06-25 05:00:00, None, 5.0, 932.0
None, 6.2, 5.9, 1027.5, 0.0, None, 22.6, 89.0, 2022-06-25 06:00:00, None, 4.0, 932.0
None, 9.0, 6.1, 1027.3, 0.1, None, 9.2, 77.0, 2022-06-25 07:00:00, None, 5.0, 932.0
None, 11.3, 6.1, 1027.1, 0.1, None, 11.5, 67.0, 2022-06-25 08:00:00, None, 6.0, 932.0
None, 14.3, 6.1, 1027.0, 0.0, None, 14.6, 59.0, 2022-06-25 09:00:00, None, 6.0, 932.0
None, 16.0, 6.1, 1027.1, -0.1, None, 16.1, 53.0, 2022-06-25 10:00:00, None, 7.0, 932.0
None, 18.1, 6.1, 1027.0, 0.0, None, 17.9, 50.0, 2022-06-25 11:00:00, None, 7.0, 932.0
None, 20.4, 6.1, 1025.8, -0.2, None, 20.3, 35.0, 2022-06-25 12:00:00, None, 4.0, 931.0
None, 22.0, 6.1, 1025.8, 0.0, None, 21.9, 32.0, 2022-06-25 13:00:00, None, 4.0, 931.0
None, 22.6, 6.1, 1025.9, -0.1, None, 22.6, 28.0, 2022-06-25 14:00:00, None, 3.0, 931.0
None, 22.4, 6.1, 1025.0, -0.5, None, 23.5, 28.0, 2022-06-25 15:00:00, None, 3.0, 930.0
None, 23.3, 6.1, 1025.1, 0.0, None, 23.7, 27.0, 2022-06-25 16:00:00, None, 3.0, 930.0
None, 23.9, 6.1, 1025.1, -0.3, None, 24.5, 27.0, 2022-06-25 17:00:00, None, 4.0, 930.0
None, 23.0, 6.1, 1025.2, -0.3, None, 24.5, 27.0, 2022-06-25 18:00:00, None, 3.0, 930.0
None, 23.0, 22.5, 1023.8, -0.2, None, 23.3, 29.0, 2022-06-25 19:00:00, None, 4.0, 929.0
None, 21.9, 21.6, 1023.7, -0.3, None, 23.3, 30.0, 2022-06-25 20:00:00, None, 4.0, 929.0
None, 20.5, 20.4, 1023.6, -0.3, None, 23.3, 31.0, 2022-06-25 21:00:00, None, 3.0, 929.0
None, 17.2, 17.0, 1024.8, -0.2, None, 23.3, 43.0, 2022-06-25 22:00:00, None, 4.0, 930.0
None, 15.5, 15.2, 1024.8, -0.2, None, 23.3, 46.0, 2022-06-25 23:00:00, None, 4.0, 930.0
None, 14.1, 14.2, 1024.7, -0.1, None, 23.3, 51.0, 2022-06-26 00:00:00, None, 4.0, 930.0
None, 13.8, 13.4, 1024.6, 0.0, None, 23.3, 51.0, 2022-06-26 01:00:00, None, 4.0, 930.0
None, 11.9, 12.0, 1025.8, 0.0, None, 23.3, 61.0, 2022-06-26 02:00:00, None, 4.0, 931.0
None, 8.9, 8.8, 1026.1, 0.0, None, 23.3, 76.0, 2022-06-26 03:00:00, None, 5.0, 931.0
None, 7.7, 7.7, 1026.2, 0.0, None, 23.3, 79.0, 2022-06-26 04:00:00, None, 4.0, 931.0
None, 6.8, 6.8, 1026.2, -0.1, None, 23.3, 83.0, 2022-06-26 05:00:00, None, 4.0, 931.0
None, 6.1, 6.1, 1026.3, 0.1, None, 23.3, 88.0, 2022-06-26 06:00:00, None, 5.0, 931.0
None, 9.4, 6.0, 1026.0, 0.0, None, 9.4, 74.0, 2022-06-26 07:00:00, None, 5.0, 931.0
None, 11.8, 6.0, 1025.9, 0.2, None, 11.7, 67.0, 2022-06-26 08:00:00, None, 6.0, 931.0
None, 15.1, 6.0, 1025.7, 0.1, None, 15.0, 59.0, 2022-06-26 09:00:00, None, 7.0, 931.0
None, 17.0, 6.0, 1025.9, -0.1, None, 17.0, 47.0, 2022-06-26 10:00:00, None, 5.0, 931.0
None, 18.6, 6.0, 1024.8, -0.1, None, 18.6, 39.0, 2022-06-26 11:00:00, None, 4.0, 930.0
None, 21.4, 6.0, 1024.6, 0.1, None, 21.6, 33.0, 2022-06-26 12:00:00, None, 5.0, 930.0
None, 22.6, 6.0, 1023.5, -0.1, None, 23.2, 31.0, 2022-06-26 13:00:00, None, 5.0, 929.0
None, 24.2, 6.0, 1022.4, -0.1, None, 24.1, 22.0, 2022-06-26 14:00:00, None, 1.0, 928.0
None, 24.4, 6.0, 1022.6, -0.4, None, 24.8, 26.0, 2022-06-26 15:00:00, None, 4.0, 928.0
None, 25.5, 6.0, 1022.6, 0.0, None, 25.4, 24.0, 2022-06-26 16:00:00, None, 4.0, 928.0
None, 25.7, 6.0, 1021.6, -0.4, None, 25.8, 22.0, 2022-06-26 17:00:00, None, 3.0, 927.0
None, 25.0, 6.0, 1021.7, -0.1, None, 25.8, 21.0, 2022-06-26 18:00:00, None, 1.0, 927.0
None, 24.8, 24.5, 1021.4, -0.5, None, 25.4, 21.0, 2022-06-26 19:00:00, None, 1.0, 927.0
None, 23.6, 23.6, 1021.3, -0.5, None, 25.4, 25.0, 2022-06-26 20:00:00, None, 3.0, 927.0
None, 22.0, 22.0, 1021.2, 0.0, None, 25.4, 29.0, 2022-06-26 21:00:00, None, 3.0, 927.0
None, 20.0, 20.0, 1021.2, -0.2, None, 25.4, 32.0, 2022-06-26 22:00:00, None, 3.0, 927.0
None, 18.1, 17.9, 1021.2, -0.2, None, 25.4, 39.0, 2022-06-26 23:00:00, None, 3.0, 927.0
