station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, None, -16.02, 48.56, None, None, None, None, None, -1.0, None, None, -24.0, None, -16.0, -20.0, -0.2, -24.0, None, None, -15.9, 49.0, None, 2022-01-01 00:00:00, 154.0, None, 153.6, 376.0
None, None, -16.48, 47.46, None, None, None, None, None, 0.0, None, None, -24.0, None, -16.5, -20.0, -0.1, -24.0, None, None, -15.9, 47.0, None, 2022-01-01 01:00:00, 154.0, None, 153.8, 377.0
None, None, -16.12, 53.05, None, None, None, None, None, 0.0, None, None, -23.0, None, -16.1, -20.0, -0.1, -23.0, None, None, -15.9, 53.0, None, 2022-01-01 02:00:00, 154.0, None, 153.8, 377.0
None, None, -14.7, 49.45, None, None, None, None, None, 0.0, None, None, -22.0, None, -14.7, -20.0, 0.0, -22.0, None, None, -14.7, 49.0, None, 2022-01-01 03:00:00, 154.0, None, 153.9, 378.0
None, None, -14.12, 54.51, None, None, None, None, None, 0.0, None, None, -21.0, None, -14.1, -20.0, -0.2, -21.0, None, None, -14.1, 55.0, None, 2022-01-01 04:00:00, 153.0, None, 153.4, 378.0
None, None, -13.81, 54.19, None, None, None, None, None, 0.0, None, None, -20.0, None, -13.8, -20.0, 0.0, -20.0, None, None, -13.8, 54.0, None, 2022-01-01 05:00:00, 154.0, None, 153.5, 379.0
None, None, -13.82, 54.17, None, None, None, None, None, 0.0, None, None, -20.0, None, -13.8, -20.0, -0.1, -20.0, None, None, -13.8, 54.0, None, 2022-01-01 06:00:00, 153.0, None, 153.4, 380.0
None, None, -13.27, 60.5, None, None, None, None, None, 0.0, None, None, -19.0, None, -13.3, -13.8, -0.1, -19.0, None, None, -13.3, 61.0, None, 2022-01-01 07:00:00, 153.0, None, 153.3, 381.0
None, None, -12.67, 59.45, None, None, None, None, None, 0.0, None, None, -18.0, None, -12.7, -13.8, -0.4, -18.0, None, None, -12.7, 59.0, None, 2022-01-01 08:00:00, 153.0, None, 153.0, 382.0
None, None, -12.25, 63.02, None, None, None, None, None, 0.0, None, None, -17.0, None, -12.3, -13.8, 0.5, -17.0, None, None, -12.2, 63.0, None, 2022-01-01 09:00:00, 153.0, None, 152.9, 383.0
None, None, -12.05, 60.77, None, None, None, None, None, 0.0, None, None, -17.0, None, -12.1, -13.8, 0.0, -17.0, None, None, -12.1, 61.0, None, 2022-01-01 10:00:00, 153.0, None, 152.8, 384.0
None, None, -10.98, 56.58, None, None, None, None, None, 0.0, None, None, -17.0, None, -11.0, -13.8, 0.0, -17.0, None, None, -11.0, 57.0, None, 2022-01-01 11:00:00, 153.0, None, 152.8, 386.0
