station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, -20.14, 82.9, -18.6, 83.0, -22.0, -20.1, -21.3, -22.0, 0.0, 0.0, 2022-01-01 00:00:00, 35.0, 35.41
None, -18.65, 82.2, -18.2, 82.0, -20.0, -18.7, -21.3, -20.0, 0.0, 0.0, 2022-01-01 01:00:00, 36.0, 35.53
None, -18.31, 81.9, -17.7, 82.0, -21.0, -18.3, -21.3, -21.0, 0.0, 0.0, 2022-01-01 02:00:00, 35.0, 35.35
None, -17.37, 81.8, -17.3, 82.0, -20.0, -17.4, -21.3, -20.0, 0.0, 0.0, 2022-01-01 03:00:00, 35.0, 35.35
None, -17.51, 82.5, -17.3, 83.0, -19.0, -17.5, -21.3, -19.0, 0.0, 0.0, 2022-01-01 04:00:00, 35.0, 35.33
None, -17.17, 82.7, -16.5, 83.0, -19.0, -17.2, -21.3, -19.0, 0.0, 0.0, 2022-01-01 05:00:00, 35.0, 35.37
None, -16.67, 81.4, -16.3, 81.0, -19.0, -16.7, -21.3, -19.0, 0.0, 1.0, 2022-01-01 06:00:00, 36.0, 35.69
None, -16.18, 82.1, -15.8, 82.0, -19.0, -16.2, -16.7, -19.0, -0.5, 0.0, 2022-01-01 07:00:00, 35.0, 35.26
None, -16.08, 82.2, -15.7, 82.0, -18.0, -16.1, -16.7, -18.0, -0.5, 0.0, 2022-01-01 08:00:00, 35.0, 35.24
None, -15.4, 82.3, -15.3, 82.0, -18.0, -15.4, -16.7, -18.0, 0.0, 0.0, 2022-01-01 09:00:00, 35.0, 35.24
None, -14.62, 81.6, -14.6, 82.0, -17.0, -14.6, -16.7, -17.0, 0.0, 0.0, 2022-01-01 10:00:00, 35.0, 35.17
None, -13.73, 79.73, -13.7, 80.0, -16.0, -13.7, -16.7, -16.0, 0.0, 0.0, 2022-01-01 11:00:00, 35.0, 35.28
None, -12.58, 75.69, -12.3, 76.0, -16.0, -12.6, -16.7, -16.0, -1.0, 0.0, 2022-01-01 12:00:00, 35.0, 35.38
None, -11.3, 73.18, -11.2, 73.0, -15.0, -11.3, -16.7, -15.0, 0.0, 0.0, 2022-01-01 13:00:00, 35.0, 35.47
None, -11.0, 75.12, -10.5, 75.0, -14.0, -11.0, -16.7, -14.0, 0.0, 0.0, 2022-01-01 14:00:00, 36.0, 35.53
None, -8.79, 81.1, -9.0, 81.0, -11.0, -8.8, -16.7, -11.0, 0.0, 0.0, 2022-01-01 15:00:00, 36.0, 35.68
None, -0.928, 65.03, -0.8, 65.0, -6.0, -0.9, -16.7, -6.0, -1.1, 1.0, 2022-01-01 16:00:00, 36.0, 36.37
None, -7.388, 79.23, -0.7, 79.0, -10.0, -7.4, -16.7, -10.0, 0.1, 0.0, 2022-01-01 17:00:00, 36.0, 36.0
None, -1.572, 74.65, -0.7, 75.0, -5.0, -1.6, -16.7, -5.0, -0.1, 1.0, 2022-01-01 18:00:00, 36.0, 36.43
None, -2.105, 84.3, -1.3, 84.0, -4.0, -2.1, -2.2, -4.0, 0.0, -1.0, 2022-01-01 19:00:00, 35.0, 35.22
None, -5.921, 90.7, -1.3, 91.0, -7.0, -5.9, -6.2, -7.0, 0.0, 0.0, 2022-01-01 20:00:00, 35.0, 35.03
None, -5.551, 92.9, -1.3, 93.0, -7.0, -5.6, -6.2, -7.0, 1.0, 1.0, 2022-01-01 21:00:00, 36.0, 35.58
None, -5.809, 93.1, -1.3, 93.0, -6.0, -5.8, -6.2, -6.0, 0.1, 2.0, 2022-01-01 22:00:00, 37.0, 36.57
None, -5.036, 94.2, -1.3, 94.0, -6.0, -5.0, -6.2, -6.0, 1.9, 2.0, 2022-01-01 23:00:00, 38.0, 37.89
None, -4.898, 93.8, -1.3, 94.0, -5.0, -4.9, -6.2, -5.0, 1.0, 2.0, 2022-01-02 00:00:00, 39.0, 39.12
None, -4.53, 93.7, -1.3, 94.0, -6.0, -4.5, -6.2, -6.0, 1.0, 2.0, 2022-01-02 01:00:00, 41.0, 40.97
None, -4.623, 94.0, -1.3, 94.0, -6.0, -4.6, -6.2, -6.0, 2.0, 2.0, 2022-01-02 02:00:00, 42.0, 42.02
None, -4.188, 90.9, -1.3, 91.0, -5.0, -4.2, -6.2, -5.0, 0.0, 0.0, 2022-01-02 03:00:00, 42.0, 42.13
None, -6.748, 91.0, -1.3, 91.0, -8.0, -6.7, -6.7, -8.0, 0.3, -1.0, 2022-01-02 04:00:00, 41.0, 41.28
None, -7.618, 92.5, -1.3, 93.0, -9.0, -7.6, -8.0, -9.0, 0.6, 0.0, 2022-01-02 05:00:00, 41.0, 41.34
None, -6.999, 92.6, -1.3, 93.0, -8.0, -7.0, -8.0, -8.0, 0.0, 0.0, 2022-01-02 06:00:00, 41.0, 41.4
None, -6.33, 93.3, -6.5, 93.0, -8.0, -6.3, -7.5, -8.0, 0.0, 0.0, 2022-01-02 07:00:00, 41.0, 41.43
None, -6.043, 93.2, -5.4, 93.0, -7.0, -6.0, -7.5, -7.0, 0.0, 2.0, 2022-01-02 08:00:00, 43.0, 42.81
None, -6.059, 91.8, -5.4, 92.0, -7.0, -6.1, -7.5, -7.0, 1.0, 1.0, 2022-01-02 09:00:00, 43.0, 43.43
None, -5.734, 92.2, -5.1, 92.0, -7.0, -5.7, -7.5, -7.0, 1.0, 1.0, 2022-01-02 10:00:00, 44.0, 44.16
None, -4.827, 90.4, -4.4, 90.0, -6.0, -4.8, -7.5, -6.0, 0.3, 0.0, 2022-01-02 11:00:00, 44.0, 44.32
None, -5.164, 90.9, -4.4, 91.0, -6.0, -5.2, -7.5, -6.0, 0.7, 4.0, 2022-01-02 12:00:00, 47.0, 47.38
None, -4.974, 91.3, -4.4, 91.0, -6.0, -5.0, -7.5, -6.0, 2.0, 2.0, 2022-01-02 13:00:00, 49.0, 48.65
None, -4.622, 91.5, -4.2, 92.0, -5.0, -4.6, -7.5, -5.0, 1.0, 3.0, 2022-01-02 14:00:00, 51.0, 50.67
None, -4.305, 92.3, -3.9, 92.0, -5.0, -4.3, -7.5, -5.0, 1.0, 0.0, 2022-01-02 15:00:00, 51.0, 50.8
None, -4.36, 93.4, -3.8, 93.0, -6.0, -4.4, -7.5, -6.0, 1.0, 2.0, 2022-01-02 16:00:00, 52.0, 52.14
None, -4.423, 94.1, -3.8, 94.0, -4.0, -4.4, -7.5, -4.0, 1.0, 0.0, 2022-01-02 17:00:00, 52.0, 52.35
