station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-23.35, 80.2, -23.2, 80.0, None, 9.12, None, 254.3, 0.0, -23.4, -23.6, -25.0, None, -25.0, 2022-01-01 00:00:00
-23.11, 80.4, -23.1, 80.0, None, 13.98, None, 267.0, 12.07, -23.1, -23.6, -25.0, None, -25.0, 2022-01-01 01:00:00
-23.34, 80.2, -23.1, 80.0, None, 7.978, None, 241.4, 17.17, -23.3, -23.6, -26.0, None, -26.0, 2022-01-01 02:00:00
-22.96, 80.6, -23.0, 81.0, None, 5.318, None, 240.0, 18.48, -23.0, -23.6, -25.0, None, -25.0, 2022-01-01 03:00:00
-21.82, 81.3, -21.8, 81.0, None, 12.28, None, 248.6, 18.95, -21.8, -23.6, -24.0, None, -24.0, 2022-01-01 04:00:00
-21.66, 81.4, -21.6, 81.0, None, 7.64, None, 265.0, 18.33, -21.7, -23.6, -24.0, None, -24.0, 2022-01-01 05:00:00
-21.49, 81.6, -21.5, 82.0, None, 13.19, None, 264.0, 17.62, -21.5, -23.6, -23.0, None, -23.0, 2022-01-01 06:00:00
-21.37, 81.6, -21.4, 82.0, None, 11.67, None, 255.4, 15.54, -21.4, -21.6, -23.0, None, -23.0, 2022-01-01 07:00:00
-21.1, 81.8, -21.1, 82.0, None, 10.79, None, 244.1, 12.8, -21.1, -21.6, -23.0, None, -23.0, 2022-01-01 08:00:00
-21.25, 81.7, -21.0, 82.0, None, 11.57, None, 237.9, 11.24, -21.3, -21.6, -23.0, None, -23.0, 2022-01-01 09:00:00
-19.79, 82.7, -19.7, 83.0, None, 13.57, None, 211.5, 7.929, -19.8, -21.6, -22.0, None, -22.0, 2022-01-01 10:00:00
-21.48, 81.6, -19.7, 82.0, None, 10.35, None, 212.8, 10.72, -21.5, -21.9, -23.0, None, -23.0, 2022-01-01 11:00:00
-21.74, 81.4, -19.7, 81.0, None, 12.58, None, 225.2, 10.81, -21.7, -23.9, -24.0, None, -24.0, 2022-01-01 12:00:00
-21.94, 81.2, -19.7, 81.0, None, 18.85, None, 231.3, 8.55, -21.9, -23.9, -24.0, None, -24.0, 2022-01-01 13:00:00
-21.95, 81.2, -19.7, 81.0, None, 12.53, None, 221.3, 8.77, -22.0, -23.9, -24.0, None, -24.0, 2022-01-01 14:00:00
-22.02, 81.2, -19.7, 81.0, None, 11.18, None, 224.2, 9.43, -22.0, -23.9, -24.0, None, -24.0, 2022-01-01 15:00:00
-19.38, 83.2, -19.3, 83.0, None, 15.33, None, 211.1, 9.77, -19.4, -23.9, -21.0, None, -21.0, 2022-01-01 16:00:00
-18.39, 83.9, -18.4, 84.0, None, 7.124, None, 224.0, 11.3, -18.4, -23.9, -20.0, None, -20.0, 2022-01-01 17:00:00
-17.61, 84.5, -17.7, 85.0, None, 9.56, None, 224.6, 9.63, -17.6, -23.9, -19.0, None, -19.0, 2022-01-01 18:00:00
-15.93, 85.8, -15.9, 86.0, None, 10.61, None, 216.4, 9.75, -15.9, -17.7, -17.0, None, -17.0, 2022-01-01 19:00:00
-15.04, 86.6, -15.0, 87.0, None, 40.5, None, 187.0, 6.582, -15.0, -17.7, -17.0, None, -17.0, 2022-01-01 20:00:00
-15.62, 84.5, -14.2, 85.0, None, 56.86, None, 132.8, 4.878, -15.6, -17.7, -17.0, None, -17.0, 2022-01-01 21:00:00
-15.39, 86.0, -14.2, 86.0, None, 41.19, None, 140.4, 10.52, -15.4, -17.8, -17.0, None, -17.0, 2022-01-01 22:00:00
-15.83, 86.0, -14.2, 86.0, None, 26.5, None, 194.2, 10.95, -15.8, -17.8, -17.0, None, -17.0, 2022-01-01 23:00:00
-16.92, 85.2, -14.2, 85.0, None, 23.15, None, 202.0, 11.63, -16.9, -17.8, -19.0, None, -19.0, 2022-01-02 00:00:00
-16.91, 85.2, -14.2, 85.0, None, 19.62, None, 196.1, 14.53, -16.9, -17.8, -19.0, None, -19.0, 2022-01-02 01:00:00
-16.44, 85.6, -14.2, 86.0, None, 28.42, None, 194.1, 13.99, -16.4, -17.8, -18.0, None, -18.0, 2022-01-02 02:00:00
-17.04, 85.1, -14.2, 85.0, None, 26.96, None, 204.7, 12.4, -17.0, -17.8, -19.0, None, -19.0, 2022-01-02 03:00:00
-17.76, 84.5, -14.2, 85.0, None, 30.01, None, 215.5, 10.8, -17.8, -17.9, -19.0, None, -19.0, 2022-01-02 04:00:00
-17.83, 84.5, -14.2, 85.0, None, 21.46, None, 203.0, 11.05, -17.8, -18.1, -20.0, None, -20.0, 2022-01-02 05:00:00
-17.93, 84.4, -14.2, 84.0, None, 28.12, None, 216.1, 9.94, -17.9, -18.1, -20.0, None, -20.0, 2022-01-02 06:00:00
-16.34, 85.6, -16.3, 86.0, None, 27.01, None, 198.3, 10.41, -16.3, -17.9, -18.0, None, -18.0, 2022-01-02 07:00:00
-14.6, 87.2, -14.8, 87.0, None, 15.92, None, 194.1, 15.65, -14.6, -17.9, -16.0, None, -16.0, 2022-01-02 08:00:00
-13.99, 87.6, -13.9, 88.0, None, 15.92, None, 192.9, 15.1, -14.0, -17.9, -15.0, None, -15.0, 2022-01-02 09:00:00
-12.78, 88.6, -12.7, 89.0, None, 18.32, None, 198.7, 13.09, -12.8, -17.9, -14.0, None, -14.0, 2022-01-02 10:00:00
-12.8, 88.5, -12.6, 89.0, None, 32.38, None, 188.5, 8.3, -12.8, -17.9, -14.0, None, -14.0, 2022-01-02 11:00:00
-13.11, 88.3, -12.6, 88.0, None, 21.06, None, 203.9, 8.49, -13.1, -17.9, -15.0, None, -15.0, 2022-01-02 12:00:00
