station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, snwfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, None, -8.81, None, None, None, None, 4.0, None, None, -8.8, -12.2, 1.5, None, None, -8.9, None, None, 2022-01-01 00:00:00, 69.0, 69.08, None
None, None, -8.49, None, None, None, None, 0.0, None, None, -8.5, -12.2, 0.9, None, None, -8.4, None, None, 2022-01-01 01:00:00, 69.0, 68.61, None
None, None, -7.827, None, None, None, None, 3.0, None, None, -7.8, -12.2, 0.8, None, None, -7.8, None, None, 2022-01-01 02:00:00, 71.0, 71.31, None
None, None, -7.634, None, None, None, None, 0.0, None, None, -7.6, -12.2, 0.7, None, None, -7.7, None, None, 2022-01-01 03:00:00, 71.0, 71.09, None
None, None, -7.259, None, None, None, None, -1.0, None, None, -7.3, -12.2, 0.6, None, None, -7.3, None, None, 2022-01-01 04:00:00, 71.0, 70.58, None
None, None, -7.243, None, None, None, None, 0.0, None, None, -7.2, -12.2, 1.6, None, None, -7.0, None, None, 2022-01-01 05:00:00, 70.0, 70.36, None
None, None, -6.462, None, None, None, None, 4.0, None, None, -6.5, -12.2, 2.2, None, None, -6.4, None, None, 2022-01-01 06:00:00, 74.0, 73.83, None
None, None, -6.59, None, None, None, None, 5.0, None, None, -6.6, -8.0, 4.2, None, None, -5.7, None, None, 2022-01-01 07:00:00, 78.0, 77.81, None
None, None, -7.443, None, None, None, None, 5.0, None, None, -7.4, -8.0, 4.0, None, None, -5.7, None, None, 2022-01-01 08:00:00, 83.0, 82.5, None
None, None, -8.13, None, None, None, None, 9.0, None, None, -8.1, -8.4, 5.5, None, None, -5.7, None, None, 2022-01-01 09:00:00, 91.0, 91.0, None
None, None, -7.539, None, None, None, None, 8.0, None, None, -7.5, -8.4, 4.6, None, None, -5.7, None, None, 2022-01-01 10:00:00, 98.0, 97.9, None
32.9, None, -7.078, None, None, None, None, -1.0, None, None, -7.1, -8.4, 0.8, None, None, -5.7, None, None, 2022-01-01 11:00:00, 98.0, None, None
33.8, None, -6.643, None, None, None, None, -1.0, None, None, -6.6, -8.4, 0.9, None, None, -5.7, None, None, 2022-01-01 12:00:00, 97.0, 97.0, None
34.1, None, -5.525, None, None, None, None, 0.0, None, None, -5.5, -8.4, 0.5, None, None, -5.6, None, None, 2022-01-01 13:00:00, 99.0, 99.2, None
34.6, None, -5.118, None, None, None, None, -1.0, None, None, -5.1, -8.4, 0.5, None, None, -5.1, None, None, 2022-01-01 14:00:00, 98.0, 97.9, None
35.2, None, -5.046, None, None, None, None, 1.0, None, None, -5.0, -8.4, 0.6, None, None, -5.0, None, None, 2022-01-01 15:00:00, 99.0, 98.8, None
36.3, None, -5.007, None, None, None, None, -1.0, None, None, -5.0, -8.4, 1.1, None, None, -4.9, None, None, 2022-01-01 16:00:00, 97.0, 97.3, None
36.3, None, -5.285, None, None, None, None, 0.0, None, None, -5.3, -8.4, 0.1, None, None, -4.9, None, None, 2022-01-01 17:00:00, 97.0, 97.4, None
36.3, None, -5.552, None, None, None, None, 0.0, None, None, -5.6, -8.4, 0.0, None, None, -4.9, None, None, 2022-01-01 18:00:00, 97.0, 97.3, None
36.1, None, -5.809, None, None, None, None, -1.0, None, None, -5.8, -5.8, 0.1, None, None, -5.5, None, None, 2022-01-01 19:00:00, 97.0, 96.5, None
35.8, None, -5.484, None, None, None, None, 3.0, None, None, -5.5, -5.9, 0.5, None, None, -4.8, None, None, 2022-01-01 20:00:00, 99.0, 98.7, None
36.1, None, -5.804, None, None, None, None, 2.0, None, None, -5.8, -5.9, 1.3, None, None, -4.8, None, None, 2022-01-01 21:00:00, 100.0, 100.0, None
36.9, None, -5.369, None, None, None, None, 1.0, None, None, -5.4, -5.9, 2.5, None, None, -4.8, None, None, 2022-01-01 22:00:00, 101.0, 100.9, None
36.9, None, -4.979, None, None, None, None, 5.0, None, None, -5.0, -5.9, 1.6, None, None, -4.8, None, None, 2022-01-01 23:00:00, 106.0, 105.5, None
36.4, None, -4.523, None, None, None, None, 2.0, None, None, -4.5, -5.9, 1.0, None, None, -4.5, None, None, 2022-01-02 00:00:00, 107.0, 107.2, None
35.5, None, -3.801, None, None, None, None, 0.0, None, None, -3.8, -5.9, 0.1, None, None, -3.8, None, None, 2022-01-02 01:00:00, 107.0, 106.8, None
34.7, None, -4.191, None, None, None, None, 0.0, None, None, -4.2, -5.9, 0.1, None, None, -3.6, None, None, 2022-01-02 02:00:00, 107.0, 106.7, None
34.0, None, -4.119, None, None, None, None, -1.0, None, None, -4.1, -5.9, 0.0, None, None, -3.5, None, None, 2022-01-02 03:00:00, 106.0, 106.2, None
None, None, -3.523, None, None, None, None, -1.0, None, None, -3.5, -5.9, -0.3, None, None, -3.2, None, None, 2022-01-02 04:00:00, 106.0, 105.5, None
None, None, -3.837, None, None, None, None, 1.0, None, None, -3.8, -5.9, 0.3, None, None, -3.2, None, None, 2022-01-02 05:00:00, 106.0, 106.3, None
None, None, -4.356, None, None, None, None, -1.0, None, None, -4.4, -5.9, -0.3, None, None, -3.2, None, None, 2022-01-02 06:00:00, 105.0, 105.4, None
None, None, -3.723, None, None, None, None, 1.0, None, None, -3.7, -4.4, 0.1, None, None, -3.7, None, None, 2022-01-02 07:00:00, 106.0, 105.9, None
None, None, -3.578, None, None, None, None, -1.0, None, None, -3.6, -4.4, 0.1, None, None, -3.5, None, None, 2022-01-02 08:00:00, 105.0, 104.9, None
None, None, -3.139, None, None, None, None, 0.0, None, None, -3.1, -4.4, 0.4, None, None, -3.0, None, None, 2022-01-02 09:00:00, 105.0, 104.6, None
None, None, -3.219, None, None, None, None, 0.0, None, None, -3.2, -4.4, -0.2, None, None, -2.9, None, None, 2022-01-02 10:00:00, 104.0, 104.4, None
None, None, -2.753, None, None, None, None, 1.0, None, None, -2.8, -4.4, 0.2, None, None, -2.7, None, None, 2022-01-02 11:00:00, 105.0, 104.8, None
None, None, -2.704, None, None, None, None, -2.0, None, None, -2.7, -4.4, 0.1, None, None, -2.5, None, None, 2022-01-02 12:00:00, 103.0, 103.2, None
None, None, -2.239, None, None, None, None, 0.0, None, None, -2.2, -4.4, 0.1, None, None, -2.0, None, None, 2022-01-02 13:00:00, 103.0, 103.0, None
None, None, -1.859, None, None, None, None, -3.0, None, None, -1.9, -4.4, 0.0, None, None, -1.7, None, None, 2022-01-02 14:00:00, 100.0, 100.3, None
None, None, -1.175, None, None, None, None, 0.0, None, None, -1.2, -4.4, -0.1, None, None, -1.1, None, None, 2022-01-02 15:00:00, 100.0, 100.1, None
None, None, -1.113, None, None, None, None, 4.0, None, None, -1.1, -4.4, 0.3, None, None, -1.0, None, None, 2022-01-02 16:00:00, 103.0, 103.4, None
None, None, -0.556, None, None, None, None, -2.0, None, None, -0.6, -4.4, -0.1, None, None, -0.4, None, None, 2022-01-02 17:00:00, 101.0, 101.2, None
