WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
178.4, None, None, None,77.4, None,2022-10-08 00:00:00, None,41
191.6, None, None, None,79.1, None,2022-10-08 01:00:00, None,41
176.2, None, None, None,79.9, None,2022-10-08 02:00:00, None,41
168.1, None, None, None,80.2, None,2022-10-08 03:00:00, None,41
179.3, None, None, None,80.8, None,2022-10-08 04:00:00, None,41
182.7, None, None, None,81.3, None,2022-10-08 05:00:00, None,41
180.9, None, None, None,81.5, None,2022-10-08 06:00:00, None,41
160.0, None, None, None,81.0, None,2022-10-08 07:00:00, None,41
260.7, None, None, None,70.9, None,2022-10-08 08:00:00, None,41
342.6, None, None, None,61.6, None,2022-10-08 09:00:00, None,41
332.9, None, None, None,57.6, None,2022-10-08 10:00:00, None,41
39.9, None, None, None,54.2, None,2022-10-08 11:00:00, None,41
11.1, None, None, None,53.5, None,2022-10-08 12:00:00, None,41
323.1, None, None, None,53.6, None,2022-10-08 13:00:00, None,41
76.6, None, None, None,50.9, None,2022-10-08 14:00:00, None,41
100.3, None, None, None,50.1, None,2022-10-08 15:00:00, None,41
107.6, None, None, None,47.9, None,2022-10-08 16:00:00, None,41
164.7, None, None, None,51.9, None,2022-10-08 17:00:00, None,41
174.4, None, None, None,63.9, None,2022-10-08 18:00:00, None,41
175.9, None, None, None,69.9, None,2022-10-08 19:00:00, None,41
172.1, None, None, None,73.6, None,2022-10-08 20:00:00, None,41
192.3, None, None, None,78.3, None,2022-10-08 21:00:00, None,41
210.5, None, None, None,80.6, None,2022-10-08 22:00:00, None,41
179.6, None, None, None,80.9, None,2022-10-08 23:00:00, None,41
177.8, None, None, None,82.2, None,2022-10-09 00:00:00, None,41
183.3, None, None, None,81.2, None,2022-10-09 01:00:00, None,41
150.3, None, None, None,82.2, None,2022-10-09 02:00:00, None,41
207.1, None, None, None,84.2, None,2022-10-09 03:00:00, None,41
186.3, None, None, None,84.1, None,2022-10-09 04:00:00, None,41
156.9, None, None, None,85.3, None,2022-10-09 05:00:00, None,41
161.0, None, None, None,84.7, None,2022-10-09 06:00:00, None,41
154.4, None, None, None,83.2, None,2022-10-09 07:00:00, None,41
270.6, None, None, None,73.6, None,2022-10-09 08:00:00, None,41
324.8, None, None, None,61.6, None,2022-10-09 09:00:00, None,41
27.5, None, None, None,61.4, None,2022-10-09 10:00:00, None,41
25.4, None, None, None,56.6, None,2022-10-09 11:00:00, None,41
93.6, None, None, None,54.1, None,2022-10-09 12:00:00, None,41
71.0, None, None, None,49.9, None,2022-10-09 13:00:00, None,41
321.6, None, None, None,52.2, None,2022-10-09 14:00:00, None,41
327.2, None, None, None,52.4, None,2022-10-09 15:00:00, None,41
110.8, None, None, None,50.1, None,2022-10-09 16:00:00, None,41
