time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-09-30,355.7,6.5,-2.9,40
2016-10-01,1.3,5.1,-0.6,40
2016-10-02,0.1,4.5,-2.4,40
2016-10-03,0.0,7.7,-2.1,40
2016-10-04,0.2,6.3,-1.1,40
2016-10-05,0.1,5.5,0.3,40
2016-10-06,1.3,5.2,1.4,40
