CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -9.4, None, None, None, None, None,50.89, None, 2.335,248.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 00:00:00, None, None, 254.4,10
None, -9.43, None, None, None, None, None,35.7, None, 4.103,285.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 01:00:00, None, None, 253.8,10
None, -9.17, None, None, None, None, None,36.01, None, 3.309,287.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 02:00:00, None, None, 252.3,10
None, -9.21, None, None, None, None, None,33.76, None, 3.55,276.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 03:00:00, None, None, 250.7,10
None, -9.52, None, None, None, None, None,34.38, None, 3.942,284.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 04:00:00, None, None, 251.5,10
None, -9.9, None, None, None, None, None,28.34, None, 3.75,309.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 05:00:00, None, None, 252.9,10
None, -10.09, None, None, None, None, None,20.78, None, 4.355,312.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 06:00:00, None, None, 251.6,10
None, -10.46, None, None, None, None, None,19.98, None, 4.49,312.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 07:00:00, None, None, 251.3,10
None, -9.43, None, None, None, None, None,19.92, None, 3.082,308.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 08:00:00, None, None, 250.7,10
None, -9.0, None, None, None, None, None,23.61, None, 2.385,298.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 09:00:00, None, None, 250.5,10
None, -8.8, None, None, None, None, None,22.28, None, 3.472,305.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 10:00:00, None, None, 248.7,10
None, -7.98, None, None, None, None, None,21.5, None, 7.08,315.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 11:00:00, None, None, 250.4,10
None, -8.84, None, None, None, None, None,23.1, None, 6.351,314.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 12:00:00, None, None, 250.7,10
None, -8.78, None, None, None, None, None,24.89, None, 6.497,311.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 13:00:00, None, None, 250.6,10
None, -8.61, None, None, None, None, None,19.64, None, 7.56,316.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 14:00:00, None, None, 250.2,10
None, -7.76, None, None, None, None, None,25.42, None, 5.758,312.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 15:00:00, None, None, 249.9,10
None, -8.55, None, None, None, None, None,20.98, None, 5.629,315.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 16:00:00, None, None, 249.6,10
None, -9.15, None, None, None, None, None,25.51, None, 3.742,304.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 17:00:00, None, None, 249.1,10
None, -9.74, None, None, None, None, None,25.5, None, 2.842,311.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 18:00:00, None, None, 248.8,10
None, -9.81, None, None, None, None, None,24.61, None, 2.704,310.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 19:00:00, None, None, 248.6,10
None, -9.73, None, None, None, None, None,20.94, None, 2.814,310.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 20:00:00, None, None, 248.6,10
None, -9.94, None, None, None, None, None,29.36, None, 2.232,290.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 21:00:00, None, None, 248.4,10
None, -9.76, None, None, None, None, None,32.65, None, 2.53,271.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 22:00:00, None, None, 248.3,10
None, -9.47, None, None, None, None, None,23.96, None, 2.544,241.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 23:00:00, None, None, 247.9,10
None, -9.51, None, None, None, None, None,23.51, None, 3.78,229.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-06 00:00:00, None, None, 247.3,10
None, -9.44, None, None, None, None, None,24.0, None, 3.782,228.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-06 01:00:00, None, None, 247.2,10
None, -9.42, None, None, None, None, None,31.46, None, 2.415,272.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-06 02:00:00, None, None, 244.1,10
None, -9.51, None, None, None, None, None,19.95, None, 3.776,222.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-06 03:00:00, None, None, 246.4,10
None, -9.57, None, None, None, None, None,23.06, None, 3.048,221.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-06 04:00:00, None, None, 246.6,10
