CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -9.02,92.4, None, None, None, None, 9.73, 0.0, 216.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 00:00:00, None, None,10
None, -9.0,92.4, None, None, None, None, 17.39, 0.0, 197.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 01:00:00, None, None,10
None, -9.27,92.3, None, None, None, None, 9.79, 0.0, 184.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 02:00:00, None, None,10
None, -9.61,92.1, None, None, None, None, 13.15, 0.0, 188.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 03:00:00, None, None,10
None, -9.96,91.9, None, None, None, None, 42.8, 10.55, 222.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 04:00:00, None, None,10
None, -10.31,91.7, None, None, None, None, 12.09, 25.1, 273.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 05:00:00, None, None,10
None, -10.59,91.5, None, None, None, None, 13.86, 22.34, 280.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 06:00:00, None, None,10
None, -10.98,91.2, None, None, None, None, 12.7, 26.26, 276.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 07:00:00, None, None,10
None, -10.83,91.1, None, None, None, None, 13.18, 19.0, 273.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 08:00:00, None, None,10
None, -10.29,91.1, None, None, None, None, 15.01, 15.12, 265.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 09:00:00, None, None,10
None, -10.02,91.4, None, None, None, None, 12.98, 18.05, 267.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 10:00:00, None, None,10
None, -9.81,91.3, None, None, None, None, 14.24, 18.98, 265.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-05 11:00:00, None, None,10
