RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
75.21, None, None, 8.3, 3.171, 10.18, -14.0, -10.6, -14.0, None, 10.0, None, None, 44.0, None, 44.43, None, None, -10.32, None, -9.9, 75.0, None, 25.48, 3.2, -10.3, 0.0, 0.0,2020-12-23 00:00:00,52
58.23, None, None, 10.0, 4.236, 22.63, -16.0, -10.6, -16.0, None, 23.0, None, None, 44.0, None, 44.34, None, None, -9.57, None, -9.5, 58.0, None, 30.52, 4.2, -9.6, 0.0, 0.0,2020-12-23 01:00:00,52
49.19, None, None, 9.2, 2.978, 352.9, -17.0, -10.6, -17.0, None, 353.0, None, None, 44.0, None, 44.36, None, None, -9.08, None, -9.2, 49.0, None, 42.56, 3.0, -9.1, -0.1, 0.0,2020-12-23 02:00:00,52
55.19, None, None, 9.4, 3.517, 24.51, -15.0, -10.6, -15.0, None, 25.0, None, None, 44.0, None, 44.32, None, None, -8.97, None, -8.5, 55.0, None, 26.68, 3.5, -9.0, 0.0, 0.0,2020-12-23 03:00:00,52
53.59, None, None, 9.2, 3.262, 34.38, -15.0, -10.6, -15.0, None, 34.0, None, None, 44.0, None, 44.15, None, None, -8.48, None, -8.0, 54.0, None, 32.77, 3.3, -8.5, 0.0, 0.0,2020-12-23 04:00:00,52
50.86, None, None, 10.1, 3.828, 11.2, -15.0, -10.6, -15.0, None, 11.0, None, None, 44.0, None, 44.2, None, None, -8.1, None, -7.5, 51.0, None, 39.78, 3.8, -8.1, 0.0, 0.0,2020-12-23 05:00:00,52
44.4, None, None, 7.4, 2.751, 3.489, -16.0, -10.6, -16.0, None, 3.0, None, None, 44.0, None, 44.13, None, None, -7.217, None, -6.9, 44.0, None, 39.73, 2.8, -7.2, 0.0, 0.0,2020-12-23 06:00:00,52
49.1, None, None, 8.0, 2.254, 334.9, -15.0, -9.4, -15.0, None, 335.0, None, None, 44.0, None, 44.03, None, None, -6.969, None, -6.9, 49.0, None, 71.77, 2.3, -7.0, 0.0, 0.0,2020-12-23 07:00:00,52
59.55, None, None, 8.6, 1.327, 281.2, -14.0, -9.4, -14.0, None, 281.0, None, None, 44.0, None, 43.88, None, None, -8.15, None, -6.4, 60.0, None, 62.23, 1.3, -8.2, 0.0, 0.0,2020-12-23 08:00:00,52
56.11, None, None, 2.9, 0.273, 326.4, -14.0, -9.4, -14.0, None, 326.0, None, None, 44.0, None, 43.85, None, None, -7.604, None, -6.4, 56.0, None, 69.72, 0.3, -7.6, 0.0, 0.0,2020-12-23 09:00:00,52
