RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 79.0, None, 79.0, None, -9.17, None, -8.3, -6999.0, None, None, -6999.0, -9.2, 0.0, 2.0,2020-12-23 00:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 78.0, None, 77.5, None, -8.65, None, -8.3, -6999.0, None, None, -6999.0, -8.7, 0.0, -2.0,2020-12-23 01:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 77.0, None, 77.3, None, -9.03, None, -8.3, -6999.0, None, None, -6999.0, -9.0, 0.0, 0.0,2020-12-23 02:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 77.0, None, 77.0, None, -8.7, None, -8.3, -6999.0, None, None, -6999.0, -8.7, 0.0, 0.0,2020-12-23 03:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 76.0, None, 76.1, None, -9.0, None, -8.3, -6999.0, None, None, -6999.0, -9.0, 0.0, -1.0,2020-12-23 04:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 75.0, None, 75.4, None, -9.01, None, -8.3, -6999.0, None, None, -6999.0, -9.0, 0.0, -1.0,2020-12-23 05:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -9.2, None, None, -6999.0, None, None, 75.0, None, 75.1, None, -8.41, None, -8.3, -6999.0, None, None, -6999.0, -8.4, 0.0, 0.0,2020-12-23 06:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 76.0, None, 76.4, None, -7.79, None, -7.8, -6999.0, None, None, -6999.0, -7.8, 0.0, 1.0,2020-12-23 07:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 76.0, None, 76.0, None, -7.02, None, -7.0, -6999.0, None, None, -6999.0, -7.0, 0.0, 0.0,2020-12-23 08:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 76.0, None, 76.3, None, -6.748, None, -6.7, -6999.0, None, None, -6999.0, -6.7, 0.0, 0.0,2020-12-23 09:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 76.0, None, 75.9, None, -6.446, None, -6.4, -6999.0, None, None, -6999.0, -6.4, 0.0, 0.0,2020-12-23 10:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 79.0, None, 79.4, None, -6.016, None, -6.0, -6999.0, None, None, -6999.0, -6.0, 0.0, 4.0,2020-12-23 11:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 81.0, None, 81.2, None, -5.655, None, -5.6, -6999.0, None, None, -6999.0, -5.7, 0.0, 2.0,2020-12-23 12:00:00, -6999.0,52
None, None, None, -6999.0, None, None, -6999.0, -8.4, None, None, -6999.0, None, None, 82.0, None, 81.8, None, -5.286, None, -5.2, -6999.0, None, None, -6999.0, -5.3, 0.0, 1.0,2020-12-23 13:00:00, -6999.0,52
