WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
290.3, 962.0, -12.4, 0.532, 96.6, 96.6,2019-02-19 00:00:00, -12.35,8
265.0, 962.0, -12.6, 0.684, 95.3, 95.3,2019-02-19 01:00:00, -12.58,8
295.9, 962.0, -12.0, 0.737999, 94.9, 94.9,2019-02-19 02:00:00, -11.97,8
277.3, 962.0, -11.2, 0.661, 94.5, 94.5,2019-02-19 03:00:00, -11.2,8
184.2, 962.0, -11.9, 0.569998, 94.4, 94.4,2019-02-19 04:00:00, -11.92,8
269.1, 961.0, -12.6, 0.456999, 94.1, 94.1,2019-02-19 05:00:00, -12.56,8
248.7, 961.0, -12.1, 0.736998, 94.3, 94.3,2019-02-19 06:00:00, -12.05,8
256.3, 960.0, -11.2, 0.527998, 93.4, 93.4,2019-02-19 07:00:00, -11.24,8
240.3, 960.0, -10.9, 0.49, 92.9, 92.9,2019-02-19 08:00:00, -10.86,8
264.0, 960.0, -10.2, 0.532998, 89.4, 89.4,2019-02-19 09:00:00, -10.18,8
229.4, 959.0, -9.4, 0.423, 84.5, 84.5,2019-02-19 10:00:00, -9.36,8
168.3, 958.0, -7.8, 0.168999, 75.3, 75.34,2019-02-19 11:00:00, -7.766,8
200.9, 957.0, -6.8, 0.442, 71.9, 71.88,2019-02-19 12:00:00, -6.77,8
196.3, 956.0, -5.6, 1.133, 71.1, 71.05,2019-02-19 13:00:00, -5.632,8
197.1, 955.0, -5.1, 0.675, 74.6, 74.62,2019-02-19 14:00:00, -5.059,8
211.0, 954.0, -4.8, 0.809, 81.2, 81.2,2019-02-19 15:00:00, -4.762,8
163.0, 953.0, -4.6, 1.79, 85.2, 85.2,2019-02-19 16:00:00, -4.624,8
140.9, 952.0, -4.6, 2.042, 88.3, 88.3,2019-02-19 17:00:00, -4.569,8
123.7, 952.0, -4.7, 2.744, 88.7, 88.7,2019-02-19 18:00:00, -4.686,8
117.9, 951.0, -4.4, 3.112, 83.0, 83.0,2019-02-19 19:00:00, -4.443,8
123.4, 951.0, -4.7, 2.334, 87.4, 87.4,2019-02-19 20:00:00, -4.734,8
114.1, 950.0, -5.0, 1.952, 87.8, 87.8,2019-02-19 21:00:00, -5.016,8
91.1, 950.0, -5.5, 0.861, 92.5, 92.5,2019-02-19 22:00:00, -5.489,8
77.5, 950.0, -5.6, 0.439999, 93.0, 93.0,2019-02-19 23:00:00, -5.633,8
64.8, 949.0, -6.5, 0.884, 95.6, 95.6,2019-02-20 00:00:00, -6.476,8
97.2, 949.0, -7.5, 0.499, 98.1, 98.1,2019-02-20 01:00:00, -7.522,8
277.5, 949.0, -8.0, 0.243, 97.7, 97.7,2019-02-20 02:00:00, -8.02,8
250.2, 949.0, -7.9, 0.893, 97.2, 97.2,2019-02-20 03:00:00, -7.915,8
166.3, 948.0, -8.0, 0.319999, 97.7, 97.7,2019-02-20 04:00:00, -7.989,8
246.6, 948.0, -7.9, 0.363999, 97.1, 97.1,2019-02-20 05:00:00, -7.891,8
247.2, 948.0, -9.2, 0.566999, 97.2, 97.2,2019-02-20 06:00:00, -9.18,8
208.2, 949.0, -10.0, 0.558, 97.0, 97.0,2019-02-20 07:00:00, -9.97,8
253.7, 949.0, -9.6, 0.372999, 95.5, 95.5,2019-02-20 08:00:00, -9.6,8
178.2, 949.0, -8.0, 0.423, 89.2, 89.2,2019-02-20 09:00:00, -7.993,8
185.4, 949.0, -5.6, 0.446999, 77.6, 77.64,2019-02-20 10:00:00, -5.623,8
182.3, 949.0, -2.9, 0.386, 67.8, 67.79,2019-02-20 11:00:00, -2.877,8
158.2, 949.0, -1.4, 0.876999, 62.1, 62.14,2019-02-20 12:00:00, -1.448,8
166.9, 949.0, -0.8, 0.391, 60.0, 59.95,2019-02-20 13:00:00, -0.819,8
206.8, 949.0, -1.4, 0.456999, 64.0, 64.02,2019-02-20 14:00:00, -1.37,8
216.4, 949.0, -0.7, 0.386, 61.3, 61.27,2019-02-20 15:00:00, -0.680998,8
176.8, 949.0, -0.3, 0.219999, 62.0, 62.02,2019-02-20 16:00:00, -0.305999,8
169.7, 949.0, -0.7, 0.374, 64.9, 64.93,2019-02-20 17:00:00, -0.700999,8
214.0, 950.0, -2.5, 0.598999, 75.3, 75.27,2019-02-20 18:00:00, -2.503,8
212.4, 950.0, -4.4, 0.555, 88.4, 88.4,2019-02-20 19:00:00, -4.427,8
234.3, 951.0, -6.7, 0.691999, 95.4, 95.4,2019-02-20 20:00:00, -6.689,8
286.4, 952.0, -7.4, 0.351, 95.9, 95.9,2019-02-20 21:00:00, -7.445,8
251.2, 953.0, -7.5, 0.869, 95.9, 95.9,2019-02-20 22:00:00, -7.512,8
230.7, 954.0, -7.4, 0.409, 96.3, 96.3,2019-02-20 23:00:00, -7.36,8
326.4, 954.0, -7.9, 0.744, 96.9, 96.9,2019-02-21 00:00:00, -7.898,8
297.0, 955.0, -9.4, 0.995, 97.8, 97.8,2019-02-21 01:00:00, -9.35,8
302.0, 956.0, -10.0, 0.722998, 97.4, 97.4,2019-02-21 02:00:00, -10.04,8
271.4, 956.0, -9.9, 0.758, 96.4, 96.4,2019-02-21 03:00:00, -9.87,8
220.0, 957.0, -9.9, 0.827, 95.7, 95.7,2019-02-21 04:00:00, -9.9,8
192.5, 957.0, -10.4, 0.685, 95.5, 95.5,2019-02-21 05:00:00, -10.41,8
233.0, 958.0, -10.4, 0.823, 95.5, 95.5,2019-02-21 06:00:00, -10.42,8
241.4, 958.0, -11.0, 0.517, 95.3, 95.3,2019-02-21 07:00:00, -10.99,8
239.9, 959.0, -11.0, 0.772, 95.2, 95.2,2019-02-21 08:00:00, -10.97,8
211.9, 959.0, -8.4, 0.512, 88.5, 88.5,2019-02-21 09:00:00, -8.39,8
202.2, 959.0, -5.4, 1.062, 74.2, 74.16,2019-02-21 10:00:00, -5.367,8
180.9, 959.0, -3.4, 0.796, 64.4, 64.4,2019-02-21 11:00:00, -3.43,8
180.3, 959.0, -2.1, 0.731998, 60.8, 60.78,2019-02-21 12:00:00, -2.066,8
201.7, 958.0, -0.3, 0.537998, 56.3, 56.28,2019-02-21 13:00:00, -0.347999,8
178.2, 957.0, 1.0, 0.734, 53.8, 53.75,2019-02-21 14:00:00, 1.025,8
263.9, 957.0, 1.7, 0.688, 51.9, 51.87,2019-02-21 15:00:00, 1.72,8
