WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 11.3, None, 74.7, 76.2,2019-06-04 00:00:00, 10.62,23
None, 10.6, None, 76.2, 79.3,2019-06-04 01:00:00, 9.61,23
None, 9.6, None, 79.3, 85.2,2019-06-04 02:00:00, 8.33,23
None, 8.3, None, 85.2, 86.9,2019-06-04 03:00:00, 7.76,23
None, 7.8, None, 86.9, 86.4,2019-06-04 04:00:00, 7.59,23
None, 7.6, None, 86.4, 82.7,2019-06-04 05:00:00, 7.55,23
None, 7.6, None, 82.7, 81.7,2019-06-04 06:00:00, 7.67,23
None, 7.7, None, 81.7, 77.7,2019-06-04 07:00:00, 8.26,23
None, 8.3, None, 77.7, 70.8,2019-06-04 08:00:00, 9.53,23
None, 9.5, None, 70.8, 62.55,2019-06-04 09:00:00, 10.94,23
None, 10.9, None, 62.6, 58.58,2019-06-04 10:00:00, 11.43,23
None, 11.4, None, 58.6, 56.71,2019-06-04 11:00:00, 12.0,23
None, 12.0, None, 56.7, 56.16,2019-06-04 12:00:00, 12.55,23
None, 12.6, None, 56.2, 61.46,2019-06-04 13:00:00, 12.05,23
None, 12.1, None, 61.5, 74.3,2019-06-04 14:00:00, 10.58,23
None, 10.6, None, 74.3, 65.87,2019-06-04 15:00:00, 12.65,23
None, 12.7, None, 65.9, 47.56,2019-06-04 16:00:00, 14.71,23
None, 14.7, None, 47.6, 46.39,2019-06-04 17:00:00, 15.38,23
None, 15.4, None, 46.4, 43.18,2019-06-04 18:00:00, 15.45,23
None, 15.5, None, 43.2, 41.78,2019-06-04 19:00:00, 15.45,23
None, 15.5, None, 41.8, 48.86,2019-06-04 20:00:00, 14.79,23
None, 14.8, None, 48.9, 58.1,2019-06-04 21:00:00, 13.73,23
None, 13.7, None, 58.1, 65.47,2019-06-04 22:00:00, 12.73,23
None, 12.7, None, 65.5, 72.5,2019-06-04 23:00:00, 11.23,23
None, 11.2, None, 72.5, 71.4,2019-06-05 00:00:00, 10.61,23
None, 10.6, None, 71.4, 76.5,2019-06-05 01:00:00, 10.16,23
None, 10.2, None, 76.5, 78.3,2019-06-05 02:00:00, 9.94,23
None, 9.9, None, 78.3, 78.1,2019-06-05 03:00:00, 9.33,23
None, 9.3, None, 78.1, 80.6,2019-06-05 04:00:00, 8.87,23
None, 8.9, None, 80.6, 84.5,2019-06-05 05:00:00, 8.73,23
None, 8.7, None, 84.5, 88.1,2019-06-05 06:00:00, 8.7,23
None, 8.7, None, 88.1, 90.7,2019-06-05 07:00:00, 8.51,23
None, 8.5, None, 90.7, 88.3,2019-06-05 08:00:00, 8.69,23
None, 8.7, None, 88.3, 79.1,2019-06-05 09:00:00, 9.33,23
None, 9.3, None, 79.1, 70.5,2019-06-05 10:00:00, 10.11,23
None, 10.1, None, 70.5, 63.9,2019-06-05 11:00:00, 11.39,23
None, 11.4, None, 63.9, 59.22,2019-06-05 12:00:00, 12.72,23
None, 12.7, None, 59.2, 54.17,2019-06-05 13:00:00, 14.08,23
None, 14.1, None, 54.2, 48.88,2019-06-05 14:00:00, 15.27,23
None, 15.3, None, 48.9, 45.07,2019-06-05 15:00:00, 16.22,23
None, 16.2, None, 45.1, 46.66,2019-06-05 16:00:00, 16.09,23
None, 16.1, None, 46.7, 62.58,2019-06-05 17:00:00, 13.97,23
None, 14.0, None, 62.6, 81.3,2019-06-05 18:00:00, 11.05,23
None, 11.1, None, 81.3, 84.1,2019-06-05 19:00:00, 9.95,23
None, 9.9, None, 84.1, 91.5,2019-06-05 20:00:00, 9.04,23
None, 9.0, None, 91.5, 95.0,2019-06-05 21:00:00, 8.89,23
None, 8.9, None, 95.0, 97.5,2019-06-05 22:00:00, 8.79,23
None, 8.8, None, 97.5, 88.7,2019-06-05 23:00:00, 8.81,23
None, 8.8, None, 88.7, 90.7,2019-06-06 00:00:00, 8.41,23
None, 8.4, None, 90.7, 90.0,2019-06-06 01:00:00, 7.97,23
None, 8.0, None, 90.0, 89.4,2019-06-06 02:00:00, 7.19,23
None, 7.2, None, 89.4, 95.8,2019-06-06 03:00:00, 6.33,23
None, 6.3, None, 95.8, 98.8,2019-06-06 04:00:00, 6.28,23
None, 6.3, None, 98.8, 100.0,2019-06-06 05:00:00, 6.37,23
None, 6.4, None, 100.0, 96.6,2019-06-06 06:00:00, 6.758,23
None, 6.8, None, 96.6, 86.7,2019-06-06 07:00:00, 7.62,23
None, 7.6, None, 86.7, 84.3,2019-06-06 08:00:00, 8.08,23
None, 8.1, None, 84.3, 83.2,2019-06-06 09:00:00, 8.93,23
None, 8.9, None, 83.2, 68.01,2019-06-06 10:00:00, 11.18,23
None, 11.2, None, 68.0, 53.08,2019-06-06 11:00:00, 12.88,23
None, 12.9, None, 53.1, 53.67,2019-06-06 12:00:00, 12.45,23
None, 12.5, None, 53.7, 59.69,2019-06-06 13:00:00, 11.66,23
None, 11.7, None, 59.7, 37.2,2019-06-06 14:00:00, 14.24,23
None, 14.2, None, 37.2, 33.57,2019-06-06 15:00:00, 15.14,23
None, 15.1, None, 33.6, 48.0,2019-06-06 16:00:00, 13.17,23
None, 13.2, None, 48.0, 53.68,2019-06-06 17:00:00, 12.81,23
None, 12.8, None, 53.7, 53.5,2019-06-06 18:00:00, 13.08,23
None, 13.1, None, 53.5, 55.84,2019-06-06 19:00:00, 12.66,23
None, 12.7, None, 55.8, 67.76,2019-06-06 20:00:00, 11.42,23
None, 11.4, None, 67.8, 70.9,2019-06-06 21:00:00, 10.49,23
None, 10.5, None, 70.9, 71.4,2019-06-06 22:00:00, 9.86,23
None, 9.9, None, 71.4, 79.6,2019-06-06 23:00:00, 9.0,23
None, 9.0, None, 79.6, 81.7,2019-06-07 00:00:00, 8.31,23
None, 8.3, None, 81.7, 84.3,2019-06-07 01:00:00, 7.62,23
None, 7.6, None, 84.3, 86.8,2019-06-07 02:00:00, 7.01,23
None, 7.0, None, 86.8, 85.8,2019-06-07 03:00:00, 6.659,23
None, 6.7, None, 85.8, 85.9,2019-06-07 04:00:00, 6.9,23
None, 6.9, None, 85.9, 85.1,2019-06-07 05:00:00, 7.03,23
None, 7.0, None, 85.1, 83.3,2019-06-07 06:00:00, 7.41,23
None, 7.4, None, 83.3, 80.3,2019-06-07 07:00:00, 8.14,23
None, 8.1, None, 80.3, 69.89,2019-06-07 08:00:00, 9.63,23
None, 9.6, None, 69.9, 65.15,2019-06-07 09:00:00, 10.72,23
None, 10.7, None, 65.2, 60.3,2019-06-07 10:00:00, 11.77,23
None, 11.8, None, 60.3, 50.66,2019-06-07 11:00:00, 13.2,23
None, 13.2, None, 50.7, 49.46,2019-06-07 12:00:00, 13.54,23
None, 13.5, None, 49.5, 43.82,2019-06-07 13:00:00, 14.33,23
None, 14.3, None, 43.8, 42.74,2019-06-07 14:00:00, 14.8,23
None, 14.8, None, 42.7, 41.79,2019-06-07 15:00:00, 15.16,23
None, 15.2, None, 41.8, 38.95,2019-06-07 16:00:00, 16.06,23
None, 16.1, None, 39.0, 44.02,2019-06-07 17:00:00, 15.32,23
None, 15.3, None, 44.0, 46.74,2019-06-07 18:00:00, 15.32,23
None, 15.3, None, 46.7, 45.28,2019-06-07 19:00:00, 15.91,23
None, 15.9, None, 45.3, 49.61,2019-06-07 20:00:00, 15.35,23
None, 15.4, None, 49.6, 61.94,2019-06-07 21:00:00, 13.49,23
None, 13.5, None, 61.9, 68.71,2019-06-07 22:00:00, 12.17,23
None, 12.2, None, 68.7, 72.2,2019-06-07 23:00:00, 10.35,23
None, 10.4, None, 72.2, 83.4,2019-06-08 00:00:00, 8.79,23
None, 8.8, None, 83.4, 89.7,2019-06-08 01:00:00, 7.63,23
None, 7.6, None, 89.7, 91.5,2019-06-08 02:00:00, 7.31,23
None, 7.3, None, 91.5, 92.7,2019-06-08 03:00:00, 7.12,23
None, 7.1, None, 92.7, 91.3,2019-06-08 04:00:00, 7.13,23
None, 7.1, None, 91.3, 90.0,2019-06-08 05:00:00, 7.13,23
None, 7.1, None, 90.0, 89.4,2019-06-08 06:00:00, 7.35,23
None, 7.3, None, 89.4, 85.6,2019-06-08 07:00:00, 7.85,23
None, 7.8, None, 85.6, 79.9,2019-06-08 08:00:00, 9.26,23
None, 9.3, None, 79.9, 68.47,2019-06-08 09:00:00, 11.61,23
None, 11.6, None, 68.5, 60.51,2019-06-08 10:00:00, 13.35,23
None, 13.4, None, 60.5, 69.25,2019-06-08 11:00:00, 13.27,23
None, 13.3, None, 69.3, 65.99,2019-06-08 12:00:00, 13.7,23
None, 13.7, None, 66.0, 49.5,2019-06-08 13:00:00, 16.29,23
None, 16.3, None, 49.5, 43.67,2019-06-08 14:00:00, 17.38,23
None, 17.4, None, 43.7, 29.22,2019-06-08 15:00:00, 19.4,23
None, 19.4, None, 29.2, 27.43,2019-06-08 16:00:00, 20.04,23
None, 20.0, None, 27.4, 26.62,2019-06-08 17:00:00, 20.12,23
