air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-14.4,-14.7, 0.0,-14.0,84.0,2021-12-10 00:00:00, 84.0,-16.0,50
-14.7,-14.7, 0.0,-14.0,84.0,2021-12-10 01:00:00, 84.0,-17.0,50
-14.9,-15.1, 0.0,-14.0,83.0,2021-12-10 02:00:00, 84.0,-17.0,50
-15.2,-15.4, 0.0,-14.0,82.0,2021-12-10 03:00:00, 84.0,-17.0,50
-14.6,-15.4, 0.0,-14.0,78.0,2021-12-10 04:00:00, 84.0,-17.0,50
-14.9,-15.4, 0.0,-14.0,89.0,2021-12-10 05:00:00, 84.0,-16.0,50
-15.2,-15.4, 0.0,-14.0,87.0,2021-12-10 06:00:00, 84.0,-17.0,50
-15.1,-15.3, 0.0,-14.8,86.0,2021-12-10 07:00:00, 84.0,-17.0,50
-14.8,-15.3, 0.0,-14.7,88.0,2021-12-10 08:00:00, 84.0,-16.0,50
-14.3,-15.3, 0.0,-14.3,89.0,2021-12-10 09:00:00, 84.0,-15.0,50
-14.0,-15.3, 0.0,-13.9,87.0,2021-12-10 10:00:00, 84.0,-15.0,50
-13.1,-15.3, 0.0,-12.8,79.0,2021-12-10 11:00:00, 83.0,-16.0,50
-12.4,-15.3, -1.0,-12.1,78.0,2021-12-10 12:00:00, 82.0,-15.0,50
-13.0,-15.3, 0.0,-12.1,86.0,2021-12-10 13:00:00, 82.0,-15.0,50
-13.0,-15.3, -1.0,-12.1,85.0,2021-12-10 14:00:00, 81.0,-15.0,50
-13.2,-15.3, 0.0,-12.1,87.0,2021-12-10 15:00:00, 82.0,-15.0,50
-13.4,-15.3, 1.0,-12.1,89.0,2021-12-10 16:00:00, 82.0,-14.0,50
-13.4,-15.3, 1.0,-12.1,89.0,2021-12-10 17:00:00, 82.0,-15.0,50
-13.1,-15.3, -1.0,-12.1,88.0,2021-12-10 18:00:00, 82.0,-14.0,50
-13.3,-13.4, 0.0,-13.1,91.0,2021-12-10 19:00:00, 82.0,-14.0,50
-13.2,-13.5, 0.0,-13.0,91.0,2021-12-10 20:00:00, 82.0,-14.0,50
-12.5,-13.5, 0.0,-12.5,91.0,2021-12-10 21:00:00, 82.0,-13.0,50
-11.8,-13.5, 0.0,-11.8,92.0,2021-12-10 22:00:00, 82.0,-13.0,50
-11.2,-13.5, -1.0,-11.1,93.0,2021-12-10 23:00:00, 80.0,-12.0,50
-10.6,-13.5, 0.0,-10.6,93.0,2021-12-11 00:00:00, 81.0,-11.0,50
-10.5,-13.5, 1.0,-10.5,93.0,2021-12-11 01:00:00, 81.0,-11.0,50
-9.8,-13.5, 1.0,-9.8,94.0,2021-12-11 02:00:00, 81.0,-10.0,50
-9.5,-13.5, 0.0,-9.4,94.0,2021-12-11 03:00:00, 81.0,-10.0,50
-9.3,-13.5, -1.0,-9.2,94.0,2021-12-11 04:00:00, 81.0,-10.0,50
-9.1,-13.5, 2.0,-9.0,95.0,2021-12-11 05:00:00, 82.0,-10.0,50
-9.0,-13.5, 3.0,-8.8,95.0,2021-12-11 06:00:00, 82.0,-10.0,50
-8.8,-9.2, 5.0,-8.8,95.0,2021-12-11 07:00:00, 86.0,-10.0,50
-8.0,-9.2, 6.0,-8.0,96.0,2021-12-11 08:00:00, 91.0,-9.0,50
-7.7,-9.2, 3.0,-7.7,97.0,2021-12-11 09:00:00, 94.0,-8.0,50
-7.5,-9.2, -2.0,-7.4,97.0,2021-12-11 10:00:00, 91.0,-8.0,50
-7.4,-9.2, 0.0,-7.3,97.0,2021-12-11 11:00:00, 91.0,-8.0,50
-7.3,-9.2, -1.0,-7.2,97.0,2021-12-11 12:00:00, 90.0,-8.0,50
-7.2,-9.2, 3.0,-7.2,97.0,2021-12-11 13:00:00, 93.0,-7.0,50
-6.9,-9.2, 3.0,-6.8,98.0,2021-12-11 14:00:00, 95.0,-7.0,50
-7.1,-9.2, -3.0,-6.8,97.0,2021-12-11 15:00:00, 92.0,-7.0,50
-7.4,-9.2, 2.0,-6.8,97.0,2021-12-11 16:00:00, 94.0,-8.0,50
-7.5,-9.2, -1.0,-6.8,97.0,2021-12-11 17:00:00, 93.0,-8.0,50
-7.7,-7.8, 3.0,-7.6,96.0,2021-12-11 19:00:00, 94.0,-8.0,50
-8.0,-8.2, 2.0,-7.6,96.0,2021-12-11 20:00:00, 95.0,-8.0,50
-8.0,-8.2, 0.0,-7.6,96.0,2021-12-11 21:00:00, 95.0,-9.0,50
-8.0,-8.2, -2.0,-7.6,96.0,2021-12-11 22:00:00, 93.0,-9.0,50
-8.1,-8.3, 2.0,-7.6,96.0,2021-12-11 23:00:00, 95.0,-9.0,50
-9.6,-9.6, 4.0,-7.6,93.0,2021-12-12 00:00:00, 98.0,-10.0,50
-10.5,-10.5, 0.0,-7.6,93.0,2021-12-12 01:00:00, 98.0,-11.0,50
-11.3,-11.4, 1.0,-7.6,92.0,2021-12-12 02:00:00, 99.0,-12.0,50
-12.8,-12.7, 0.0,-7.6,90.0,2021-12-12 03:00:00, 99.0,-14.0,50
-12.9,-13.2, 0.0,-7.6,90.0,2021-12-12 04:00:00, 98.0,-14.0,50
-13.4,-13.4, 0.0,-7.6,90.0,2021-12-12 05:00:00, 99.0,-15.0,50
-13.3,-13.4, 0.0,-7.6,90.0,2021-12-12 06:00:00, 98.0,-14.0,50
-13.0,-13.3, -1.0,-12.8,90.0,2021-12-12 07:00:00, 97.0,-14.0,50
-12.8,-13.3, -2.0,-12.7,90.0,2021-12-12 08:00:00, 95.0,-14.0,50
-12.4,-13.3, 4.0,-12.2,91.0,2021-12-12 09:00:00, 99.0,-13.0,50
-11.4,-13.3, 0.0,-11.4,91.0,2021-12-12 10:00:00, 99.0,-12.0,50
-10.9,-13.3, 0.0,-10.8,92.0,2021-12-12 11:00:00, 99.0,-12.0,50
-11.6,-13.3, -2.0,-10.8,91.0,2021-12-12 12:00:00, 96.0,-13.0,50
-12.2,-13.3, 2.0,-10.8,90.0,2021-12-12 13:00:00, 98.0,-13.0,50
-12.0,-13.3, 0.0,-10.8,91.0,2021-12-12 14:00:00, 98.0,-13.0,50
-11.9,-13.3, -1.0,-10.8,91.0,2021-12-12 15:00:00, 97.0,-13.0,50
-12.3,-13.3, -1.0,-10.8,91.0,2021-12-12 16:00:00, 96.0,-13.0,50
-12.1,-13.3, -2.0,-10.8,91.0,2021-12-12 17:00:00, 94.0,-13.0,50
-12.2,-13.3, 1.0,-10.8,91.0,2021-12-12 18:00:00, 95.0,-13.0,50
-12.3,-12.4, 1.0,-12.1,91.0,2021-12-12 19:00:00, 95.0,-13.0,50
-12.6,-12.7, 1.0,-12.1,90.0,2021-12-12 20:00:00, 96.0,-14.0,50
-12.6,-12.7, -2.0,-12.1,90.0,2021-12-12 21:00:00, 95.0,-14.0,50
-12.3,-12.7, 2.0,-12.1,91.0,2021-12-12 22:00:00, 96.0,-13.0,50
-12.4,-12.7, 1.0,-12.1,91.0,2021-12-12 23:00:00, 96.0,-14.0,50
-12.4,-12.7, -1.0,-12.1,91.0,2021-12-13 00:00:00, 95.0,-13.0,50
-12.2,-12.7, 2.0,-12.1,91.0,2021-12-13 01:00:00, 97.0,-13.0,50
-12.2,-12.7, 0.0,-12.1,91.0,2021-12-13 02:00:00, 97.0,-13.0,50
-12.4,-12.7, 0.0,-12.0,91.0,2021-12-13 03:00:00, 97.0,-13.0,50
-13.2,-13.3, 0.0,-12.0,90.0,2021-12-13 04:00:00, 96.0,-14.0,50
-12.2,-13.3, -1.0,-12.0,91.0,2021-12-13 05:00:00, 96.0,-13.0,50
-12.6,-13.3, 1.0,-12.0,91.0,2021-12-13 06:00:00, 96.0,-13.0,50
-12.5,-12.6, 0.0,-12.4,91.0,2021-12-13 07:00:00, 96.0,-14.0,50
-12.6,-12.8, 0.0,-12.4,90.0,2021-12-13 08:00:00, 96.0,-14.0,50
-12.0,-12.8, 0.0,-11.9,91.0,2021-12-13 09:00:00, 96.0,-13.0,50
-11.0,-12.8, 0.0,-11.1,92.0,2021-12-13 10:00:00, 96.0,-12.0,50
-8.7,-12.8, -2.0,-8.9,94.0,2021-12-13 11:00:00, 94.0,-9.0,50
-7.1,-12.8, -1.0,-7.1,96.0,2021-12-13 12:00:00, 94.0,-8.0,50
-8.3,-12.8, 1.0,-7.1,94.0,2021-12-13 13:00:00, 94.0,-9.0,50
-9.1,-12.8, 0.0,-7.1,94.0,2021-12-13 14:00:00, 94.0,-10.0,50
-8.7,-12.8, 0.0,-7.1,94.0,2021-12-13 15:00:00, 94.0,-9.0,50
-9.9,-12.8, 1.0,-7.1,93.0,2021-12-13 16:00:00, 94.0,-11.0,50
-9.5,-12.8, 1.0,-7.1,94.0,2021-12-13 17:00:00, 95.0,-10.0,50
-8.7,-12.8, 2.0,-7.1,95.0,2021-12-13 18:00:00, 96.0,-9.0,50
-8.3,-8.8, -1.0,-8.3,96.0,2021-12-13 19:00:00, 96.0,-9.0,50
-8.1,-8.8, -2.0,-8.0,96.0,2021-12-13 20:00:00, 94.0,-8.0,50
-7.8,-8.8, 1.0,-7.8,96.0,2021-12-13 21:00:00, 95.0,-8.0,50
-7.3,-8.8, 0.0,-7.2,97.0,2021-12-13 22:00:00, 94.0,-8.0,50
-6.9,-8.8, 0.0,-6.9,98.0,2021-12-13 23:00:00, 94.0,-7.0,50
-6.7,-8.8, 3.0,-6.6,99.0,2021-12-14 00:00:00, 97.0,-7.0,50
-6.7,-8.8, 1.0,-6.4,98.0,2021-12-14 01:00:00, 97.0,-7.0,50
-6.9,-8.8, -1.0,-6.4,98.0,2021-12-14 02:00:00, 97.0,-7.0,50
-6.7,-8.8, 0.0,-6.4,98.0,2021-12-14 03:00:00, 96.0,-7.0,50
-7.4,-8.8, 0.0,-6.4,97.0,2021-12-14 04:00:00, 96.0,-8.0,50
-7.6,-8.8, 0.0,-6.4,96.0,2021-12-14 05:00:00, 97.0,-8.0,50
-7.9,-8.8, 1.0,-6.4,96.0,2021-12-14 06:00:00, 97.0,-8.0,50
-8.4,-8.4, 0.0,-7.8,95.0,2021-12-14 07:00:00, 97.0,-9.0,50
-8.8,-8.9, 0.0,-7.8,95.0,2021-12-14 08:00:00, 97.0,-10.0,50
-9.1,-9.1, 0.0,-7.8,94.0,2021-12-14 09:00:00, 97.0,-10.0,50
-9.3,-9.5, 0.0,-7.8,94.0,2021-12-14 10:00:00, 97.0,-10.0,50
-9.1,-9.5, 0.0,-7.8,94.0,2021-12-14 11:00:00, 97.0,-10.0,50
-8.8,-9.5, 0.0,-7.8,94.0,2021-12-14 12:00:00, 96.0,-10.0,50
-9.8,-9.9, 0.0,-7.8,93.0,2021-12-14 13:00:00, 96.0,-11.0,50
-10.3,-10.4, -1.0,-7.8,92.0,2021-12-14 14:00:00, 94.0,-11.0,50
-10.7,-10.8, 0.0,-7.8,92.0,2021-12-14 15:00:00, 94.0,-12.0,50
-11.7,-11.6, 0.0,-7.8,91.0,2021-12-14 16:00:00, 94.0,-13.0,50
-12.7,-12.8, 0.0,-7.8,90.0,2021-12-14 17:00:00, 94.0,-14.0,50
-13.1,-13.3, 0.0,-7.8,90.0,2021-12-14 18:00:00, 94.0,-14.0,50
-13.5,-13.6, 0.0,-13.1,89.0,2021-12-14 19:00:00, 94.0,-15.0,50
-14.2,-14.5, 0.0,-13.1,89.0,2021-12-14 20:00:00, 94.0,-15.0,50
-14.1,-14.5, 0.0,-13.1,89.0,2021-12-14 21:00:00, 94.0,-15.0,50
-14.1,-14.5, 0.0,-13.1,89.0,2021-12-14 22:00:00, 94.0,-15.0,50
-14.2,-14.5, 0.0,-13.1,89.0,2021-12-14 23:00:00, 94.0,-16.0,50
-14.2,-14.6, 0.0,-13.1,89.0,2021-12-15 00:00:00, 94.0,-15.0,50
-14.1,-14.6, 0.0,-13.1,89.0,2021-12-15 01:00:00, 94.0,-16.0,50
-14.7,-14.9, 0.0,-13.1,89.0,2021-12-15 02:00:00, 94.0,-16.0,50
-14.9,-15.1, 0.0,-13.1,88.0,2021-12-15 03:00:00, 94.0,-16.0,50
-15.1,-15.2, 0.0,-13.1,88.0,2021-12-15 04:00:00, 94.0,-17.0,50
-14.9,-15.3, 0.0,-13.1,88.0,2021-12-15 05:00:00, 94.0,-16.0,50
-15.5,-15.6, 0.0,-13.1,88.0,2021-12-15 06:00:00, 94.0,-17.0,50
-15.3,-15.6, -1.0,-15.1,88.0,2021-12-15 07:00:00, 94.0,-17.0,50
-15.6,-15.6, 0.0,-15.1,88.0,2021-12-15 08:00:00, 93.0,-17.0,50
-13.8,-15.7, 0.0,-13.9,89.0,2021-12-15 09:00:00, 93.0,-15.0,50
-12.3,-15.7, 0.0,-12.3,89.0,2021-12-15 10:00:00, 93.0,-13.0,50
-12.2,-15.7, 2.0,-10.8,89.0,2021-12-15 11:00:00, 95.0,-14.0,50
-11.4,-15.7, -1.0,-10.8,90.0,2021-12-15 12:00:00, 94.0,-12.0,50
-11.0,-15.7, 0.0,-10.6,91.0,2021-12-15 13:00:00, 94.0,-12.0,50
-12.3,-15.7, 0.0,-10.6,90.0,2021-12-15 14:00:00, 94.0,-14.0,50
-11.9,-15.7, -1.0,-10.6,89.0,2021-12-15 15:00:00, 94.0,-13.0,50
-14.9,-15.7, 1.0,-10.6,88.0,2021-12-15 16:00:00, 95.0,-17.0,50
-14.9,-15.7, 0.0,-10.6,88.0,2021-12-15 17:00:00, 94.0,-16.0,50
-15.1,-15.7, 0.0,-10.6,88.0,2021-12-15 18:00:00, 94.0,-16.0,50
-15.3,-15.4, 0.0,-15.0,88.0,2021-12-15 19:00:00, 94.0,-17.0,50
-15.7,-16.0, 0.0,-15.0,88.0,2021-12-15 20:00:00, 94.0,-17.0,50
-15.7,-16.0, 0.0,-15.0,88.0,2021-12-15 21:00:00, 94.0,-17.0,50
-15.7,-16.1, 0.0,-15.0,88.0,2021-12-15 22:00:00, 94.0,-17.0,50
-15.4,-16.1, 0.0,-15.0,88.0,2021-12-15 23:00:00, 94.0,-17.0,50
-15.4,-16.1, 0.0,-15.0,88.0,2021-12-16 00:00:00, 94.0,-17.0,50
-15.3,-16.1, 0.0,-15.0,88.0,2021-12-16 01:00:00, 93.0,-17.0,50
-15.6,-16.1, 0.0,-15.0,87.0,2021-12-16 02:00:00, 93.0,-17.0,50
-15.3,-16.1, 0.0,-15.0,88.0,2021-12-16 03:00:00, 93.0,-17.0,50
-14.7,-16.1, 0.0,-14.6,89.0,2021-12-16 04:00:00, 93.0,-16.0,50
-14.4,-16.1, 0.0,-14.3,88.0,2021-12-16 05:00:00, 93.0,-16.0,50
-14.1,-16.1, 0.0,-14.0,89.0,2021-12-16 06:00:00, 93.0,-15.0,50
-14.0,-14.3, -1.0,-13.9,89.0,2021-12-16 07:00:00, 92.0,-15.0,50
-13.8,-14.3, 0.0,-13.6,89.0,2021-12-16 09:00:00, 93.0,-15.0,50
-12.7,-14.3, 0.0,-12.7,90.0,2021-12-16 10:00:00, 93.0,-14.0,50
