pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
0.5,-5.6,-5.9, 1013.3, 0.0, 0.0,-3.0,95.0,2021-12-10 00:00:00,-6.0, 907.0,50
0.5,-6.5,-6.7, 1013.3, 0.0, 0.0,-3.0,94.0,2021-12-10 01:00:00,-7.0, 907.0,50
0.5,-6.7,-7.2, 1014.5, 0.0, 0.0,-3.0,93.0,2021-12-10 02:00:00,-7.0, 908.0,50
0.5,-6.5,-7.2, 1014.5, 0.0, 0.0,-3.0,94.0,2021-12-10 03:00:00,-7.0, 908.0,50
0.5,-7.2,-7.2, 1015.7, 0.0, 0.0,-3.0,93.0,2021-12-10 04:00:00,-8.0, 909.0,50
0.5,-8.6,-8.5, 1016.0, 0.0, 0.0,-3.0,90.0,2021-12-10 05:00:00,-10.0, 909.0,50
0.5,-9.6,-9.7, 1017.2, 0.0, 0.0,-3.0,90.0,2021-12-10 06:00:00,-11.0, 910.0,50
0.5,-10.0,-10.1, 1017.3, 0.0, 0.0,-9.5,90.0,2021-12-10 07:00:00,-11.0, 910.0,50
0.5,-9.2,-10.1, 1018.3, 0.0, 0.0,-9.3,93.0,2021-12-10 08:00:00,-10.0, 911.0,50
0.5,-9.3,-10.1, 1019.6, 0.0, 0.0,-9.2,92.0,2021-12-10 09:00:00,-10.0, 912.0,50
0.5,-9.3,-10.1, 1019.7, 0.0, 0.0,-9.2,92.0,2021-12-10 10:00:00,-10.0, 912.0,50
0.5,-7.2,-10.1, 1018.3, 0.0, 0.0,-7.1,91.0,2021-12-10 11:00:00,-8.0, 911.0,50
0.5,-5.9,-10.1, 1019.3, 0.0, 0.0,-5.9,88.0,2021-12-10 12:00:00,-7.0, 912.0,50
0.5,-4.7,-10.1, 1018.2, 0.0, 0.0,-4.6,87.0,2021-12-10 13:00:00,-6.0, 911.0,50
0.5,-4.5,-10.1, 1019.3, 0.0, 0.0,-4.2,91.0,2021-12-10 14:00:00,-6.0, 912.0,50
0.8,-4.6,-10.1, 1018.2, 0.3, 0.0,-4.2,92.0,2021-12-10 15:00:00,-6.0, 911.0,50
1.0,-4.7,-10.1, 1018.3, 0.2, 0.0,-4.2,94.0,2021-12-10 16:00:00,-5.0, 911.0,50
1.0,-4.8,-10.1, 1018.4, 0.1, 0.0,-4.2,94.0,2021-12-10 17:00:00,-6.0, 911.0,50
1.0,-4.7,-10.1, 1018.6, 0.0, 0.0,-4.2,94.0,2021-12-10 18:00:00,-5.0, 911.0,50
0.7,-4.7,-4.9, 1017.5, 0.0, 0.0,-4.5,94.0,2021-12-10 19:00:00,-5.0, 910.0,50
0.5,-4.7,-4.9, 1017.4, 0.0, 0.0,-4.5,94.0,2021-12-10 20:00:00,-5.0, 910.0,50
0.5,-4.7,-4.9, 1017.4, 0.1, 0.0,-4.2,95.0,2021-12-10 21:00:00,-5.0, 910.0,50
0.8,-4.5,-4.9, 1016.3, 0.3, 0.0,-4.2,95.0,2021-12-10 22:00:00,-5.0, 909.0,50
