WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.541,57.97,2016-05-13 00:00:00,13.83,20
None, None, 0.843999,60.6,2016-05-13 01:00:00,13.25,20
None, None, 0.927999,63.42,2016-05-13 02:00:00,12.84,20
None, None, 2.469,63.14,2016-05-13 03:00:00,12.4,20
None, None, 1.141,61.54,2016-05-13 04:00:00,12.58,20
None, None, 1.69,59.63,2016-05-13 05:00:00,12.36,20
None, None, 1.311,59.75,2016-05-13 06:00:00,13.65,20
None, None, 1.178,61.47,2016-05-13 07:00:00,14.99,20
None, None, 1.056,57.49,2016-05-13 08:00:00,16.81,20
None, None, 2.777,46.07,2016-05-13 09:00:00,18.25,20
None, None, 5.738,47.32,2016-05-13 10:00:00,18.42,20
None, None, 5.237,47.28,2016-05-13 11:00:00,18.89,20
None, None, 3.188,40.0,2016-05-13 12:00:00,20.19,20
None, None, 2.767,38.17,2016-05-13 13:00:00,20.98,20
None, None, 1.984,32.7,2016-05-13 14:00:00,22.34,20
None, None, 1.64,36.96,2016-05-13 15:00:00,21.91,20
None, None, 2.045,27.66,2016-05-13 16:00:00,24.28,20
None, None, 1.954,34.39,2016-05-13 17:00:00,23.85,20
None, None, 0.328,41.43,2016-05-13 18:00:00,22.33,20
None, None, 0.529999,43.39,2016-05-13 19:00:00,22.1,20
None, None, 1.343,43.02,2016-05-13 20:00:00,21.04,20
None, None, 1.517,44.42,2016-05-13 21:00:00,19.25,20
None, None, 1.553,49.74,2016-05-13 22:00:00,18.05,20
None, None, 1.15,51.27,2016-05-13 23:00:00,17.76,20
None, None, 0.55,51.11,2016-05-14 00:00:00,17.46,20
None, None, 1.579,50.77,2016-05-14 01:00:00,17.38,20
None, None, 2.231,49.74,2016-05-14 02:00:00,16.94,20
None, None, 1.853,51.6,2016-05-14 03:00:00,16.56,20
None, None, 1.556,54.44,2016-05-14 04:00:00,15.85,20
None, None, 1.821,53.87,2016-05-14 05:00:00,15.78,20
None, None, 0.75,56.03,2016-05-14 06:00:00,16.0,20
None, None, 0.852998,60.93,2016-05-14 07:00:00,16.57,20
None, None, 0.456999,62.45,2016-05-14 08:00:00,17.09,20
None, None, 1.961,48.87,2016-05-14 09:00:00,19.22,20
None, None, 6.259,52.23,2016-05-14 10:00:00,19.44,20
None, None, 7.22,48.27,2016-05-14 11:00:00,19.98,20
None, None, 7.13,48.02,2016-05-14 12:00:00,20.4,20
None, None, 7.64,51.71,2016-05-14 13:00:00,20.09,20
None, None, 8.52,57.04,2016-05-14 14:00:00,19.2,20
None, None, 7.88,52.57,2016-05-14 15:00:00,19.25,20
None, None, 6.591,65.08,2016-05-14 16:00:00,17.96,20
None, None, 3.902,56.63,2016-05-14 17:00:00,18.94,20
None, None, 2.006,57.6,2016-05-14 18:00:00,19.34,20
None, None, 1.186,60.53,2016-05-14 19:00:00,18.86,20
None, None, 3.249,62.46,2016-05-14 20:00:00,17.81,20
None, None, 3.652,64.18,2016-05-14 21:00:00,17.21,20
None, None, 2.972,65.31,2016-05-14 22:00:00,17.02,20
None, None, 2.838,68.8,2016-05-14 23:00:00,16.14,20
None, None, 2.524,71.5,2016-05-15 00:00:00,15.31,20
None, None, 2.467,74.4,2016-05-15 01:00:00,14.6,20
None, None, 2.603,76.2,2016-05-15 02:00:00,14.34,20
None, None, 3.384,79.2,2016-05-15 03:00:00,13.98,20
None, None, 3.155,81.3,2016-05-15 04:00:00,13.6,20
None, None, 3.294,82.4,2016-05-15 05:00:00,13.59,20
None, None, 1.873,81.8,2016-05-15 06:00:00,14.06,20
None, None, 1.502,82.3,2016-05-15 07:00:00,14.21,20
None, None, 2.602,83.2,2016-05-15 08:00:00,14.1,20
None, None, 3.043,82.6,2016-05-15 09:00:00,13.92,20
None, None, 2.303,80.2,2016-05-15 10:00:00,14.14,20
None, None, 2.999,79.1,2016-05-15 11:00:00,14.15,20
None, None, 3.527,79.0,2016-05-15 12:00:00,14.31,20
None, None, 4.378,77.4,2016-05-15 13:00:00,14.47,20
None, None, 3.708,75.1,2016-05-15 14:00:00,14.74,20
None, None, 2.905,76.7,2016-05-15 15:00:00,14.79,20
None, None, 2.613,75.1,2016-05-15 16:00:00,15.25,20
None, None, 3.845,74.2,2016-05-15 17:00:00,15.34,20
None, None, 3.596,76.1,2016-05-15 18:00:00,15.03,20
None, None, 1.958,75.5,2016-05-15 19:00:00,15.1,20
None, None, 1.758,75.8,2016-05-15 20:00:00,15.02,20
None, None, 1.711,79.3,2016-05-15 21:00:00,14.43,20
None, None, 2.297,80.9,2016-05-15 22:00:00,14.11,20
None, None, 3.075,80.8,2016-05-15 23:00:00,14.09,20
None, None, 2.319,80.7,2016-05-16 00:00:00,13.89,20
None, None, 2.078,79.3,2016-05-16 01:00:00,13.9,20
None, None, 3.087,76.4,2016-05-16 02:00:00,13.88,20
None, None, 2.242,76.2,2016-05-16 03:00:00,13.76,20
None, None, 2.872,74.9,2016-05-16 04:00:00,13.61,20
None, None, 3.203,74.9,2016-05-16 05:00:00,13.43,20
None, None, 3.387,75.6,2016-05-16 06:00:00,13.32,20
None, None, 3.331,83.0,2016-05-16 07:00:00,12.59,20
None, None, 2.663,86.2,2016-05-16 08:00:00,12.23,20
None, None, 3.761,85.4,2016-05-16 09:00:00,12.33,20
None, None, 4.138,83.7,2016-05-16 10:00:00,12.5,20
None, None, 3.177,79.4,2016-05-16 11:00:00,12.87,20
None, None, 3.608,78.7,2016-05-16 12:00:00,13.2,20
None, None, 4.969,78.7,2016-05-16 13:00:00,13.22,20
None, None, 4.17,76.4,2016-05-16 14:00:00,13.77,20
None, None, 4.328,75.4,2016-05-16 15:00:00,13.72,20
None, None, 3.722,73.5,2016-05-16 16:00:00,14.25,20
None, None, 2.724,73.9,2016-05-16 17:00:00,14.67,20
None, None, 2.914,76.2,2016-05-16 18:00:00,14.56,20
None, None, 2.843,77.5,2016-05-16 19:00:00,14.37,20
None, None, 1.765,78.0,2016-05-16 20:00:00,14.32,20
None, None, 0.925,76.1,2016-05-16 21:00:00,14.27,20
None, None, 1.464,76.6,2016-05-16 22:00:00,14.24,20
None, None, 1.068,75.9,2016-05-16 23:00:00,14.19,20
None, None, 0.558,81.3,2016-05-17 00:00:00,13.79,20
None, None, 0.474,82.5,2016-05-17 01:00:00,13.44,20
None, None, 1.325,83.3,2016-05-17 02:00:00,13.11,20
None, None, 0.986,83.7,2016-05-17 03:00:00,12.82,20
None, None, 1.143,85.5,2016-05-17 04:00:00,12.24,20
None, None, 1.663,86.9,2016-05-17 05:00:00,11.57,20
None, None, 1.138,84.9,2016-05-17 06:00:00,12.03,20
None, None, 2.718,79.0,2016-05-17 07:00:00,13.59,20
None, None, 3.892,76.4,2016-05-17 08:00:00,14.05,20
None, None, 4.301,76.6,2016-05-17 09:00:00,14.07,20
None, None, 5.697,76.0,2016-05-17 10:00:00,14.11,20
None, None, 4.107,68.85,2016-05-17 11:00:00,15.23,20
None, None, 4.424,69.03,2016-05-17 12:00:00,15.61,20
None, None, 4.933,68.29,2016-05-17 13:00:00,15.95,20
None, None, 4.904,65.98,2016-05-17 14:00:00,16.27,20
None, None, 5.548,62.92,2016-05-17 15:00:00,16.51,20
None, None, 4.72,61.2,2016-05-17 16:00:00,16.74,20
None, None, 4.369,57.56,2016-05-17 17:00:00,17.33,20
None, None, 3.559,55.32,2016-05-17 18:00:00,17.71,20
None, None, 2.969,54.41,2016-05-17 19:00:00,17.58,20
None, None, 1.491,60.2,2016-05-17 20:00:00,16.92,20
None, None, 1.291,67.02,2016-05-17 21:00:00,15.67,20
None, None, 1.625,70.9,2016-05-17 22:00:00,14.34,20
None, None, 1.064,74.2,2016-05-17 23:00:00,13.73,20
None, None, 1.669,75.3,2016-05-18 00:00:00,13.96,20
None, None, 0.948,74.9,2016-05-18 01:00:00,13.92,20
None, None, 1.18,76.7,2016-05-18 02:00:00,13.69,20
None, None, 0.509998,77.7,2016-05-18 03:00:00,14.33,20
None, None, 2.292,72.2,2016-05-18 04:00:00,15.19,20
None, None, 2.098,69.88,2016-05-18 05:00:00,14.73,20
None, None, 1.398,74.3,2016-05-18 06:00:00,13.95,20
None, None, 4.778,71.9,2016-05-18 07:00:00,14.16,20
None, None, 3.193,71.9,2016-05-18 08:00:00,14.21,20
None, None, 2.227,65.92,2016-05-18 09:00:00,15.31,20
None, None, 5.711,67.6,2016-05-18 10:00:00,14.97,20
None, None, 6.31,68.57,2016-05-18 11:00:00,14.98,20
None, None, 4.739,69.69,2016-05-18 12:00:00,14.91,20
None, None, 4.679,68.77,2016-05-18 13:00:00,15.13,20
None, None, 4.44,65.13,2016-05-18 14:00:00,15.7,20
None, None, 4.251,60.44,2016-05-18 15:00:00,16.34,20
None, None, 4.5,58.2,2016-05-18 16:00:00,16.48,20
None, None, 4.244,57.68,2016-05-18 17:00:00,16.86,20
None, None, 4.099,59.46,2016-05-18 18:00:00,16.76,20
None, None, 3.19,61.13,2016-05-18 19:00:00,16.39,20
None, None, 1.783,66.4,2016-05-18 20:00:00,15.59,20
None, None, 1.273,71.9,2016-05-18 21:00:00,14.88,20
None, None, 1.532,73.6,2016-05-18 22:00:00,14.3,20
None, None, 1.936,74.7,2016-05-18 23:00:00,13.67,20
None, None, 1.419,85.6,2016-05-19 00:00:00,12.43,20
None, None, 1.369,87.9,2016-05-19 01:00:00,11.94,20
None, None, 0.816999,86.6,2016-05-19 02:00:00,11.69,20
None, None, 0.940998,89.2,2016-05-19 03:00:00,11.07,20
None, None, 1.252,90.4,2016-05-19 04:00:00,10.44,20
None, None, 1.519,91.3,2016-05-19 05:00:00,9.72,20
None, None, 1.825,91.2,2016-05-19 06:00:00,9.64,20
None, None, 1.202,88.4,2016-05-19 07:00:00,10.85,20
None, None, 1.674,82.9,2016-05-19 08:00:00,11.57,20
None, None, 1.581,77.8,2016-05-19 09:00:00,12.06,20
None, None, 3.826,66.18,2016-05-19 10:00:00,12.98,20
None, None, 4.754,67.39,2016-05-19 11:00:00,13.25,20
None, None, 5.531,66.66,2016-05-19 12:00:00,12.88,20
None, None, 5.584,65.46,2016-05-19 13:00:00,12.8,20
None, None, 5.08,63.63,2016-05-19 14:00:00,12.87,20
None, None, 5.283,66.47,2016-05-19 15:00:00,12.97,20
None, None, 4.555,66.95,2016-05-19 16:00:00,12.87,20
None, None, 3.337,66.59,2016-05-19 17:00:00,12.91,20
None, None, 2.554,63.96,2016-05-19 18:00:00,13.03,20
None, None, 1.494,62.33,2016-05-19 19:00:00,12.99,20
None, None, 1.003,67.04,2016-05-19 20:00:00,12.71,20
None, None, 1.559,76.3,2016-05-19 21:00:00,11.32,20
None, None, 1.632,80.0,2016-05-19 22:00:00,10.94,20
None, None, 1.442,81.1,2016-05-19 23:00:00,11.03,20
