ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,-5.0,0.0,2020-04-08,172.0,6.0,15,,,,,
2.0,0.0,-7.0,2.0,2020-04-13,158.0,4.5,15,,,,,
,,,,2020-04-08 00:00:00,,,15,12.4,-7.6,323.0,65.0,0.0
,,,,2020-04-08 01:00:00,,,15,7.6,-7.7,324.0,62.0,0.0
,,,,2020-04-08 02:00:00,,,15,12.2,-8.1,319.0,72.0,0.0
,,,,2020-04-08 03:00:00,,,15,10.8,-7.8,320.0,65.0,0.0
,,,,2020-04-08 04:00:00,,,15,9.9,-8.1,327.0,68.0,0.0
,,,,2020-04-08 05:00:00,,,15,9.3,-7.2,331.0,64.0,0.0
,,,,2020-04-08 06:00:00,,,15,6.0,-3.9,340.0,49.0,0.0
,,,,2020-04-08 07:00:00,,,15,2.2,0.0,335.0,36.0,0.0
,,,,2020-04-08 08:00:00,,,15,3.1,1.5,315.0,36.0,0.0
,,,,2020-04-08 09:00:00,,,15,3.2,4.1,316.0,29.0,0.0
,,,,2020-04-08 10:00:00,,,15,3.0,5.8,346.0,24.0,0.0
,,,,2020-04-08 11:00:00,,,15,1.6,5.8,187.0,27.0,0.0
,,,,2020-04-08 12:00:00,,,15,0.0,4.0,194.0,34.0,0.0
,,,,2020-04-08 13:00:00,,,15,0.0,5.6,267.0,33.0,0.0
,,,,2020-04-08 14:00:00,,,15,1.7,6.7,316.0,28.0,0.0
,,,,2020-04-08 15:00:00,,,15,0.0,4.5,298.0,38.0,0.0
,,,,2020-04-08 16:00:00,,,15,1.6,4.1,287.0,38.0,0.0
,,,,2020-04-08 17:00:00,,,15,0.0,0.9,280.0,57.0,0.0
,,,,2020-04-08 18:00:00,,,15,0.0,-2.4,289.0,72.0,0.0
,,,,2020-04-08 19:00:00,,,15,0.0,-2.6,299.0,67.0,0.0
,,,,2020-04-08 20:00:00,,,15,1.6,-3.0,296.0,65.0,0.0
,,,,2020-04-08 21:00:00,,,15,0.0,-2.5,292.0,58.0,0.0
,,,,2020-04-08 22:00:00,,,15,0.0,-2.2,297.0,58.0,0.0
,,,,2020-04-08 23:00:00,,,15,0.0,-1.3,299.0,65.0,0.0
,,,,2020-04-09 00:00:00,,,15,0.0,-0.4,138.0,47.0,0.0
,,,,2020-04-09 01:00:00,,,15,0.0,-0.4,164.0,46.0,0.0
,,,,2020-04-09 02:00:00,,,15,0.0,0.2,176.0,50.0,0.0
,,,,2020-04-09 03:00:00,,,15,0.0,-0.2,173.0,51.0,0.0
,,,,2020-04-09 04:00:00,,,15,0.0,0.6,189.0,46.0,0.0
,,,,2020-04-09 05:00:00,,,15,0.0,0.4,169.0,45.0,0.0
,,,,2020-04-09 06:00:00,,,15,2.5,3.4,192.0,42.0,0.0
,,,,2020-04-09 07:00:00,,,15,2.1,4.4,200.0,34.0,0.0
,,,,2020-04-09 08:00:00,,,15,0.0,5.8,211.0,38.0,0.0
,,,,2020-04-09 09:00:00,,,15,2.8,7.0,214.0,37.0,0.0
,,,,2020-04-09 10:00:00,,,15,2.9,8.5,210.0,32.0,0.0
,,,,2020-04-09 11:00:00,,,15,4.4,9.2,197.0,29.0,0.0
,,,,2020-04-09 12:00:00,,,15,2.1,11.3,204.0,28.0,0.0
,,,,2020-04-09 13:00:00,,,15,3.1,11.1,212.0,28.0,0.0
,,,,2020-04-09 14:00:00,,,15,2.1,12.2,275.0,27.0,0.0
,,,,2020-04-09 15:00:00,,,15,1.7,9.8,288.0,31.0,0.0
,,,,2020-04-09 16:00:00,,,15,2.1,9.2,314.0,33.0,0.0
,,,,2020-04-09 17:00:00,,,15,2.6,6.7,308.0,41.0,0.0
,,,,2020-04-09 18:00:00,,,15,1.7,2.6,322.0,59.0,0.0
,,,,2020-04-09 19:00:00,,,15,0.0,3.2,290.0,45.0,0.0
,,,,2020-04-09 20:00:00,,,15,3.2,3.1,277.0,59.0,0.0
,,,,2020-04-09 21:00:00,,,15,3.1,3.0,270.0,58.0,0.0
,,,,2020-04-09 22:00:00,,,15,1.7,1.4,293.0,69.0,0.0
,,,,2020-04-09 23:00:00,,,15,8.2,0.9,305.0,74.0,0.0
,,,,2020-04-10 00:00:00,,,15,11.9,0.9,311.0,71.0,0.0
,,,,2020-04-10 01:00:00,,,15,13.8,0.8,315.0,74.0,0.0
,,,,2020-04-10 02:00:00,,,15,11.3,0.5,314.0,79.0,0.0
,,,,2020-04-10 03:00:00,,,15,16.2,0.6,313.0,80.0,0.0
,,,,2020-04-10 04:00:00,,,15,14.2,0.1,310.0,82.0,0.0
,,,,2020-04-10 05:00:00,,,15,11.5,-0.2,328.0,84.0,0.0
,,,,2020-04-10 06:00:00,,,15,6.5,0.4,345.0,83.0,0.0
,,,,2020-04-10 07:00:00,,,15,6.9,1.7,311.0,77.0,0.0
,,,,2020-04-10 08:00:00,,,15,10.5,5.0,314.0,64.0,0.0
,,,,2020-04-10 09:00:00,,,15,9.9,6.3,317.0,56.0,0.0
,,,,2020-04-10 10:00:00,,,15,10.3,7.5,296.0,52.0,0.0
,,,,2020-04-10 11:00:00,,,15,8.7,9.1,284.0,49.0,0.0
,,,,2020-04-10 12:00:00,,,15,10.6,5.7,287.0,62.0,0.0
,,,,2020-04-10 13:00:00,,,15,8.4,6.8,292.0,56.0,0.0
,,,,2020-04-10 14:00:00,,,15,9.6,8.0,299.0,47.0,0.0
,,,,2020-04-10 15:00:00,,,15,10.3,4.9,292.0,55.0,0.0
,,,,2020-04-10 16:00:00,,,15,9.9,5.6,303.0,50.0,0.0
,,,,2020-04-10 17:00:00,,,15,5.7,2.9,313.0,56.0,0.0
,,,,2020-04-10 18:00:00,,,15,9.7,-0.1,335.0,64.0,0.0
,,,,2020-04-10 19:00:00,,,15,14.1,-0.8,322.0,63.0,0.0
,,,,2020-04-10 20:00:00,,,15,14.5,-0.7,335.0,58.0,0.0
,,,,2020-04-10 21:00:00,,,15,11.4,-0.9,326.0,60.0,0.0
,,,,2020-04-10 22:00:00,,,15,12.8,-1.5,329.0,62.0,0.0
,,,,2020-04-10 23:00:00,,,15,14.4,-2.5,318.0,61.0,0.0
,,,,2020-04-11 00:00:00,,,15,17.9,-3.6,304.0,61.0,0.0
,,,,2020-04-11 01:00:00,,,15,15.0,-4.6,289.0,65.0,0.0
,,,,2020-04-11 02:00:00,,,15,16.7,-6.0,295.0,62.0,0.0
,,,,2020-04-11 03:00:00,,,15,18.4,-7.0,314.0,69.0,0.0
,,,,2020-04-11 04:00:00,,,15,17.0,-8.0,322.0,79.0,0.0
,,,,2020-04-11 05:00:00,,,15,13.2,-7.4,335.0,82.0,0.0
,,,,2020-04-11 06:00:00,,,15,13.1,-7.3,334.0,85.0,0.0
,,,,2020-04-11 07:00:00,,,15,12.9,-4.7,319.0,71.0,0.0
,,,,2020-04-11 08:00:00,,,15,22.5,-4.6,317.0,63.0,0.0
,,,,2020-04-11 09:00:00,,,15,19.4,-3.2,333.0,52.0,0.0
,,,,2020-04-11 10:00:00,,,15,16.5,-2.1,330.0,44.0,0.0
,,,,2020-04-11 11:00:00,,,15,11.5,-0.5,346.0,41.0,0.0
,,,,2020-04-11 12:00:00,,,15,16.2,-0.2,328.0,36.0,0.0
,,,,2020-04-11 13:00:00,,,15,15.6,-0.5,342.0,34.0,0.0
,,,,2020-04-11 14:00:00,,,15,14.5,-1.0,320.0,35.0,0.0
,,,,2020-04-11 15:00:00,,,15,18.2,-2.3,335.0,34.0,0.0
,,,,2020-04-11 16:00:00,,,15,11.9,-2.3,340.0,32.0,0.0
,,,,2020-04-11 17:00:00,,,15,12.9,-4.1,337.0,32.0,0.0
,,,,2020-04-11 18:00:00,,,15,8.5,-6.1,344.0,38.0,0.0
,,,,2020-04-11 19:00:00,,,15,9.8,-7.0,339.0,38.0,0.0
,,,,2020-04-11 20:00:00,,,15,12.0,-7.8,334.0,44.0,0.0
,,,,2020-04-11 21:00:00,,,15,10.8,-8.2,348.0,47.0,0.0
,,,,2020-04-11 22:00:00,,,15,11.4,-8.6,338.0,55.0,0.0
