wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
45.0, 5.6, None, -0.18, 5.0, 100.5, 1.9, None, None, 77.0,2020-09-23 00:00:00, None, None,39
67.5, 4.9, None, -0.19, 7.0, 100.4, 1.9, None, None, 81.0,2020-09-23 01:00:00, None, None,39
None, 4.3, None, -0.21, 0.0, 100.4, 1.8, None, None, 84.0,2020-09-23 02:00:00, None, None,39
157.5, 4.5, None, -0.23, 1.0, 100.3, 2.4, None, None, 86.0,2020-09-23 03:00:00, None, None,39
135.0, 3.9, None, -0.24, 5.0, 100.2, 2.4, None, None, 90.0,2020-09-23 04:00:00, None, None,39
None, 3.3, None, -0.28, 0.0, 100.1, 1.7, None, None, 90.0,2020-09-23 05:00:00, None, None,39
None, 3.0, None, -0.26, 0.0, 100.0, 1.9, None, None, 92.0,2020-09-23 06:00:00, None, None,39
315.0, 4.3, None, -0.29, 1.0, 99.9, 2.2, None, None, 86.0,2020-09-23 07:00:00, None, None,39
None, 4.0, None, -0.24, 0.0, 99.8, 2.6, None, None, 90.0,2020-09-23 08:00:00, None, None,39
None, 4.6, None, -0.2, 0.0, 99.8, 3.2, None, None, 90.0,2020-09-23 09:00:00, None, None,39
157.5, 5.8, None, -0.12, 2.0, 99.7, 3.8, None, None, 87.0,2020-09-23 10:00:00, None, None,39
None, 7.4, None, -0.12, 0.0, 99.7, 4.4, None, None, 81.0,2020-09-23 11:00:00, None, None,39
90.0, 10.5, None, -0.13, 7.0, 99.6, 4.6, None, None, 67.0,2020-09-23 12:00:00, None, None,39
67.5, 12.1, None, -0.15, 8.0, 99.6, 4.5, None, None, 60.0,2020-09-23 13:00:00, None, None,39
0.0, 13.2, None, -0.13, 6.0, 99.5, 4.5, None, None, 55.0,2020-09-23 14:00:00, None, None,39
90.0, 12.2, None, -0.13, 12.0, 99.5, 5.5, None, None, 63.0,2020-09-23 15:00:00, None, None,39
None, 12.7, None, -0.13, 0.0, 99.4, 5.5, None, None, 62.0,2020-09-23 16:00:00, None, None,39
315.0, 13.3, None, -0.13, 1.0, 99.4, 4.6, None, None, 56.0,2020-09-23 17:00:00, None, None,39
0.0, 12.4, None, -0.11, 8.0, 99.4, 5.4, None, None, 62.0,2020-09-23 18:00:00, None, None,39
None, 10.5, None, -0.1, 0.0, 99.3, 6.2, None, None, 75.0,2020-09-23 19:00:00, None, None,39
45.0, 9.5, None, -0.08, 2.0, 99.3, 6.4, None, None, 81.0,2020-09-23 20:00:00, None, None,39
None, 9.0, None, -0.03, 0.0, 99.3, 7.3, None, None, 89.0,2020-09-23 21:00:00, None, None,39
None, 8.2, None, -0.02, 0.0, 99.3, 7.7, None, None, 97.0,2020-09-23 22:00:00, None, None,39
None, 7.8, None, 0.0, 0.0, 99.3, 7.1, None, 13.5, 95.0,2020-09-23 23:00:00, 2.7, 0.0,39
None, 7.6, None, -0.03, 0.0, 99.3, 7.0, None, None, 96.0,2020-09-24 00:00:00, None, None,39
None, 7.5, None, -0.01, 0.0, 99.2, 7.1, None, None, 98.0,2020-09-24 01:00:00, None, None,39
67.5, 7.3, None, 0.01, 3.0, 99.3, 7.0, None, None, 98.0,2020-09-24 02:00:00, None, None,39
67.5, 7.4, None, 0.03, 6.0, 99.3, 7.0, None, None, 98.0,2020-09-24 03:00:00, None, None,39
None, 6.8, None, 0.04, 0.0, 99.3, 6.6, None, None, 99.0,2020-09-24 04:00:00, None, None,39
None, 6.9, None, 0.04, 0.0, 99.3, 6.7, None, None, 99.0,2020-09-24 05:00:00, None, None,39
None, 6.9, None, 0.04, 0.0, 99.3, 6.7, None, None, 99.0,2020-09-24 06:00:00, None, None,39
None, 6.1, None, 0.04, 0.0, 99.4, 5.8, None, None, 98.0,2020-09-24 07:00:00, None, None,39
None, 6.2, None, 0.05, 0.0, 99.4, 5.9, None, None, 98.0,2020-09-24 08:00:00, None, None,39
None, 6.3, None, 0.05, 0.0, 99.4, 6.1, None, None, 99.0,2020-09-24 09:00:00, None, None,39
None, 6.5, None, 0.05, 0.0, 99.4, 6.2, None, None, 98.0,2020-09-24 10:00:00, None, None,39
None, 7.2, None, 0.03, 0.0, 99.5, 6.1, None, None, 92.0,2020-09-24 11:00:00, None, None,39
202.5, 8.2, None, 0.03, 1.0, 99.4, 7.1, None, None, 93.0,2020-09-24 12:00:00, None, None,39
225.0, 9.0, None, 0.03, 3.0, 99.5, 7.2, None, None, 89.0,2020-09-24 13:00:00, None, None,39
247.5, 10.5, None, 0.06, 11.0, 99.5, 6.6, None, None, 77.0,2020-09-24 14:00:00, None, None,39
225.0, 11.4, None, 0.07, 8.0, 99.5, 5.9, None, None, 69.0,2020-09-24 15:00:00, None, None,39
202.5, 12.0, None, 0.04, 10.0, 99.5, 3.5, None, None, 56.0,2020-09-24 16:00:00, None, None,39
225.0, 12.0, None, 0.01, 8.0, 99.5, 4.9, None, None, 62.0,2020-09-24 17:00:00, None, None,39
135.0, 11.3, None, 0.01, 9.0, 99.5, 4.1, None, None, 61.0,2020-09-24 18:00:00, None, None,39
None, 10.0, None, 0.01, 0.0, 99.5, 4.4, None, None, 68.0,2020-09-24 19:00:00, None, None,39
None, 6.3, None, 0.03, 0.0, 99.6, 3.9, None, None, 84.0,2020-09-24 20:00:00, None, None,39
None, 5.5, None, 0.02, 0.0, 99.6, 3.7, None, None, 88.0,2020-09-24 21:00:00, None, None,39
225.0, 5.7, None, 0.03, 7.0, 99.6, 4.5, None, None, 92.0,2020-09-24 22:00:00, None, None,39
45.0, 4.2, None, 0.02, 3.0, 99.6, 3.4, None, 12.3, 94.0,2020-09-24 23:00:00, 4.0, 0.8,39
270.0, 3.9, None, 0.03, 1.0, 99.6, 2.8, None, None, 93.0,2020-09-25 00:00:00, None, None,39
None, 3.5, None, 0.05, 0.0, 99.6, 2.9, None, None, 96.0,2020-09-25 01:00:00, None, None,39
67.5, 2.8, None, 0.02, 6.0, 99.6, 2.3, None, None, 97.0,2020-09-25 02:00:00, None, None,39
None, 1.3, None, -0.05, 0.0, 99.6, 0.8, None, None, 96.0,2020-09-25 03:00:00, None, None,39
None, 0.5, None, -0.12, 0.0, 99.5, 0.3, None, None, 98.0,2020-09-25 04:00:00, None, None,39
67.5, -0.1, None, -0.16, 7.0, 99.5, -0.3, None, None, 99.0,2020-09-25 05:00:00, None, None,39
None, -0.2, None, -0.12, 0.0, 99.5, -0.3, None, None, 99.0,2020-09-25 06:00:00, None, None,39
None, 1.4, None, -0.07, 0.0, 99.4, 1.3, None, None, 99.0,2020-09-25 07:00:00, None, None,39
67.5, 1.5, None, -0.04, 8.0, 99.5, 1.4, None, None, 99.0,2020-09-25 08:00:00, None, None,39
270.0, 2.2, None, -0.09, 2.0, 99.4, 2.0, None, None, 99.0,2020-09-25 09:00:00, None, None,39
None, 2.9, None, -0.13, 0.0, 99.3, 2.4, None, None, 97.0,2020-09-25 10:00:00, None, None,39
None, 3.8, None, -0.17, 0.0, 99.3, 3.1, None, None, 95.0,2020-09-25 11:00:00, None, None,39
None, 5.8, None, -0.1, 0.0, 99.3, 3.6, None, None, 86.0,2020-09-25 12:00:00, None, None,39
None, 7.3, None, -0.06, 0.0, 99.2, 3.8, None, None, 78.0,2020-09-25 13:00:00, None, None,39
None, 8.6, None, -0.01, 0.0, 99.2, 3.8, None, None, 72.0,2020-09-25 14:00:00, None, None,39
157.5, 9.5, None, 0.0, 2.0, 99.3, 4.0, None, None, 69.0,2020-09-25 15:00:00, None, None,39
135.0, 7.1, None, 0.1, 5.0, 99.4, 4.9, None, None, 86.0,2020-09-25 16:00:00, None, None,39
None, 6.0, None, 0.21, 0.0, 99.5, 5.2, None, None, 95.0,2020-09-25 17:00:00, None, None,39
202.5, 5.9, None, 0.25, 4.0, 99.6, 4.4, None, None, 90.0,2020-09-25 18:00:00, None, None,39
157.5, 5.4, None, 0.22, 7.0, 99.6, 4.4, None, None, 93.0,2020-09-25 19:00:00, None, None,39
