time,TEMP_MEAN,HUMIDITY,week_of_year
2021-09-17 00:00:00, None,87.2,38
2021-09-17 01:00:00, None,88.3,38
2021-09-17 02:00:00, None,90.0,38
2021-09-17 03:00:00, None,92.4,38
2021-09-17 04:00:00, None,92.5,38
2021-09-17 05:00:00, None,92.4,38
2021-09-17 06:00:00, None,91.4,38
2021-09-17 07:00:00, None,84.9,38
2021-09-17 08:00:00, None,72.9,38
2021-09-17 09:00:00, None,61.5,38
2021-09-17 10:00:00, None,49.2,38
2021-09-17 11:00:00, None,46.8,38
2021-09-17 12:00:00, None,49.0,38
2021-09-17 13:00:00, None,44.4,38
2021-09-17 14:00:00, None,37.2,38
2021-09-17 15:00:00, None,37.5,38
2021-09-17 16:00:00, None,50.0,38
2021-09-17 17:00:00, None,51.8,38
2021-09-17 18:00:00, None,59.5,38
2021-09-17 19:00:00, None,62.0,38
2021-09-17 20:00:00, None,77.0,38
2021-09-17 21:00:00, None,88.7,38
2021-09-17 22:00:00, None,86.4,38
2021-09-17 23:00:00, None,91.1,38
2021-09-18 00:00:00, None,86.3,38
2021-09-18 01:00:00, None,82.3,38
2021-09-18 02:00:00, None,88.3,38
2021-09-18 03:00:00, None,89.2,38
2021-09-18 04:00:00, None,89.2,38
2021-09-18 05:00:00, None,83.8,38
2021-09-18 06:00:00, None,69.3,38
2021-09-18 07:00:00, None,73.8,38
2021-09-18 08:00:00, None,82.7,38
2021-09-18 09:00:00, None,79.1,38
2021-09-18 10:00:00, None,73.4,38
2021-09-18 11:00:00, None,84.1,38
2021-09-18 12:00:00, None,67.6,38
2021-09-18 13:00:00, None,65.1,38
2021-09-18 14:00:00, None,54.0,38
2021-09-18 15:00:00, None,56.6,38
2021-09-18 16:00:00, None,55.1,38
2021-09-18 17:00:00, None,56.3,38
2021-09-18 18:00:00, None,63.9,38
2021-09-18 19:00:00, None,62.0,38
2021-09-18 20:00:00, None,65.4,38
2021-09-18 21:00:00, None,74.8,38
2021-09-18 22:00:00, None,78.7,38
2021-09-18 23:00:00, None,84.2,38
2021-09-19 00:00:00, None,92.2,38
2021-09-19 01:00:00, None,94.9,38
2021-09-19 02:00:00, None,97.6,38
2021-09-19 03:00:00, None,97.4,38
2021-09-19 04:00:00, None,98.3,38
2021-09-19 05:00:00, None,98.6,38
2021-09-19 06:00:00, None,98.8,38
2021-09-19 07:00:00, None,98.7,38
2021-09-19 08:00:00, None,90.3,38
2021-09-19 09:00:00, None,87.5,38
2021-09-19 10:00:00, None,71.1,38
2021-09-19 11:00:00, None,66.6,38
2021-09-19 12:00:00, None,60.5,38
2021-09-19 13:00:00, None,58.5,38
2021-09-19 14:00:00, None,72.6,38
2021-09-19 15:00:00, None,77.9,38
2021-09-19 16:00:00, None,81.0,38
2021-09-19 17:00:00, None,82.3,38
2021-09-19 18:00:00, None,85.8,38
2021-09-19 19:00:00, None,94.3,38
2021-09-19 20:00:00, None,98.3,38
2021-09-19 21:00:00, None,98.7,38
2021-09-19 22:00:00, None,98.7,38
2021-09-19 23:00:00, None,98.7,38
2021-09-20 00:00:00, None,99.0,38
2021-09-20 01:00:00, None,99.2,38
2021-09-20 02:00:00, None,99.0,38
2021-09-20 03:00:00, None,99.1,38
2021-09-20 04:00:00, None,99.1,38
2021-09-20 05:00:00, None,99.0,38
2021-09-20 06:00:00, None,99.1,38
2021-09-20 07:00:00, None,98.9,38
2021-09-20 08:00:00, None,99.1,38
2021-09-20 09:00:00, None,98.2,38
2021-09-20 10:00:00, None,72.9,38
2021-09-20 11:00:00, None,57.8,38
2021-09-20 12:00:00, None,53.9,38
2021-09-20 13:00:00, None,52.8,38
2021-09-20 14:00:00, None,45.7,38
2021-09-20 15:00:00, None,40.9,38
2021-09-20 16:00:00, None,40.5,38
2021-09-20 17:00:00, None,36.0,38
2021-09-20 18:00:00, None,47.8,38
2021-09-20 19:00:00, None,62.0,38
2021-09-20 20:00:00, None,74.5,38
2021-09-20 21:00:00, None,77.4,38
2021-09-20 22:00:00, None,85.1,38
2021-09-20 23:00:00, None,87.0,38
2021-09-21 00:00:00, None,85.5,38
2021-09-21 01:00:00, None,83.3,38
2021-09-21 02:00:00, None,85.2,38
2021-09-21 03:00:00, None,94.0,38
2021-09-21 04:00:00, None,96.8,38
2021-09-21 05:00:00, None,94.5,38
2021-09-21 06:00:00, None,96.3,38
2021-09-21 07:00:00, None,83.8,38
2021-09-21 08:00:00, None,74.0,38
2021-09-21 09:00:00, None,63.8,38
2021-09-21 10:00:00, None,56.9,38
2021-09-21 11:00:00, None,46.5,38
2021-09-21 12:00:00, None,43.6,38
2021-09-21 13:00:00, None,38.5,38
2021-09-21 14:00:00, None,36.9,38
2021-09-21 15:00:00, None,36.0,38
2021-09-21 16:00:00, None,36.5,38
