ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
0.0,0.0,0.0,2020-09-16, 0.0,38
0.5,0.5,0.0,2020-09-17, 0.0,38
1.0,1.0,0.0,2020-09-18, 0.0,38
0.2,0.2,0.0,2020-09-19, 0.0,38
0.2,0.2,0.0,2020-09-20, 0.0,38
0.7,0.7,0.0,2020-09-21, 0.0,38
16.6,16.6,0.0,2020-09-22, 0.0,38
