ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
,679.0,641.0, None, None,2018-05-28 00:00:00,17.3, None,67.0, None,22
,678.0,638.0, None, None,2018-05-28 01:00:00,16.5, None,68.0, None,22
,678.0,633.0, None, None,2018-05-28 02:00:00,17.7, None,65.0, None,22
,678.0,626.0, None, None,2018-05-28 03:00:00,15.3, None,64.0, None,22
,678.0,620.0, None, None,2018-05-28 04:00:00,10.2, None,66.0, None,22
,678.0,612.0, None, None,2018-05-28 05:00:00,8.9, None,66.0, None,22
,678.0,606.0, None, None,2018-05-28 06:00:00,8.4, None,66.0, None,22
,678.0,599.0, None, None,2018-05-28 07:00:00,7.9, None,67.0, None,22
,678.0,594.0, None, None,2018-05-28 08:00:00,7.6, None,67.0, None,22
,679.0,590.0, None, None,2018-05-28 09:00:00,7.3, None,67.0, None,22
,679.0,586.0, None, None,2018-05-28 10:00:00,6.7, None,67.0, None,22
,679.0,582.0, None, None,2018-05-28 11:00:00,6.7, None,67.0, None,22
,679.0,579.0, None, None,2018-05-28 12:00:00,5.9, None,67.0, None,22
,679.0,577.0, None, None,2018-05-28 13:00:00,5.8, None,67.0, None,22
,679.0,576.0, None, None,2018-05-28 14:00:00,6.7, None,67.0, None,22
,679.0,574.0, None, None,2018-05-28 15:00:00,9.1, None,67.0, None,22
,679.0,573.0, None, None,2018-05-28 16:00:00,11.2, None,68.0, None,22
,680.0,573.0, None, None,2018-05-28 17:00:00,12.5, None,67.0, None,22
,680.0,573.0, None, None,2018-05-28 18:00:00,13.3, None,67.0, None,22
,679.0,575.0, None, None,2018-05-28 19:00:00,14.5, None,66.0, None,22
,679.0,575.0, None, None,2018-05-28 20:00:00,15.6, None,66.0, None,22
,679.0,575.0, None, None,2018-05-28 21:00:00,16.2, None,63.0, None,22
,678.0,575.0, None, None,2018-05-28 22:00:00,15.3, None,63.0, None,22
,678.0,574.0, None, None,2018-05-28 23:00:00,14.2, None,64.0, None,22
,678.0,572.0, None, None,2018-05-29 00:00:00,15.1, None,63.0, None,22
,678.0,569.0, None, None,2018-05-29 01:00:00,12.7, None,61.0, None,22
,678.0,565.0, None, None,2018-05-29 02:00:00,11.8, None,62.0, None,22
,678.0,561.0, None, None,2018-05-29 03:00:00,8.8, None,62.0, None,22
,678.0,556.0, None, None,2018-05-29 04:00:00,8.1, None,63.0, None,22
,678.0,551.0, None, None,2018-05-29 05:00:00,5.3, None,62.0, None,22
,678.0,547.0, None, None,2018-05-29 06:00:00,4.6, None,62.0, None,22
,678.0,543.0, None, None,2018-05-29 07:00:00,3.5, None,63.0, None,22
,678.0,540.0, None, None,2018-05-29 08:00:00,2.1, None,63.0, None,22
,678.0,538.0, None, None,2018-05-29 09:00:00,2.0, None,62.0, None,22
,678.0,536.0, None, None,2018-05-29 10:00:00,1.7, None,63.0, None,22
,678.0,535.0, None, None,2018-05-29 11:00:00,1.3, None,62.0, None,22
,678.0,534.0, None, None,2018-05-29 12:00:00,0.9, None,63.0, None,22
,678.0,534.0, None, None,2018-05-29 13:00:00,1.4, None,62.0, None,22
,678.0,534.0, None, None,2018-05-29 14:00:00,1.9, None,62.0, None,22
,678.0,534.0, None, None,2018-05-29 15:00:00,4.3, None,62.0, None,22
,679.0,534.0, None, None,2018-05-29 16:00:00,5.0, None,62.0, None,22
,679.0,535.0, None, None,2018-05-29 17:00:00,7.5, None,61.0, None,22
,679.0,538.0, None, None,2018-05-29 18:00:00,8.0, None,60.0, None,22
,679.0,539.0, None, None,2018-05-29 19:00:00,8.8, None,61.0, None,22
,679.0,540.0, None, None,2018-05-29 20:00:00,9.4, None,60.0, None,22
,679.0,540.0, None, None,2018-05-29 21:00:00,9.8, None,60.0, None,22
,679.0,540.0, None, None,2018-05-29 22:00:00,8.5, None,61.0, None,22
,679.0,538.0, None, None,2018-05-29 23:00:00,5.5, None,60.0, None,22
,680.0,536.0, None, None,2018-05-30 00:00:00,4.3, None,60.0, None,22
,680.0,534.0, None, None,2018-05-30 01:00:00,4.3, None,61.0, None,22
,680.0,532.0, None, None,2018-05-30 02:00:00,5.7, None,59.0, None,22
,680.0,529.0, None, None,2018-05-30 03:00:00,3.8, None,60.0, None,22
,680.0,527.0, None, None,2018-05-30 04:00:00,2.4, None,61.0, None,22
,680.0,523.0, None, None,2018-05-30 05:00:00,2.5, None,61.0, None,22
,680.0,521.0, None, None,2018-05-30 06:00:00,1.0, None,60.0, None,22
,681.0,518.0, None, None,2018-05-30 07:00:00,0.2, None,60.0, None,22
,682.0,516.0, None, None,2018-05-30 08:00:00,-0.8, None,60.0, None,22
,682.0,514.0, None, None,2018-05-30 09:00:00,-1.1, None,62.0, None,22
,682.0,512.0, None, None,2018-05-30 10:00:00,-1.3, None,60.0, None,22
,683.0,509.0, None, None,2018-05-30 11:00:00,-1.8, None,30.0, None,22
,683.0,507.0, None, None,2018-05-30 12:00:00,-1.8, None,29.0, None,22
,683.0,505.0, None, None,2018-05-30 13:00:00,-1.2, None,59.0, None,22
,683.0,504.0, None, None,2018-05-30 14:00:00,-0.3, None,59.0, None,22
,683.0,503.0, None, None,2018-05-30 15:00:00,-0.1, None,60.0, None,22
,683.0,503.0, None, None,2018-05-30 16:00:00,1.0, None,60.0, None,22
,683.0,503.0, None, None,2018-05-30 17:00:00,1.4, None,59.0, None,22
,683.0,503.0, None, None,2018-05-30 18:00:00,2.4, None,59.0, None,22
,684.0,503.0, None, None,2018-05-30 19:00:00,3.8, None,58.0, None,22
,684.0,503.0, None, None,2018-05-30 20:00:00,4.2, None,59.0, None,22
,684.0,504.0, None, None,2018-05-30 21:00:00,5.4, None,58.0, None,22
,684.0,504.0, None, None,2018-05-30 22:00:00,6.6, None,59.0, None,22
,684.0,503.0, None, None,2018-05-30 23:00:00,5.8, None,56.0, None,22
,684.0,502.0, None, None,2018-05-31 00:00:00,5.4, None,58.0, None,22
,684.0,500.0, None, None,2018-05-31 01:00:00,8.2, None,57.0, None,22
,684.0,498.0, None, None,2018-05-31 02:00:00,8.3, None,54.0, None,22
,684.0,495.0, None, None,2018-05-31 03:00:00,5.2, None,56.0, None,22
,683.0,492.0, None, None,2018-05-31 04:00:00,1.9, None,58.0, None,22
,683.0,488.0, None, None,2018-05-31 05:00:00,0.8, None,58.0, None,22
,683.0,486.0, None, None,2018-05-31 06:00:00,0.6, None,57.0, None,22
,683.0,484.0, None, None,2018-05-31 07:00:00,1.1, None,58.0, None,22
,683.0,483.0, None, None,2018-05-31 08:00:00,0.8, None,57.0, None,22
,683.0,482.0, None, None,2018-05-31 09:00:00,0.4, None,58.0, None,22
,683.0,481.0, None, None,2018-05-31 10:00:00,0.5, None,58.0, None,22
,683.0,481.0, None, None,2018-05-31 11:00:00,0.5, None,56.0, None,22
,683.0,481.0, None, None,2018-05-31 12:00:00,0.7, None,57.0, None,22
,683.0,481.0, None, None,2018-05-31 13:00:00,1.7, None,56.0, None,22
,683.0,480.0, None, None,2018-05-31 14:00:00,3.3, None,55.0, None,22
,684.0,481.0, None, None,2018-05-31 15:00:00,4.9, None,56.0, None,22
,684.0,481.0, None, None,2018-05-31 16:00:00,6.0, None,56.0, None,22
,684.0,481.0, None, None,2018-05-31 17:00:00,7.8, None,57.0, None,22
,684.0,482.0, None, None,2018-05-31 18:00:00,6.9, None,57.0, None,22
,684.0,483.0, None, None,2018-05-31 19:00:00,8.3, None,58.0, None,22
,683.0,483.0, None, None,2018-05-31 20:00:00,9.7, None,56.0, None,22
,683.0,484.0, None, None,2018-05-31 21:00:00,9.5, None,55.0, None,22
,683.0,484.0, None, None,2018-05-31 22:00:00,8.7, None,57.0, None,22
,684.0,484.0, None, None,2018-05-31 23:00:00,5.0, None,59.0, None,22
,683.0,482.0, None, None,2018-06-01 00:00:00,8.6, None,53.0, None,22
,683.0,481.0, None, None,2018-06-01 01:00:00,7.5, None,57.0, None,22
,683.0,479.0, None, None,2018-06-01 02:00:00,5.6, None,55.0, None,22
,683.0,476.0, None, None,2018-06-01 03:00:00,3.3, None,56.0, None,22
,683.0,474.0, None, None,2018-06-01 04:00:00,2.6, None,57.0, None,22
,683.0,472.0, None, None,2018-06-01 05:00:00,2.8, None,57.0, None,22
,683.0,469.0, None, None,2018-06-01 06:00:00,2.8, None,56.0, None,22
,683.0,466.0, None, None,2018-06-01 07:00:00,2.4, None,57.0, None,22
,684.0,463.0, None, None,2018-06-01 08:00:00,2.0, None,56.0, None,22
,684.0,461.0, None, None,2018-06-01 09:00:00,1.3, None,57.0, None,22
,684.0,458.0, None, None,2018-06-01 10:00:00,0.8, None,58.0, None,22
,684.0,457.0, None, None,2018-06-01 11:00:00,1.3, None,57.0, None,22
,684.0,455.0, None, None,2018-06-01 12:00:00,1.2, None,57.0, None,22
,684.0,454.0, None, None,2018-06-01 13:00:00,1.4, None,57.0, None,22
,684.0,452.0, None, None,2018-06-01 14:00:00,1.0, None,57.0, None,22
,684.0,452.0, None, None,2018-06-01 15:00:00,2.1, None,57.0, None,22
,684.0,451.0, None, None,2018-06-01 16:00:00,3.2, None,57.0, None,22
,684.0,451.0, None, None,2018-06-01 17:00:00,5.1, None,55.0, None,22
,685.0,451.0, None, None,2018-06-01 18:00:00,7.0, None,55.0, None,22
,685.0,451.0, None, None,2018-06-01 19:00:00,6.8, None,54.0, None,22
,685.0,451.0, None, None,2018-06-01 20:00:00,7.4, None,56.0, None,22
,684.0,451.0, None, None,2018-06-01 21:00:00,9.4, None,55.0, None,22
,685.0,451.0, None, None,2018-06-01 22:00:00,8.0, None,56.0, None,22
,684.0,449.0, None, None,2018-06-01 23:00:00,7.6, None,55.0, None,22
,684.0,447.0, None, None,2018-06-02 00:00:00,9.1, None,53.0, None,22
,685.0,445.0, None, None,2018-06-02 01:00:00,7.3, None,54.0, None,22
,685.0,443.0, None, None,2018-06-02 02:00:00,7.1, None,54.0, None,22
,685.0,441.0, None, None,2018-06-02 03:00:00,6.6, None,54.0, None,22
,685.0,438.0, None, None,2018-06-02 04:00:00,5.4, None,54.0, None,22
,684.0,435.0, None, None,2018-06-02 05:00:00,5.7, None,54.0, None,22
,685.0,432.0, None, None,2018-06-02 06:00:00,5.6, None,52.0, None,22
,685.0,429.0, None, None,2018-06-02 07:00:00,5.1, None,53.0, None,22
,685.0,428.0, None, None,2018-06-02 08:00:00,3.7, None,53.0, None,22
,685.0,425.0, None, None,2018-06-02 09:00:00,2.7, None,54.0, None,22
,684.0,423.0, None, None,2018-06-02 10:00:00,1.9, None,54.0, None,22
,684.0,421.0, None, None,2018-06-02 11:00:00,1.7, None,54.0, None,22
,684.0,419.0, None, None,2018-06-02 12:00:00,1.7, None,53.0, None,22
,685.0,418.0, None, None,2018-06-02 13:00:00,2.3, None,54.0, None,22
,685.0,417.0, None, None,2018-06-02 14:00:00,3.1, None,53.0, None,22
,685.0,417.0, None, None,2018-06-02 15:00:00,4.7, None,53.0, None,22
,685.0,417.0, None, None,2018-06-02 16:00:00,6.1, None,53.0, None,22
,685.0,417.0, None, None,2018-06-02 17:00:00,6.7, None,52.0, None,22
,685.0,417.0, None, None,2018-06-02 18:00:00,7.1, None,53.0, None,22
,685.0,418.0, None, None,2018-06-02 19:00:00,8.6, None,52.0, None,22
,685.0,418.0, None, None,2018-06-02 20:00:00,9.6, None,50.0, None,22
,685.0,419.0, None, None,2018-06-02 21:00:00,11.4, None,53.0, None,22
,685.0,419.0, None, None,2018-06-02 22:00:00,12.7, None,50.0, None,22
,684.0,419.0, None, None,2018-06-02 23:00:00,12.4, None,49.0, None,22
,684.0,418.0, None, None,2018-06-03 00:00:00,12.6, None,49.0, None,22
,684.0,416.0, None, None,2018-06-03 01:00:00,12.4, None,48.0, None,22
,684.0,413.0, None, None,2018-06-03 02:00:00,13.4, None,46.0, None,22
,684.0,410.0, None, None,2018-06-03 03:00:00,10.4, None,47.0, None,22
,683.0,406.0, None, None,2018-06-03 04:00:00,7.6, None,49.0, None,22
,683.0,401.0, None, None,2018-06-03 05:00:00,8.2, None,48.0, None,22
,683.0,398.0, None, None,2018-06-03 06:00:00,7.4, None,48.0, None,22
,684.0,394.0, None, None,2018-06-03 07:00:00,6.5, None,48.0, None,22
,684.0,391.0, None, None,2018-06-03 08:00:00,6.9, None,48.0, None,22
,684.0,388.0, None, None,2018-06-03 09:00:00,6.8, None,49.0, None,22
,684.0,385.0, None, None,2018-06-03 10:00:00,7.6, None,48.0, None,22
,684.0,383.0, None, None,2018-06-03 11:00:00,7.1, None,47.0, None,22
,684.0,382.0, None, None,2018-06-03 12:00:00,7.0, None,47.0, None,22
,684.0,381.0, None, None,2018-06-03 13:00:00,8.0, None,46.0, None,22
,684.0,380.0, None, None,2018-06-03 14:00:00,8.6, None,46.0, None,22
,684.0,378.0, None, None,2018-06-03 15:00:00,9.2, None,48.0, None,22
,684.0,378.0, None, None,2018-06-03 16:00:00,10.3, None,47.0, None,22
,684.0,378.0, None, None,2018-06-03 17:00:00,11.2, None,48.0, None,22
,684.0,378.0, None, None,2018-06-03 18:00:00,11.2, None,47.0, None,22
,684.0,378.0, None, None,2018-06-03 19:00:00,12.9, None,45.0, None,22
,684.0,377.0, None, None,2018-06-03 20:00:00,12.1, None,46.0, None,22
,684.0,377.0, None, None,2018-06-03 21:00:00,13.1, None,47.0, None,22
,684.0,376.0, None, None,2018-06-03 22:00:00,13.0, None,46.0, None,22
,685.0,375.0, None, None,2018-06-03 23:00:00,10.1, None,43.0, None,22
