CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-7.85,89.1, None, None, None,9.23,7.84,21.74, None, None, None, None, None, -9.0, None, None, None, None, None, None,2018-04-23 00:00:00, None, None, None, None,17
-8.04,91.6, None, None, None,12.07,11.94,47.01, None, None, None, None, None, -9.0, None, None, None, None, None, None,2018-04-23 01:00:00, None, None, None, None,17
-8.04,90.4, None, None, None,7.75,14.97,76.6, None, None, None, None, None, -9.0, None, None, None, None, None, None,2018-04-23 02:00:00, None, None, None, None,17
-7.65,86.6, None, None, None,8.99,15.41,77.4, None, None, None, None, None, -9.0, None, None, None, None, None, None,2018-04-23 03:00:00, None, None, None, None,17
-7.55,80.8, None, None, None,8.47,13.4,70.5, None, None, None, None, None, -10.0, None, None, None, None, None, None,2018-04-23 04:00:00, None, None, None, None,17
-7.31,79.5, None, None, None,8.63,10.23,84.2, None, None, None, None, None, -10.0, None, None, None, None, None, None,2018-04-23 05:00:00, None, None, None, None,17
-7.12,74.9, None, None, None,12.42,9.56,87.4, None, None, None, None, None, -10.0, None, None, None, None, None, None,2018-04-23 06:00:00, None, None, None, None,17
-6.357,69.59, None, None, None,7.39,8.13,97.3, None, None, None, None, None, -10.0, None, None, None, None, None, None,2018-04-23 07:00:00, None, None, None, None,17
-5.232,65.33, None, None, None,6.499,8.11,96.2, None, None, None, None, None, -10.0, None, None, None, None, None, None,2018-04-23 08:00:00, None, None, None, None,17
-1.201,65.9, None, None, None,36.81,2.059,148.9, None, None, None, None, None, -6.0, None, None, None, None, None, None,2018-04-23 09:00:00, None, None, None, None,17
