station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, None, None, 360.0, None, 2014-01-01 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2014-01-02 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2014-01-03 16:00:00, None, None, None, None
None, None, None, 369.0, None, 2014-01-04 16:00:00, None, None, None, None
None, None, None, 372.0, None, 2014-01-05 16:00:00, None, None, None, None
None, None, None, 372.0, None, 2014-01-06 16:00:00, None, None, None, None
None, None, None, 375.0, None, 2014-01-07 16:00:00, None, None, None, None
None, None, None, 378.0, None, 2014-01-08 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2014-01-09 16:00:00, None, None, None, None
None, None, None, 387.0, None, 2014-01-10 16:00:00, None, None, None, None
None, None, None, 387.0, None, 2014-01-11 16:00:00, None, None, None, None
None, None, None, 390.0, None, 2014-01-12 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-13 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-14 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-15 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-16 16:00:00, None, None, None, None
None, None, None, 406.0, None, 2014-01-17 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-18 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-19 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-20 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2014-01-21 16:00:00, None, None, None, None
None, None, None, 406.0, None, 2014-01-22 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2014-01-23 16:00:00, None, None, None, None
None, None, None, 412.0, None, 2014-01-24 16:00:00, None, None, None, None
None, None, None, 412.0, None, 2014-01-25 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2014-01-26 16:00:00, None, None, None, None
None, None, None, 418.0, None, 2014-01-27 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2014-01-28 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2014-01-29 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2014-01-30 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2014-01-31 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2014-02-01 16:00:00, None, None, None, None
None, None, None, 424.0, None, 2014-02-02 16:00:00, None, None, None, None
None, None, None, 427.0, None, 2014-02-03 16:00:00, None, None, None, None
None, None, None, 430.0, None, 2014-02-04 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-05 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-06 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-07 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-08 16:00:00, None, None, None, None
None, None, None, 436.0, None, 2014-02-09 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-10 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-11 16:00:00, None, None, None, None
None, None, None, 436.0, None, 2014-02-12 16:00:00, None, None, None, None
None, None, None, 436.0, None, 2014-02-13 16:00:00, None, None, None, None
None, None, None, 436.0, None, 2014-02-14 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-15 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-16 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-17 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-18 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-19 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2014-02-20 16:00:00, None, None, None, None
None, None, None, 436.0, None, 2014-02-21 16:00:00, None, None, None, None
None, None, None, 445.0, None, 2014-02-22 16:00:00, None, None, None, None
None, None, None, 445.0, None, 2014-02-23 16:00:00, None, None, None, None
None, None, None, 451.0, None, 2014-02-24 16:00:00, None, None, None, None
None, None, None, 451.0, None, 2014-02-25 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-02-26 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-02-27 16:00:00, None, None, None, None
None, None, None, 457.0, None, 2014-02-28 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-03-01 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-03-02 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-03-03 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-03-04 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-03-05 16:00:00, None, None, None, None
None, None, None, 457.0, None, 2014-03-06 16:00:00, None, None, None, None
None, None, None, 460.0, None, 2014-03-07 16:00:00, None, None, None, None
None, None, None, 463.0, None, 2014-03-08 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2014-03-09 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2014-03-10 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2014-03-11 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2014-03-12 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-13 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-14 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-15 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-16 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-17 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-18 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-19 16:00:00, None, None, None, None
None, None, None, 482.0, None, 2014-03-20 16:00:00, None, None, None, None
None, None, None, 485.0, None, 2014-03-21 16:00:00, None, None, None, None
None, None, None, 488.0, None, 2014-03-22 16:00:00, None, None, None, None
None, None, None, 488.0, None, 2014-03-23 16:00:00, None, None, None, None
None, None, None, 488.0, None, 2014-03-24 16:00:00, None, None, None, None
None, None, None, 488.0, None, 2014-03-25 16:00:00, None, None, None, None
None, None, None, 485.0, None, 2014-03-26 16:00:00, None, None, None, None
None, None, None, 488.0, None, 2014-03-27 16:00:00, None, None, None, None
None, None, None, 488.0, None, 2014-03-28 16:00:00, None, None, None, None
