CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -4.953,97.1, None, None, None, None, 9.1, 18.23, 253.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 00:00:00, None, None,12
None, -5.244,96.9, None, None, None, None, 9.86, 15.6, 260.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 01:00:00, None, None,12
None, -5.682,96.1, None, None, None, None, 13.07, 14.94, 266.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 02:00:00, None, None,12
None, -6.268,95.1, None, None, None, None, 8.96, 17.58, 282.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 03:00:00, None, None,12
None, -6.025,95.4, None, None, None, None, 11.08, 13.85, 273.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 04:00:00, None, None,12
None, -6.39,95.0, None, None, None, None, 10.31, 13.25, 274.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 05:00:00, None, None,12
None, -6.318,95.0, None, None, None, None, 11.27, 12.2, 275.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 06:00:00, None, None,12
None, -6.479,94.8, None, None, None, None, 11.57, 10.94, 269.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 07:00:00, None, None,12
None, -6.396,95.0, None, None, None, None, 10.11, 10.45, 277.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 08:00:00, None, None,12
None, -5.546,95.6, None, None, None, None, 14.41, 7.156, 267.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 09:00:00, None, None,12
None, -5.49,95.9, None, None, None, None, 14.44, 5.665, 269.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 10:00:00, None, None,12
None, -4.733,96.9, None, None, None, None, 12.11, 4.173, 254.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 11:00:00, None, None,12
None, -5.06,97.1, None, None, None, None, 13.99, 4.605, 253.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 12:00:00, None, None,12
None, -4.788,97.2, None, None, None, None, 12.29, 5.0, 251.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 13:00:00, None, None,12
None, -4.706,97.5, None, None, None, None, 13.0, 4.541, 250.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 14:00:00, None, None,12
None, -4.66,97.5, None, None, None, None, 12.08, 4.5, 254.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 15:00:00, None, None,12
None, -4.252,97.6, None, None, None, None, 14.7, 4.537, 246.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-03-19 16:00:00, None, None,12
