RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
73.0, None, None, None,11.5,246.8, None, None, -5.0, None, None, None, None, None, None, None, None, None,-1.55, None, None, None, None,10.2, None, None, None, None,2018-03-19 00:00:00, None,12
80.2, None, None, None,11.19,246.9, None, None, -4.0, None, None, None, None, None, None, None, None, None,-1.763, None, None, None, None,12.24, None, None, None, None,2018-03-19 01:00:00, None,12
90.3, None, None, None,10.61,240.5, None, None, -3.0, None, None, None, None, None, None, None, None, None,-1.967, None, None, None, None,15.3, None, None, None, None,2018-03-19 02:00:00, None,12
92.8, None, None, None,10.16,244.6, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.107, None, None, None, None,13.13, None, None, None, None,2018-03-19 03:00:00, None,12
93.6, None, None, None,9.46,248.4, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.191, None, None, None, None,14.73, None, None, None, None,2018-03-19 04:00:00, None,12
93.7, None, None, None,8.38,251.8, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.452, None, None, None, None,14.76, None, None, None, None,2018-03-19 05:00:00, None,12
93.7, None, None, None,9.99,250.4, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.518, None, None, None, None,11.34, None, None, None, None,2018-03-19 06:00:00, None,12
93.8, None, None, None,9.3,241.8, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.723, None, None, None, None,16.18, None, None, None, None,2018-03-19 07:00:00, None,12
93.9, None, None, None,9.62,256.4, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.378, None, None, None, None,12.12, None, None, None, None,2018-03-19 08:00:00, None,12
94.1, None, None, None,7.34,259.9, None, None, -3.0, None, None, None, None, None, None, None, None, None,-1.819, None, None, None, None,18.54, None, None, None, None,2018-03-19 09:00:00, None,12
87.4, None, None, None,6.773,263.2, None, None, -3.0, None, None, None, None, None, None, None, None, None,-1.316, None, None, None, None,17.48, None, None, None, None,2018-03-19 10:00:00, None,12
72.3, None, None, None,7.06,240.2, None, None, -4.0, None, None, None, None, None, None, None, None, None,-0.054, None, None, None, None,26.09, None, None, None, None,2018-03-19 11:00:00, None,12
67.5, None, None, None,6.413,267.1, None, None, -5.0, None, None, None, None, None, None, None, None, None,0.727, None, None, None, None,19.67, None, None, None, None,2018-03-19 12:00:00, None,12
63.19, None, None, None,7.08,263.2, None, None, -5.0, None, None, None, None, None, None, None, None, None,1.376, None, None, None, None,17.93, None, None, None, None,2018-03-19 13:00:00, None,12
54.22, None, None, None,4.889,254.8, None, None, -6.0, None, None, None, None, None, None, None, None, None,2.043, None, None, None, None,30.73, None, None, None, None,2018-03-19 14:00:00, None,12
54.7, None, None, None,5.95,266.9, None, None, -7.0, None, None, None, None, None, None, None, None, None,0.957, None, None, None, None,17.1, None, None, None, None,2018-03-19 15:00:00, None,12
57.26, None, None, None,8.72,254.6, None, None, -7.0, None, None, None, None, None, None, None, None, None,0.149, None, None, None, None,16.8, None, None, None, None,2018-03-19 16:00:00, None,12
60.06, None, None, None,6.351,240.2, None, None, -6.0, None, None, None, None, None, None, None, None, None,-0.101, None, None, None, None,27.68, None, None, None, None,2018-03-19 17:00:00, None,12
59.02, None, None, None,6.97,230.3, None, None, -7.0, None, None, None, None, None, None, None, None, None,-0.529, None, None, None, None,24.55, None, None, None, None,2018-03-19 18:00:00, None,12
58.9, None, None, None,8.45,230.4, None, None, -7.0, None, None, None, None, None, None, None, None, None,-0.752, None, None, None, None,15.19, None, None, None, None,2018-03-19 19:00:00, None,12
56.58, None, None, None,7.36,231.2, None, None, -7.0, None, None, None, None, None, None, None, None, None,-0.752, None, None, None, None,14.06, None, None, None, None,2018-03-19 20:00:00, None,12
57.95, None, None, None,6.552,261.1, None, None, -7.0, None, None, None, None, None, None, None, None, None,-1.01, None, None, None, None,6.495, None, None, None, None,2018-03-19 21:00:00, None,12
58.96, None, None, None,6.428,277.2, None, None, -7.0, None, None, None, None, None, None, None, None, None,-1.188, None, None, None, None,14.46, None, None, None, None,2018-03-19 22:00:00, None,12
62.04, None, None, None,7.68,253.5, None, None, -7.0, None, None, None, None, None, None, None, None, None,-1.604, None, None, None, None,10.4, None, None, None, None,2018-03-19 23:00:00, None,12
67.14, None, None, None,4.853,262.8, None, None, -7.0, None, None, None, None, None, None, None, None, None,-1.847, None, None, None, None,19.7, None, None, None, None,2018-03-20 00:00:00, None,12
68.45, None, None, None,4.436,286.0, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.837, None, None, None, None,29.67, None, None, None, None,2018-03-20 01:00:00, None,12
75.5, None, None, None,1.198,108.2, None, None, -6.0, None, None, None, None, None, None, None, None, None,-2.275, None, None, None, None,61.33, None, None, None, None,2018-03-20 02:00:00, None,12
82.0, None, None, None,2.742,203.5, None, None, -5.0, None, None, None, None, None, None, None, None, None,-2.284, None, None, None, None,56.76, None, None, None, None,2018-03-20 03:00:00, None,12
92.1, None, None, None,8.06,256.5, None, None, -4.0, None, None, None, None, None, None, None, None, None,-2.657, None, None, None, None,10.49, None, None, None, None,2018-03-20 04:00:00, None,12
93.3, None, None, None,9.02,255.0, None, None, -4.0, None, None, None, None, None, None, None, None, None,-2.732, None, None, None, None,13.03, None, None, None, None,2018-03-20 05:00:00, None,12
92.9, None, None, None,8.09,240.5, None, None, -4.0, None, None, None, None, None, None, None, None, None,-2.863, None, None, None, None,14.11, None, None, None, None,2018-03-20 06:00:00, None,12
92.1, None, None, None,6.113,251.9, None, None, -4.0, None, None, None, None, None, None, None, None, None,-3.097, None, None, None, None,15.91, None, None, None, None,2018-03-20 07:00:00, None,12
89.4, None, None, None,4.81,284.5, None, None, -4.0, None, None, None, None, None, None, None, None, None,-3.068, None, None, None, None,17.5, None, None, None, None,2018-03-20 08:00:00, None,12
84.4, None, None, None,3.509,287.4, None, None, -5.0, None, None, None, None, None, None, None, None, None,-2.686, None, None, None, None,23.04, None, None, None, None,2018-03-20 09:00:00, None,12
70.4, None, None, None,2.947,293.3, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.382, None, None, None, None,20.76, None, None, None, None,2018-03-20 10:00:00, None,12
65.8, None, None, None,2.199,96.3, None, None, -5.0, None, None, None, None, None, None, None, None, None,-0.146, None, None, None, None,52.05, None, None, None, None,2018-03-20 11:00:00, None,12
48.77, None, None, None,2.645,101.1, None, None, -7.0, None, None, None, None, None, None, None, None, None,3.08, None, None, None, None,45.98, None, None, None, None,2018-03-20 12:00:00, None,12
49.1, None, None, None,1.193,267.4, None, None, -6.0, None, None, None, None, None, None, None, None, None,3.16, None, None, None, None,62.05, None, None, None, None,2018-03-20 13:00:00, None,12
48.79, None, None, None,0.905,279.9, None, None, -7.0, None, None, None, None, None, None, None, None, None,2.184, None, None, None, None,61.12, None, None, None, None,2018-03-20 14:00:00, None,12
48.81, None, None, None,4.039,269.4, None, None, -8.0, None, None, None, None, None, None, None, None, None,1.315, None, None, None, None,27.5, None, None, None, None,2018-03-20 15:00:00, None,12
48.13, None, None, None,2.508,253.2, None, None, -9.0, None, None, None, None, None, None, None, None, None,1.176, None, None, None, None,44.69, None, None, None, None,2018-03-20 16:00:00, None,12
48.53, None, None, None,2.175,219.5, None, None, -9.0, None, None, None, None, None, None, None, None, None,0.889, None, None, None, None,55.34, None, None, None, None,2018-03-20 17:00:00, None,12
49.22, None, None, None,1.998,146.7, None, None, -9.0, None, None, None, None, None, None, None, None, None,0.019, None, None, None, None,42.78, None, None, None, None,2018-03-20 18:00:00, None,12
52.03, None, None, None,13.04,96.4, None, None, -9.0, None, None, None, None, None, None, None, None, None,-1.337, None, None, None, None,12.64, None, None, None, None,2018-03-20 19:00:00, None,12
70.7, None, None, None,15.09,85.6, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.691, None, None, None, None,11.48, None, None, None, None,2018-03-20 20:00:00, None,12
75.9, None, None, None,15.71,85.2, None, None, -5.0, None, None, None, None, None, None, None, None, None,-1.905, None, None, None, None,11.15, None, None, None, None,2018-03-20 21:00:00, None,12
90.5, None, None, None,14.05,84.4, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.097, None, None, None, None,10.29, None, None, None, None,2018-03-20 22:00:00, None,12
92.7, None, None, None,12.27,82.3, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.135, None, None, None, None,10.1, None, None, None, None,2018-03-20 23:00:00, None,12
93.7, None, None, None,13.49,91.0, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.005, None, None, None, None,12.52, None, None, None, None,2018-03-21 00:00:00, None,12
93.8, None, None, None,13.79,100.7, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.005, None, None, None, None,7.82, None, None, None, None,2018-03-21 01:00:00, None,12
93.9, None, None, None,14.77,103.2, None, None, -3.0, None, None, None, None, None, None, None, None, None,-1.987, None, None, None, None,8.72, None, None, None, None,2018-03-21 02:00:00, None,12
93.9, None, None, None,16.89,99.6, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.024, None, None, None, None,10.22, None, None, None, None,2018-03-21 03:00:00, None,12
94.0, None, None, None,15.74,98.2, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.08, None, None, None, None,12.06, None, None, None, None,2018-03-21 04:00:00, None,12
94.0, None, None, None,16.74,99.5, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.173, None, None, None, None,10.52, None, None, None, None,2018-03-21 05:00:00, None,12
94.0, None, None, None,16.76,101.6, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.257, None, None, None, None,10.02, None, None, None, None,2018-03-21 06:00:00, None,12
94.0, None, None, None,15.29,106.3, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.276, None, None, None, None,10.78, None, None, None, None,2018-03-21 07:00:00, None,12
94.0, None, None, None,16.55,108.8, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.275, None, None, None, None,11.14, None, None, None, None,2018-03-21 08:00:00, None,12
94.0, None, None, None,15.84,106.9, None, None, -3.0, None, None, None, None, None, None, None, None, None,-2.024, None, None, None, None,12.78, None, None, None, None,2018-03-21 09:00:00, None,12
94.0, None, None, None,16.12,113.0, None, None, -3.0, None, None, None, None, None, None, None, None, None,-1.838, None, None, None, None,13.55, None, None, None, None,2018-03-21 10:00:00, None,12
91.4, None, None, None,11.71,107.7, None, None, -2.0, None, None, None, None, None, None, None, None, None,-0.629, None, None, None, None,19.07, None, None, None, None,2018-03-21 11:00:00, None,12
64.26, None, None, None,11.32,101.5, None, None, -5.0, None, None, None, None, None, None, None, None, None,0.746, None, None, None, None,17.56, None, None, None, None,2018-03-21 12:00:00, None,12
49.54, None, None, None,11.68,105.2, None, None, -8.0, None, None, None, None, None, None, None, None, None,1.722, None, None, None, None,16.63, None, None, None, None,2018-03-21 13:00:00, None,12
49.15, None, None, None,10.99,99.9, None, None, -6.0, None, None, None, None, None, None, None, None, None,3.738, None, None, None, None,20.04, None, None, None, None,2018-03-21 14:00:00, None,12
48.86, None, None, None,8.63,109.3, None, None, -7.0, None, None, None, None, None, None, None, None, None,3.16, None, None, None, None,23.65, None, None, None, None,2018-03-21 15:00:00, None,12
48.42, None, None, None,9.12,115.0, None, None, -7.0, None, None, None, None, None, None, None, None, None,2.882, None, None, None, None,21.21, None, None, None, None,2018-03-21 16:00:00, None,12
48.55, None, None, None,15.1,110.5, None, None, -7.0, None, None, None, None, None, None, None, None, None,2.275, None, None, None, None,14.95, None, None, None, None,2018-03-21 17:00:00, None,12
48.61, None, None, None,19.36,110.2, None, None, -8.0, None, None, None, None, None, None, None, None, None,2.006, None, None, None, None,9.55, None, None, None, None,2018-03-21 18:00:00, None,12
49.17, None, None, None,25.53,107.0, None, None, -8.0, None, None, None, None, None, None, None, None, None,1.496, None, None, None, None,10.4, None, None, None, None,2018-03-21 19:00:00, None,12
49.31, None, None, None,29.06,111.1, None, None, -8.0, None, None, None, None, None, None, None, None, None,1.077, None, None, None, None,10.21, None, None, None, None,2018-03-21 20:00:00, None,12
50.04, None, None, None,32.55,111.4, None, None, -8.0, None, None, None, None, None, None, None, None, None,0.771, None, None, None, None,9.04, None, None, None, None,2018-03-21 21:00:00, None,12
50.0, None, None, None,29.4,110.2, None, None, -8.0, None, None, None, None, None, None, None, None, None,0.856, None, None, None, None,9.02, None, None, None, None,2018-03-21 22:00:00, None,12
49.94, None, None, None,28.41,115.0, None, None, -8.0, None, None, None, None, None, None, None, None, None,0.875, None, None, None, None,8.64, None, None, None, None,2018-03-21 23:00:00, None,12
49.86, None, None, None,28.57,113.9, None, None, -9.0, None, None, None, None, None, None, None, None, None,0.653, None, None, None, None,10.48, None, None, None, None,2018-03-22 00:00:00, None,12
49.86, None, None, None,27.71,113.8, None, None, -9.0, None, None, None, None, None, None, None, None, None,0.596, None, None, None, None,10.21, None, None, None, None,2018-03-22 01:00:00, None,12
49.99, None, None, None,28.02,113.8, None, None, -9.0, None, None, None, None, None, None, None, None, None,0.115, None, None, None, None,10.09, None, None, None, None,2018-03-22 02:00:00, None,12
