WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,9.9, None,64.4,2017-09-17 00:00:00,38
None,9.7, None,64.6,2017-09-17 01:00:00,38
None,9.4, None,66.0,2017-09-17 02:00:00,38
None,9.6, None,65.8,2017-09-17 03:00:00,38
None,9.0, None,67.7,2017-09-17 04:00:00,38
None,8.4, None,69.7,2017-09-17 05:00:00,38
None,9.1, None,68.3,2017-09-17 06:00:00,38
None,8.6, None,69.7,2017-09-17 07:00:00,38
None,9.1, None,68.5,2017-09-17 08:00:00,38
None,10.1, None,64.5,2017-09-17 09:00:00,38
None,12.1, None,58.0,2017-09-17 10:00:00,38
None,13.4, None,53.7,2017-09-17 11:00:00,38
None,15.0, None,46.9,2017-09-17 12:00:00,38
None,16.1, None,39.1,2017-09-17 13:00:00,38
None,16.9, None,34.6,2017-09-17 14:00:00,38
None,16.9, None,34.8,2017-09-17 15:00:00,38
None,16.2, None,37.2,2017-09-17 16:00:00,38
None,16.1, None,37.4,2017-09-17 17:00:00,38
None,15.7, None,41.2,2017-09-17 18:00:00,38
None,15.0, None,42.4,2017-09-17 19:00:00,38
None,13.5, None,50.6,2017-09-17 20:00:00,38
None,12.9, None,53.7,2017-09-17 21:00:00,38
None,12.2, None,58.8,2017-09-17 22:00:00,38
None,11.1, None,67.4,2017-09-17 23:00:00,38
None,11.0, None,66.3,2017-09-18 00:00:00,38
None,11.1, None,66.2,2017-09-18 01:00:00,38
None,10.8, None,70.6,2017-09-18 02:00:00,38
None,9.0, None,86.9,2017-09-18 03:00:00,38
None,8.6, None,88.3,2017-09-18 04:00:00,38
None,7.6, None,85.9,2017-09-18 05:00:00,38
None,7.2, None,90.3,2017-09-18 06:00:00,38
None,6.9, None,90.9,2017-09-18 07:00:00,38
None,7.0, None,87.7,2017-09-18 08:00:00,38
None,7.4, None,86.6,2017-09-18 09:00:00,38
None,7.8, None,87.0,2017-09-18 10:00:00,38
None,8.9, None,80.8,2017-09-18 11:00:00,38
None,8.7, None,77.4,2017-09-18 12:00:00,38
None,9.6, None,72.9,2017-09-18 13:00:00,38
None,10.0, None,71.6,2017-09-18 14:00:00,38
None,9.9, None,75.8,2017-09-18 15:00:00,38
None,9.3, None,72.2,2017-09-18 16:00:00,38
