pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
None,7.2,7.2, 1020.7, None, None,19.8,96.0,2022-09-10 00:00:00,7.0,982.0,37
None,6.7,6.6, 1020.6, None, None,19.8,96.0,2022-09-10 01:00:00,6.0,982.0,37
None,6.2,6.0, 1020.6, None, None,19.8,96.0,2022-09-10 02:00:00,5.0,982.0,37
None,5.2,5.2, 1020.6, None, None,19.8,96.0,2022-09-10 03:00:00,5.0,982.0,37
None,4.7,4.6, 1020.5, None, None,19.8,97.0,2022-09-10 04:00:00,4.0,982.0,37
None,4.1,4.2, 1020.6, None, None,19.8,96.0,2022-09-10 05:00:00,4.0,982.0,37
None,3.6,3.6, 1020.6, None, None,19.8,97.0,2022-09-10 06:00:00,3.0,982.0,37
None,3.3,3.3, 1020.7, None, None,3.7,97.0,2022-09-10 07:00:00,3.0,982.0,37
None,3.8,3.2, 1020.8, None, None,3.8,97.0,2022-09-10 08:00:00,3.0,982.0,37
None,5.0,3.2, 1020.9, None, None,5.0,98.0,2022-09-10 09:00:00,5.0,982.0,37
None,8.6,3.2, 1019.7, None, None,8.5,94.0,2022-09-10 10:00:00,8.0,981.0,37
None,12.9,3.2, 1019.6, None, None,12.9,76.0,2022-09-10 11:00:00,9.0,981.0,37
None,15.9,3.2, 1018.5, None, None,15.9,64.0,2022-09-10 12:00:00,9.0,980.0,37
None,17.1,3.2, 1018.5, None, None,17.6,55.0,2022-09-10 13:00:00,8.0,980.0,37
None,19.3,3.2, 1017.4, None, None,19.4,48.0,2022-09-10 14:00:00,8.0,979.0,37
None,20.5,3.2, 1016.3, None, None,20.7,44.0,2022-09-10 15:00:00,8.0,978.0,37
None,21.8,3.2, 1016.3, None, None,21.8,40.0,2022-09-10 16:00:00,8.0,978.0,37
None,22.1,3.2, 1015.3, None, None,22.5,43.0,2022-09-10 17:00:00,9.0,977.0,37
None,19.7,3.2, 1015.4, None, None,22.5,54.0,2022-09-10 18:00:00,10.0,977.0,37
None,16.7,16.8, 1015.5, None, None,20.0,73.0,2022-09-10 19:00:00,12.0,977.0,37
None,12.9,12.8, 1015.6, None, None,20.0,88.0,2022-09-10 20:00:00,11.0,977.0,37
None,10.5,10.6, 1016.7, None, None,20.0,93.0,2022-09-10 21:00:00,9.0,978.0,37
None,9.2,9.2, 1016.6, None, None,20.0,95.0,2022-09-10 22:00:00,8.0,978.0,37
None,8.0,8.1, 1016.5, None, None,20.0,95.0,2022-09-10 23:00:00,7.0,978.0,37
None,7.4,7.3, 1016.4, None, None,20.0,96.0,2022-09-11 00:00:00,7.0,978.0,37
None,6.9,6.8, 1016.4, None, None,20.0,96.0,2022-09-11 01:00:00,6.0,978.0,37
None,6.7,6.6, 1017.4, None, None,20.0,96.0,2022-09-11 02:00:00,6.0,979.0,37
