pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,7.8,7.8, 1019.6, 0.1, None,13.6,82.0,2022-09-10 00:00:00, None,6.0, 924.0,37
None,7.0,7.0, 1019.6, -0.1, None,13.6,85.0,2022-09-10 01:00:00, None,4.0, 924.0,37
None,7.0,6.7, 1019.5, 0.1, None,13.6,86.0,2022-09-10 02:00:00, None,4.0, 924.0,37
None,6.6,6.2, 1019.5, 0.0, None,13.6,89.0,2022-09-10 03:00:00, None,5.0, 924.0,37
None,6.0,5.8, 1019.5, 0.1, None,13.6,91.0,2022-09-10 04:00:00, None,5.0, 924.0,37
None,5.6,5.4, 1019.5, 0.0, None,13.6,93.0,2022-09-10 05:00:00, None,4.0, 924.0,37
None,5.3,5.2, 1019.6, 0.0, None,13.6,94.0,2022-09-10 06:00:00, None,5.0, 924.0,37
None,3.7,3.6, 1019.9, 0.1, None,5.4,96.0,2022-09-10 07:00:00, None,3.0, 924.0,37
None,4.8,3.0, 1019.9, -0.1, None,5.4,97.0,2022-09-10 08:00:00, None,5.0, 924.0,37
None,5.0,3.0, 1020.0, 0.1, None,5.4,94.0,2022-09-10 09:00:00, None,4.0, 924.0,37
None,6.2,3.0, 1019.9, 0.0, None,6.4,93.0,2022-09-10 10:00:00, None,5.0, 924.0,37
None,8.0,3.0, 1019.8, -0.2, None,8.1,87.0,2022-09-10 11:00:00, None,6.0, 924.0,37
None,10.6,3.0, 1018.5, 0.0, None,10.6,72.0,2022-09-10 12:00:00, None,6.0, 923.0,37
None,12.0,3.0, 1018.5, -0.1, None,12.3,62.0,2022-09-10 13:00:00, None,5.0, 923.0,37
None,13.3,3.0, 1017.2, 0.3, None,13.3,58.0,2022-09-10 14:00:00, None,5.0, 922.0,37
None,14.0,3.0, 1017.2, -0.2, None,14.2,54.0,2022-09-10 15:00:00, None,5.0, 922.0,37
None,14.9,3.0, 1016.1, -0.1, None,14.9,54.0,2022-09-10 16:00:00, None,6.0, 921.0,37
None,15.6,3.0, 1016.0, -0.2, None,15.6,50.0,2022-09-10 17:00:00, None,5.0, 921.0,37
None,14.8,3.0, 1016.1, -0.6, None,15.6,50.0,2022-09-10 18:00:00, None,5.0, 921.0,37
None,12.4,12.4, 1016.5, 0.0, None,14.9,61.0,2022-09-10 19:00:00, None,5.0, 921.0,37
None,11.2,11.2, 1016.5, -0.2, None,14.9,67.0,2022-09-10 20:00:00, None,5.0, 921.0,37
None,10.4,10.3, 1016.6, -0.1, None,14.9,68.0,2022-09-10 21:00:00, None,4.0, 921.0,37
None,9.4,9.3, 1016.6, -0.1, None,14.9,73.0,2022-09-10 22:00:00, None,5.0, 921.0,37
None,7.9,7.7, 1017.7, 0.0, None,14.9,79.0,2022-09-10 23:00:00, None,4.0, 922.0,37
None,6.4,6.4, 1017.6, 0.0, None,14.9,85.0,2022-09-11 00:00:00, None,4.0, 922.0,37
None,5.5,5.4, 1017.5, -0.1, None,14.9,89.0,2022-09-11 01:00:00, None,4.0, 922.0,37
None,3.2,3.3, 1017.6, 0.1, None,14.9,96.0,2022-09-11 02:00:00, None,3.0, 922.0,37
None,2.2,2.0, 1017.6, 0.0, None,14.9,97.0,2022-09-11 03:00:00, None,1.0, 922.0,37
None,1.1,1.0, 1017.7, 0.0, None,14.9,98.0,2022-09-11 04:00:00, None,1.0, 922.0,37
None,0.4,0.4, 1018.8, 0.1, None,14.9,97.0,2022-09-11 05:00:00, None,0.0, 923.0,37
None,-0.6,-0.6, 1018.9, 0.0, None,14.9,98.0,2022-09-11 06:00:00, None,-1.0, 923.0,37
None,-0.7,-1.1, 1019.2, 0.0, None,-0.4,99.0,2022-09-11 07:00:00, None,-1.0, 923.0,37
None,0.1,-1.1, 1020.3, 0.1, None,0.1,98.0,2022-09-11 08:00:00, None,0.0, 924.0,37
None,2.1,-1.1, 1020.2, -0.1, None,2.2,91.0,2022-09-11 09:00:00, None,0.0, 924.0,37
None,5.0,-1.1, 1021.1, 0.0, None,4.7,85.0,2022-09-11 10:00:00, None,2.0, 925.0,37
None,8.1,-1.1, 1021.0, -0.1, None,7.9,71.0,2022-09-11 11:00:00, None,3.0, 925.0,37
None,10.7,-1.1, 1020.9, 0.0, None,10.8,59.0,2022-09-11 12:00:00, None,3.0, 925.0,37
None,12.7,-1.1, 1020.7, 0.0, None,12.7,48.0,2022-09-11 13:00:00, None,1.0, 925.0,37
None,14.7,-1.1, 1020.8, 0.0, None,14.7,44.0,2022-09-11 14:00:00, None,3.0, 925.0,37
None,15.6,-1.1, 1019.7, -0.3, None,16.1,36.0,2022-09-11 15:00:00, None,0.0, 924.0,37
None,15.6,-1.1, 1019.8, -0.2, None,16.1,39.0,2022-09-11 16:00:00, None,2.0, 924.0,37
None,16.4,-1.1, 1019.8, -0.2, None,17.0,38.0,2022-09-11 17:00:00, None,1.0, 924.0,37
None,15.4,-1.1, 1020.0, 0.0, None,17.0,42.0,2022-09-11 18:00:00, None,3.0, 924.0,37
None,12.5,12.6, 1020.3, -0.4, None,15.4,53.0,2022-09-11 19:00:00, None,3.0, 924.0,37
None,10.6,10.7, 1020.4, -0.1, None,15.4,57.0,2022-09-11 20:00:00, None,3.0, 924.0,37
None,7.7,7.8, 1020.5, -0.2, None,15.4,76.0,2022-09-11 21:00:00, None,4.0, 924.0,37
None,6.1,6.1, 1020.3, -0.1, None,15.4,78.0,2022-09-11 22:00:00, None,3.0, 924.0,37
None,5.3,5.2, 1020.1, 0.0, None,15.4,84.0,2022-09-11 23:00:00, None,2.0, 924.0,37
None,5.2,4.5, 1019.9, 0.0, None,15.4,85.0,2022-09-12 00:00:00, None,3.0, 924.0,37
None,3.7,3.6, 1019.8, 0.0, None,15.4,88.0,2022-09-12 01:00:00, None,2.0, 924.0,37
None,3.3,3.3, 1019.7, 0.0, None,15.4,88.0,2022-09-12 02:00:00, None,2.0, 924.0,37
None,3.5,2.9, 1019.6, 0.1, None,15.4,86.0,2022-09-12 03:00:00, None,1.0, 924.0,37
None,1.3,1.1, 1019.8, 0.0, None,15.4,93.0,2022-09-12 04:00:00, None,0.0, 924.0,37
None,1.6,0.8, 1018.6, 0.0, None,15.4,92.0,2022-09-12 05:00:00, None,1.0, 923.0,37
None,1.6,0.8, 1018.7, 0.1, None,15.4,92.0,2022-09-12 06:00:00, None,0.0, 923.0,37
None,6.7,1.1, 1019.2, 0.0, None,6.7,74.0,2022-09-12 11:00:00, None,2.0, 923.0,37
None,9.9,1.1, 1017.7, -0.1, None,9.9,61.0,2022-09-12 12:00:00, None,3.0, 922.0,37
None,12.8,1.1, 1017.6, 0.0, None,12.8,48.0,2022-09-12 13:00:00, None,2.0, 922.0,37
None,14.7,1.1, 1016.4, 0.1, None,15.5,38.0,2022-09-12 14:00:00, None,1.0, 921.0,37
None,15.4,1.1, 1016.3, -0.3, None,15.8,42.0,2022-09-12 15:00:00, None,3.0, 921.0,37
None,17.1,1.1, 1015.2, -0.2, None,17.3,40.0,2022-09-12 16:00:00, None,3.0, 920.0,37
None,16.8,1.1, 1015.2, -0.3, None,17.6,43.0,2022-09-12 17:00:00, None,4.0, 920.0,37
None,15.5,1.1, 1015.3, -0.2, None,17.6,49.0,2022-09-12 18:00:00, None,4.0, 920.0,37
None,14.5,14.6, 1015.4, -0.2, None,15.9,50.0,2022-09-12 19:00:00, None,4.0, 920.0,37
None,12.2,12.0, 1015.7, -0.1, None,15.9,62.0,2022-09-12 20:00:00, None,5.0, 920.0,37
None,11.3,11.4, 1015.6, -0.2, None,15.9,64.0,2022-09-12 21:00:00, None,5.0, 920.0,37
None,10.1,10.0, 1015.5, -0.1, None,15.9,70.0,2022-09-12 22:00:00, None,5.0, 920.0,37
None,9.1,9.1, 1015.5, -0.1, None,15.9,73.0,2022-09-12 23:00:00, None,5.0, 920.0,37
None,8.1,8.0, 1015.2, 0.0, None,15.9,79.0,2022-09-13 00:00:00, None,4.0, 920.0,37
None,7.9,7.7, 1016.1, 0.0, None,15.9,76.0,2022-09-13 01:00:00, None,4.0, 921.0,37
None,6.9,6.8, 1016.0, 0.0, None,15.9,81.0,2022-09-13 02:00:00, None,4.0, 921.0,37
None,6.3,6.2, 1016.0, 0.1, None,15.9,84.0,2022-09-13 03:00:00, None,4.0, 921.0,37
None,5.7,5.6, 1015.9, 0.0, None,15.9,87.0,2022-09-13 04:00:00, None,4.0, 921.0,37
None,2.3,2.3, 1016.2, 0.0, None,15.9,94.0,2022-09-13 05:00:00, None,2.0, 921.0,37
None,1.0,0.8, 1016.5, 0.0, None,15.9,97.0,2022-09-13 06:00:00, None,0.0, 921.0,37
None,0.4,0.2, 1016.7, 0.0, None,1.0,98.0,2022-09-13 07:00:00, None,0.0, 921.0,37
None,0.6,0.2, 1016.9, 0.0, None,1.0,98.0,2022-09-13 08:00:00, None,1.0, 921.0,37
None,3.0,0.2, 1016.7, 0.0, None,2.9,88.0,2022-09-13 09:00:00, None,1.0, 921.0,37
None,6.5,0.2, 1016.5, -0.1, None,6.4,78.0,2022-09-13 10:00:00, None,4.0, 921.0,37
None,8.7,0.2, 1016.4, 0.0, None,8.8,73.0,2022-09-13 11:00:00, None,4.0, 921.0,37
None,10.7,0.2, 1016.3, -0.1, None,10.7,66.0,2022-09-13 12:00:00, None,5.0, 921.0,37
None,13.2,0.2, 1014.9, 0.0, None,13.2,54.0,2022-09-13 13:00:00, None,4.0, 920.0,37
None,14.4,0.2, 1014.9, -0.2, None,14.6,45.0,2022-09-13 14:00:00, None,2.0, 920.0,37
None,15.6,0.2, 1013.8, -0.1, None,15.9,47.0,2022-09-13 15:00:00, None,4.0, 919.0,37
None,16.5,0.2, 1013.7, -0.2, None,16.6,44.0,2022-09-13 16:00:00, None,5.0, 919.0,37
None,16.9,0.2, 1014.0, -0.3, None,17.2,45.0,2022-09-13 17:00:00, None,6.0, 919.0,37
None,16.7,0.2, 1014.2, 0.0, None,17.5,47.0,2022-09-13 18:00:00, None,5.0, 919.0,37
None,14.4,14.3, 1013.4, -0.2, None,16.7,57.0,2022-09-13 19:00:00, None,6.0, 918.0,37
None,13.0,12.9, 1013.5, -0.2, None,16.7,63.0,2022-09-13 20:00:00, None,6.0, 918.0,37
None,11.6,11.4, 1013.4, 0.0, None,16.7,66.0,2022-09-13 21:00:00, None,5.0, 918.0,37
None,10.9,10.8, 1013.1, -0.1, None,16.7,70.0,2022-09-13 22:00:00, None,6.0, 918.0,37
None,9.9,9.9, 1013.0, -0.1, None,16.7,74.0,2022-09-13 23:00:00, None,6.0, 918.0,37
None,8.8,8.6, 1012.9, 0.0, None,16.7,79.0,2022-09-14 00:00:00, None,6.0, 918.0,37
None,8.9,8.6, 1012.6, -0.1, None,16.7,81.0,2022-09-14 01:00:00, None,6.0, 918.0,37
None,8.6,8.4, 1012.6, 0.0, None,16.7,81.0,2022-09-14 02:00:00, None,6.0, 918.0,37
None,8.3,8.3, 1012.5, 0.0, None,16.7,82.0,2022-09-14 03:00:00, None,5.0, 918.0,37
None,7.4,7.4, 1012.5, 0.1, None,16.7,87.0,2022-09-14 04:00:00, None,6.0, 918.0,37
None,7.1,6.9, 1012.5, 0.1, None,16.7,90.0,2022-09-14 05:00:00, None,5.0, 918.0,37
None,5.9,5.6, 1012.6, 0.0, None,16.7,94.0,2022-09-14 06:00:00, None,5.0, 918.0,37
None,4.8,4.8, 1012.9, 0.0, None,6.3,94.0,2022-09-14 07:00:00, None,4.0, 918.0,37
