pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,6.6,6.6, 0.0, None,21.1,76.0,2022-09-10 00:00:00,3.0,37
None,5.6,5.6, 0.0, None,21.1,79.0,2022-09-10 01:00:00,2.0,37
None,4.5,4.6, 0.0, None,21.1,82.0,2022-09-10 02:00:00,2.0,37
None,3.7,3.7, 0.0, None,21.1,85.0,2022-09-10 03:00:00,1.0,37
None,2.8,2.7, 0.0, None,21.1,87.0,2022-09-10 04:00:00,1.0,37
None,2.2,2.1, 0.0, None,21.1,88.0,2022-09-10 05:00:00,0.0,37
None,1.5,1.6, 0.0, None,21.1,89.0,2022-09-10 06:00:00,0.0,37
None,1.0,0.9, 0.0, None,1.6,91.0,2022-09-10 07:00:00,0.0,37
None,1.3,0.9, 0.0, None,1.6,89.0,2022-09-10 08:00:00,0.0,37
None,3.6,0.9, 0.0, None,3.5,82.0,2022-09-10 09:00:00,1.0,37
None,7.3,0.9, 0.0, None,7.4,72.0,2022-09-10 10:00:00,3.0,37
None,12.6,0.9, 0.0, None,12.6,56.0,2022-09-10 11:00:00,3.0,37
None,17.2,0.9, 0.0, None,17.3,37.0,2022-09-10 12:00:00,2.0,37
None,20.8,0.9, 0.0, None,20.8,30.0,2022-09-10 13:00:00,2.0,37
None,25.8,0.9, 0.0, None,25.7,21.0,2022-09-10 15:00:00,3.0,37
None,26.8,0.9, 0.0, None,26.8,21.0,2022-09-10 16:00:00,3.0,37
None,23.7,0.9, 0.0, None,27.2,28.0,2022-09-10 18:00:00,4.0,37
None,20.6,20.4, 0.0, None,24.0,33.0,2022-09-10 19:00:00,4.0,37
None,16.5,16.6, 0.0, None,24.0,48.0,2022-09-10 20:00:00,6.0,37
None,14.1,14.0, 0.0, None,24.0,56.0,2022-09-10 21:00:00,5.0,37
None,12.3,12.3, 0.0, None,24.0,57.0,2022-09-10 22:00:00,4.0,37
None,11.1,11.1, 0.0, None,24.0,63.0,2022-09-10 23:00:00,4.0,37
None,9.7,9.8, 0.0, None,24.0,65.0,2022-09-11 00:00:00,3.0,37
None,8.7,8.8, 0.0, None,24.0,67.0,2022-09-11 01:00:00,3.0,37
None,8.2,8.1, 0.0, None,24.0,66.0,2022-09-11 02:00:00,2.0,37
None,7.2,7.2, 0.0, None,24.0,71.0,2022-09-11 03:00:00,2.0,37
None,6.7,6.6, 0.0, None,24.0,72.0,2022-09-11 04:00:00,2.0,37
None,6.6,6.3, 0.0, None,24.0,69.0,2022-09-11 05:00:00,1.0,37
None,6.0,5.9, 0.0, None,24.0,70.0,2022-09-11 06:00:00,1.0,37
None,6.4,6.0, 0.0, None,6.9,67.0,2022-09-11 07:00:00,1.0,37
None,7.3,6.0, 0.0, None,7.4,62.0,2022-09-11 08:00:00,0.0,37
None,8.0,6.0, 0.0, None,8.1,63.0,2022-09-11 09:00:00,1.0,37
None,8.2,6.0, 0.0, None,9.0,67.0,2022-09-11 10:00:00,3.0,37
None,10.8,6.0, 0.0, None,10.8,61.0,2022-09-11 11:00:00,4.0,37
None,14.1,6.0, 0.0, None,14.0,54.0,2022-09-11 12:00:00,5.0,37
None,16.9,6.0, 0.0, None,17.0,51.0,2022-09-11 13:00:00,6.0,37
None,19.4,6.0, 0.0, None,19.5,44.0,2022-09-11 14:00:00,7.0,37
None,21.8,6.0, 0.0, None,22.0,35.0,2022-09-11 15:00:00,5.0,37
None,22.8,6.0, 0.0, None,22.7,35.0,2022-09-11 16:00:00,7.0,37
None,24.0,6.0, 0.0, None,24.4,35.0,2022-09-11 18:00:00,7.0,37
None,20.6,20.8, 0.0, None,24.0,45.0,2022-09-11 19:00:00,8.0,37
None,17.5,17.5, 0.0, None,24.0,58.0,2022-09-11 20:00:00,10.0,37
None,15.6,15.4, 0.0, None,24.0,64.0,2022-09-11 21:00:00,9.0,37
None,14.2,14.1, 0.0, None,24.0,66.0,2022-09-11 22:00:00,8.0,37
None,13.7,13.6, 0.0, None,24.0,70.0,2022-09-11 23:00:00,9.0,37
None,13.4,13.2, 0.0, None,24.0,73.0,2022-09-12 00:00:00,9.0,37
None,13.5,13.1, 0.0, None,24.0,73.0,2022-09-12 01:00:00,9.0,37
None,12.8,12.8, 0.0, None,24.0,79.0,2022-09-12 02:00:00,10.0,37
None,12.9,12.7, 0.0, None,24.0,79.0,2022-09-12 03:00:00,9.0,37
None,13.3,12.7, 0.0, None,24.0,77.0,2022-09-12 04:00:00,9.0,37
None,12.8,12.3, 0.0, None,24.0,79.0,2022-09-12 05:00:00,9.0,37
None,12.6,12.3, 0.0, None,24.0,81.0,2022-09-12 06:00:00,10.0,37
None,14.6,12.4, 0.1, None,14.7,78.0,2022-09-12 11:00:00,11.0,37
None,16.9,12.4, 0.0, None,16.8,57.0,2022-09-12 12:00:00,8.0,37
None,17.5,12.4, 0.0, None,17.7,55.0,2022-09-12 13:00:00,8.0,37
None,17.5,12.4, 0.0, None,17.9,59.0,2022-09-12 14:00:00,9.0,37
None,17.5,12.4, 0.0, None,17.9,64.0,2022-09-12 15:00:00,11.0,37
None,17.8,12.4, 0.0, None,18.0,60.0,2022-09-12 16:00:00,10.0,37
None,18.4,12.4, 0.0, None,19.1,60.0,2022-09-12 17:00:00,11.0,37
None,17.2,12.4, 0.0, None,19.1,70.0,2022-09-12 18:00:00,12.0,37
None,17.3,16.3, 0.0, None,17.2,74.0,2022-09-12 19:00:00,13.0,37
None,17.2,16.3, 0.0, None,17.8,74.0,2022-09-12 20:00:00,13.0,37
None,14.7,14.7, 0.4, None,17.8,95.0,2022-09-12 21:00:00,14.0,37
None,14.6,14.5, 0.1, None,17.8,95.0,2022-09-12 22:00:00,14.0,37
None,14.3,14.2, 0.0, None,17.8,95.0,2022-09-12 23:00:00,13.0,37
None,13.6,13.5, 0.0, None,17.8,96.0,2022-09-13 00:00:00,13.0,37
None,13.0,13.0, 0.0, None,17.8,96.0,2022-09-13 01:00:00,13.0,37
None,12.7,12.5, 0.0, None,17.8,97.0,2022-09-13 02:00:00,12.0,37
None,11.8,11.8, 0.0, None,17.8,96.0,2022-09-13 03:00:00,11.0,37
None,11.0,10.9, 0.0, None,17.8,96.0,2022-09-13 04:00:00,11.0,37
None,10.1,10.1, 0.0, None,17.8,95.0,2022-09-13 05:00:00,9.0,37
None,9.4,9.4, 0.0, None,17.8,95.0,2022-09-13 06:00:00,9.0,37
None,8.7,8.7, 0.0, None,9.4,96.0,2022-09-13 07:00:00,8.0,37
None,9.0,8.5, 0.0, None,9.4,93.0,2022-09-13 08:00:00,8.0,37
None,9.9,8.5, 0.0, None,9.9,90.0,2022-09-13 09:00:00,8.0,37
None,11.8,8.5, 0.0, None,11.8,83.0,2022-09-13 10:00:00,9.0,37
None,14.4,8.5, 0.0, None,14.6,77.0,2022-09-13 11:00:00,10.0,37
None,17.7,8.5, 0.0, None,17.9,65.0,2022-09-13 12:00:00,12.0,37
None,20.0,8.5, 0.0, None,20.1,48.0,2022-09-13 13:00:00,10.0,37
None,21.5,8.5, 0.0, None,21.5,38.0,2022-09-13 14:00:00,7.0,37
None,21.1,8.5, 0.0, None,21.8,44.0,2022-09-13 15:00:00,9.0,37
None,13.4,8.5, 2.1, None,21.8,87.0,2022-09-13 16:00:00,12.0,37
None,11.1,8.5, 14.9, None,21.8,98.0,2022-09-13 17:00:00,11.0,37
None,11.2,8.5, 3.8, None,21.8,98.0,2022-09-13 18:00:00,11.0,37
None,11.4,11.0, 0.6, None,11.6,97.0,2022-09-13 19:00:00,11.0,37
None,11.2,11.0, 1.2, None,11.6,98.0,2022-09-13 20:00:00,11.0,37
None,11.2,11.0, 0.1, None,11.6,99.0,2022-09-13 21:00:00,11.0,37
None,11.0,10.8, 0.1, None,11.6,98.0,2022-09-13 22:00:00,10.0,37
None,10.9,10.8, 0.1, None,11.6,98.0,2022-09-13 23:00:00,10.0,37
None,10.7,10.8, 0.4, None,11.6,98.0,2022-09-14 00:00:00,10.0,37
None,11.0,10.6, 0.4, None,11.6,98.0,2022-09-14 01:00:00,10.0,37
None,10.8,10.6, 0.3, None,11.6,98.0,2022-09-14 02:00:00,11.0,37
None,10.5,10.4, 0.0, None,11.6,97.0,2022-09-14 03:00:00,10.0,37
None,9.8,9.7, 0.0, None,11.6,98.0,2022-09-14 04:00:00,10.0,37
None,10.0,9.6, 0.0, None,11.6,98.0,2022-09-14 05:00:00,10.0,37
None,9.5,9.5, 0.0, None,11.6,97.0,2022-09-14 06:00:00,9.0,37
None,9.0,9.0, 0.0, None,9.5,97.0,2022-09-14 07:00:00,9.0,37
None,8.9,8.7, 0.0, None,9.5,97.0,2022-09-14 08:00:00,9.0,37
None,9.2,8.7, 0.0, None,9.5,97.0,2022-09-14 09:00:00,9.0,37
None,10.2,8.7, 0.0, None,10.2,93.0,2022-09-14 10:00:00,9.0,37
None,11.8,8.7, 0.0, None,11.9,89.0,2022-09-14 11:00:00,10.0,37
None,13.7,8.7, 0.0, None,13.9,79.0,2022-09-14 12:00:00,11.0,37
None,16.4,8.7, 0.0, None,16.3,78.0,2022-09-14 13:00:00,13.0,37
None,17.2,8.7, 0.0, None,18.0,65.0,2022-09-14 14:00:00,9.0,37
None,15.3,8.7, 0.0, None,18.0,75.0,2022-09-14 15:00:00,11.0,37
None,14.4,8.7, 0.0, None,18.0,83.0,2022-09-14 16:00:00,12.0,37
None,14.3,8.7, 0.1, None,18.0,82.0,2022-09-14 17:00:00,11.0,37
None,12.4,8.7, 0.9, None,18.0,97.0,2022-09-14 18:00:00,12.0,37
None,12.3,12.2, 0.1, None,12.6,97.0,2022-09-14 19:00:00,12.0,37
None,11.8,11.8, 0.0, None,12.6,97.0,2022-09-14 20:00:00,11.0,37
None,11.7,11.5, 0.0, None,12.6,97.0,2022-09-14 21:00:00,11.0,37
None,11.6,11.5, 0.0, None,12.6,98.0,2022-09-14 22:00:00,11.0,37
None,11.4,11.4, 0.0, None,12.6,98.0,2022-09-14 23:00:00,11.0,37
None,11.6,11.4, 0.0, None,12.6,95.0,2022-09-15 00:00:00,11.0,37
None,11.1,11.1, 0.0, None,12.6,97.0,2022-09-15 01:00:00,11.0,37
None,10.7,10.6, 0.0, None,12.6,97.0,2022-09-15 02:00:00,10.0,37
None,9.8,9.8, 0.0, None,12.6,97.0,2022-09-15 03:00:00,9.0,37
None,8.8,8.7, 0.0, None,12.6,98.0,2022-09-15 04:00:00,9.0,37
None,8.4,8.3, 0.0, None,12.6,97.0,2022-09-15 05:00:00,8.0,37
None,7.7,7.7, 0.0, None,12.6,96.0,2022-09-15 06:00:00,7.0,37
None,7.7,7.5, 0.0, None,7.8,95.0,2022-09-15 07:00:00,7.0,37
None,7.6,7.2, 0.0, None,7.8,95.0,2022-09-15 08:00:00,7.0,37
None,9.0,7.2, 0.0, None,8.9,91.0,2022-09-15 09:00:00,7.0,37
None,11.0,7.2, 0.0, None,11.1,86.0,2022-09-15 10:00:00,9.0,37
None,13.3,7.2, 0.0, None,13.4,83.0,2022-09-15 11:00:00,10.0,37
None,16.6,7.2, 0.0, None,16.5,64.0,2022-09-15 12:00:00,11.0,37
None,17.2,7.2, 0.0, None,17.3,64.0,2022-09-15 13:00:00,10.0,37
None,17.7,7.2, 0.0, None,17.8,56.0,2022-09-15 14:00:00,9.0,37
None,17.6,7.2, 0.0, None,18.4,61.0,2022-09-15 15:00:00,10.0,37
None,18.3,7.2, 0.0, None,18.6,53.0,2022-09-15 16:00:00,9.0,37
None,17.9,7.2, 0.0, None,18.6,53.0,2022-09-15 17:00:00,8.0,37
None,16.4,7.2, 0.0, None,18.6,61.0,2022-09-15 18:00:00,9.0,37
None,14.5,14.4, 0.0, None,16.4,68.0,2022-09-15 19:00:00,8.0,37
None,12.7,12.7, 0.0, None,16.4,82.0,2022-09-15 20:00:00,10.0,37
None,11.4,11.3, 0.0, None,16.4,88.0,2022-09-15 21:00:00,10.0,37
None,11.2,11.0, 0.0, None,16.4,90.0,2022-09-15 22:00:00,10.0,37
None,10.5,10.4, 0.0, None,16.4,91.0,2022-09-15 23:00:00,9.0,37
None,10.3,10.2, 0.0, None,16.4,91.0,2022-09-16 00:00:00,9.0,37
None,10.2,9.9, 0.0, None,16.4,91.0,2022-09-16 01:00:00,9.0,37
None,10.2,9.9, 0.0, None,16.4,92.0,2022-09-16 02:00:00,9.0,37
None,9.9,9.9, 0.0, None,16.4,93.0,2022-09-16 03:00:00,9.0,37
None,9.6,9.7, 0.0, None,16.4,93.0,2022-09-16 04:00:00,8.0,37
None,8.7,8.7, 0.0, None,16.4,95.0,2022-09-16 05:00:00,8.0,37
None,8.1,8.2, 0.0, None,16.4,96.0,2022-09-16 06:00:00,8.0,37
