air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
7.6, 7.634, 60.39, 19.1, 60.0, 7.4,2022-09-10 00:00:00, 0.0,37
7.5, 7.52, 60.26, 19.1, 60.0, 6.9,2022-09-10 01:00:00, 0.0,37
6.2, 6.162, 68.49, 19.1, 68.0, 6.0,2022-09-10 02:00:00, 1.0,37
5.6, 5.589, 68.84, 19.1, 69.0, 5.4,2022-09-10 03:00:00, 0.0,37
5.3, 5.319, 67.3, 19.1, 67.0, 4.9,2022-09-10 04:00:00, 0.0,37
4.8, 4.78, 68.95, 19.1, 69.0, 4.4,2022-09-10 05:00:00, 0.0,37
4.1, 4.13, 71.04, 19.1, 71.0, 4.1,2022-09-10 06:00:00, 0.0,37
3.8, 3.794, 73.18, 4.2, 73.0, 3.8,2022-09-10 07:00:00, -1.0,37
5.8, 5.844, 72.44, 5.7, 72.0, 3.8,2022-09-10 08:00:00, 1.0,37
8.3, 8.31, 63.79, 8.2, 64.0, 3.8,2022-09-10 09:00:00, 2.0,37
11.6, 11.59, 46.87, 11.4, 47.0, 3.8,2022-09-10 10:00:00, 1.0,37
15.0, 14.98, 41.83, 14.8, 42.0, 3.8,2022-09-10 11:00:00, 1.0,37
18.8, 18.75, 29.99, 18.6, 30.0, 3.8,2022-09-10 12:00:00, 1.0,37
20.4, 20.41, 27.31, 20.4, 27.0, 3.8,2022-09-10 13:00:00, 1.0,37
22.7, 22.7, 23.18, 22.8, 23.0, 3.8,2022-09-10 14:00:00, 0.0,37
24.6, 24.61, 20.18, 24.7, 20.0, 3.8,2022-09-10 15:00:00, 0.0,37
24.6, 24.57, 26.45, 25.9, 26.0, 3.8,2022-09-10 16:00:00, 4.0,37
23.4, 23.43, 26.94, 26.1, 27.0, 3.8,2022-09-10 17:00:00, 3.0,37
18.3, 18.31, 44.93, 26.1, 45.0, 3.8,2022-09-10 18:00:00, 7.0,37
16.0, 16.04, 52.45, 18.3, 52.0, 16.0,2022-09-10 19:00:00, 6.0,37
13.6, 13.6, 60.64, 18.3, 61.0, 13.3,2022-09-10 20:00:00, 6.0,37
13.6, 13.6, 55.72, 18.3, 56.0, 12.8,2022-09-10 21:00:00, 5.0,37
11.9, 11.85, 63.11, 18.3, 63.0, 12.0,2022-09-10 22:00:00, 5.0,37
11.1, 11.12, 63.74, 18.3, 64.0, 11.3,2022-09-10 23:00:00, 4.0,37
10.6, 10.64, 63.46, 18.3, 63.0, 10.6,2022-09-11 00:00:00, 4.0,37
10.1, 10.11, 64.74, 18.3, 65.0, 10.1,2022-09-11 01:00:00, 4.0,37
9.9, 9.88, 65.51, 18.3, 66.0, 9.9,2022-09-11 02:00:00, 4.0,37
9.6, 9.58, 66.68, 18.3, 67.0, 9.1,2022-09-11 03:00:00, 3.0,37
8.7, 8.7, 69.49, 18.3, 69.0, 8.7,2022-09-11 04:00:00, 3.0,37
8.9, 8.94, 64.64, 18.3, 65.0, 8.6,2022-09-11 05:00:00, 3.0,37
8.3, 8.32, 65.95, 18.3, 66.0, 8.2,2022-09-11 06:00:00, 2.0,37
9.4, 9.44, 57.53, 9.7, 58.0, 8.2,2022-09-11 07:00:00, 2.0,37
9.6, 9.64, 68.2, 9.9, 68.0, 8.2,2022-09-11 08:00:00, 4.0,37
11.9, 11.94, 57.26, 12.9, 57.0, 8.2,2022-09-11 09:00:00, 4.0,37
13.7, 13.7, 55.68, 14.2, 56.0, 8.2,2022-09-11 10:00:00, 5.0,37
12.7, 12.71, 62.25, 14.4, 62.0, 8.2,2022-09-11 11:00:00, 6.0,37
16.2, 16.21, 40.37, 16.1, 40.0, 8.2,2022-09-11 12:00:00, 3.0,37
20.1, 20.05, 39.8, 19.9, 40.0, 8.2,2022-09-11 13:00:00, 6.0,37
17.7, 17.72, 62.59, 22.0, 63.0, 8.2,2022-09-11 14:00:00, 11.0,37
20.0, 19.95, 56.55, 22.8, 57.0, 8.2,2022-09-11 15:00:00, 12.0,37
26.9, 26.87, 27.56, 27.8, 28.0, 8.2,2022-09-11 16:00:00, 7.0,37
26.6, 26.6, 26.86, 27.8, 27.0, 8.2,2022-09-11 17:00:00, 6.0,37
19.5, 19.53, 55.38, 27.8, 55.0, 8.2,2022-09-11 18:00:00, 11.0,37
17.1, 17.13, 55.57, 19.5, 56.0, 17.3,2022-09-11 19:00:00, 8.0,37
17.4, 17.4, 46.48, 19.5, 46.0, 15.9,2022-09-11 20:00:00, 6.0,37
15.3, 15.33, 50.35, 19.5, 50.0, 14.9,2022-09-11 21:00:00, 6.0,37
15.0, 15.01, 46.75, 19.5, 47.0, 14.1,2022-09-11 22:00:00, 2.0,37
14.0, 13.96, 50.59, 19.5, 51.0, 13.0,2022-09-11 23:00:00, 2.0,37
15.2, 15.24, 38.15, 19.5, 38.0, 13.0,2022-09-12 00:00:00, 3.0,37
13.2, 13.19, 54.85, 19.5, 55.0, 12.3,2022-09-12 01:00:00, 4.0,37
12.8, 12.83, 54.42, 19.5, 54.0, 12.3,2022-09-12 02:00:00, 4.0,37
12.6, 12.62, 50.08, 19.5, 50.0, 11.5,2022-09-12 03:00:00, 3.0,37
11.0, 10.95, 50.92, 19.5, 51.0, 11.0,2022-09-12 04:00:00, 1.0,37
12.1, 12.07, 60.3, 19.5, 60.0, 10.7,2022-09-12 05:00:00, 4.0,37
11.4, 11.39, 64.32, 19.5, 64.0, 10.7,2022-09-12 06:00:00, 5.0,37
None, 11.29, 63.82, None, None, None,2022-09-12 07:00:00, None,37
None, 11.97, 66.06, None, None, None,2022-09-12 08:00:00, None,37
None, 11.01, 74.15, None, None, None,2022-09-12 09:00:00, None,37
None, 12.47, 74.79, None, None, None,2022-09-12 10:00:00, None,37
15.0, 14.96, 61.53, 14.9, 62.0, 10.5,2022-09-12 11:00:00, 8.0,37
16.4, 16.36, 55.54, 16.5, 56.0, 10.5,2022-09-12 12:00:00, 8.0,37
19.2, 19.23, 46.98, 19.3, 47.0, 10.5,2022-09-12 13:00:00, 8.0,37
20.8, 20.83, 42.68, 21.0, 43.0, 10.5,2022-09-12 14:00:00, 7.0,37
21.1, 21.09, 39.87, 21.7, 40.0, 10.5,2022-09-12 15:00:00, 7.0,37
21.2, 21.22, 40.97, 21.7, 41.0, 10.5,2022-09-12 16:00:00, 8.0,37
21.1, 21.1, 43.72, 21.8, 44.0, 10.5,2022-09-12 17:00:00, 8.0,37
15.1, 15.1, 90.3, 21.8, 90.0, 10.5,2022-09-12 18:00:00, 13.0,37
14.3, 14.33, 94.1, 15.3, 94.0, 14.4,2022-09-12 19:00:00, 13.0,37
14.1, 14.11, 93.0, 15.3, 93.0, 13.9,2022-09-12 20:00:00, 13.0,37
13.2, 13.17, 96.5, 15.3, 97.0, 13.2,2022-09-12 21:00:00, 13.0,37
12.7, 12.66, 97.2, 15.3, 97.0, 12.6,2022-09-12 22:00:00, 12.0,37
12.6, 12.59, 97.4, 15.3, 97.0, 12.4,2022-09-12 23:00:00, 12.0,37
12.6, 12.64, 97.7, 15.3, 98.0, 12.4,2022-09-13 00:00:00, 12.0,37
12.0, 12.03, 97.9, 15.3, 98.0, 12.0,2022-09-13 01:00:00, 12.0,37
10.8, 10.78, 98.3, 15.3, 98.0, 10.7,2022-09-13 02:00:00, 10.0,37
10.4, 10.36, 98.5, 15.3, 99.0, 10.3,2022-09-13 03:00:00, 10.0,37
9.6, 9.56, 98.5, 15.3, 99.0, 9.4,2022-09-13 04:00:00, 9.0,37
8.9, 8.92, 98.7, 15.3, 99.0, 8.9,2022-09-13 05:00:00, 8.0,37
8.5, 8.54, 98.8, 15.3, 99.0, 8.4,2022-09-13 06:00:00, 9.0,37
7.9, 7.934, 98.7, 8.6, 99.0, 7.9,2022-09-13 07:00:00, 8.0,37
8.6, 8.64, 98.6, 8.7, 99.0, 7.7,2022-09-13 08:00:00, 8.0,37
10.6, 10.63, 97.6, 10.4, 98.0, 7.7,2022-09-13 09:00:00, 10.0,37
13.1, 13.11, 86.0, 13.5, 86.0, 7.7,2022-09-13 10:00:00, 11.0,37
16.6, 16.59, 69.0, 16.5, 69.0, 7.7,2022-09-13 11:00:00, 11.0,37
18.5, 18.53, 55.58, 18.6, 56.0, 7.7,2022-09-13 12:00:00, 9.0,37
20.5, 20.49, 48.2, 20.4, 48.0, 7.7,2022-09-13 13:00:00, 9.0,37
21.1, 21.1, 45.82, 21.5, 46.0, 7.7,2022-09-13 14:00:00, 9.0,37
22.3, 22.27, 41.93, 22.8, 42.0, 7.7,2022-09-13 15:00:00, 9.0,37
