air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
8.5, None, 8.5, 25.8, None,2022-09-10 00:00:00, None,37
7.6, None, 7.6, 25.8, None,2022-09-10 01:00:00, None,37
6.7, None, 6.7, 25.8, None,2022-09-10 02:00:00, None,37
6.0, None, 6.0, 25.8, None,2022-09-10 03:00:00, None,37
5.6, None, 5.6, 25.8, None,2022-09-10 04:00:00, None,37
5.1, None, 5.1, 25.8, None,2022-09-10 05:00:00, None,37
4.6, None, 4.6, 25.8, None,2022-09-10 06:00:00, None,37
4.4, None, 4.4, 4.6, None,2022-09-10 07:00:00, None,37
4.7, None, 4.4, 4.7, None,2022-09-10 08:00:00, None,37
14.1, None, 4.4, 13.9, None,2022-09-10 09:00:00, None,37
20.4, None, 4.4, 20.4, None,2022-09-10 10:00:00, None,37
26.1, None, 4.4, 26.1, None,2022-09-10 11:00:00, None,37
30.0, None, 4.4, 30.0, None,2022-09-10 12:00:00, None,37
32.6, None, 4.4, 32.6, None,2022-09-10 13:00:00, None,37
34.0, None, 4.4, 34.0, None,2022-09-10 14:00:00, None,37
34.0, None, 4.4, 34.3, None,2022-09-10 15:00:00, None,37
33.9, None, 4.4, 34.3, None,2022-09-10 16:00:00, None,37
33.3, None, 4.4, 34.3, None,2022-09-10 17:00:00, None,37
32.7, None, 4.4, 34.3, None,2022-09-10 18:00:00, None,37
30.2, None, 30.2, 32.7, None,2022-09-10 19:00:00, None,37
23.4, None, 23.5, 32.7, None,2022-09-10 20:00:00, None,37
17.9, None, 17.9, 32.7, None,2022-09-10 21:00:00, None,37
15.5, None, 15.5, 32.7, None,2022-09-10 22:00:00, None,37
14.4, None, 14.4, 32.7, None,2022-09-10 23:00:00, None,37
13.5, None, 13.5, 32.7, None,2022-09-11 00:00:00, None,37
12.7, None, 12.7, 32.7, None,2022-09-11 01:00:00, None,37
11.9, None, 11.9, 32.7, None,2022-09-11 02:00:00, None,37
10.8, None, 10.8, 32.7, None,2022-09-11 03:00:00, None,37
10.3, None, 10.3, 32.7, None,2022-09-11 04:00:00, None,37
9.9, None, 9.9, 32.7, None,2022-09-11 05:00:00, None,37
9.5, None, 9.6, 32.7, None,2022-09-11 06:00:00, None,37
9.6, None, 9.5, 9.6, None,2022-09-11 07:00:00, None,37
9.9, None, 9.5, 9.9, None,2022-09-11 08:00:00, None,37
13.5, None, 9.5, 13.4, None,2022-09-11 09:00:00, None,37
18.4, None, 9.5, 18.3, None,2022-09-11 10:00:00, None,37
19.9, None, 9.5, 19.9, None,2022-09-11 11:00:00, None,37
21.4, None, 9.5, 21.4, None,2022-09-11 12:00:00, None,37
26.3, None, 9.5, 26.2, None,2022-09-11 13:00:00, None,37
28.8, None, 9.5, 28.7, None,2022-09-11 14:00:00, None,37
31.4, None, 9.5, 31.5, None,2022-09-11 15:00:00, None,37
31.8, None, 9.5, 31.8, None,2022-09-11 16:00:00, None,37
32.0, None, 9.5, 32.6, None,2022-09-11 17:00:00, None,37
29.4, None, 9.5, 32.6, None,2022-09-11 18:00:00, None,37
25.9, None, 26.0, 29.4, None,2022-09-11 19:00:00, None,37
21.8, None, 21.9, 29.4, None,2022-09-11 20:00:00, None,37
18.7, None, 18.7, 29.4, None,2022-09-11 21:00:00, None,37
16.7, None, 16.7, 29.4, None,2022-09-11 22:00:00, None,37
15.3, None, 15.3, 29.4, None,2022-09-11 23:00:00, None,37
14.2, None, 14.2, 29.4, None,2022-09-12 00:00:00, None,37
13.3, None, 13.3, 29.4, None,2022-09-12 01:00:00, None,37
12.3, None, 12.3, 29.4, None,2022-09-12 02:00:00, None,37
10.9, None, 10.9, 29.4, None,2022-09-12 03:00:00, None,37
9.8, None, 9.8, 29.4, None,2022-09-12 04:00:00, None,37
9.3, None, 9.3, 29.4, None,2022-09-12 05:00:00, None,37
8.9, None, 8.9, 29.4, None,2022-09-12 06:00:00, None,37
18.6, None, 8.9, 18.6, None,2022-09-12 11:00:00, None,37
21.1, None, 8.9, 21.0, None,2022-09-12 12:00:00, None,37
28.2, None, 8.9, 28.1, None,2022-09-12 13:00:00, None,37
29.9, None, 8.9, 29.9, None,2022-09-12 14:00:00, None,37
30.5, None, 8.9, 30.5, None,2022-09-12 15:00:00, None,37
30.3, None, 8.9, 31.6, None,2022-09-12 16:00:00, None,37
26.6, None, 8.9, 31.6, None,2022-09-12 17:00:00, None,37
24.1, None, 8.9, 31.6, None,2022-09-12 18:00:00, None,37
21.4, None, 21.4, 24.1, None,2022-09-12 19:00:00, None,37
19.6, None, 19.6, 24.1, None,2022-09-12 20:00:00, None,37
17.3, None, 17.4, 24.1, None,2022-09-12 21:00:00, None,37
14.9, None, 14.9, 24.1, None,2022-09-12 22:00:00, None,37
14.0, None, 14.0, 24.1, None,2022-09-12 23:00:00, None,37
13.3, None, 13.3, 24.1, None,2022-09-13 00:00:00, None,37
12.6, None, 12.6, 24.1, None,2022-09-13 01:00:00, None,37
12.3, None, 12.3, 24.1, None,2022-09-13 02:00:00, None,37
12.0, None, 12.0, 24.1, None,2022-09-13 03:00:00, None,37
11.3, None, 11.3, 24.1, None,2022-09-13 04:00:00, None,37
10.3, None, 10.3, 24.1, None,2022-09-13 05:00:00, None,37
10.0, None, 10.0, 24.1, None,2022-09-13 06:00:00, None,37
9.6, None, 9.6, 10.0, None,2022-09-13 07:00:00, None,37
10.1, None, 9.6, 10.1, None,2022-09-13 08:00:00, None,37
12.0, None, 9.6, 11.9, None,2022-09-13 09:00:00, None,37
18.4, None, 9.6, 18.3, None,2022-09-13 10:00:00, None,37
22.3, None, 9.6, 22.3, None,2022-09-13 11:00:00, None,37
24.6, None, 9.6, 24.5, None,2022-09-13 12:00:00, None,37
22.8, None, 9.6, 25.1, None,2022-09-13 13:00:00, None,37
21.6, None, 9.6, 25.1, None,2022-09-13 14:00:00, None,37
22.9, None, 9.6, 25.1, None,2022-09-13 15:00:00, None,37
18.8, None, 9.6, 25.1, None,2022-09-13 16:00:00, None,37
18.9, None, 9.6, 25.1, None,2022-09-13 17:00:00, None,37
18.6, None, 9.6, 25.1, None,2022-09-13 18:00:00, None,37
16.4, None, 16.4, 18.6, None,2022-09-13 19:00:00, None,37
14.2, None, 14.2, 18.6, None,2022-09-13 20:00:00, None,37
13.2, None, 13.2, 18.6, None,2022-09-13 21:00:00, None,37
12.5, None, 12.5, 18.6, None,2022-09-13 22:00:00, None,37
12.2, None, 12.2, 18.6, None,2022-09-13 23:00:00, None,37
11.8, None, 11.8, 18.6, None,2022-09-14 00:00:00, None,37
11.7, None, 11.6, 18.6, None,2022-09-14 01:00:00, None,37
11.6, None, 11.6, 18.6, None,2022-09-14 02:00:00, None,37
11.0, None, 11.0, 18.6, None,2022-09-14 03:00:00, None,37
10.5, None, 10.5, 18.6, None,2022-09-14 04:00:00, None,37
10.3, None, 10.3, 18.6, None,2022-09-14 05:00:00, None,37
10.2, None, 10.2, 18.6, None,2022-09-14 06:00:00, None,37
10.1, None, 10.1, 10.2, None,2022-09-14 07:00:00, None,37
10.3, None, 10.1, 10.3, None,2022-09-14 08:00:00, None,37
10.5, None, 10.1, 10.5, None,2022-09-14 09:00:00, None,37
10.9, None, 10.1, 10.9, None,2022-09-14 10:00:00, None,37
11.7, None, 10.1, 11.7, None,2022-09-14 11:00:00, None,37
13.0, None, 10.1, 13.0, None,2022-09-14 12:00:00, None,37
15.2, None, 10.1, 15.1, None,2022-09-14 13:00:00, None,37
16.9, None, 10.1, 16.9, None,2022-09-14 14:00:00, None,37
19.7, None, 10.1, 19.7, None,2022-09-14 15:00:00, None,37
20.0, None, 10.1, 19.9, None,2022-09-14 16:00:00, None,37
20.9, None, 10.1, 21.0, None,2022-09-14 17:00:00, None,37
17.4, None, 10.1, 21.0, None,2022-09-14 18:00:00, None,37
15.1, None, 15.1, 17.4, None,2022-09-14 19:00:00, None,37
12.6, None, 12.7, 17.4, None,2022-09-14 20:00:00, None,37
