CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-4.202,56.19, None,2017-12-03 00:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,49
None,-4.25,51.01, None,2017-12-03 01:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-4.076,45.88, None,2017-12-03 02:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-4.426,43.47, None,2017-12-03 03:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,-4.339,38.73, None,2017-12-03 04:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,-4.29,34.3, None,2017-12-03 05:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,49
None,-4.689,33.51, None,2017-12-03 06:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,49
None,-3.921,29.61, None,2017-12-03 07:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,49
None,-3.63,27.75, None,2017-12-03 08:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,49
None,-4.183,28.34, None,2017-12-03 09:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,49
None,-4.29,28.9, None,2017-12-03 10:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,49
None,-4.212,28.56, None,2017-12-03 11:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,49
None,-2.962,27.87, None,2017-12-03 12:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,49
None,-2.363,28.01, None,2017-12-03 13:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,49
None,-2.623,29.12, None,2017-12-03 14:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,49
None,-3.734,30.6, None,2017-12-03 15:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,49
None,-4.53,51.61, None,2017-12-03 16:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-5.45,51.91, None,2017-12-03 17:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.656,51.38, None,2017-12-03 18:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-6.002,51.58, None,2017-12-03 19:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.884,53.67, None,2017-12-03 20:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-6.329,51.96, None,2017-12-03 21:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,-6.191,51.74, None,2017-12-03 22:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,-5.856,51.53, None,2017-12-03 23:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.472,52.96, None,2017-12-04 00:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.355,52.63, None,2017-12-04 01:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.58,51.86, None,2017-12-04 02:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.787,51.89, None,2017-12-04 03:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.561,51.56, None,2017-12-04 04:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.286,54.55, None,2017-12-04 05:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-5.639,51.65, None,2017-12-04 06:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.453,52.27, None,2017-12-04 07:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.443,52.13, None,2017-12-04 08:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.247,52.11, None,2017-12-04 09:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-4.768,51.61, None,2017-12-04 10:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-4.446,51.58, None,2017-12-04 11:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-3.484,51.33, None,2017-12-04 12:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,49
None,-3.59,50.32, None,2017-12-04 13:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,49
None,-3.3,49.56, None,2017-12-04 14:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,49
None,-3.764,51.21, None,2017-12-04 15:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,49
None,-4.328,51.29, None,2017-12-04 16:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-4.669,52.17, None,2017-12-04 17:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-4.913,51.18, None,2017-12-04 18:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.226,51.77, None,2017-12-04 19:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.177,53.06, None,2017-12-04 20:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,49
None,-5.619,51.37, None,2017-12-04 21:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.344,51.51, None,2017-12-04 22:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.797,51.48, None,2017-12-04 23:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-5.6,51.37, None,2017-12-05 00:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-4.68,50.22, None,2017-12-05 01:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,49
None,-4.534,43.19, None,2017-12-05 02:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,-4.261,38.14, None,2017-12-05 03:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,-2.982,38.91, None,2017-12-05 04:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,-3.62,37.0, None,2017-12-05 05:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,-1.969,31.69, None,2017-12-05 06:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,-0.43,30.29, None,2017-12-05 07:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,-0.055,29.74, None,2017-12-05 08:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,0.886,28.07, None,2017-12-05 09:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,2.116,27.29, None,2017-12-05 10:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,2.145,26.65, None,2017-12-05 11:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,3.571,25.26, None,2017-12-05 12:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,3.823,25.51, None,2017-12-05 13:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,4.318,24.22, None,2017-12-05 14:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,49
None,3.75,23.94, None,2017-12-05 15:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
None,3.808,23.52, None,2017-12-05 16:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,49
