CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 9.38, None, None, None, None, None, 27.87, 1.0, 2.91, 158.6, None, None, 9.4, 8.4, None, None, None, None, 15.2, None, None, None, None,2021-09-03 00:00:00, -1.0, None, -0.776,36
None, 8.07, None, None, None, None, None, 28.01, 0.0, 3.926, 190.3, None, None, 8.1, 8.0, None, None, None, None, 15.2, None, None, None, None,2021-09-03 01:00:00, -1.0, None, -1.067,36
None, 8.12, None, None, None, None, None, 20.94, 0.0, 6.387, 212.3, None, None, 8.1, 8.0, None, None, None, None, 15.2, None, None, None, None,2021-09-03 02:00:00, -1.0, None, -1.189,36
None, 7.993, None, None, None, None, None, 20.38, 0.0, 7.485, 219.4, None, None, 8.0, 7.9, None, None, None, None, 15.2, None, None, None, None,2021-09-03 03:00:00, -1.0, None, -1.224,36
None, 8.17, None, None, None, None, None, 20.36, 1.0, 7.329, 214.8, None, None, 8.2, 7.9, None, None, None, None, 15.2, None, None, None, None,2021-09-03 04:00:00, -1.0, None, -0.935,36
None, 7.757, None, None, None, None, None, 21.49, 0.0, 6.988, 212.1, None, None, 7.8, 7.8, None, None, None, None, 15.2, None, None, None, None,2021-09-03 05:00:00, -1.0, None, -0.828,36
None, 7.385, None, None, None, None, None, 21.33, 0.0, 6.673, 211.6, None, None, 7.4, 7.4, None, None, None, None, 15.2, None, None, None, None,2021-09-03 06:00:00, -1.0, None, -0.765,36
None, 7.666, None, None, None, None, None, 19.79, 0.0, 7.117, 212.4, None, None, 7.7, 7.3, None, None, None, None, 7.6, None, None, None, None,2021-09-03 07:00:00, -1.0, None, -0.777,36
None, 7.678, None, None, None, None, None, 22.24, 1.0, 5.986, 213.6, None, None, 7.7, 7.3, None, None, None, None, 8.0, None, None, None, None,2021-09-03 08:00:00, 0.0, None, -0.376,36
None, 9.33, None, None, None, None, None, 23.09, 0.0, 5.758, 206.7, None, None, 9.3, 7.3, None, None, None, None, 9.3, None, None, None, None,2021-09-03 09:00:00, -1.0, None, -0.802,36
None, 9.91, None, None, None, None, None, 36.08, 0.0, 3.691, 201.6, None, None, 9.9, 7.3, None, None, None, None, 10.0, None, None, None, None,2021-09-03 10:00:00, -1.0, None, -0.765,36
None, 10.78, None, None, None, None, None, 42.69, 0.0, 2.331, 209.8, None, None, 10.8, 7.3, None, None, None, None, 10.8, None, None, None, None,2021-09-03 11:00:00, -1.0, None, -0.792,36
None, 12.97, None, None, None, None, None, 72.99, -1.0, 2.506, 282.5, None, None, 13.0, 7.3, None, None, None, None, 12.9, None, None, None, None,2021-09-03 12:00:00, -1.0, None, -1.467,36
None, 15.15, None, None, None, None, None, 50.65, 0.0, 2.596, 2.279, None, None, 15.2, 7.3, None, None, None, None, 15.4, None, None, None, None,2021-09-03 13:00:00, -2.0, None, -1.876,36
None, 15.99, None, None, None, None, None, 66.96, 1.0, 2.392, 271.2, None, None, 16.0, 7.3, None, None, None, None, 16.8, None, None, None, None,2021-09-03 14:00:00, -1.0, None, -1.047,36
None, 17.15, None, None, None, None, None, 65.05, 2.0, 2.568, 257.5, None, None, 17.2, 7.3, None, None, None, None, 17.3, None, None, None, None,2021-09-03 15:00:00, 0.0, None, 0.388,36
None, 16.09, None, None, None, None, None, 55.81, -1.0, 3.642, 250.7, None, None, 16.1, 7.3, None, None, None, None, 17.4, None, None, None, None,2021-09-03 16:00:00, 0.0, None, -0.274,36
