pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -2.054,89.0, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-01-22 00:00:00, None, None, 47.41,4
None, None, -2.003,88.0, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None,2016-01-22 01:00:00, None, None, 47.3,4
None, None, -1.429,85.2, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-01-22 02:00:00, None, None, 47.49,4
None, None, -1.716,89.2, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-01-22 03:00:00, None, None, 47.41,4
None, None, -1.381,89.6, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-01-22 04:00:00, None, None, 47.47,4
None, None, -1.342,92.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-01-22 05:00:00, None, None, 48.04,4
None, None, -0.912,92.2, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-01-22 06:00:00, None, None, 48.28,4
None, None, -1.01,92.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-01-22 07:00:00, None, None, 48.25,4
None, None, -0.866,93.8, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-01-22 08:00:00, None, None, 48.5,4
None, None, -0.868,93.9, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-01-22 09:00:00, None, None, 49.33,4
None, None, -0.681,93.9, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-01-22 10:00:00, None, None, 49.43,4
None, None, -0.59,94.5, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-01-22 11:00:00, None, None, 49.42,4
None, None, -0.16,94.8, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-01-22 12:00:00, None, None, 49.47,4
None, None, 0.032,93.8, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-01-22 13:00:00, None, None, 49.32,4
None, None, 0.504,93.8, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-01-22 14:00:00, None, None, 49.44,4
None, None, 0.296,93.7, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-01-22 15:00:00, None, None, 49.3,4
