WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
307.7, 23.1, 2.226, 56.2, 60.81,2019-07-23 00:00:00, 21.6,30
293.3, 21.6, 1.905, 60.8, 64.85,2019-07-23 01:00:00, 20.43,30
293.1, 20.4, 1.516, 64.9, 68.89,2019-07-23 02:00:00, 19.47,30
313.6, 19.5, 1.227, 68.9, 73.98,2019-07-23 03:00:00, 18.38,30
317.1, 18.4, 1.387, 74.0, 75.42,2019-07-23 04:00:00, 17.93,30
318.1, 17.9, 1.13, 75.4, 82.5,2019-07-23 05:00:00, 16.72,30
307.8, 16.7, 1.334, 82.5, 79.47,2019-07-23 06:00:00, 17.18,30
317.9, 17.2, 1.853, 79.5, 72.14,2019-07-23 07:00:00, 18.67,30
332.1, 18.7, 1.992, 72.1, 66.37,2019-07-23 08:00:00, 20.1,30
329.0, 20.1, 2.243, 66.4, 57.24,2019-07-23 09:00:00, 22.47,30
316.7, 22.5, 2.595, 57.2, 49.39,2019-07-23 10:00:00, 24.8,30
324.4, 24.8, 2.714, 49.4, 44.19,2019-07-23 11:00:00, 26.85,30
321.0, 26.9, None, 44.2, None,2019-07-23 12:00:00, None,30
None, None, 1.346, None, 24.85,2019-07-23 15:00:00, 35.37,30
255.5, 35.4, 1.604, 24.9, 23.25,2019-07-23 16:00:00, 35.98,30
280.1, 36.0, 2.067, 23.3, 19.34,2019-07-23 17:00:00, 36.93,30
265.3, 36.9, 1.676, 19.3, 19.18,2019-07-23 18:00:00, 36.25,30
89.1, 36.3, 1.157, 19.2, 24.4,2019-07-23 19:00:00, 34.18,30
116.5, 34.2, 0.75, 24.4, 37.17,2019-07-23 20:00:00, 29.08,30
33.5, 29.1, 0.986, 37.2, 44.9,2019-07-23 21:00:00, 25.68,30
299.2, 25.7, 3.351, 44.9, 49.36,2019-07-23 22:00:00, 24.72,30
177.1, 24.7, 2.43, 49.4, 70.74,2019-07-23 23:00:00, 20.93,30
154.9, 20.9, 2.508, 70.7, 65.71,2019-07-24 00:00:00, 20.68,30
135.1, 20.7, 2.715, 65.7, 76.47,2019-07-24 01:00:00, 18.94,30
126.6, 18.9, 1.537, 76.5, 86.9,2019-07-24 02:00:00, 16.76,30
