WDIR_VECT,time,week_of_year
44.2,2019-07-23 00:00:00,30
35.2,2019-07-23 01:00:00,30
16.5,2019-07-23 02:00:00,30
12.3,2019-07-23 03:00:00,30
27.5,2019-07-23 04:00:00,30
358.2,2019-07-23 05:00:00,30
5.9,2019-07-23 06:00:00,30
24.9,2019-07-23 07:00:00,30
105.5,2019-07-23 08:00:00,30
100.1,2019-07-23 09:00:00,30
113.1,2019-07-23 10:00:00,30
130.8,2019-07-23 11:00:00,30
222.0,2019-07-23 12:00:00,30
239.0,2019-07-23 13:00:00,30
216.3,2019-07-23 14:00:00,30
225.2,2019-07-23 15:00:00,30
252.8,2019-07-23 16:00:00,30
185.5,2019-07-23 17:00:00,30
171.9,2019-07-23 18:00:00,30
153.6,2019-07-23 19:00:00,30
149.7,2019-07-23 20:00:00,30
136.7,2019-07-23 21:00:00,30
95.3,2019-07-23 22:00:00,30
97.4,2019-07-23 23:00:00,30
114.0,2019-07-24 00:00:00,30
87.8,2019-07-24 01:00:00,30
91.7,2019-07-24 02:00:00,30
81.3,2019-07-24 03:00:00,30
91.5,2019-07-24 04:00:00,30
98.2,2019-07-24 05:00:00,30
93.9,2019-07-24 06:00:00,30
86.9,2019-07-24 07:00:00,30
95.5,2019-07-24 08:00:00,30
90.2,2019-07-24 09:00:00,30
84.8,2019-07-24 10:00:00,30
96.6,2019-07-24 11:00:00,30
94.2,2019-07-24 12:00:00,30
92.3,2019-07-24 13:00:00,30
91.2,2019-07-24 14:00:00,30
97.7,2019-07-24 15:00:00,30
93.2,2019-07-24 16:00:00,30
92.0,2019-07-24 17:00:00,30
92.0,2019-07-24 18:00:00,30
94.5,2019-07-24 19:00:00,30
97.2,2019-07-24 20:00:00,30
39.5,2019-07-24 21:00:00,30
22.1,2019-07-24 22:00:00,30
40.4,2019-07-24 23:00:00,30
33.1,2019-07-25 00:00:00,30
40.9,2019-07-25 01:00:00,30
36.1,2019-07-25 02:00:00,30
29.2,2019-07-25 03:00:00,30
43.3,2019-07-25 04:00:00,30
67.3,2019-07-25 05:00:00,30
65.2,2019-07-25 06:00:00,30
53.5,2019-07-25 07:00:00,30
60.2,2019-07-25 08:00:00,30
130.8,2019-07-25 09:00:00,30
143.1,2019-07-25 10:00:00,30
204.0,2019-07-25 11:00:00,30
265.6,2019-07-25 12:00:00,30
261.1,2019-07-25 13:00:00,30
267.3,2019-07-25 14:00:00,30
272.2,2019-07-25 15:00:00,30
270.3,2019-07-25 16:00:00,30
275.6,2019-07-25 17:00:00,30
275.3,2019-07-25 18:00:00,30
295.9,2019-07-25 19:00:00,30
277.0,2019-07-25 20:00:00,30
260.0,2019-07-25 21:00:00,30
335.8,2019-07-25 22:00:00,30
7.9,2019-07-25 23:00:00,30
40.1,2019-07-26 00:00:00,30
61.7,2019-07-26 01:00:00,30
52.0,2019-07-26 02:00:00,30
54.8,2019-07-26 03:00:00,30
37.9,2019-07-26 04:00:00,30
49.5,2019-07-26 05:00:00,30
58.0,2019-07-26 06:00:00,30
64.8,2019-07-26 07:00:00,30
98.3,2019-07-26 08:00:00,30
134.9,2019-07-26 09:00:00,30
122.4,2019-07-26 10:00:00,30
175.5,2019-07-26 11:00:00,30
248.6,2019-07-26 12:00:00,30
256.3,2019-07-26 13:00:00,30
257.9,2019-07-26 14:00:00,30
212.6,2019-07-26 15:00:00,30
161.3,2019-07-26 16:00:00,30
166.7,2019-07-26 17:00:00,30
174.5,2019-07-26 18:00:00,30
167.0,2019-07-26 19:00:00,30
83.4,2019-07-26 20:00:00,30
160.6,2019-07-26 21:00:00,30
238.5,2019-07-26 22:00:00,30
220.1,2019-07-26 23:00:00,30
274.3,2019-07-27 00:00:00,30
176.2,2019-07-27 01:00:00,30
183.3,2019-07-27 02:00:00,30
185.4,2019-07-27 03:00:00,30
199.8,2019-07-27 04:00:00,30
212.3,2019-07-27 05:00:00,30
131.0,2019-07-27 06:00:00,30
174.6,2019-07-27 07:00:00,30
221.0,2019-07-27 08:00:00,30
258.0,2019-07-27 09:00:00,30
264.9,2019-07-27 10:00:00,30
258.9,2019-07-27 11:00:00,30
259.0,2019-07-27 12:00:00,30
267.8,2019-07-27 13:00:00,30
273.6,2019-07-27 14:00:00,30
270.6,2019-07-27 15:00:00,30
278.3,2019-07-27 16:00:00,30
274.9,2019-07-27 17:00:00,30
272.9,2019-07-27 18:00:00,30
273.4,2019-07-27 19:00:00,30
279.7,2019-07-27 20:00:00,30
297.7,2019-07-27 21:00:00,30
21.1,2019-07-27 22:00:00,30
16.6,2019-07-27 23:00:00,30
38.9,2019-07-28 00:00:00,30
36.8,2019-07-28 01:00:00,30
