AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
12.6,0.0,14.5, None,2019-05-28 00:00:00,218.0,77.0,22
12.3,0.0,15.1, None,2019-05-28 00:15:00,205.0,78.0,22
12.1,0.0,14.5, None,2019-05-28 00:30:00,211.0,78.0,22
11.9,0.0,13.5, None,2019-05-28 00:45:00,218.0,80.0,22
11.6,0.0,12.3, None,2019-05-28 01:00:00,230.0,82.0,22
10.8,0.0,11.6, None,2019-05-28 01:15:00,238.0,87.0,22
10.2,0.0,11.2, None,2019-05-28 01:30:00,248.0,90.0,22
10.2,0.0,11.8, None,2019-05-28 01:45:00,247.0,90.0,22
10.1,0.0,10.6, None,2019-05-28 02:00:00,240.0,91.0,22
9.9,0.0,11.9, None,2019-05-28 02:15:00,244.0,92.0,22
9.7,0.0,11.3, None,2019-05-28 02:30:00,253.0,93.0,22
9.7,0.0,10.4, None,2019-05-28 02:45:00,235.0,93.0,22
10.1,0.0,12.9, None,2019-05-28 03:00:00,210.0,89.0,22
10.1,0.0,14.7, None,2019-05-28 03:15:00,207.0,89.0,22
9.9,0.0,13.5, None,2019-05-28 03:30:00,228.0,91.0,22
9.8,0.0,13.0, None,2019-05-28 03:45:00,217.0,90.0,22
10.0,0.0,11.7, None,2019-05-28 04:00:00,217.0,89.0,22
10.1,0.0,8.3, None,2019-05-28 04:15:00,236.0,89.0,22
9.7,0.0,7.7, None,2019-05-28 04:30:00,237.0,91.0,22
10.3,0.0,9.2, None,2019-05-28 04:45:00,221.0,87.0,22
10.0,0.0,7.5, None,2019-05-28 05:00:00,223.0,90.0,22
10.1,0.0,6.3, None,2019-05-28 05:15:00,232.0,88.0,22
10.4,0.0,6.1, None,2019-05-28 05:30:00,232.0,88.0,22
10.6,0.0,8.6, None,2019-05-28 05:45:00,196.0,88.0,22
10.8,0.0,8.5, None,2019-05-28 06:00:00,209.0,87.0,22
11.4,0.0,9.0, None,2019-05-28 06:15:00,204.0,84.0,22
11.7,0.0,8.7, None,2019-05-28 06:30:00,204.0,84.0,22
12.6,0.0,4.7, None,2019-05-28 06:45:00,205.0,79.0,22
14.0,0.0,2.5, None,2019-05-28 07:00:00,205.0,72.0,22
14.8,0.0,3.2, None,2019-05-28 07:15:00,215.0,70.0,22
15.8,0.0,4.2, None,2019-05-28 07:30:00,86.0,69.0,22
16.0,0.0,4.2, None,2019-05-28 07:45:00,93.0,68.0,22
16.2,0.0,6.2, None,2019-05-28 08:00:00,125.0,67.0,22
16.4,0.0,5.4, None,2019-05-28 08:15:00,73.0,67.0,22
17.3,0.0,5.3, None,2019-05-28 08:30:00,84.0,62.0,22
17.9,0.0,5.5, None,2019-05-28 08:45:00,79.0,61.0,22
18.4,0.0,7.0, None,2019-05-28 09:00:00,94.0,61.0,22
19.3,0.0,6.2, None,2019-05-28 09:15:00,98.0,59.0,22
19.3,0.0,7.7, None,2019-05-28 09:30:00,105.0,56.0,22
19.5,0.0,7.4, None,2019-05-28 09:45:00,106.0,56.0,22
20.2,0.0,7.0, None,2019-05-28 10:00:00,90.0,53.0,22
20.3,0.0,7.9, None,2019-05-28 10:15:00,122.0,55.0,22
19.0,0.0,12.5, None,2019-05-28 10:30:00,210.0,58.0,22
18.7,0.0,12.2, None,2019-05-28 10:45:00,215.0,59.0,22
19.1,0.0,12.9, None,2019-05-28 11:00:00,206.0,58.0,22
19.3,0.0,12.2, None,2019-05-28 11:15:00,209.0,57.0,22
20.3,0.0,10.0, None,2019-05-28 11:30:00,191.0,53.0,22
21.3,0.0,6.9, None,2019-05-28 11:45:00,120.0,54.0,22
21.7,0.0,7.5, None,2019-05-28 12:00:00,87.0,53.0,22
21.2,0.0,7.6, None,2019-05-28 12:15:00,89.0,54.0,22
21.6,0.0,8.7, None,2019-05-28 12:30:00,92.0,54.0,22
21.8,0.0,7.4, None,2019-05-28 12:45:00,102.0,53.0,22
21.5,0.0,8.2, None,2019-05-28 13:00:00,90.0,54.0,22
22.0,0.0,8.3, None,2019-05-28 13:15:00,87.0,52.0,22
22.0,0.0,8.7, None,2019-05-28 13:30:00,86.0,53.0,22
22.1,0.0,8.7, None,2019-05-28 13:45:00,73.0,52.0,22
21.8,0.0,9.1, None,2019-05-28 14:00:00,67.0,54.0,22
21.9,0.0,8.9, None,2019-05-28 14:15:00,62.0,52.0,22
21.4,0.0,10.7, None,2019-05-28 14:30:00,36.0,55.0,22
22.0,0.0,8.9, None,2019-05-28 14:45:00,98.0,52.0,22
22.4,0.0,7.8, None,2019-05-28 15:00:00,86.0,51.0,22
22.3,0.0,8.1, None,2019-05-28 15:15:00,62.0,51.0,22
22.3,0.0,8.0, None,2019-05-28 15:30:00,107.0,51.0,22
22.1,0.0,7.5, None,2019-05-28 15:45:00,78.0,51.0,22
22.2,0.0,7.7, None,2019-05-28 16:00:00,93.0,49.0,22
21.9,0.0,9.8, None,2019-05-28 16:15:00,109.0,47.0,22
22.1,0.0,8.1, None,2019-05-28 16:30:00,134.0,47.0,22
22.0,0.0,10.1, None,2019-05-28 16:45:00,190.0,48.0,22
22.1,0.0,7.8, None,2019-05-28 17:00:00,160.0,48.0,22
21.6,0.0,6.4, None,2019-05-28 17:15:00,127.0,50.0,22
21.2,0.0,7.6, None,2019-05-28 17:30:00,117.0,52.0,22
21.5,0.0,5.6, None,2019-05-28 17:45:00,93.0,51.0,22
21.3,0.0,5.4, None,2019-05-28 18:00:00,202.0,53.0,22
