AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
11.4, 1.0,0.0, 0.0,2020-07-29 00:00:00, 188.0, 81.0,31
11.2, None,0.0, 0.0,2020-07-29 00:15:00, 199.0, 82.0,31
10.9, None,0.0, 0.0,2020-07-29 00:30:00, 190.0, 83.0,31
10.8, None,0.0, 0.0,2020-07-29 00:45:00, 206.0, 84.0,31
10.6, -1.0,0.0, 0.0,2020-07-29 01:00:00, 194.0, 85.0,31
10.4, None,0.0, 0.0,2020-07-29 01:15:00, 183.0, 86.0,31
10.2, None,0.0, 0.0,2020-07-29 01:30:00, 196.0, 87.0,31
9.9, None,0.0, 0.0,2020-07-29 01:45:00, 187.0, 88.0,31
9.7, 2.0,0.0, 0.0,2020-07-29 02:00:00, 185.0, 88.0,31
9.5, None,0.0, 0.0,2020-07-29 02:15:00, 185.0, 90.0,31
9.3, None,0.0, 0.0,2020-07-29 02:30:00, 206.0, 90.0,31
9.1, None,0.0, 0.0,2020-07-29 02:45:00, 186.0, 90.0,31
9.0, 0.0,0.0, 0.0,2020-07-29 03:00:00, 190.0, 90.0,31
8.7, None,0.0, 0.0,2020-07-29 03:15:00, 196.0, 91.0,31
8.6, None,0.0, 0.0,2020-07-29 03:30:00, 187.0, 91.0,31
8.4, None,0.0, 0.0,2020-07-29 03:45:00, 203.0, 92.0,31
8.2, 0.0,0.0, 0.0,2020-07-29 04:00:00, 180.0, 91.0,31
8.1, None,0.0, 0.0,2020-07-29 04:15:00, 207.0, 92.0,31
7.9, None,0.0, 0.0,2020-07-29 04:30:00, 197.0, 92.0,31
7.8, None,0.0, 0.0,2020-07-29 04:45:00, 196.0, 92.0,31
7.8, 0.0,0.0, 0.0,2020-07-29 05:00:00, 173.0, 92.0,31
7.7, None,0.0, 0.0,2020-07-29 05:15:00, 208.0, 91.0,31
7.8, None,0.0, 0.0,2020-07-29 05:30:00, 169.0, 91.0,31
7.9, None,0.0, 0.0,2020-07-29 05:45:00, 198.0, 91.0,31
8.4, 0.0,0.0, 0.0,2020-07-29 06:00:00, 173.0, 87.0,31
10.0, None,0.0, 0.0,2020-07-29 06:15:00, 151.0, 81.0,31
11.3, None,0.0, 0.0,2020-07-29 06:30:00, 129.0, 75.0,31
12.5, None,0.0, 0.0,2020-07-29 06:45:00, 131.0, 69.0,31
13.8, -1.0,0.0, 0.0,2020-07-29 07:00:00, 129.0, 63.0,31
15.2, None,0.0, 0.0,2020-07-29 07:15:00, 111.0, 57.0,31
17.1, None,0.0, 0.0,2020-07-29 07:30:00, 102.0, 53.0,31
18.0, None,0.0, 0.0,2020-07-29 07:45:00, 56.0, 52.0,31
18.8, -1.0,0.0, 0.0,2020-07-29 08:00:00, 53.0, 53.0,31
19.8, None,0.0, 0.0,2020-07-29 08:15:00, 33.0, 48.0,31
20.4, None,0.0, 0.0,2020-07-29 08:30:00, 336.0, 52.0,31
21.0, None,0.0, 0.0,2020-07-29 08:45:00, 18.0, 51.0,31
21.8, 0.0,0.0, 0.0,2020-07-29 09:00:00, 20.0, 52.0,31
22.1, None,0.0, 0.0,2020-07-29 09:15:00, 24.0, 52.0,31
22.9, None,0.0, 0.0,2020-07-29 09:30:00, 22.0, 46.0,31
23.8, None,0.0, 0.0,2020-07-29 09:45:00, 30.0, 43.0,31
24.1, 0.0,0.0, 4.7,2020-07-29 10:00:00, 32.0, 44.0,31
24.6, None,0.0, 8.3,2020-07-29 10:15:00, 15.0, 44.0,31
24.9, None,0.0, 9.6,2020-07-29 10:30:00, 17.0, 43.0,31
24.8, None,0.0, 11.5,2020-07-29 10:45:00, 18.0, 44.0,31
25.5, -1.0,0.0, 10.5,2020-07-29 11:00:00, 23.0, 45.0,31
25.7, None,0.0, 10.6,2020-07-29 11:15:00, 25.0, 45.0,31
26.2, None,0.0, 4.2,2020-07-29 11:30:00, 7.0, 39.0,31
27.2, None,0.0, 3.0,2020-07-29 11:45:00, 47.0, 32.0,31
