RelativeHumidity,AirTemperature,time,Rain,week_of_year
16.0,19.3,2020-07-29 00:00:00,0.0,31
17.0,19.3,2020-07-29 00:15:00,0.0,31
28.0,19.2,2020-07-29 00:30:00,0.0,31
42.0,18.4,2020-07-29 00:45:00,0.0,31
44.0,17.9,2020-07-29 01:00:00,0.0,31
46.0,17.5,2020-07-29 01:15:00,0.0,31
47.0,17.8,2020-07-29 01:30:00,0.0,31
51.0,18.0,2020-07-29 01:45:00,0.0,31
53.0,18.0,2020-07-29 02:00:00,0.0,31
51.0,17.5,2020-07-29 02:15:00,0.0,31
52.0,17.0,2020-07-29 02:30:00,0.0,31
53.0,16.7,2020-07-29 02:45:00,0.0,31
53.0,16.6,2020-07-29 03:00:00,0.0,31
53.0,16.5,2020-07-29 03:15:00,0.0,31
51.0,16.6,2020-07-29 03:30:00,0.0,31
52.0,16.9,2020-07-29 03:45:00,0.0,31
57.0,17.0,2020-07-29 04:00:00,0.0,31
61.0,16.8,2020-07-29 04:15:00,0.0,31
58.0,16.8,2020-07-29 04:30:00,0.0,31
60.0,16.9,2020-07-29 04:45:00,0.0,31
59.0,16.8,2020-07-29 05:00:00,0.0,31
57.0,17.0,2020-07-29 05:15:00,0.0,31
56.0,17.3,2020-07-29 05:30:00,0.0,31
51.0,18.1,2020-07-29 05:45:00,0.0,31
52.0,18.4,2020-07-29 06:00:00,0.0,31
52.0,18.5,2020-07-29 06:15:00,0.0,31
60.0,18.3,2020-07-29 06:30:00,0.0,31
59.0,17.9,2020-07-29 06:45:00,0.0,31
57.0,18.3,2020-07-29 07:00:00,0.0,31
54.0,18.3,2020-07-29 07:15:00,0.0,31
51.0,19.0,2020-07-29 07:30:00,0.0,31
51.0,19.2,2020-07-29 07:45:00,0.0,31
54.0,19.3,2020-07-29 08:00:00,0.0,31
50.0,19.5,2020-07-29 08:15:00,0.0,31
51.0,19.8,2020-07-29 08:30:00,0.0,31
50.0,20.2,2020-07-29 08:45:00,0.0,31
48.0,20.5,2020-07-29 09:00:00,0.0,31
44.0,21.9,2020-07-29 09:15:00,0.0,31
46.0,21.6,2020-07-29 09:30:00,0.0,31
46.0,21.7,2020-07-29 09:45:00,0.0,31
45.0,21.9,2020-07-29 10:00:00,0.0,31
43.0,22.4,2020-07-29 10:15:00,0.0,31
45.0,22.8,2020-07-29 10:30:00,0.0,31
44.0,23.1,2020-07-29 10:45:00,0.0,31
47.0,22.3,2020-07-29 11:00:00,0.0,31
46.0,22.7,2020-07-29 11:15:00,0.0,31
45.0,23.3,2020-07-29 11:30:00,0.0,31
44.0,23.2,2020-07-29 11:45:00,0.0,31
44.0,23.9,2020-07-29 12:00:00,0.0,31
44.0,23.9,2020-07-29 12:15:00,0.0,31
41.0,24.7,2020-07-29 12:30:00,0.0,31
41.0,24.8,2020-07-29 12:45:00,0.0,31
39.0,25.7,2020-07-29 13:00:00,0.0,31
39.0,25.7,2020-07-29 13:15:00,0.0,31
40.0,24.9,2020-07-29 13:30:00,0.0,31
38.0,25.8,2020-07-29 13:45:00,0.0,31
38.0,25.5,2020-07-29 14:00:00,0.0,31
37.0,26.1,2020-07-29 14:15:00,0.0,31
35.0,27.2,2020-07-29 14:30:00,0.0,31
36.0,27.0,2020-07-29 14:45:00,0.0,31
35.0,27.3,2020-07-29 15:00:00,0.0,31
34.0,28.1,2020-07-29 15:15:00,0.0,31
34.0,27.4,2020-07-29 15:30:00,0.0,31
33.0,27.7,2020-07-29 15:45:00,0.0,31
31.0,27.6,2020-07-29 16:00:00,0.0,31
31.0,27.5,2020-07-29 16:15:00,0.0,31
29.0,28.2,2020-07-29 16:30:00,0.0,31
30.0,26.9,2020-07-29 16:45:00,0.0,31
29.0,26.7,2020-07-29 17:00:00,0.0,31
29.0,26.4,2020-07-29 17:15:00,0.0,31
28.0,25.9,2020-07-29 17:30:00,0.0,31
31.0,24.8,2020-07-29 17:45:00,0.0,31
33.0,24.2,2020-07-29 18:00:00,0.0,31
32.0,24.1,2020-07-29 18:15:00,0.0,31
30.0,23.9,2020-07-29 18:30:00,0.0,31
26.0,23.2,2020-07-29 18:45:00,0.0,31
23.0,23.3,2020-07-29 19:00:00,0.0,31
24.0,23.2,2020-07-29 19:15:00,0.0,31
24.0,23.3,2020-07-29 19:30:00,0.0,31
26.0,22.6,2020-07-29 19:45:00,0.0,31
29.0,22.4,2020-07-29 20:00:00,0.0,31
31.0,22.4,2020-07-29 20:15:00,0.0,31
31.0,22.3,2020-07-29 20:30:00,0.0,31
32.0,22.7,2020-07-29 20:45:00,0.0,31
31.0,23.3,2020-07-29 21:00:00,0.0,31
31.0,23.3,2020-07-29 21:15:00,0.0,31
30.0,23.3,2020-07-29 21:30:00,0.0,31
31.0,22.7,2020-07-29 21:45:00,0.0,31
32.0,22.7,2020-07-29 22:00:00,0.0,31
39.0,23.0,2020-07-29 22:15:00,0.0,31
39.0,23.2,2020-07-29 22:30:00,0.0,31
38.0,23.1,2020-07-29 22:45:00,0.0,31
41.0,22.9,2020-07-29 23:00:00,0.0,31
41.0,22.7,2020-07-29 23:15:00,0.0,31
41.0,22.3,2020-07-29 23:30:00,0.0,31
42.0,22.1,2020-07-29 23:45:00,0.0,31
41.0,21.9,2020-07-30 00:00:00,0.0,31
42.0,22.0,2020-07-30 00:15:00,0.0,31
43.0,21.8,2020-07-30 00:30:00,0.0,31
44.0,21.7,2020-07-30 00:45:00,0.0,31
45.0,21.7,2020-07-30 01:00:00,0.0,31
45.0,21.6,2020-07-30 01:15:00,0.0,31
45.0,21.5,2020-07-30 01:30:00,0.0,31
45.0,21.4,2020-07-30 01:45:00,0.0,31
45.0,21.4,2020-07-30 02:00:00,0.0,31
45.0,21.6,2020-07-30 02:15:00,0.0,31
45.0,21.7,2020-07-30 02:30:00,0.0,31
47.0,21.2,2020-07-30 02:45:00,0.0,31
48.0,20.8,2020-07-30 03:00:00,0.0,31
48.0,20.8,2020-07-30 03:15:00,0.0,31
50.0,20.5,2020-07-30 03:30:00,0.0,31
51.0,20.2,2020-07-30 03:45:00,0.0,31
51.0,19.9,2020-07-30 04:00:00,0.0,31
53.0,19.5,2020-07-30 04:15:00,0.0,31
52.0,19.4,2020-07-30 04:30:00,0.0,31
50.0,19.6,2020-07-30 04:45:00,0.0,31
52.0,19.4,2020-07-30 05:00:00,0.0,31
53.0,19.2,2020-07-30 05:15:00,0.0,31
52.0,19.4,2020-07-30 05:30:00,0.0,31
50.0,20.0,2020-07-30 05:45:00,0.0,31
50.0,20.3,2020-07-30 06:00:00,0.0,31
49.0,20.5,2020-07-30 06:15:00,0.0,31
50.0,20.3,2020-07-30 06:30:00,0.0,31
50.0,20.6,2020-07-30 06:45:00,0.0,31
50.0,21.1,2020-07-30 07:00:00,0.0,31
50.0,20.9,2020-07-30 07:15:00,0.0,31
51.0,20.7,2020-07-30 07:30:00,0.0,31
50.0,21.4,2020-07-30 07:45:00,0.0,31
50.0,21.5,2020-07-30 08:00:00,0.0,31
48.0,21.8,2020-07-30 08:15:00,0.0,31
47.0,22.3,2020-07-30 08:30:00,0.0,31
45.0,22.8,2020-07-30 08:45:00,0.0,31
43.0,23.3,2020-07-30 09:00:00,0.0,31
43.0,23.6,2020-07-30 09:15:00,0.0,31
41.0,24.1,2020-07-30 09:30:00,0.0,31
40.0,24.6,2020-07-30 09:45:00,0.0,31
40.0,25.1,2020-07-30 10:00:00,0.0,31
39.0,25.4,2020-07-30 10:15:00,0.0,31
37.0,26.1,2020-07-30 10:30:00,0.0,31
37.0,25.9,2020-07-30 10:45:00,0.0,31
36.0,26.6,2020-07-30 11:00:00,0.0,31
37.0,27.0,2020-07-30 11:15:00,0.0,31
38.0,26.7,2020-07-30 11:30:00,0.0,31
35.0,27.2,2020-07-30 11:45:00,0.0,31
36.0,27.7,2020-07-30 12:00:00,0.0,31
39.0,27.4,2020-07-30 12:15:00,0.0,31
35.0,27.9,2020-07-30 12:30:00,0.0,31
36.0,28.1,2020-07-30 12:45:00,0.0,31
35.0,28.7,2020-07-30 13:00:00,0.0,31
31.0,29.0,2020-07-30 13:15:00,0.0,31
33.0,29.8,2020-07-30 13:30:00,0.0,31
33.0,29.6,2020-07-30 13:45:00,0.0,31
34.0,29.5,2020-07-30 14:00:00,0.0,31
32.0,30.9,2020-07-30 14:15:00,0.0,31
31.0,31.2,2020-07-30 14:30:00,0.0,31
30.0,31.1,2020-07-30 14:45:00,0.0,31
29.0,31.9,2020-07-30 15:00:00,0.0,31
28.0,31.9,2020-07-30 15:15:00,0.0,31
26.0,31.3,2020-07-30 15:30:00,0.0,31
27.0,32.5,2020-07-30 15:45:00,0.0,31
27.0,32.8,2020-07-30 16:00:00,0.0,31
27.0,32.7,2020-07-30 16:15:00,0.0,31
27.0,32.9,2020-07-30 16:30:00,0.0,31
29.0,32.2,2020-07-30 16:45:00,0.0,31
29.0,31.7,2020-07-30 17:00:00,0.0,31
28.0,31.7,2020-07-30 17:15:00,0.0,31
30.0,30.7,2020-07-30 17:30:00,0.0,31
30.0,30.6,2020-07-30 17:45:00,0.0,31
31.0,29.6,2020-07-30 18:00:00,0.0,31
31.0,29.4,2020-07-30 18:15:00,0.0,31
31.0,29.0,2020-07-30 18:30:00,0.0,31
32.0,28.2,2020-07-30 18:45:00,0.0,31
33.0,27.6,2020-07-30 19:00:00,0.0,31
33.0,27.1,2020-07-30 19:15:00,0.0,31
30.0,27.1,2020-07-30 19:30:00,0.0,31
29.0,26.6,2020-07-30 19:45:00,0.0,31
28.0,26.7,2020-07-30 20:00:00,0.0,31
27.0,26.8,2020-07-30 20:15:00,0.0,31
26.0,26.8,2020-07-30 20:30:00,0.0,31
28.0,26.8,2020-07-30 20:45:00,0.0,31
34.0,26.8,2020-07-30 21:00:00,0.0,31
35.0,26.8,2020-07-30 21:15:00,0.0,31
33.0,26.8,2020-07-30 21:30:00,0.0,31
31.0,27.0,2020-07-30 21:45:00,0.0,31
32.0,27.4,2020-07-30 22:00:00,0.0,31
33.0,27.0,2020-07-30 22:15:00,0.0,31
35.0,26.2,2020-07-30 22:30:00,0.0,31
34.0,26.3,2020-07-30 22:45:00,0.0,31
33.0,26.4,2020-07-30 23:00:00,0.0,31
34.0,26.0,2020-07-30 23:15:00,0.0,31
35.0,25.9,2020-07-30 23:30:00,0.0,31
35.0,25.7,2020-07-30 23:45:00,0.0,31
38.0,25.1,2020-07-31 00:00:00,0.0,31
40.0,24.4,2020-07-31 00:15:00,0.0,31
37.0,23.7,2020-07-31 00:30:00,0.0,31
35.0,24.2,2020-07-31 00:45:00,0.0,31
35.0,24.1,2020-07-31 01:00:00,0.0,31
31.0,25.2,2020-07-31 01:15:00,0.0,31
35.0,24.7,2020-07-31 01:30:00,0.0,31
37.0,23.9,2020-07-31 01:45:00,0.0,31
35.0,25.1,2020-07-31 02:00:00,0.0,31
37.0,25.0,2020-07-31 02:15:00,0.0,31
37.0,24.8,2020-07-31 02:30:00,0.0,31
43.0,22.1,2020-07-31 02:45:00,0.0,31
39.0,23.8,2020-07-31 03:00:00,0.0,31
38.0,24.1,2020-07-31 03:15:00,0.0,31
39.0,23.8,2020-07-31 03:30:00,0.0,31
39.0,23.9,2020-07-31 03:45:00,0.0,31
42.0,22.6,2020-07-31 04:00:00,0.0,31
45.0,22.4,2020-07-31 04:15:00,0.0,31
45.0,22.1,2020-07-31 04:30:00,0.0,31
47.0,21.6,2020-07-31 04:45:00,0.0,31
46.0,22.0,2020-07-31 05:00:00,0.0,31
43.0,21.3,2020-07-31 05:15:00,0.0,31
41.0,20.9,2020-07-31 05:30:00,0.0,31
