pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 13.79, None, None, None, -6999.0, -3.0, -6999.0, -6999.0, 13.8, 13.4, 1.8, None, -6999.0, 14.4, -6999.0, None,2020-08-05 00:00:00, 40.0, None, -6999.0,32
17.2, None, 13.63, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 13.6, 13.4, 1.5, None, -6999.0, 14.4, -6999.0, None,2020-08-05 01:00:00, 40.0, None, -6999.0,32
17.8, None, 13.45, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 13.5, 13.4, 0.9, None, -6999.0, 14.4, -6999.0, None,2020-08-05 02:00:00, 40.0, None, -6999.0,32
19.1, None, 13.3, None, None, None, -6999.0, -14.0, -6999.0, -6999.0, 13.3, 13.1, 1.3, None, -6999.0, 14.4, -6999.0, None,2020-08-05 03:00:00, 26.0, None, -6999.0,32
19.7, None, 13.33, None, None, None, -6999.0, 5.0, -6999.0, -6999.0, 13.3, 13.1, 0.8, None, -6999.0, 14.4, -6999.0, None,2020-08-05 04:00:00, 31.0, None, -6999.0,32
20.1, None, 13.47, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 13.5, 13.1, 0.4, None, -6999.0, 14.4, -6999.0, None,2020-08-05 05:00:00, 31.0, None, -6999.0,32
20.3, None, 13.49, None, None, None, -6999.0, -9.0, -6999.0, -6999.0, 13.5, 13.1, 0.2, None, -6999.0, 14.4, -6999.0, None,2020-08-05 06:00:00, 23.0, None, -6999.0,32
21.9, None, 13.49, None, None, None, -6999.0, 8.0, -6999.0, -6999.0, 13.5, 13.5, 1.6, None, -6999.0, 13.6, -6999.0, None,2020-08-05 07:00:00, 30.0, None, -6999.0,32
23.0, None, 13.58, None, None, None, -6999.0, -7.0, -6999.0, -6999.0, 13.6, 13.5, 1.1, None, -6999.0, 13.7, -6999.0, None,2020-08-05 08:00:00, 23.0, None, -6999.0,32
23.0, None, 13.64, None, None, None, -6999.0, 8.0, -6999.0, -6999.0, 13.6, 13.5, 0.0, None, -6999.0, 13.7, -6999.0, None,2020-08-05 09:00:00, 31.0, None, -6999.0,32
23.0, None, 14.35, None, None, None, -6999.0, 6.0, -6999.0, -6999.0, 14.4, 13.5, 0.4, None, -6999.0, 14.4, -6999.0, None,2020-08-05 10:00:00, 37.0, None, -6999.0,32
22.9, None, 14.26, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 14.3, 13.5, 0.3, None, -6999.0, 14.5, -6999.0, None,2020-08-05 11:00:00, 35.0, None, -6999.0,32
24.3, None, 13.83, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 13.8, 13.5, 1.8, None, -6999.0, 14.5, -6999.0, None,2020-08-05 12:00:00, 35.0, None, -6999.0,32
24.2, None, 13.11, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 13.1, 13.1, 0.7, None, -6999.0, 14.5, -6999.0, None,2020-08-05 13:00:00, 35.0, None, -6999.0,32
23.6, None, 13.8, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 13.8, 13.1, 0.4, None, -6999.0, 14.5, -6999.0, None,2020-08-05 14:00:00, 35.0, None, -6999.0,32
22.6, None, 15.47, None, None, None, -6999.0, 2.0, -6999.0, -6999.0, 15.5, 13.1, 0.4, None, -6999.0, 16.3, -6999.0, None,2020-08-05 15:00:00, 37.0, None, -6999.0,32
None, None, 14.8, None, None, None, -6999.0, -3.0, -6999.0, -6999.0, 14.8, 13.1, -0.1, None, -6999.0, 16.3, -6999.0, None,2020-08-05 16:00:00, 33.0, None, -6999.0,32
None, None, 14.44, None, None, None, -6999.0, -4.0, -6999.0, -6999.0, 14.4, 13.1, 0.3, None, -6999.0, 16.3, -6999.0, None,2020-08-05 17:00:00, 30.0, None, -6999.0,32
None, None, 13.91, None, None, None, -6999.0, -24.0, -6999.0, -6999.0, 13.9, 13.1, 0.0, None, -6999.0, 16.3, -6999.0, None,2020-08-05 18:00:00, 6.0, None, -6999.0,32
None, None, 13.36, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 13.4, 13.4, 0.0, None, -6999.0, 14.1, -6999.0, None,2020-08-05 19:00:00, 6.0, None, -6999.0,32
None, None, 13.47, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 13.5, 13.3, -0.2, None, -6999.0, 14.1, -6999.0, None,2020-08-05 20:00:00, 6.0, None, -6999.0,32
None, None, 12.44, None, None, None, -6999.0, 4.0, -6999.0, -6999.0, 12.4, 12.4, 0.0, None, -6999.0, 14.1, -6999.0, None,2020-08-05 21:00:00, 10.0, None, -6999.0,32
None, None, 12.02, None, None, None, -6999.0, -3.0, -6999.0, -6999.0, 12.0, 12.0, -0.5, None, -6999.0, 14.1, -6999.0, None,2020-08-05 22:00:00, 6.0, None, -6999.0,32
None, None, 11.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 23:00:00, None, None, None,32
None, None, 11.68, None, None, None, -6999.0, -22.0, -6999.0, -6999.0, 11.7, 11.4, 0.0, None, -6999.0, 14.1, -6999.0, None,2020-08-06 00:00:00, -15.0, None, -6999.0,32
None, None, 11.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 01:00:00, None, None, None,32
None, None, 11.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 02:00:00, None, None, None,32
None, None, 11.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 03:00:00, None, None, None,32
None, None, 11.18, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 11.2, 10.9, 0.0, None, -6999.0, 14.1, -6999.0, None,2020-08-06 04:00:00, 1.0, None, -6999.0,32
None, None, 11.0, None, None, None, -6999.0, 30.0, -6999.0, -6999.0, 11.0, 10.9, 0.0, None, -6999.0, 14.1, -6999.0, None,2020-08-06 05:00:00, 31.0, None, -6999.0,32
None, None, 10.83, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 10.8, 10.8, 0.0, None, -6999.0, 14.1, -6999.0, None,2020-08-06 06:00:00, 29.0, None, -6999.0,32
