RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, 17.0, 9.87, 192.3, -6999.0, 6.4, None, None, 192.0, None, None, 0.0, None, None, None, 6.984, None, 7.2, -6999.0, None, 10.48, 9.9, 7.0, 0.0, -6999.0,2020-08-05 00:00:00, -6999.0,32
None, None, None, 18.7, 13.15, 182.1, -6999.0, 6.4, None, None, 182.0, None, None, 0.0, None, None, None, 6.77, None, 7.2, -6999.0, None, 5.64, 13.2, 6.8, 0.0, -6999.0,2020-08-05 01:00:00, -6999.0,32
None, None, None, 17.9, 14.24, 181.8, -6999.0, 6.4, None, None, 182.0, None, None, 0.0, None, None, None, 6.643, None, 7.2, -6999.0, None, 4.584, 14.2, 6.6, 0.0, -6999.0,2020-08-05 02:00:00, -6999.0,32
None, None, None, 26.3, 15.89, 194.5, -6999.0, 6.4, None, None, 195.0, None, None, 0.0, None, None, None, 6.828, None, 7.2, -6999.0, None, 18.86, 15.9, 6.8, 0.0, -6999.0,2020-08-05 03:00:00, -6999.0,32
None, None, None, 27.0, 16.17, 220.0, -6999.0, 6.4, None, None, 220.0, None, None, 0.0, None, None, None, 7.19, None, 7.2, -6999.0, None, 19.13, 16.2, 7.2, 0.0, -6999.0,2020-08-05 04:00:00, -6999.0,32
None, None, None, 26.7, 17.11, 207.0, -6999.0, 6.4, None, None, 207.0, None, None, 0.0, None, None, None, 7.08, None, 7.3, -6999.0, None, 12.3, 17.1, 7.1, 0.0, -6999.0,2020-08-05 05:00:00, -6999.0,32
None, None, None, 26.5, 16.87, 164.1, -6999.0, 6.4, None, None, 164.0, None, None, 0.0, None, None, None, 6.624, None, 7.3, -6999.0, None, 11.28, 16.9, 6.6, 0.0, -6999.0,2020-08-05 06:00:00, -6999.0,32
None, None, None, 27.6, 16.99, 159.3, -6999.0, 6.3, None, None, 159.0, None, None, 0.0, None, None, None, 6.409, None, 6.8, -6999.0, None, 15.2, 17.0, 6.4, 0.0, -6999.0,2020-08-05 07:00:00, -6999.0,32
None, None, None, 36.1, 17.04, 218.5, -6999.0, 6.3, None, None, 219.0, None, None, 0.0, None, None, None, 6.73, None, 6.8, -6999.0, None, 19.77, 17.0, 6.7, 0.0, -6999.0,2020-08-05 08:00:00, -6999.0,32
None, None, None, 20.5, 15.44, 163.1, -6999.0, 6.3, None, None, 163.0, None, None, 0.0, None, None, None, 6.721, None, 6.8, -6999.0, None, 12.28, 15.4, 6.7, 0.0, -6999.0,2020-08-05 09:00:00, -6999.0,32
None, None, None, 23.8, 14.8, 151.7, -6999.0, 6.3, None, None, 152.0, None, None, 0.0, None, None, None, 6.595, None, 6.8, -6999.0, None, 13.06, 14.8, 6.6, 0.0, -6999.0,2020-08-05 10:00:00, -6999.0,32
None, None, None, 23.6, 16.67, 155.9, -6999.0, 6.3, None, None, 156.0, None, None, 0.0, None, None, None, 6.76, None, 6.8, -6999.0, None, 10.61, 16.7, 6.8, 0.0, -6999.0,2020-08-05 11:00:00, -6999.0,32
None, None, None, 22.1, 14.13, 167.1, -6999.0, 6.3, None, None, 167.0, None, None, 0.0, None, None, None, 7.18, None, 7.2, -6999.0, None, 16.34, 14.1, 7.2, 0.0, -6999.0,2020-08-05 12:00:00, -6999.0,32
None, None, None, 27.7, 17.45, 210.3, -6999.0, 6.3, None, None, 210.0, None, None, 0.0, None, None, None, 7.65, None, 7.9, -6999.0, None, 11.58, 17.5, 7.7, 0.0, -6999.0,2020-08-05 13:00:00, -6999.0,32
None, None, None, 19.1, 7.57, 238.1, -6999.0, 6.3, None, None, 238.0, None, None, 0.0, None, None, None, 7.99, None, 8.2, -6999.0, None, 29.94, 7.6, 8.0, 0.0, -6999.0,2020-08-05 14:00:00, -6999.0,32
None, None, None, 19.5, 2.841, 262.2, -6999.0, 6.3, None, None, 262.0, None, None, 0.0, None, None, None, 7.92, None, 8.8, -6999.0, None, 57.45, 2.8, 7.9, 0.0, -6999.0,2020-08-05 15:00:00, -6999.0,32
