ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
0.0, 0.0,-1.0, 0.0,2018-03-19,19.0, 9.0,12,,,,,,
0.2, 0.2,0.0, 0.0,2018-03-20,16.0, 9.5,12,,,,,,
0.8, 0.8,1.0, 0.0,2018-03-21,12.0, 10.5,12,,,,,,
11.0, 11.0,3.0, 0.0,2018-03-22,6.0, 10.0,12,,,,,,
2.4, 0.0,-1.5, 2.4,2018-03-23,3.0, 5.0,12,,,,,,
0.0, 0.0,-2.0, 0.0,2018-03-24,1.0, 3.5,12,,,,,,
, None,-3.0, None,2018-03-25,0.0, None,12,,,,,,
,,,,2018-03-19 00:00:00,,,12,,3.7, 0.796998,75.9,79.76,2.695
,,,,2018-03-19 01:00:00,,,12,,2.7, 0.064,79.8,80.9,2.311
,,,,2018-03-19 02:00:00,,,12,,2.3, 0.052,80.9,79.71,2.689
,,,,2018-03-19 03:00:00,,,12,,2.7, None,79.7,80.9,2.507
,,,,2018-03-19 04:00:00,,,12,,2.5, None,80.9,79.48,2.59
,,,,2018-03-19 05:00:00,,,12,,2.6, None,79.5,83.2,2.299
,,,,2018-03-19 06:00:00,,,12,,2.3, None,83.2,83.8,2.186
,,,,2018-03-19 07:00:00,,,12,,2.2, None,83.8,84.8,2.208
,,,,2018-03-19 08:00:00,,,12,,2.2, None,84.8,79.81,3.15
,,,,2018-03-19 09:00:00,,,12,,3.2, None,79.8,72.59,4.448
,,,,2018-03-19 10:00:00,,,12,,4.4, None,72.6,65.0,6.199
,,,,2018-03-19 11:00:00,,,12,,6.2, 0.194998,65.0,56.86,7.689
,,,,2018-03-19 12:00:00,,,12,,7.7, 1.137,56.9,54.33,8.61
,,,,2018-03-19 13:00:00,,,12,,8.6, 1.633,54.3,52.83,9.18
,,,,2018-03-19 14:00:00,,,12,,9.2, 1.723,52.8,51.82,9.45
,,,,2018-03-19 15:00:00,,,12,,9.4, 0.384,51.8,52.06,9.27
,,,,2018-03-19 16:00:00,,,12,,9.3, 0.082,52.1,50.5,9.25
,,,,2018-03-19 17:00:00,,,12,,9.3, None,50.5,48.4,10.02
,,,,2018-03-19 18:00:00,,,12,,10.0, None,48.4,48.49,9.77
,,,,2018-03-19 19:00:00,,,12,,9.8, None,48.5,60.83,7.72
,,,,2018-03-19 20:00:00,,,12,,7.7, 0.178,60.8,66.53,6.526
,,,,2018-03-19 21:00:00,,,12,,6.5, 0.67,66.5,69.18,5.394
,,,,2018-03-19 22:00:00,,,12,,5.4, None,69.2,71.61,4.709
,,,,2018-03-19 23:00:00,,,12,,4.7, 1.609,71.6,74.57,4.071
,,,,2018-03-20 00:00:00,,,12,,4.1, 1.876,74.6,75.91,3.615
,,,,2018-03-20 01:00:00,,,12,,3.6, 0.514998,75.9,68.0,4.185
,,,,2018-03-20 02:00:00,,,12,,4.2, 1.536,68.0,68.25,3.373
,,,,2018-03-20 03:00:00,,,12,,3.4, 0.226998,68.3,77.86,1.416
,,,,2018-03-20 04:00:00,,,12,,1.4, 0.820999,77.9,81.2,0.287999
,,,,2018-03-20 05:00:00,,,12,,0.3, 1.153,81.2,82.4,-0.481
,,,,2018-03-20 06:00:00,,,12,,-0.5, 1.147,82.4,83.6,-0.944998
,,,,2018-03-20 07:00:00,,,12,,-0.9, 0.681999,83.6,83.4,-0.856
,,,,2018-03-20 08:00:00,,,12,,-0.9, None,83.4,75.84,1.111
,,,,2018-03-20 09:00:00,,,12,,1.1, 0.112,75.8,64.8,3.765
,,,,2018-03-20 10:00:00,,,12,,3.8, 1.948,64.8,55.59,5.679
