wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
337.5, 7.5, None, 0.13, 2.0, 102.0, 4.6, None, None, 82.0,2023-08-20 00:00:00, None, None,34
22.5, 7.9, None, 0.12, 4.0, 102.0, 4.9, None, None, 81.0,2023-08-20 01:00:00, None, None,34
337.5, 6.7, None, 0.07, 3.0, 102.0, 3.9, None, None, 83.0,2023-08-20 02:00:00, None, None,34
22.5, 6.0, None, 0.03, 5.0, 102.0, 3.2, None, None, 82.0,2023-08-20 03:00:00, None, None,34
45.0, 5.2, None, 0.01, 5.0, 102.1, 2.8, None, None, 84.0,2023-08-20 04:00:00, None, None,34
22.5, 3.9, None, 0.02, 2.0, 102.1, 1.5, None, None, 85.0,2023-08-20 05:00:00, None, None,34
337.5, 2.8, None, 0.05, 2.0, 102.1, 1.5, None, None, 92.0,2023-08-20 06:00:00, None, None,34
22.5, 2.4, None, 0.07, 2.0, 102.2, 1.5, None, None, 94.0,2023-08-20 07:00:00, None, None,34
22.5, 4.9, None, 0.07, 2.0, 102.2, 3.1, None, None, 89.0,2023-08-20 08:00:00, None, None,34
67.5, 7.9, None, 0.04, 9.0, 102.2, 4.0, None, None, 77.0,2023-08-20 09:00:00, None, None,34
90.0, 9.1, None, -0.01, 5.0, 102.2, 4.0, None, None, 71.0,2023-08-20 10:00:00, None, None,34
112.5, 12.0, None, -0.06, 3.0, 102.1, 4.6, None, None, 60.0,2023-08-20 11:00:00, None, None,34
180.0, 15.1, None, -0.12, 2.0, 102.0, 5.1, None, None, 51.0,2023-08-20 12:00:00, None, None,34
112.5, 17.3, None, -0.14, 3.0, 102.0, 3.7, None, None, 40.0,2023-08-20 13:00:00, None, None,34
67.5, 19.4, None, -0.18, 13.0, 101.9, 3.3, None, None, 34.0,2023-08-20 14:00:00, None, None,34
22.5, 19.5, None, -0.13, 11.0, 101.9, 4.1, None, None, 36.0,2023-08-20 15:00:00, None, None,34
337.5, 19.4, None, -0.1, 5.0, 101.9, 4.3, None, 20.3, 37.0,2023-08-20 16:00:00, 3.5, 0.0,34
112.5, 16.5, None, 0.08, 22.0, 102.0, 6.8, None, None, 53.0,2023-08-20 17:00:00, None, None,34
90.0, 12.1, None, 0.27, 11.0, 102.3, 8.8, None, None, 80.0,2023-08-20 18:00:00, None, None,34
225.0, 12.0, None, 0.18, 12.0, 102.2, 8.9, None, None, 81.0,2023-08-20 19:00:00, None, None,34
270.0, 11.5, None, 0.11, 5.0, 102.2, 9.7, None, None, 89.0,2023-08-20 20:00:00, None, None,34
337.5, 10.2, None, -0.08, 2.0, 102.1, 10.0, None, None, 99.0,2023-08-20 21:00:00, None, None,34
90.0, 8.6, None, 0.04, 1.0, 102.2, 8.6, None, None, 100.0,2023-08-20 22:00:00, None, None,34
67.5, 7.5, None, 0.07, 2.0, 102.2, 7.5, None, None, 100.0,2023-08-20 23:00:00, None, None,34
180.0, 7.3, None, 0.1, 2.0, 102.2, 7.3, None, None, 100.0,2023-08-21 00:00:00, None, None,34
337.5, 6.6, None, 0.11, 4.0, 102.2, 6.6, None, None, 100.0,2023-08-21 01:00:00, None, None,34
0.0, 5.6, None, 0.05, 4.0, 102.2, 5.6, None, None, 100.0,2023-08-21 02:00:00, None, None,34
67.5, 3.7, None, 0.05, 3.0, 102.3, 3.7, None, None, 100.0,2023-08-21 03:00:00, None, None,34
67.5, 3.4, None, 0.05, 8.0, 102.3, 3.4, None, None, 100.0,2023-08-21 04:00:00, None, None,34
67.5, 4.9, None, 0.06, 5.0, 102.3, 4.8, None, None, 100.0,2023-08-21 05:00:00, None, None,34
45.0, 5.2, None, 0.03, 6.0, 102.4, 5.1, None, None, 100.0,2023-08-21 06:00:00, None, None,34
67.5, 4.6, None, 0.01, 6.0, 102.4, 4.6, None, None, 100.0,2023-08-21 07:00:00, None, None,34
90.0, 4.7, None, 0.0, 4.0, 102.4, 4.7, None, None, 100.0,2023-08-21 08:00:00, None, None,34
45.0, 6.3, None, 0.0, 6.0, 102.4, 6.3, None, None, 100.0,2023-08-21 09:00:00, None, None,34
67.5, 7.3, None, -0.04, 8.0, 102.3, 7.3, None, None, 100.0,2023-08-21 10:00:00, None, None,34
90.0, 10.3, None, -0.1, 5.0, 102.3, 10.3, None, None, 100.0,2023-08-21 11:00:00, None, None,34
90.0, 13.9, None, -0.14, 7.0, 102.2, 7.3, None, None, 65.0,2023-08-21 12:00:00, None, None,34
90.0, 16.7, None, -0.17, 1.0, 102.1, 7.7, None, None, 55.0,2023-08-21 13:00:00, None, None,34
157.5, 18.9, None, -0.18, 3.0, 102.0, 6.5, None, None, 45.0,2023-08-21 14:00:00, None, None,34
112.5, 21.2, None, -0.2, 6.0, 101.9, 5.6, None, None, 36.0,2023-08-21 15:00:00, None, None,34
225.0, 22.3, 33.0, -0.19, 4.0, 101.8, 6.1, None, 20.9, 35.0,2023-08-21 16:00:00, 1.8, 1.7,34
22.5, 22.7, None, -0.19, 1.0, 101.8, 4.7, None, None, 31.0,2023-08-21 17:00:00, None, None,34
270.0, 22.7, None, -0.16, 6.0, 101.7, 6.4, None, None, 35.0,2023-08-21 18:00:00, None, None,34
247.5, 20.8, None, -0.12, 5.0, 101.7, 8.0, None, None, 44.0,2023-08-21 19:00:00, None, None,34
315.0, 15.9, None, -0.08, 2.0, 101.7, 11.4, None, None, 75.0,2023-08-21 20:00:00, None, None,34
292.5, 13.5, None, -0.03, 2.0, 101.8, 9.6, None, None, 77.0,2023-08-21 21:00:00, None, None,34
22.5, 12.0, None, 0.04, 4.0, 101.8, 7.4, None, None, 73.0,2023-08-21 22:00:00, None, None,34
