pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,148.0, None, -4.5,-4.5, 16.0, None, None, None,34.0,2021-10-29 04:00:00, None,44
None, None,148.0, None, -1.6,-2.8, 14.0, None, None, None,34.0,2021-10-29 11:00:00, None,44
None, None,148.0, None, -3.2,-3.2, 16.0, None, None, None,35.0,2021-10-29 19:00:00, None,44
0.0, None,148.0, None, -3.3,-3.4, 15.0, None, None, 0.0,35.0,2021-10-29 20:00:00, None,44
0.0, None,148.0, None, -3.4,-4.2, None, None, None, None,34.0,2021-10-30 11:00:00, None,44
None, None,148.0, None, 0.9,-0.3, 14.0, None, None, None,34.0,2021-10-30 13:00:00, None,44
None, None,148.0, None, -8.3,-8.3, 16.0, None, None, None,34.0,2021-10-31 00:00:00, None,44
None, None,148.0, None, -9.7,-9.7, 16.0, None, None, None,34.0,2021-10-31 02:00:00, None,44
None, None,148.0, None, -10.6,-10.6, 17.0, None, None, None,33.0,2021-10-31 04:00:00, None,44
None, None,148.0, None, -11.5,-11.5, 17.0, None, None, None,32.0,2021-10-31 09:00:00, None,44
None, None,148.0, None, -1.5,-2.3, 15.0, None, None, None,31.0,2021-10-31 14:00:00, None,44
None, None,147.0, None, -5.2,-5.1, 16.0, None, None, None,33.0,2021-10-31 19:00:00, None,44
None, None,148.0, None, -9.2,-9.2, None, None, None, None,33.0,2021-10-31 23:00:00, None,44
None, None,147.0, None, -12.5,-12.4, None, None, None, None,30.0,2021-11-01 08:00:00, None,44
None, None,147.0, None, -5.3,-6.3, None, None, None, None,29.0,2021-11-01 11:00:00, None,44
None, None,147.0, None, -4.7,-4.6, 15.0, None, None, None,31.0,2021-11-01 18:00:00, None,44
None, None,147.0, None, -9.9,-9.8, None, None, None, None,31.0,2021-11-01 23:00:00, None,44
None, None,147.0, None, -11.3,-11.2, None, None, None, None,29.0,2021-11-02 05:00:00, None,44
None, None,147.0, None, -11.5,-11.5, None, None, None, 0.0,29.0,2021-11-02 06:00:00, None,44
0.0, None,147.0, None, -3.2,-3.3, 16.0, None, None, None,32.0,2021-11-02 23:00:00, None,44
None, None,147.0, None, -3.3,-3.4, 16.0, None, None, None,32.0,2021-11-03 01:00:00, None,44
None, None,147.0, None, -3.5,-3.5, 16.0, None, None, None,32.0,2021-11-03 03:00:00, None,44
None, None,147.0, None, -0.6,-0.9, 15.0, None, None, None,33.0,2021-11-03 11:00:00, None,44
None, None,148.0, None, 1.3,1.1, 17.0, None, None, None,35.0,2021-11-03 15:00:00, None,44
None, None,148.0, None, -1.9,-2.1, 18.0, None, None, None,36.0,2021-11-04 04:00:00, None,44
None, None,148.0, None, -2.2,-2.4, 18.0, None, None, 0.0,36.0,2021-11-04 05:00:00, None,44
None, None,148.0, None, -1.4,-1.6, 18.0, None, None, None,36.0,2021-11-04 16:00:00, None,44
None, None,148.0, None, -2.0,-2.1, 18.0, None, None, None,36.0,2021-11-04 18:00:00, None,44
None, None,148.0, None, -2.0,-2.1, 18.0, None, None, None,36.0,2021-11-04 20:00:00, None,44
