pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -0.325, 7.9, -6999.0, None, None, -6999.0, -0.3, -0.3, 0.1, None, -6999.0,2021-04-16 00:00:00, -6999.0, -6999.0,16
None, None, 7.9, -6999.0, None, None, -6999.0, -1.0, -1.1, 0.1, None, -6999.0,2021-04-16 01:00:00, -6999.0, -6999.0,16
None, -1.135, 7.9, -6999.0, None, None, -6999.0, -1.1, -1.2, 0.1, None, -6999.0,2021-04-16 02:00:00, -6999.0, -6999.0,16
None, None, 7.9, -6999.0, None, None, -6999.0, -2.0, -2.2, 0.0, None, -6999.0,2021-04-16 06:00:00, -6999.0, -6999.0,16
None, -1.963, -1.9, -6999.0, None, None, -6999.0, -2.0, -2.2, 0.1, None, -6999.0,2021-04-16 07:00:00, -6999.0, -6999.0,16
None, -1.765, -1.7, -6999.0, None, None, -6999.0, -1.8, -2.2, 0.1, None, -6999.0,2021-04-16 08:00:00, -6999.0, -6999.0,16
None, 0.09, 0.1, -6999.0, None, None, -6999.0, 0.1, -2.2, 0.0, None, -6999.0,2021-04-16 09:00:00, -6999.0, -6999.0,16
None, -0.787, 7.6, -6999.0, None, None, -6999.0, -0.8, -0.8, 0.1, None, -6999.0,2021-04-17 01:00:00, -6999.0, -6999.0,16
None, -1.605, -1.6, -6999.0, None, None, -6999.0, -1.6, -2.1, 0.1, None, -6999.0,2021-04-17 08:00:00, -6999.0, -6999.0,16
None, -1.284, -1.3, -6999.0, None, None, -6999.0, -1.3, -2.1, 0.0, None, -6999.0,2021-04-17 09:00:00, -6999.0, -6999.0,16
None, None, 0.6, -6999.0, None, None, -6999.0, 0.6, -2.1, -0.1, None, -6999.0,2021-04-17 10:00:00, -6999.0, -6999.0,16
None, 4.416, 4.4, -6999.0, None, None, -6999.0, 4.4, -2.1, -0.3, None, -6999.0,2021-04-17 11:00:00, -6999.0, -6999.0,16
None, 7.28, 7.3, -6999.0, None, None, -6999.0, 7.3, -2.1, -0.9, None, -6999.0,2021-04-17 12:00:00, -6999.0, -6999.0,16
None, 8.31, 8.4, -6999.0, None, None, -6999.0, 8.3, -2.1, -0.9, None, -6999.0,2021-04-17 13:00:00, -6999.0, -6999.0,16
None, 8.97, 9.0, -6999.0, None, None, -6999.0, 9.0, -2.1, -0.5, None, -6999.0,2021-04-17 14:00:00, -6999.0, -6999.0,16
None, 9.34, 9.3, -6999.0, None, None, -6999.0, 9.3, -2.1, -0.1, None, -6999.0,2021-04-17 15:00:00, -6999.0, -6999.0,16
None, 10.11, 10.1, -6999.0, None, None, -6999.0, 10.1, -2.1, -0.3, None, -6999.0,2021-04-17 16:00:00, -6999.0, -6999.0,16
None, 10.25, 11.5, -6999.0, None, None, -6999.0, 10.3, -2.1, -0.3, None, -6999.0,2021-04-17 17:00:00, -6999.0, -6999.0,16
None, 8.82, 11.5, -6999.0, None, None, -6999.0, 8.8, -2.1, 0.0, None, -6999.0,2021-04-17 18:00:00, -6999.0, -6999.0,16
None, 5.48, 9.2, -6999.0, None, None, -6999.0, 5.5, 5.5, 0.3, None, -6999.0,2021-04-17 19:00:00, -6999.0, -6999.0,16
None, 3.418, 9.2, -6999.0, None, None, -6999.0, 3.4, 3.4, 0.4, None, -6999.0,2021-04-17 20:00:00, -6999.0, -6999.0,16
None, 2.231, 9.2, -6999.0, None, None, -6999.0, 2.2, 2.2, 0.5, None, -6999.0,2021-04-17 21:00:00, -6999.0, -6999.0,16
None, 1.469, 9.2, -6999.0, None, None, -6999.0, 1.5, 1.5, 0.4, None, -6999.0,2021-04-17 22:00:00, -6999.0, -6999.0,16
None, 0.858, 9.2, -6999.0, None, None, -6999.0, 0.9, 0.8, 0.1, None, -6999.0,2021-04-17 23:00:00, -6999.0, -6999.0,16
None, 0.154, 9.2, -6999.0, None, None, -6999.0, 0.2, 0.2, 0.3, None, -6999.0,2021-04-18 00:00:00, -6999.0, -6999.0,16
None, -0.288, 9.2, -6999.0, None, None, -6999.0, -0.3, -0.3, 0.1, None, -6999.0,2021-04-18 01:00:00, -6999.0, -6999.0,16
None, -0.965, 9.2, -6999.0, None, None, -6999.0, -1.0, -1.3, 0.2, None, -6999.0,2021-04-18 05:00:00, -6999.0, -6999.0,16
None, -1.257, 9.2, -6999.0, None, None, -6999.0, -1.3, -1.4, 0.2, None, -6999.0,2021-04-18 06:00:00, -6999.0, -6999.0,16
None, None, 5.8, -6999.0, None, None, -6999.0, 5.7, 2.8, None, None, -6999.0,2021-04-22 07:00:00, -6999.0, -6999.0,16
None, 6.141, 6.4, -6999.0, None, None, -6999.0, 6.1, 2.8, -0.3, None, -6999.0,2021-04-22 08:00:00, -6999.0, -6999.0,16
None, None, 9.3, -6999.0, None, None, -6999.0, 5.2, 5.2, 0.4, None, -6999.0,2021-04-22 19:00:00, -6999.0, -6999.0,16
None, None, 9.3, -6999.0, None, None, -6999.0, 3.6, 3.6, 0.6, None, -6999.0,2021-04-22 20:00:00, -6999.0, -6999.0,16
None, None, 9.3, -6999.0, None, None, -6999.0, 1.4, 1.4, 0.4, None, -6999.0,2021-04-22 21:00:00, -6999.0, -6999.0,16
None, None, 9.3, -6999.0, None, None, -6999.0, 0.1, 0.1, 0.4, None, -6999.0,2021-04-22 22:00:00, -6999.0, -6999.0,16
None, None, 9.3, -6999.0, None, None, -6999.0, -0.8, -0.8, 0.3, None, -6999.0,2021-04-22 23:00:00, -6999.0, -6999.0,16
