pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -0.091, 75.49, 12.5, None, 11.78, 2.338, 166.9, -4.0, None, -0.1, -0.2, -4.0, 0.0, None, 0.0, 75.0,2021-04-16 00:00:00, -6999.0, -6999.0,16
None, -0.978, 79.31, 12.5, None, 9.21, 2.731, 170.6, -4.0, None, -1.0, -1.1, -4.0, 0.0, None, 0.0, 79.0,2021-04-16 01:00:00, -6999.0, -6999.0,16
None, -1.743, 82.3, 12.5, None, 51.79, 1.953, 165.5, -4.0, None, -1.7, -2.1, -4.0, 0.0, None, 0.0, 82.0,2021-04-16 02:00:00, -6999.0, -6999.0,16
None, -2.339, 83.3, 12.5, None, 14.92, 1.902, 180.7, -4.0, None, -2.3, -2.5, -4.0, 0.0, None, 0.0, 83.0,2021-04-16 03:00:00, -6999.0, -6999.0,16
None, -2.093, 83.2, 12.5, None, 9.93, 3.356, 179.5, -5.0, None, -2.1, -2.5, -5.0, 0.0, None, 0.0, 83.0,2021-04-16 04:00:00, -6999.0, -6999.0,16
None, -2.497, 84.1, 12.5, None, 12.25, 3.149, 182.8, -4.0, None, -2.5, -2.7, -4.0, 0.0, None, 0.0, 84.0,2021-04-16 05:00:00, -6999.0, -6999.0,16
None, -2.901, 85.1, 12.5, None, 15.24, 2.702, 181.1, -4.0, None, -2.9, -3.1, -4.0, 0.0, None, 0.0, 85.0,2021-04-16 06:00:00, -6999.0, -6999.0,16
None, -2.085, 82.8, -2.1, None, 8.41, 3.416, 175.6, -4.0, None, -2.1, -3.0, -4.0, 0.0, None, 0.0, 83.0,2021-04-16 07:00:00, -6999.0, -6999.0,16
None, 0.887, 71.73, 0.7, None, 15.24, 3.236, 167.4, -3.0, None, 0.9, -3.0, -3.0, 0.0, None, 0.0, 72.0,2021-04-16 08:00:00, -6999.0, -6999.0,16
None, 5.448, 49.9, 5.5, None, 35.41, 1.269, 333.7, -4.0, None, 5.4, -3.0, -4.0, 0.0, None, 0.0, 50.0,2021-04-16 09:00:00, -6999.0, -6999.0,16
