pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,13.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 00:00:00, None, None, None,27
None, None,13.61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 01:00:00, None, None, None,27
None, None,13.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 02:00:00, None, None, None,27
None, None,13.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 03:00:00, None, None, None,27
None, None,13.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 04:00:00, None, None, None,27
None, None,13.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 05:00:00, None, None, None,27
None, None,13.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 06:00:00, None, None, None,27
None, None,13.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 07:00:00, None, None, None,27
None, None,13.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 08:00:00, None, None, None,27
None, None,13.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 09:00:00, None, None, None,27
None, None,13.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 10:00:00, None, None, None,27
None, None,14.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 11:00:00, None, None, None,27
None, None,14.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 12:00:00, None, None, None,27
None, None,14.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 13:00:00, None, None, None,27
None, None,14.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 14:00:00, None, None, None,27
None, None,14.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 15:00:00, None, None, None,27
None, None,14.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 16:00:00, None, None, None,27
None, None,14.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 17:00:00, None, None, None,27
None, None,14.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 18:00:00, None, None, None,27
None, None,13.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 19:00:00, None, None, None,27
None, None,13.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 20:00:00, None, None, None,27
None, None,13.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 21:00:00, None, None, None,27
None, None,13.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 22:00:00, None, None, None,27
None, None,13.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-01 23:00:00, None, None, None,27
None, None,13.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 00:00:00, None, None, None,27
None, None,13.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 01:00:00, None, None, None,27
None, None,12.77, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 02:00:00, None, None, None,27
None, None,13.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 03:00:00, None, None, None,27
None, None,12.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 04:00:00, None, None, None,27
None, None,11.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 05:00:00, None, None, None,27
None, None,11.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 06:00:00, None, None, None,27
None, None,12.33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 07:00:00, None, None, None,27
None, None,12.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 08:00:00, None, None, None,27
None, None,12.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 09:00:00, None, None, None,27
None, None,12.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 10:00:00, None, None, None,27
None, None,12.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 11:00:00, None, None, None,27
None, None,13.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 12:00:00, None, None, None,27
None, None,13.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 13:00:00, None, None, None,27
None, None,13.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 14:00:00, None, None, None,27
None, None,13.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 15:00:00, None, None, None,27
None, None,14.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-07-02 16:00:00, None, None, None,27
