wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
323.0, 99.0, 2.1, 0.0, -2.7, 3.1, -2.6, -2.6, 204.0, 0.0, None, 99.0,2022-12-10 00:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0, 99.0, 3.1, 0.0, -2.7, 2.8, -2.6, -2.4, 323.0, 0.0, None, 100.0,2022-12-10 01:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0, 100.0, 2.8, 0.0, -2.4, 4.6, -2.4, -1.6, 252.0, 0.0, None, 100.0,2022-12-10 02:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0, 100.0, 4.6, 0.0, -1.6, 5.0, -1.6, -1.2, 3.0, 0.0, None, 99.0,2022-12-10 03:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
, 99.0, None, None, -1.3, None, -1.2, None, 39.0, 0.0, None, None,2022-12-10 04:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None, 0.0, None, 3.6, None, -1.2, None, None, None, 99.0,2022-12-10 05:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0, 99.0, 3.6, 0.0, -1.3, 2.7, -1.2, -1.2, 5.0, 0.0, None, 100.0,2022-12-10 06:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, 100.0, 2.7, 0.0, -1.2, 2.5, -1.2, -1.3, 274.0, 0.0, None, 100.0,2022-12-10 07:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0, 100.0, 2.5, 0.0, -1.3, 5.0, -1.3, -0.6, 8.0, 0.0, None, 100.0,2022-12-10 08:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0, 100.0, None, 0.0, -0.6, 5.7, -0.6, 0.0, 339.0, 0.0, None, 99.0,2022-12-10 09:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, 99.0, 5.7, 0.0, -0.1, 4.1, 0.0, 0.8, 348.0, 0.0, None, 93.0,2022-12-10 10:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0, 93.0, 4.1, 0.4, -0.2, 2.2, 0.8, 0.7, 354.0, 0.0, None, 96.0,2022-12-10 11:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, 96.0, 2.2, 0.6, 0.1, 3.4, 0.7, 1.1, 355.0, 0.4, None, 93.0,2022-12-10 12:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0, 93.0, 3.4, 0.2, 0.1, 1.7, 1.1, 0.7, 358.0, 0.6, None, 98.0,2022-12-10 13:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, 98.0, 1.7, 0.2, 0.4, 2.0, 0.7, 0.2, 192.0, 0.2, None, 100.0,2022-12-10 14:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, 100.0, None, 0.0, 0.2, 1.8, 0.2, 0.1, 345.0, 0.2, None, 100.0,2022-12-10 15:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0, 100.0, 1.8, 0.0, 0.1, 1.6, 0.1, 0.1, 345.0, 0.0, None, 100.0,2022-12-10 16:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, 100.0, 1.6, 0.2, 0.1, 1.6, 0.1, 0.1, 201.0, 0.0, None, 100.0,2022-12-10 17:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0, 100.0, 1.6, 0.0, 0.1, 2.2, 0.1, 0.0, 344.0, 0.2, None, 100.0,2022-12-10 18:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
255.0, 100.0, 2.2, 0.0, 0.0, 2.2, 0.0, -0.2, 244.0, 0.0, None, 100.0,2022-12-10 19:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
272.0, 100.0, 2.2, 0.0, -0.2, 1.8, -0.2, -0.2, 255.0, 0.0, None, 100.0,2022-12-10 20:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0, 100.0, 1.8, 0.0, -0.2, 1.9, -0.2, -0.1, 272.0, 0.0, None, 100.0,2022-12-10 21:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0, 100.0, 1.9, 0.0, -0.1, 1.6, -0.1, 0.0, 252.0, 0.0, None, 100.0,2022-12-10 22:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
, 100.0, 1.6, None, 0.0, None, 0.0, None, 270.0, 0.0, None, None,2022-12-10 23:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, 100.0, 1.6, 0.0, 0.0, 1.7, 0.0, 0.0, 315.0, 0.0, None, 100.0,2022-12-11 00:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, 100.0, 1.7, 0.0, 0.0, 1.8, 0.0, 0.0, 333.0, 0.0, None, 100.0,2022-12-11 01:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, 100.0, 1.8, 0.0, 0.0, 1.6, 0.0, 0.1, 10.0, 0.0, None, 100.0,2022-12-11 02:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0, 100.0, 1.6, 0.0, 0.1, 1.9, 0.1, 0.1, 1.0, 0.0, None, 100.0,2022-12-11 03:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, 100.0, 1.9, 0.0, 0.1, 3.4, 0.1, 0.0, 107.0, 0.0, None, 100.0,2022-12-11 04:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, 100.0, 3.4, 0.0, 0.0, 1.9, 0.0, 0.0, 335.0, 0.0, 1.6, 100.0,2022-12-11 05:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0, 100.0, 1.9, 0.0, 0.0, 3.6, 0.0, 0.0, 359.0, 0.0, 1.6, 100.0,2022-12-11 06:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
255.0, 100.0, 3.6, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 0.0, 1.6, 100.0,2022-12-11 07:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, None, None, 0.0, None, 2.9, None, 0.3, None, None, None, 100.0,2022-12-11 08:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0, 100.0, 2.9, 0.0, 0.3, 0.0, 0.3, 0.8, 356.0, 0.0, 1.6, 100.0,2022-12-11 09:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0, 100.0, None, 0.0, 0.8, 2.7, 0.8, 1.5, 156.0, 0.0, 1.6, 100.0,2022-12-11 10:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0, 100.0, 2.7, 0.4, 1.5, 3.3, 1.5, 1.6, 12.0, 0.0, 1.6, 100.0,2022-12-11 11:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0, 100.0, 3.3, 0.4, 1.6, 2.2, 1.6, 3.2, 327.0, 0.4, 1.6, 94.0,2022-12-11 12:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 94.0, 2.2, 0.6, 2.3, 3.8, 3.2, 2.4, 27.0, 0.4, 1.4, 94.0,2022-12-11 13:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, 94.0, 3.8, 0.6, 1.5, 7.2, 2.4, 1.2, 16.0, 0.6, 1.8, 98.0,2022-12-11 14:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, 98.0, 7.2, 0.6, 0.9, 7.0, 1.2, 0.8, 8.0, 0.6, 2.2, 100.0,2022-12-11 15:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0, 100.0, None, 0.4, 0.8, 2.1, 0.8, 0.9, 2.0, 0.6, 2.8, 100.0,2022-12-11 16:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, 100.0, 2.1, 0.2, 0.9, 2.3, 0.9, 0.8, 323.0, 0.4, 3.2, 100.0,2022-12-11 17:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, 100.0, 2.3, 0.0, 0.8, 5.5, 0.8, 0.8, 332.0, 0.2, 3.2, 100.0,2022-12-11 18:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0, 100.0, 5.5, 0.2, 0.8, 4.6, 0.8, 0.9, 354.0, 0.0, 3.2, 100.0,2022-12-11 19:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, 100.0, 4.6, 0.0, 0.9, 3.0, 0.9, 0.5, 7.0, 0.2, 3.4, 100.0,2022-12-11 20:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, 100.0, None, 0.2, 0.5, 4.9, 0.5, 0.4, 358.0, 0.0, 3.4, 100.0,2022-12-11 21:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
311.0, 100.0, 4.9, 0.0, 0.4, 2.3, 0.4, 0.5, 351.0, 0.2, 3.6, 100.0,2022-12-11 22:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
, 100.0, 2.3, None, 0.5, None, 0.5, None, 311.0, 0.0, 3.6, None,2022-12-11 23:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, 100.0, 1.8, 0.0, 0.4, 6.5, 0.4, 0.3, 314.0, 0.0, 3.6, 98.0,2022-12-12 00:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0, 98.0, 6.5, 0.0, 0.0, 2.6, 0.3, 0.3, 5.0, 0.0, 3.6, 99.0,2022-12-12 01:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
251.0, 99.0, 2.6, 0.0, 0.2, 2.6, 0.3, 0.0, 195.0, 0.0, 3.6, 97.0,2022-12-12 02:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0, 97.0, 2.6, 0.0, -0.4, 5.2, 0.0, 0.3, 251.0, 0.0, 3.6, 86.0,2022-12-12 03:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0, 86.0, 5.2, 0.0, -1.8, 3.7, 0.3, 0.2, 238.0, 0.0, 3.6, 82.0,2022-12-12 04:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0, 82.0, 3.7, 0.0, -2.5, 2.7, 0.2, -0.4, 65.0, 0.0, 3.6, 84.0,2022-12-12 05:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0, 84.0, 2.7, 0.0, -2.8, 7.0, -0.4, -1.3, 315.0, 0.0, 3.6, 76.0,2022-12-12 06:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0, 76.0, None, 0.0, -5.0, 5.1, -1.3, -1.9, 26.0, 0.0, 3.6, 73.0,2022-12-12 07:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0, None, None, 0.0, None, 3.9, None, -0.9, None, None, None, 78.0,2022-12-12 08:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0, 78.0, 3.9, 0.0, -4.2, 4.7, -0.9, -0.6, 95.0, 0.0, 3.6, 73.0,2022-12-12 09:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0, 73.0, 4.7, 0.0, -4.8, 6.6, -0.6, -0.3, 109.0, 0.0, 3.6, 59.0,2022-12-12 10:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0, 59.0, 6.6, 0.0, -7.3, 4.2, -0.3, -0.4, 321.0, 0.0, 3.6, 60.0,2022-12-12 11:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0, 60.0, 4.2, 0.2, -7.2, 5.9, -0.4, -0.2, 121.0, 0.0, 3.2, 64.0,2022-12-12 12:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0, 64.0, 5.9, 0.0, -6.2, 5.5, -0.2, -0.3, 23.0, 0.2, 3.0, 65.0,2022-12-12 13:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0, 65.0, 5.5, 0.0, -6.1, 6.2, -0.3, -0.8, 18.0, 0.0, 2.4, 66.0,2022-12-12 14:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
257.0, 66.0, 6.2, 0.0, -6.4, 4.4, -0.8, -1.5, 9.0, 0.0, 1.8, 63.0,2022-12-12 15:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0, 63.0, 4.4, 0.0, -7.6, 10.3, -1.5, -1.9, 257.0, 0.0, 1.2, 60.0,2022-12-12 16:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, 60.0, 10.3, 0.0, -8.6, 9.4, -1.9, -2.5, 305.0, 0.0, 0.8, 64.0,2022-12-12 17:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0, 64.0, 9.4, 0.0, -8.4, 10.5, -2.5, -2.5, 316.0, 0.0, 0.6, 61.0,2022-12-12 18:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
317.0, 61.0, 10.5, 0.0, -9.0, 9.2, -2.5, -2.8, 315.0, 0.0, 0.6, 64.0,2022-12-12 19:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0, None, None, 0.0, None, 11.3, None, -2.6, None, None, None, 62.0,2022-12-12 20:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0, 62.0, 11.3, 0.0, -8.9, 8.2, -2.6, -2.7, 284.0, 0.0, 0.4, 63.0,2022-12-12 21:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
292.0, 63.0, 8.2, 0.0, -8.8, 6.8, -2.7, -2.7, 298.0, 0.0, 0.2, 61.0,2022-12-12 22:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
, 61.0, 6.8, None, -9.2, None, -2.7, None, 292.0, 0.0, 0.2, None,2022-12-12 23:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, 67.0, 5.9, 0.0, -8.5, 7.5, -3.3, -2.9, 327.0, 0.0, 0.2, 69.0,2022-12-13 00:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, None, None, 0.0, None, 5.1, None, -3.1, None, None, None, 73.0,2022-12-13 01:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, 73.0, 5.1, 0.0, -7.3, 4.7, -3.1, -3.3, 345.0, 0.0, 0.2, 75.0,2022-12-13 02:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0, 75.0, 4.7, 0.0, -7.1, 1.9, -3.3, -3.5, 357.0, 0.0, 0.2, 79.0,2022-12-13 03:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0, 79.0, 1.9, 0.0, -6.6, 4.5, -3.5, -3.5, 297.0, 0.0, 0.2, 78.0,2022-12-13 04:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, 78.0, 4.5, 0.0, -6.8, 5.1, -3.5, -4.6, 355.0, 0.0, 0.2, 80.0,2022-12-13 05:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0, 80.0, 5.1, 0.0, -7.5, 3.6, -4.6, -4.0, 337.0, 0.0, 0.2, 80.0,2022-12-13 06:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None, 0.0, None, 2.2, None, -3.4, None, None, None, 79.0,2022-12-13 07:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0, 79.0, 2.2, 0.0, -6.5, 6.0, -3.4, -3.1, 14.0, 0.0, 0.2, 76.0,2022-12-13 08:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, 76.0, None, 0.0, -6.7, 7.1, -3.1, -2.5, 6.0, 0.0, 0.2, 70.0,2022-12-13 09:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0, 70.0, 7.1, 0.0, -7.2, 5.0, -2.5, -2.0, 5.0, 0.0, 0.2, 68.0,2022-12-13 10:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, 68.0, None, 0.0, -7.1, 5.1, -2.0, -2.1, 24.0, 0.0, 0.2, 72.0,2022-12-13 11:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0, 72.0, 5.1, 0.0, -6.5, 6.6, -2.1, -1.8, 11.0, 0.0, 0.2, 70.0,2022-12-13 12:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0, 70.0, 6.6, 0.0, -6.5, 4.6, -1.8, -1.9, 20.0, 0.0, 0.0, 70.0,2022-12-13 13:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0, 70.0, 4.6, 0.0, -6.6, 6.1, -1.9, -2.1, 24.0, 0.0, 0.0, 73.0,2022-12-13 14:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0, 73.0, 6.1, 0.0, -6.3, 5.9, -2.1, -2.0, 21.0, 0.0, 0.0, 71.0,2022-12-13 15:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None, 0.0, None, 3.2, None, -2.0, None, None, None, 73.0,2022-12-13 16:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0, 73.0, 3.2, 0.0, -6.2, 3.4, -2.0, -2.1, 332.0, 0.0, 0.0, 78.0,2022-12-13 17:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, 78.0, 3.4, 0.0, -5.4, 3.6, -2.1, -2.0, 339.0, 0.0, 0.0, 78.0,2022-12-13 18:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
, 78.0, 3.6, None, -5.3, None, -2.0, None, 2.0, 0.0, 0.0, None,2022-12-13 19:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None, 0.0, None, 4.1, None, -2.7, None, None, None, 94.0,2022-12-13 20:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0, 94.0, 4.1, 0.0, -3.5, 3.1, -2.7, -2.9, 353.0, 0.0, None, 95.0,2022-12-13 21:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
230.0, None, None, 0.0, None, 1.8, None, -2.8, None, None, None, 93.0,2022-12-13 22:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, None, None, 0.0, None, 2.8, None, -3.1, None, None, None, 94.0,2022-12-14 00:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
, 94.0, 2.8, None, -3.9, None, -3.1, None, 314.0, 0.0, None, None,2022-12-14 01:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
296.0, None, None, 0.0, None, 3.8, None, -4.8, None, None, None, 97.0,2022-12-14 03:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
257.0, 97.0, 3.8, 0.0, -5.2, 1.7, -4.8, -5.1, 296.0, 0.0, None, 96.0,2022-12-14 04:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, 96.0, 1.7, 0.0, -5.6, 5.4, -5.1, -5.4, 257.0, 0.0, None, 95.0,2022-12-14 05:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0, None, None, 0.0, None, 2.4, None, -5.6, None, None, None, 96.0,2022-12-14 06:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, None, None, 0.0, None, 4.4, None, -5.6, None, None, None, 97.0,2022-12-14 07:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0, 97.0, 4.4, 0.0, -6.0, 2.0, -5.6, -5.3, 273.0, 0.0, None, 95.0,2022-12-14 08:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None, 0.0, None, 3.6, None, -2.0, None, None, None, 89.0,2022-12-14 09:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0, 89.0, 3.6, 0.2, -3.6, 4.1, -2.0, -1.6, 162.0, 0.0, None, 88.0,2022-12-14 10:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0, 88.0, 4.1, 0.2, -3.3, 2.7, -1.6, -1.6, 132.0, 0.2, None, 90.0,2022-12-14 11:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0, 90.0, 2.7, 0.2, -3.0, 4.6, -1.6, -1.4, 139.0, 0.2, None, 87.0,2022-12-14 12:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0, 87.0, 4.6, 0.2, -3.3, 3.4, -1.4, -0.6, 112.0, 0.2, None, 80.0,2022-12-14 13:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0, 80.0, 3.4, 0.2, -3.6, 1.7, -0.6, -0.9, 123.0, 0.2, None, 81.0,2022-12-14 14:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,
