pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 5.3, 89.0, None, None, None, 327.0,2017-04-16 00:00:00, None,16
None, None, None, None, None, 4.4, 90.0, None, None, None, 327.0,2017-04-16 01:00:00, None,16
None, None, None, None, None, 3.7, 90.0, None, None, None, 326.0,2017-04-16 02:00:00, None,16
None, None, None, None, None, 3.3, 90.0, None, None, None, 326.0,2017-04-16 03:00:00, None,16
None, None, None, None, None, 2.5, 90.0, None, None, None, 326.0,2017-04-16 04:00:00, None,16
None, None, None, None, None, 1.9, 90.0, None, None, None, 326.0,2017-04-16 05:00:00, None,16
None, None, None, None, None, 1.6, 90.0, None, None, None, 325.0,2017-04-16 06:00:00, None,16
None, None, None, None, None, 1.2, 90.0, None, None, None, 325.0,2017-04-16 07:00:00, None,16
None, None, None, None, None, 1.0, 90.0, None, None, None, 325.0,2017-04-16 08:00:00, None,16
None, None, None, None, None, 0.7, 90.0, None, None, None, 325.0,2017-04-16 09:00:00, None,16
None, None, None, None, None, 0.7, 90.0, None, None, None, 325.0,2017-04-16 10:00:00, None,16
None, None, None, None, None, 0.4, 90.0, None, None, None, 325.0,2017-04-16 11:00:00, None,16
None, None, None, None, None, 0.2, 90.0, None, None, None, 325.0,2017-04-16 12:00:00, None,16
None, None, None, None, None, 0.2, 90.0, None, None, None, 325.0,2017-04-16 13:00:00, None,16
None, None, None, None, None, 0.1, 90.0, None, None, None, 325.0,2017-04-16 14:00:00, None,16
None, None, None, None, None, 0.4, 90.0, None, None, None, 325.0,2017-04-16 15:00:00, None,16
None, 0.0, None, None, None, 1.7, 90.0, None, None, None, 324.0,2017-04-16 16:00:00, None,16
None, None, None, None, None, 3.6, 90.0, None, None, None, 324.0,2017-04-16 17:00:00, None,16
