AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
6.7, 1.0,0.25,0.2, None,2019-11-12 00:00:00,130.0, None, 96.0,46
6.7, None,0.0,0.0, None,2019-11-12 00:15:00,139.0, None, 96.0,46
6.6, None,0.25,0.0, None,2019-11-12 00:30:00,176.0, None, 96.0,46
6.6, None,0.25,0.0, None,2019-11-12 00:45:00,116.0, None, 97.0,46
6.6, 1.0,0.25,0.0, None,2019-11-12 01:00:00,186.0, None, 97.0,46
6.6, None,0.25,0.3, None,2019-11-12 01:15:00,21.0, None, 97.0,46
6.5, None,0.51,4.4, None,2019-11-12 01:30:00,98.0, None, 97.0,46
6.4, None,0.51,0.0, None,2019-11-12 01:45:00,207.0, None, 97.0,46
6.4, 2.0,0.25,0.0, None,2019-11-12 02:00:00,359.0, None, 98.0,46
6.5, None,0.51,5.7, None,2019-11-12 02:15:00,36.0, None, 98.0,46
6.4, None,0.25,0.0, None,2019-11-12 02:30:00,223.0, None, 98.0,46
6.3, None,0.51,0.0, None,2019-11-12 02:45:00,183.0, None, 98.0,46
6.3, 2.0,0.76,0.0, None,2019-11-12 03:00:00,167.0, None, 98.0,46
6.3, None,0.51,0.0, None,2019-11-12 03:15:00,192.0, None, 98.0,46
6.3, None,0.51,0.0, None,2019-11-12 03:30:00,162.0, None, 98.0,46
6.3, None,0.51,0.0, None,2019-11-12 03:45:00,197.0, None, 98.0,46
6.3, 1.0,0.51,0.0, None,2019-11-12 04:00:00,270.0, None, 98.0,46
6.3, None,0.51,0.0, None,2019-11-12 04:15:00,245.0, None, 98.0,46
6.2, None,0.51,0.0, None,2019-11-12 04:30:00,192.0, None, 98.0,46
6.2, None,0.51,0.0, None,2019-11-12 04:45:00,188.0, None, 98.0,46
6.2, 3.0,0.51,0.0, None,2019-11-12 05:00:00,192.0, None, 98.0,46
6.2, None,0.51,0.0, None,2019-11-12 05:15:00,213.0, None, 98.0,46
6.2, None,0.25,0.0, None,2019-11-12 05:30:00,244.0, None, 98.0,46
6.2, None,0.25,0.0, None,2019-11-12 05:45:00,172.0, None, 98.0,46
6.2, 1.0,0.25,0.0, None,2019-11-12 06:00:00,187.0, None, 98.0,46
6.2, None,0.0,0.0, None,2019-11-12 06:15:00,229.0, None, 98.0,46
6.1, None,0.25,0.0, None,2019-11-12 06:30:00,221.0, None, 98.0,46
6.1, None,0.0,0.0, None,2019-11-12 06:45:00,212.0, None, 98.0,46
6.1, 0.0,0.0,0.0, None,2019-11-12 07:00:00,182.0, None, 98.0,46
6.1, None,0.0,0.0, None,2019-11-12 07:15:00,197.0, None, 98.0,46
6.1, None,0.0,0.0, None,2019-11-12 07:30:00,177.0, None, 98.0,46
6.1, None,0.0,0.0, None,2019-11-12 07:45:00,170.0, None, 98.0,46
6.2, 1.0,0.0,0.0, None,2019-11-12 08:00:00,184.0, None, 98.0,46
6.3, None,0.0,0.0, None,2019-11-12 08:15:00,195.0, None, 98.0,46
6.4, None,0.0,0.2, None,2019-11-12 08:30:00,198.0, None, 98.0,46
6.5, None,0.0,0.0, None,2019-11-12 08:45:00,192.0, None, 98.0,46
6.8, 0.0,0.0,7.5, None,2019-11-12 09:00:00,170.0, None, 98.0,46
7.0, None,0.0,6.1, None,2019-11-12 09:15:00,173.0, None, 98.0,46
7.2, None,0.0,7.6, None,2019-11-12 09:30:00,175.0, None, 98.0,46
7.4, None,0.0,6.3, None,2019-11-12 09:45:00,197.0, None, 98.0,46
7.8, -1.0,0.0,6.4, None,2019-11-12 10:00:00,187.0, None, 98.0,46
8.1, None,0.0,6.4, None,2019-11-12 10:15:00,190.0, None, 98.0,46
8.5, None,0.0,5.7, None,2019-11-12 10:30:00,169.0, None, 98.0,46
8.5, None,0.0,6.5, None,2019-11-12 10:45:00,162.0, None, 99.0,46
8.7, 0.0,0.0,8.2, None,2019-11-12 11:00:00,149.0, None, 99.0,46
8.9, None,0.0,4.8, None,2019-11-12 11:15:00,152.0, None, 99.0,46
9.2, None,0.0,1.4, None,2019-11-12 11:30:00,153.0, None, 99.0,46
9.5, None,0.0,6.3, None,2019-11-12 11:45:00,158.0, None, 98.0,46
9.7, 0.0,0.0,0.5, None,2019-11-12 12:00:00,161.0, None, 95.0,46
9.7, None,0.0,0.0, None,2019-11-12 12:15:00,197.0, None, 94.0,46
9.6, None,0.0,0.0, None,2019-11-12 12:30:00,152.0, None, 94.0,46
9.7, None,0.0,0.0, None,2019-11-12 12:45:00,196.0, None, 94.0,46
9.6, 0.0,0.0,4.6, None,2019-11-12 13:00:00,193.0, None, 94.0,46
9.7, None,0.0,1.5, None,2019-11-12 13:15:00,198.0, None, 94.0,46
9.7, None,0.0,5.1, None,2019-11-12 13:30:00,154.0, None, 94.0,46
9.8, None,0.0,7.2, None,2019-11-12 13:45:00,155.0, None, 93.0,46
10.0, 0.0,0.0,7.4, None,2019-11-12 14:00:00,133.0, None, 93.0,46
10.3, None,0.0,11.0, None,2019-11-12 14:15:00,129.0, None, 92.0,46
10.2, None,0.0,7.6, None,2019-11-12 14:30:00,143.0, None, 92.0,46
10.1, None,0.0,6.7, None,2019-11-12 14:45:00,181.0, None, 93.0,46
10.0, 0.0,0.0,4.0, None,2019-11-12 15:00:00,212.0, None, 94.0,46
10.1, None,0.0,0.0, None,2019-11-12 15:15:00,137.0, None, 94.0,46
10.1, None,0.0,0.0, None,2019-11-12 15:30:00,298.0, None, 95.0,46
10.1, None,0.0,0.0, None,2019-11-12 15:45:00,63.0, None, 95.0,46
10.0, 0.0,0.0,0.4, None,2019-11-12 16:00:00,167.0, None, 96.0,46
9.6, None,0.0,7.3, None,2019-11-12 16:15:00,177.0, None, 96.0,46
9.4, None,0.0,4.3, None,2019-11-12 16:30:00,190.0, None, 97.0,46
9.3, None,0.0,0.7, None,2019-11-12 16:45:00,201.0, None, 97.0,46
9.2, 0.0,0.0,0.5, None,2019-11-12 17:00:00,187.0, None, 97.0,46
9.1, None,0.0,0.0, None,2019-11-12 17:15:00,175.0, None, 97.0,46
9.0, None,0.0,0.0, None,2019-11-12 17:30:00,248.0, None, 98.0,46
9.0, None,0.0,0.0, None,2019-11-12 17:45:00,342.0, None, 98.0,46
9.0, 0.0,0.0,0.0, None,2019-11-12 18:00:00,284.0, None, 98.0,46
8.9, None,0.0,0.0, None,2019-11-12 18:15:00,185.0, None, 98.0,46
8.9, None,0.0,0.0, None,2019-11-12 18:30:00,224.0, None, 98.0,46
8.8, None,0.0,0.0, None,2019-11-12 18:45:00,180.0, None, 98.0,46
8.8, 0.0,0.0,0.0, None,2019-11-12 19:00:00,197.0, None, 98.0,46
8.7, None,0.0,1.7, None,2019-11-12 19:15:00,205.0, None, 99.0,46
8.6, None,0.0,0.0, None,2019-11-12 19:30:00,166.0, None, 99.0,46
8.5, None,0.0,0.0, None,2019-11-12 19:45:00,180.0, None, 99.0,46
8.5, 0.0,0.0,3.6, None,2019-11-12 20:00:00,174.0, None, 99.0,46
8.4, None,0.0,5.3, None,2019-11-12 20:15:00,173.0, None, 99.0,46
8.4, None,0.0,5.3, None,2019-11-12 20:30:00,164.0, None, 99.0,46
8.4, None,0.0,2.6, None,2019-11-12 20:45:00,174.0, None, 99.0,46
8.4, 0.0,0.0,5.9, None,2019-11-12 21:00:00,136.0, None, 99.0,46
8.3, None,0.0,1.9, None,2019-11-12 21:15:00,203.0, None, 99.0,46
8.3, None,0.0,2.1, None,2019-11-12 21:30:00,243.0, None, 99.0,46
8.2, None,0.0,0.0, None,2019-11-12 21:45:00,192.0, None, 99.0,46
8.2, 1.0,0.0,0.0, None,2019-11-12 22:00:00,296.0, None, 99.0,46
8.1, None,0.0,0.9, None,2019-11-12 22:15:00,342.0, None, 99.0,46
8.2, None,0.0,7.6, None,2019-11-12 22:30:00,6.0, None, 99.0,46
8.2, None,0.0,5.5, None,2019-11-12 22:45:00,30.0, None, 99.0,46
8.0, 0.0,0.0,2.0, None,2019-11-12 23:00:00,115.0, None, 99.0,46
8.0, None,0.0,2.5, None,2019-11-12 23:15:00,170.0, None, 99.0,46
7.8, None,0.0,5.5, None,2019-11-12 23:30:00,327.0, None, 99.0,46
8.0, None,0.0,12.1, None,2019-11-12 23:45:00,14.0, None, 99.0,46
8.0, 0.0,0.0,14.0, None,2019-11-13 00:00:00,17.0, None, 99.0,46
7.9, None,0.0,8.5, None,2019-11-13 00:15:00,33.0, None, 99.0,46
7.8, None,0.0,7.5, None,2019-11-13 00:30:00,94.0, None, 99.0,46
7.6, None,0.0,4.2, None,2019-11-13 00:45:00,105.0, None, 99.0,46
7.5, 0.0,0.0,2.6, None,2019-11-13 01:00:00,122.0, None, 99.0,46
7.4, None,0.0,2.9, None,2019-11-13 01:15:00,148.0, None, 99.0,46
7.4, None,0.0,3.0, None,2019-11-13 01:30:00,110.0, None, 99.0,46
7.4, None,0.0,4.1, None,2019-11-13 01:45:00,158.0, None, 99.0,46
7.4, 0.0,0.0,1.3, None,2019-11-13 02:00:00,66.0, None, 99.0,46
7.2, None,0.0,3.4, None,2019-11-13 02:15:00,187.0, None, 99.0,46
7.2, None,0.0,4.7, None,2019-11-13 02:30:00,185.0, None, 99.0,46
7.2, None,0.0,3.9, None,2019-11-13 02:45:00,207.0, None, 99.0,46
7.2, 0.0,0.0,5.3, None,2019-11-13 03:00:00,183.0, None, 99.0,46
7.0, None,0.0,5.1, None,2019-11-13 03:15:00,194.0, None, 99.0,46
6.9, None,0.0,5.7, None,2019-11-13 03:30:00,195.0, None, 99.0,46
6.8, None,0.0,4.5, None,2019-11-13 03:45:00,200.0, None, 99.0,46
6.7, 0.0,0.0,6.1, None,2019-11-13 04:00:00,184.0, None, 99.0,46
6.7, None,0.0,5.5, None,2019-11-13 04:15:00,197.0, None, 99.0,46
6.7, None,0.0,1.1, None,2019-11-13 04:30:00,143.0, None, 99.0,46
6.7, None,0.0,2.8, None,2019-11-13 04:45:00,210.0, None, 99.0,46
6.7, 0.0,0.0,3.1, None,2019-11-13 05:00:00,202.0, None, 99.0,46
6.7, None,0.0,0.0, None,2019-11-13 05:15:00,54.0, None, 99.0,46
6.7, None,0.0,2.5, None,2019-11-13 05:30:00,43.0, None, 99.0,46
6.6, None,0.0,4.3, None,2019-11-13 05:45:00,177.0, None, 99.0,46
6.6, -1.0,0.0,9.9, None,2019-11-13 06:00:00,11.0, None, 99.0,46
6.5, None,0.0,6.3, None,2019-11-13 06:15:00,31.0, None, 99.0,46
6.3, None,0.0,4.4, None,2019-11-13 06:30:00,139.0, None, 99.0,46
6.2, None,0.0,4.0, None,2019-11-13 06:45:00,154.0, None, 99.0,46
6.1, 1.0,0.0,4.1, None,2019-11-13 07:00:00,167.0, None, 99.0,46
6.1, None,0.0,4.0, None,2019-11-13 07:15:00,210.0, None, 99.0,46
6.2, None,0.0,6.8, None,2019-11-13 07:30:00,202.0, None, 99.0,46
6.4, None,0.0,2.5, None,2019-11-13 07:45:00,185.0, None, 99.0,46
6.4, 0.0,0.0,0.8, None,2019-11-13 08:00:00,184.0, None, 99.0,46
6.4, None,0.0,4.4, None,2019-11-13 08:15:00,199.0, None, 99.0,46
6.4, None,0.0,5.6, None,2019-11-13 08:30:00,250.0, None, 99.0,46
6.9, None,0.0,4.3, None,2019-11-13 08:45:00,94.0, None, 99.0,46
7.9, -1.0,0.0,15.2, None,2019-11-13 09:00:00,36.0, None, 99.0,46
8.6, None,0.0,17.6, None,2019-11-13 09:15:00,29.0, None, 97.0,46
9.1, None,0.0,16.7, None,2019-11-13 09:30:00,30.0, None, 89.0,46
9.0, None,0.0,18.1, None,2019-11-13 09:45:00,32.0, None, 87.0,46
9.2, 1.0,0.0,21.4, None,2019-11-13 10:00:00,31.0, None, 87.0,46
9.3, None,0.0,20.7, None,2019-11-13 10:15:00,31.0, None, 86.0,46
9.5, None,0.0,16.1, None,2019-11-13 10:30:00,31.0, None, 84.0,46
9.6, None,0.0,16.5, None,2019-11-13 10:45:00,32.0, None, 83.0,46
9.6, 0.0,0.0,16.7, None,2019-11-13 11:00:00,36.0, None, 83.0,46
9.6, None,0.0,17.7, None,2019-11-13 11:15:00,32.0, None, 82.0,46
9.5, None,0.0,18.4, None,2019-11-13 11:30:00,28.0, None, 84.0,46
9.6, None,0.0,18.1, None,2019-11-13 11:45:00,31.0, None, 84.0,46
9.5, -1.0,0.0,21.3, None,2019-11-13 12:00:00,25.0, None, 86.0,46
9.5, None,0.0,20.2, None,2019-11-13 12:15:00,22.0, None, 84.0,46
9.7, None,0.0,17.9, None,2019-11-13 12:30:00,30.0, None, 82.0,46
9.7, None,0.0,17.2, None,2019-11-13 12:45:00,34.0, None, 83.0,46
9.6, 0.0,0.0,19.6, None,2019-11-13 13:00:00,27.0, None, 84.0,46
