CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 6.826, 88.1, None,2016-06-10 00:00:00, None, None,14.74, 8.45,166.8, None, None, None, None, None, None,24
None, 6.787, 84.9, None,2016-06-10 01:00:00, None, None,15.51, 8.07,169.3, None, None, None, None, None, None,24
None, 6.377, 88.8, None,2016-06-10 02:00:00, None, None,13.63, 8.9,167.0, None, None, None, None, None, None,24
None, 6.208, 85.2, None,2016-06-10 03:00:00, None, None,58.22, 4.133,60.65, None, None, None, None, None, None,24
None, 5.664, 90.8, None,2016-06-10 04:00:00, None, None,11.48, 7.977,175.3, None, None, None, None, None, None,24
None, 5.817, 88.3, None,2016-06-10 05:00:00, None, None,10.54, 8.52,163.7, None, None, None, None, None, None,24
None, 6.284, 89.9, None,2016-06-10 06:00:00, None, None,34.21, 5.95,155.7, None, None, None, None, None, None,24
None, 7.339, 89.0, None,2016-06-10 07:00:00, None, None,20.44, 8.03,170.0, None, None, None, None, None, None,24
None, 7.556, 85.4, None,2016-06-10 08:00:00, None, None,20.92, 9.62,167.3, None, None, None, None, None, None,24
None, 8.56, 83.1, None,2016-06-10 09:00:00, None, None,16.21, 11.63,161.4, None, None, None, None, None, None,24
None, 10.41, 68.43, None,2016-06-10 10:00:00, None, None,37.83, 8.25,166.1, None, None, None, None, None, None,24
None, 8.52, 75.04, None,2016-06-10 11:00:00, None, None,22.14, 13.93,165.5, None, None, None, None, None, None,24
None, 5.66, 91.2, None,2016-06-10 12:00:00, None, None,19.85, 18.12,175.6, None, None, None, None, None, None,24
None, 5.213, 88.5, None,2016-06-10 13:00:00, None, None,27.87, 12.27,160.8, None, None, None, None, None, None,24
None, 6.228, 88.0, None,2016-06-10 14:00:00, None, None,18.86, 11.99,150.9, None, None, None, None, None, None,24
None, 7.825, 76.38, None,2016-06-10 15:00:00, None, None,30.52, 6.917,175.1, None, None, None, None, None, None,24
None, 11.95, 60.68, None,2016-06-10 16:00:00, None, None,42.36, 5.304,183.2, None, None, None, None, None, None,24
None, 10.69, 61.83, None,2016-06-10 17:00:00, None, None,56.14, 5.374,204.2, None, None, None, None, None, None,24
None, 11.85, 53.21, None,2016-06-10 18:00:00, None, None,50.21, 5.858,194.2, None, None, None, None, None, None,24
None, 10.42, 60.12, None,2016-06-10 19:00:00, None, None,61.61, 5.103,224.1, None, None, None, None, None, None,24
None, 9.44, 63.11, None,2016-06-10 20:00:00, None, None,27.26, 6.947,206.5, None, None, None, None, None, None,24
None, 6.804, 74.82, None,2016-06-10 21:00:00, None, None,18.47, 12.0,184.4, None, None, None, None, None, None,24
None, 6.728, 76.76, None,2016-06-10 22:00:00, None, None,14.25, 12.87,168.4, None, None, None, None, None, None,24
None, 5.743, 82.7, None,2016-06-10 23:00:00, None, None,15.86, 13.02,172.7, None, None, None, None, None, None,24
None, 5.474, 88.5, None,2016-06-11 00:00:00, None, None,14.45, 16.81,167.0, None, None, None, None, None, None,24
None, 5.362, 87.2, None,2016-06-11 01:00:00, None, None,13.68, 15.71,164.8, None, None, None, None, None, None,24
None, 5.254, 88.5, None,2016-06-11 02:00:00, None, None,15.3, 16.04,160.7, None, None, None, None, None, None,24
None, 4.921, 91.1, None,2016-06-11 03:00:00, None, None,13.47, 15.92,162.6, None, None, None, None, None, None,24
None, 4.56, 94.4, None,2016-06-11 04:00:00, None, None,13.96, 16.39,162.2, None, None, None, None, None, None,24
None, 4.406, 95.2, None,2016-06-11 05:00:00, None, None,13.68, 17.19,159.4, None, None, None, None, None, None,24
None, 4.596, 95.5, None,2016-06-11 06:00:00, None, None,14.47, 16.04,158.6, None, None, None, None, None, None,24
None, 4.969, 95.2, None,2016-06-11 07:00:00, None, None,17.33, 15.74,157.5, None, None, None, None, None, None,24
None, 5.065, 95.0, None,2016-06-11 08:00:00, None, None,17.34, 15.09,157.4, None, None, None, None, None, None,24
