pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
0.2, 2.408, 72.07, 4.1, 72.0, 20.78, 14.7, 194.0, -2.0, 2.4, 2.1, 1014.9, 0.0, -2.0, 893.0, 0.0,2022-02-19 00:00:00, 893.0,8
0.2, 2.381, 71.76, 4.1, 72.0, 20.63, 14.75, 179.9, -2.0, 2.4, 2.0, 1013.6, 0.0, -2.0, 892.0, 0.0,2022-02-19 01:00:00, 892.0,8
0.2, 2.436, 69.84, 4.1, 70.0, 20.82, 18.63, 187.8, -3.0, 2.4, 2.0, 1011.3, 0.0, -3.0, 890.0, 0.0,2022-02-19 02:00:00, 890.0,8
0.2, 2.593, 67.84, 4.1, 68.0, 19.19, 13.53, 188.6, -3.0, 2.6, 2.0, 1010.1, 0.0, -3.0, 889.0, 0.0,2022-02-19 03:00:00, 889.0,8
0.2, 2.426, 68.73, 4.1, 69.0, 14.1, 21.78, 203.1, -3.0, 2.4, 2.0, 1010.2, 0.0, -3.0, 889.0, 0.0,2022-02-19 04:00:00, 889.0,8
0.2, 2.692, 66.06, 4.1, 66.0, 20.82, 13.29, 202.6, -3.0, 2.7, 2.0, 1009.1, 0.0, -3.0, 888.0, 0.0,2022-02-19 05:00:00, 888.0,8
0.2, 4.138, 57.26, 4.4, 57.0, 17.88, 16.12, 218.0, -3.0, 4.1, 2.0, 1007.9, 0.0, -3.0, 887.0, 0.0,2022-02-19 06:00:00, 887.0,8
0.2, 4.372, 54.93, 4.5, 55.0, 28.52, 14.8, 206.2, -4.0, 4.4, 3.9, 1007.9, 0.0, -4.0, 887.0, 0.0,2022-02-19 07:00:00, 887.0,8
0.0, 4.83, 51.83, 4.8, 52.0, 18.54, 17.41, 232.8, -4.0, 4.8, 3.9, 1006.7, 0.0, -4.0, 886.0, 0.0,2022-02-19 08:00:00, 886.0,8
0.0, 4.425, 52.38, 4.8, 52.0, 19.53, 17.51, 228.3, -4.0, 4.4, 3.9, 1005.7, 0.0, -4.0, 885.0, 0.0,2022-02-19 09:00:00, 885.0,8
0.0, 4.605, 50.75, 5.0, 51.0, 19.03, 17.87, 230.1, -5.0, 4.6, 3.9, 1005.7, 0.0, -5.0, 885.0, 0.0,2022-02-19 10:00:00, 885.0,8
0.0, 5.366, 47.74, 5.6, 48.0, 22.3, 18.2, 226.3, -5.0, 5.4, 3.9, 1005.6, 0.0, -5.0, 885.0, 0.0,2022-02-19 11:00:00, 885.0,8
0.0, 5.789, 46.28, 5.8, 46.0, 22.62, 16.77, 184.9, -5.0, 5.8, 3.9, 1005.6, 0.0, -5.0, 885.0, 0.0,2022-02-19 12:00:00, 885.0,8
0.0, 6.734, 39.88, 6.8, 40.0, 24.11, 18.86, 227.4, -6.0, 6.7, 3.9, 1004.3, 0.0, -6.0, 884.0, 0.0,2022-02-19 13:00:00, 884.0,8
0.0, 4.344, 53.66, 7.5, 54.0, 40.7, 17.44, 254.4, -4.0, 4.3, 3.9, 1004.7, 0.0, -4.0, 884.0, 0.0,2022-02-19 14:00:00, 884.0,8
0.3, 2.43, 77.65, 7.5, 78.0, 21.71, 14.18, 335.1, -1.0, 2.4, 2.3, 1004.9, 0.3, -1.0, 884.0, 0.0,2022-02-19 15:00:00, 884.0,8
0.6, 0.628, 83.9, 7.5, 84.0, 19.14, 17.37, 345.9, -2.0, 0.6, 0.7, 1006.3, 0.3, -2.0, 885.0, 0.0,2022-02-19 16:00:00, 885.0,8
0.8, 0.134, 90.8, 7.5, 91.0, 39.64, 7.243, 312.2, -1.0, 0.1, 0.1, 1006.3, 0.2, -1.0, 885.0, 0.0,2022-02-19 17:00:00, 885.0,8
0.8, -0.086, 86.5, 7.5, 87.0, 54.49, 4.672, 337.0, -2.0, -0.1, -0.2, 1007.3, 0.1, -2.0, 886.0, 0.0,2022-02-19 18:00:00, 886.0,8
0.8, -0.015, 78.59, 0.3, 79.0, 30.36, 5.423, 337.6, -3.0, 0.0, -0.3, 1007.2, 0.0, -3.0, 886.0, 0.0,2022-02-19 19:00:00, 886.0,8
0.8, -0.73, 78.62, 0.3, 79.0, 33.24, 9.98, 337.6, -4.0, -0.7, -0.7, 1007.3, 0.0, -4.0, 886.0, 0.0,2022-02-19 20:00:00, 886.0,8
0.8, -0.583, 73.05, 0.3, 73.0, 19.64, 14.71, 310.2, -4.0, -0.6, -1.0, 1007.3, 0.0, -4.0, 886.0, 0.0,2022-02-19 21:00:00, 886.0,8
0.8, -1.333, 76.72, 0.3, 77.0, 21.05, 6.349, 302.1, -4.0, -1.3, -1.3, 1008.5, 0.0, -4.0, 887.0, 0.0,2022-02-19 22:00:00, 887.0,8
0.8, -1.511, 76.21, 0.3, 76.0, 32.41, 2.648, 328.2, -5.0, -1.5, -1.8, 1008.5, 0.0, -5.0, 887.0, 0.0,2022-02-19 23:00:00, 887.0,8
0.8, -1.816, 83.2, 0.3, 83.0, 23.34, 6.362, 315.8, -4.0, -1.8, -2.0, 1008.4, 0.0, -4.0, 887.0, 0.0,2022-02-20 00:00:00, 887.0,8
0.8, -1.857, 81.5, 0.3, 82.0, 22.35, 5.527, 315.4, -4.0, -1.9, -2.1, 1008.3, 0.0, -4.0, 887.0, 0.0,2022-02-20 01:00:00, 887.0,8
0.8, -2.432, 81.9, 0.3, 82.0, 18.34, 3.135, 340.8, -5.0, -2.4, -2.6, 1008.7, 0.0, -5.0, 887.0, 0.0,2022-02-20 02:00:00, 887.0,8
0.8, -2.756, 90.8, 0.3, 91.0, 35.94, 5.137, 348.9, -4.0, -2.8, -2.7, 1010.2, 0.1, -4.0, 888.0, 0.0,2022-02-20 03:00:00, 888.0,8
0.8, -2.61, 89.9, 0.3, 90.0, 64.02, 1.755, 286.4, -4.0, -2.6, -3.2, 1009.3, 0.0, -4.0, 887.0, 0.0,2022-02-20 04:00:00, 887.0,8
0.8, -2.965, 84.3, 0.3, 84.0, 32.29, 2.671, 359.6, -5.0, -3.0, -3.2, 1009.4, 0.0, -5.0, 887.0, 0.0,2022-02-20 05:00:00, 887.0,8
0.8, -2.662, 77.04, 0.3, 77.0, 19.92, 6.491, 324.9, -6.0, -2.7, -3.2, 1010.5, 0.0, -6.0, 888.0, 0.0,2022-02-20 06:00:00, 888.0,8
0.8, -3.306, 76.63, -2.6, 77.0, 17.97, 6.992, 321.6, -6.0, -3.3, -3.4, 1009.5, 0.0, -6.0, 887.0, 0.0,2022-02-20 07:00:00, 887.0,8
0.8, -2.86, 74.67, -2.6, 75.0, 31.9, 5.053, 338.8, -6.0, -2.9, -3.5, 1010.7, 0.0, -6.0, 888.0, 0.0,2022-02-20 08:00:00, 888.0,8
0.8, -2.088, 71.21, -2.1, 71.0, 20.84, 7.879, 326.6, -6.0, -2.1, -3.5, 1010.5, 0.0, -6.0, 888.0, 0.0,2022-02-20 09:00:00, 888.0,8
0.8, -0.77, 63.01, -0.8, 63.0, 18.89, 9.99, 334.9, -6.0, -0.8, -3.5, 1010.4, 0.0, -6.0, 888.0, 0.0,2022-02-20 10:00:00, 888.0,8
0.8, -0.701, 63.2, -0.6, 63.0, 21.41, 15.12, 337.8, -6.0, -0.7, -3.5, 1010.5, 0.0, -6.0, 888.0, 0.0,2022-02-20 11:00:00, 888.0,8
0.8, -0.754, 65.92, 0.1, 66.0, 23.27, 14.03, 332.7, -6.0, -0.8, -3.5, 1010.5, 0.0, -6.0, 888.0, 0.0,2022-02-20 12:00:00, 888.0,8
0.8, -1.15, 72.07, 0.1, 72.0, 24.52, 15.19, 348.9, -5.0, -1.2, -3.5, 1010.6, 0.1, -5.0, 888.0, 0.0,2022-02-20 13:00:00, 888.0,8
0.8, 0.118, 47.91, 0.2, 48.0, 17.13, 17.34, 334.8, -9.0, 0.1, -3.5, 1009.3, 0.0, -9.0, 887.0, 0.0,2022-02-20 14:00:00, 887.0,8
0.5, -0.235, 51.67, 0.2, 52.0, 18.82, 14.06, 333.6, -8.0, -0.2, -3.5, 1010.6, 0.0, -8.0, 888.0, 0.0,2022-02-20 15:00:00, 888.0,8
0.2, -2.02, 75.07, 0.2, 75.0, 19.89, 17.3, 357.6, -5.0, -2.0, -3.5, 1010.8, 0.0, -5.0, 888.0, 0.0,2022-02-20 16:00:00, 888.0,8
0.0, -2.864, 86.2, 0.2, 86.0, 24.52, 11.25, 348.1, -5.0, -2.9, -3.5, 1011.0, 0.1, -5.0, 888.0, 0.0,2022-02-20 17:00:00, 888.0,8
0.0, -2.94, 78.23, 0.2, 78.0, 14.54, 9.93, 327.5, -6.0, -2.9, -3.5, 1010.9, 0.0, -6.0, 888.0, 0.0,2022-02-20 18:00:00, 888.0,8
0.0, -4.455, 73.5, -3.0, 74.0, 16.39, 13.94, 338.3, -8.0, -4.5, -4.6, 1012.4, 0.0, -8.0, 889.0, 0.0,2022-02-20 19:00:00, 889.0,8
0.0, -7.315, 69.2, -3.0, 69.0, 17.25, 20.5, 334.3, -12.0, -7.3, -7.4, 1012.8, 0.0, -12.0, 889.0, 0.0,2022-02-20 20:00:00, 889.0,8
0.0, -9.18, 68.99, -3.0, 69.0, 16.12, 17.93, 334.3, -13.0, -9.2, -9.1, 1014.1, 0.0, -13.0, 890.0, 0.0,2022-02-20 21:00:00, 890.0,8
0.0, -10.13, 73.13, -3.0, 73.0, 25.24, 13.65, 357.7, -14.0, -10.1, -10.1, 1015.1, 0.0, -14.0, 891.0, 0.0,2022-02-20 22:00:00, 891.0,8
0.0, -10.62, 74.96, -3.0, 75.0, 25.82, 14.8, 4.829, -14.0, -10.6, -10.8, 1016.3, 0.0, -14.0, 892.0, 0.0,2022-02-20 23:00:00, 892.0,8
0.0, -10.66, 71.37, -3.0, 71.0, 22.57, 17.21, 7.603, -14.0, -10.7, -10.9, 1017.5, 0.0, -14.0, 893.0, 0.0,2022-02-21 00:00:00, 893.0,8
0.0, -11.65, 70.59, -3.0, 71.0, 19.62, 16.21, 7.267, -15.0, -11.7, -11.7, 1017.7, 0.0, -15.0, 893.0, 0.0,2022-02-21 01:00:00, 893.0,8
0.0, -12.51, 69.95, -3.0, 70.0, 27.62, 12.11, 20.98, -16.0, -12.5, -12.4, 1018.8, 0.0, -16.0, 894.0, 0.0,2022-02-21 02:00:00, 894.0,8
0.0, -12.96, 65.05, -3.0, 65.0, 22.19, 14.39, 5.561, -18.0, -13.0, -13.2, 1018.9, 0.0, -18.0, 894.0, 0.0,2022-02-21 03:00:00, 894.0,8
0.0, -13.59, 67.94, -3.0, 68.0, 23.1, 15.83, 2.531, -18.0, -13.6, -13.6, 1020.4, 0.0, -18.0, 895.0, 0.0,2022-02-21 04:00:00, 895.0,8
0.0, -14.87, 65.69, -3.0, 66.0, 23.66, 23.74, 352.9, -19.0, -14.9, -14.9, 1020.8, 0.0, -19.0, 895.0, 0.0,2022-02-21 05:00:00, 895.0,8
0.0, -16.16, 63.34, -3.0, 63.0, 23.95, 22.22, 344.8, -21.0, -16.2, -16.2, 1022.1, 0.0, -21.0, 896.0, 0.0,2022-02-21 06:00:00, 896.0,8
0.0, -17.43, 64.42, -16.2, 64.0, 24.41, 24.3, 348.3, -22.0, -17.4, -17.4, 1023.7, 0.0, -22.0, 897.0, 0.0,2022-02-21 07:00:00, 897.0,8
0.0, -17.8, 63.44, -16.2, 63.0, 23.09, 23.16, 353.1, -23.0, -17.8, -18.1, 1025.3, 0.0, -23.0, 898.0, 0.0,2022-02-21 08:00:00, 898.0,8
0.0, -17.51, 58.46, -16.2, 58.0, 21.63, 24.98, 350.4, -23.0, -17.5, -18.1, 1025.6, 0.0, -23.0, 898.0, 0.0,2022-02-21 09:00:00, 898.0,8
0.0, -17.01, 52.75, -16.2, 53.0, 20.04, 23.82, 339.6, -23.0, -17.0, -18.1, 1026.8, 0.0, -23.0, 899.0, 0.0,2022-02-21 10:00:00, 899.0,8
0.0, -16.61, 50.32, -16.2, 50.0, 20.31, 25.61, 342.7, -24.0, -16.6, -18.1, 1026.8, 0.0, -24.0, 899.0, 0.0,2022-02-21 11:00:00, 899.0,8
0.0, -16.56, 51.72, -16.2, 52.0, 22.73, 26.78, 347.2, -23.0, -16.6, -18.1, 1028.0, 0.0, -23.0, 900.0, 0.0,2022-02-21 12:00:00, 900.0,8
0.0, -16.16, 54.26, -16.0, 54.0, 21.04, 22.13, 2.08, -23.0, -16.2, -18.1, 1028.1, 0.0, -23.0, 900.0, 0.0,2022-02-21 13:00:00, 900.0,8
0.0, -16.0, 55.92, -15.8, 56.0, 20.3, 21.13, 8.27, -22.0, -16.0, -18.1, 1028.2, 0.0, -22.0, 900.0, 0.0,2022-02-21 14:00:00, 900.0,8
0.0, -15.6, 53.61, -15.7, 54.0, 23.94, 17.06, 353.2, -22.0, -15.6, -18.1, 1028.2, 0.0, -22.0, 900.0, 0.0,2022-02-21 15:00:00, 900.0,8
0.0, -16.11, 56.76, -15.4, 57.0, 24.45, 15.85, 349.6, -22.0, -16.1, -18.1, 1029.5, 0.0, -22.0, 901.0, 0.0,2022-02-21 16:00:00, 901.0,8
0.0, -16.65, 57.34, -15.4, 57.0, 23.14, 14.75, 350.4, -22.0, -16.7, -18.1, 1029.8, 0.0, -22.0, 901.0, 0.0,2022-02-21 17:00:00, 901.0,8
0.0, -16.77, 56.06, -15.4, 56.0, 22.15, 11.18, 350.0, -23.0, -16.8, -18.1, 1031.2, 0.0, -23.0, 902.0, 0.0,2022-02-21 18:00:00, 902.0,8
0.0, -16.57, 54.01, -16.4, 54.0, 24.08, 10.35, 336.9, -23.0, -16.6, -16.9, 1031.4, 0.0, -23.0, 902.0, 0.0,2022-02-21 19:00:00, 902.0,8
0.0, -16.0, 52.24, -15.9, 52.0, 21.28, 11.43, 327.4, -23.0, -16.0, -16.9, 1031.3, 0.0, -23.0, 902.0, 0.0,2022-02-21 20:00:00, 902.0,8
0.0, -15.58, 52.65, -15.4, 53.0, 22.23, 11.17, 327.0, -22.0, -15.6, -16.9, 1032.3, 0.0, -22.0, 903.0, 0.0,2022-02-21 21:00:00, 903.0,8
0.0, -15.54, 54.44, -15.4, 54.0, 21.47, 13.96, 332.0, -22.0, -15.5, -16.9, 1032.2, 0.0, -22.0, 903.0, 0.0,2022-02-21 22:00:00, 903.0,8
0.0, -15.87, 56.86, -15.4, 57.0, 18.77, 14.99, 325.0, -22.0, -15.9, -16.9, 1032.2, 0.0, -22.0, 903.0, 0.0,2022-02-21 23:00:00, 903.0,8
0.0, -16.43, 54.46, -15.4, 54.0, 16.46, 18.21, 323.6, -23.0, -16.4, -16.9, 1032.3, 0.0, -23.0, 903.0, 0.0,2022-02-22 00:00:00, 903.0,8
0.0, -16.99, 55.22, -15.4, 55.0, 15.18, 18.89, 326.0, -23.0, -17.0, -17.0, 1033.5, 0.0, -23.0, 904.0, 0.0,2022-02-22 01:00:00, 904.0,8
0.0, -17.59, 55.73, -15.4, 56.0, 17.15, 16.11, 328.9, -23.0, -17.6, -17.6, 1033.6, 0.0, -23.0, 904.0, 0.0,2022-02-22 02:00:00, 904.0,8
0.0, -18.12, 57.83, -15.4, 58.0, 33.08, 10.72, 331.4, -24.0, -18.1, -18.2, 1033.6, 0.0, -24.0, 904.0, 0.0,2022-02-22 03:00:00, 904.0,8
0.0, -18.43, 58.64, -15.4, 59.0, 33.11, 7.511, 333.6, -24.0, -18.4, -18.6, 1034.9, 0.0, -24.0, 905.0, 0.0,2022-02-22 04:00:00, 905.0,8
