air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
6.4,6.2, -7999.0,7.1,74.0,2022-02-19 00:00:00,2.0,8
6.2,6.0, -7999.0,7.1,77.0,2022-02-19 01:00:00,3.0,8
6.1,6.0, -7999.0,7.1,98.0,2022-02-19 02:00:00,6.0,8
6.0,5.9, -7999.0,7.1,94.0,2022-02-19 03:00:00,5.0,8
5.4,5.4, -7999.0,7.1,100.0,2022-02-19 04:00:00,5.0,8
5.8,5.3, -7999.0,7.1,94.0,2022-02-19 05:00:00,5.0,8
4.9,4.9, -7999.0,7.1,100.0,2022-02-19 06:00:00,5.0,8
4.5,4.5, -7999.0,4.9,100.0,2022-02-19 07:00:00,4.0,8
4.5,4.5, -7999.0,4.9,92.0,2022-02-19 08:00:00,3.0,8
4.9,4.5, -7999.0,5.0,95.0,2022-02-19 09:00:00,4.0,8
5.3,4.5, -7999.0,5.2,100.0,2022-02-19 10:00:00,5.0,8
5.2,4.5, -7999.0,5.4,100.0,2022-02-19 11:00:00,5.0,8
5.4,4.5, -7999.0,5.5,100.0,2022-02-19 12:00:00,5.0,8
5.3,-3498.0, -7999.0,5.5,100.0,2022-02-19 13:00:00,5.0,8
5.3,-2914.0, -7999.0,5.5,100.0,2022-02-19 14:00:00,5.0,8
5.5,-2914.0, -7999.0,5.6,100.0,2022-02-19 15:00:00,6.0,8
6.3,-2914.0, -7999.0,6.4,100.0,2022-02-19 16:00:00,7.0,8
7.3,-2914.0, -7999.0,7.5,100.0,2022-02-19 17:00:00,7.0,8
6.7,-3496.0, -7999.0,7.5,74.0,2022-02-19 18:00:00,3.0,8
5.6,5.5, -7999.0,6.8,91.0,2022-02-19 19:00:00,4.0,8
5.5,5.2, -7999.0,6.8,84.0,2022-02-19 20:00:00,3.0,8
4.3,4.4, -7999.0,6.8,100.0,2022-02-19 21:00:00,4.0,8
4.3,4.1, -7999.0,6.8,100.0,2022-02-19 22:00:00,4.0,8
4.3,4.1, -7999.0,6.8,100.0,2022-02-19 23:00:00,4.0,8
4.6,4.1, -7999.0,6.8,100.0,2022-02-20 00:00:00,5.0,8
4.2,4.0, -7999.0,6.8,100.0,2022-02-20 01:00:00,4.0,8
4.6,3.9, -7999.0,6.8,100.0,2022-02-20 02:00:00,5.0,8
4.5,3.9, -7999.0,6.8,97.0,2022-02-20 03:00:00,4.0,8
None,-5832.0, -7999.0,6.8,0.0,2022-02-20 04:00:00,940.0,8
None,6999.0, -7999.0,6.8,0.0,2022-02-20 05:00:00,988.0,8
3.7,-3498.0, -7999.0,6.8,100.0,2022-02-20 06:00:00,4.0,8
3.6,3.5, -7999.0,3.7,100.0,2022-02-20 07:00:00,3.0,8
3.4,3.3, -7999.0,3.7,100.0,2022-02-20 08:00:00,3.0,8
3.3,3.1, -7999.0,3.7,99.0,2022-02-20 09:00:00,3.0,8
3.6,3.1, -7999.0,3.9,100.0,2022-02-20 10:00:00,4.0,8
4.4,3.1, -7999.0,5.0,83.0,2022-02-20 11:00:00,2.0,8
4.5,3.1, -7999.0,5.0,81.0,2022-02-20 12:00:00,1.0,8
5.2,3.1, -7999.0,5.6,70.0,2022-02-20 13:00:00,0.0,8
6.1,3.1, -7999.0,6.1,64.0,2022-02-20 14:00:00,0.0,8
5.9,3.1, -7999.0,6.3,64.0,2022-02-20 15:00:00,0.0,8
