pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -6.722, 91.1, None, None, None, 19.97, 0.0, 16.97, 146.8, -8.0, -6.7, -7.6, 0.0, -8.0, -6.3, 91.0, None,2022-11-12 00:00:00, 28.0, 28.36,46
None, None, -6.925, 91.3, None, None, None, 20.5, 0.0, 14.34, 144.1, -8.0, -6.9, -7.6, 0.0, -8.0, -6.3, 91.0, None,2022-11-12 01:00:00, 28.0, 28.45,46
None, None, -7.769, 91.4, None, None, None, 23.7, 0.0, 9.52, 138.7, -9.0, -7.8, -7.8, 0.0, -9.0, -6.3, 91.0, None,2022-11-12 02:00:00, 28.0, 28.29,46
None, None, -8.2, 91.7, None, None, None, 23.91, 0.0, 12.4, 146.2, -9.0, -8.2, -8.4, 0.0, -9.0, -6.3, 92.0, None,2022-11-12 03:00:00, 28.0, 28.3,46
None, None, -8.33, 92.2, None, None, None, 23.36, 0.0, 7.954, 119.3, -9.0, -8.3, -8.8, 0.0, -9.0, -6.3, 92.0, None,2022-11-12 04:00:00, 28.0, 28.22,46
None, None, -8.8, 91.6, None, None, None, 19.76, 0.0, 10.63, 129.5, -9.0, -8.8, -9.1, 0.0, -9.0, -6.3, 92.0, None,2022-11-12 05:00:00, 28.0, 28.01,46
None, None, -9.21, 91.4, None, None, None, 17.01, 0.0, 11.18, 145.8, -10.0, -9.2, -9.3, 0.0, -10.0, -6.3, 91.0, None,2022-11-12 06:00:00, 28.0, 28.23,46
None, None, -9.34, 91.0, None, None, None, 19.37, 0.0, 11.78, 129.7, -10.0, -9.3, -9.4, 0.0, -10.0, -8.9, 91.0, None,2022-11-12 07:00:00, 28.0, 28.03,46
None, None, -8.4, 91.2, None, None, None, 25.97, 1.0, 8.15, 108.8, -10.0, -8.4, -9.4, 0.0, -10.0, -8.5, 91.0, None,2022-11-12 08:00:00, 28.0, 28.36,46
None, None, -8.08, 90.6, None, None, None, 15.92, 0.0, 9.15, 108.7, -10.0, -8.1, -9.4, 0.1, -10.0, -7.9, 91.0, None,2022-11-12 09:00:00, 28.0, 28.16,46
