RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
94.4, None, None, None, 3.437, 283.1, -11.0, -10.4, None, None, None, None, None, 15.0, None, 15.43, None, None, -10.19, None, -8.4, 94.0, None, 8.57, None, -10.2, 0.0, 0.0,2022-11-12 00:00:00,46
94.2, None, None, None, 2.775, 286.9, -11.0, -10.4, None, None, None, None, None, 15.0, None, 15.49, None, None, -9.96, None, -8.4, 94.0, None, 11.67, None, -10.0, 0.2, 0.0,2022-11-12 01:00:00,46
94.9, None, None, None, 3.015, 284.0, -10.0, -10.4, None, None, None, None, None, 15.0, None, 15.46, None, None, -9.57, None, -8.4, 95.0, None, 7.507, None, -9.6, 0.1, 0.0,2022-11-12 02:00:00,46
94.6, None, None, None, 1.589, 284.3, -10.0, -10.4, None, None, None, None, None, 15.0, None, 15.42, None, None, -9.13, None, -8.4, 95.0, None, 13.22, None, -9.1, 0.2, 0.0,2022-11-12 03:00:00,46
93.6, None, None, None, 2.15, 279.6, -11.0, -10.4, None, None, None, None, None, 15.0, None, 15.42, None, None, -10.39, None, -8.4, 94.0, None, 8.91, None, -10.4, -0.5, 0.0,2022-11-12 04:00:00,46
94.1, None, None, None, 3.477, 281.0, -11.0, -10.9, None, None, None, None, None, 15.0, None, 15.46, None, None, -10.43, None, -8.4, 94.0, None, 5.763, None, -10.4, 0.1, 0.0,2022-11-12 05:00:00,46
92.9, None, None, None, 2.455, 280.7, -11.0, -10.9, None, None, None, None, None, 15.0, None, 15.46, None, None, -9.76, None, -8.4, 93.0, None, 9.55, None, -9.8, 0.4, 0.0,2022-11-12 06:00:00,46
95.6, None, None, None, 2.244, 273.5, -10.0, -9.8, None, None, None, None, None, 15.0, None, 15.46, None, None, -9.15, None, -9.2, 96.0, None, 9.8, None, -9.2, 0.0, 0.0,2022-11-12 07:00:00,46
94.4, None, None, None, 1.786, 264.8, -9.0, -9.8, None, None, None, None, None, 16.0, None, 15.58, None, None, -7.828, None, -7.8, 94.0, None, 31.18, None, -7.8, 0.4, 0.0,2022-11-12 08:00:00,46
92.5, None, None, None, 0.211, 136.8, -7.0, -9.8, None, None, None, None, None, 15.0, None, 15.46, None, None, -6.442, None, -6.5, 93.0, None, 66.34, None, -6.4, 0.4, 0.0,2022-11-12 09:00:00,46
90.2, None, None, None, 1.661, 99.1, -7.0, -9.8, None, None, None, None, None, 15.0, None, 15.49, None, None, -5.353, None, -5.3, 90.0, None, 20.85, None, -5.4, 0.2, 0.0,2022-11-12 10:00:00,46
86.5, None, None, None, 2.272, 96.7, -6.0, -9.8, None, None, None, None, None, 15.0, None, 15.27, None, None, -4.716, None, -3.7, 87.0, None, 26.18, None, -4.7, 0.1, 0.0,2022-11-12 11:00:00,46
87.8, None, None, None, 1.429, 90.3, -6.0, -9.8, None, None, None, None, None, 16.0, None, 15.58, None, None, -4.414, None, -3.7, 88.0, None, 21.56, None, -4.4, 0.0, 1.0,2022-11-12 12:00:00,46
85.9, None, None, None, 1.442, 90.9, -6.0, -9.8, None, None, None, None, None, 15.0, None, 15.36, None, None, -4.266, None, -3.7, 86.0, None, 24.65, None, -4.3, 0.1, 0.0,2022-11-12 13:00:00,46
87.5, None, None, None, 0.978, 95.1, -6.0, -9.8, None, None, None, None, None, 16.0, None, 15.61, None, None, -3.983, None, -3.7, 88.0, None, 19.03, None, -4.0, 0.0, 0.0,2022-11-12 14:00:00,46
85.2, None, None, None, 0.149, 134.2, -6.0, -9.8, None, None, None, None, None, 15.0, None, 15.45, None, None, -4.047, None, -3.6, 85.0, None, 26.03, None, -4.0, -0.1, 0.0,2022-11-12 15:00:00,46
93.0, None, None, None, 0.0, 269.7, -6.0, -9.8, None, None, None, None, None, 16.0, None, 15.52, None, None, -4.734, None, -3.6, 93.0, None, 40.14, None, -4.7, -0.2, 0.0,2022-11-12 16:00:00,46
