air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
-8.5, -8.54, 91.0, -8.6, 91.0, -10.7,2022-11-12 00:00:00, -10.0,46
-8.5, -8.54, 91.0, -8.3, 91.0, -10.7,2022-11-12 01:00:00, -9.0,46
-8.5, -8.51, 91.2, -8.3, 91.0, -10.7,2022-11-12 02:00:00, -10.0,46
-8.9, -8.88, 91.1, -8.3, 91.0, -10.7,2022-11-12 03:00:00, -10.0,46
-8.6, -8.59, 90.4, -8.3, 90.0, -10.7,2022-11-12 04:00:00, -10.0,46
-9.5, -9.54, 90.1, -8.3, 90.0, -10.7,2022-11-12 05:00:00, -11.0,46
-10.4, -10.41, 90.6, -8.3, 91.0, -10.7,2022-11-12 06:00:00, -12.0,46
-8.6, -8.6, 91.8, -8.5, 92.0, -10.4,2022-11-12 07:00:00, -10.0,46
-9.5, -9.54, 90.2, -8.5, 90.0, -10.4,2022-11-12 08:00:00, -11.0,46
-7.9, -7.917, 89.7, -7.9, 90.0, -10.4,2022-11-12 09:00:00, -9.0,46
-5.4, -5.439, 79.67, -5.2, 80.0, -10.4,2022-11-12 10:00:00, -8.0,46
-5.3, -5.252, 84.6, -5.1, 85.0, -10.4,2022-11-12 11:00:00, -7.0,46
-4.8, -4.829, 86.4, -4.8, 86.0, -10.4,2022-11-12 12:00:00, -6.0,46
-4.5, -4.469, 87.9, -4.4, 88.0, -10.4,2022-11-12 13:00:00, -6.0,46
-4.3, -4.323, 86.6, -3.5, 87.0, -10.4,2022-11-12 14:00:00, -6.0,46
-4.0, -3.968, 86.7, -3.5, 87.0, -10.4,2022-11-12 15:00:00, -6.0,46
-4.1, -4.129, 89.7, -3.5, 90.0, -10.4,2022-11-12 16:00:00, -6.0,46
-4.4, -4.358, 91.2, -3.5, 91.0, -10.4,2022-11-12 17:00:00, -5.0,46
-4.7, -4.719, 90.3, -3.5, 90.0, -10.4,2022-11-12 18:00:00, -6.0,46
-4.8, -4.781, 92.3, -4.4, 92.0, -4.9,2022-11-12 19:00:00, -6.0,46
-4.7, -4.694, 92.7, -4.4, 93.0, -4.9,2022-11-12 20:00:00, -6.0,46
-4.9, -4.908, 93.3, -4.4, 93.0, -4.9,2022-11-12 21:00:00, -6.0,46
-5.2, -5.214, 93.2, -4.4, 93.0, -5.2,2022-11-12 22:00:00, -6.0,46
-5.6, -5.57, 93.7, -4.4, 94.0, -5.8,2022-11-12 23:00:00, -6.0,46
-5.3, -5.336, 94.1, -4.4, 94.0, -5.8,2022-11-13 00:00:00, -6.0,46
-6.4, -6.423, 93.8, -4.4, 94.0, -6.5,2022-11-13 01:00:00, -7.0,46
-6.9, -6.947, 93.6, -4.4, 94.0, -7.1,2022-11-13 02:00:00, -8.0,46
-7.2, -7.156, 93.2, -4.4, 93.0, -7.2,2022-11-13 03:00:00, -8.0,46
-7.5, -7.458, 93.4, -4.4, 93.0, -7.7,2022-11-13 04:00:00, -8.0,46
-7.8, -7.758, 93.5, -4.4, 94.0, -8.3,2022-11-13 05:00:00, -9.0,46
-7.9, -7.91, 93.0, -4.4, 93.0, -8.6,2022-11-13 06:00:00, -9.0,46
-8.6, -8.63, 91.7, -7.5, 92.0, -8.4,2022-11-13 07:00:00, -10.0,46
-8.8, -8.8, 91.6, -7.5, 92.0, -9.1,2022-11-13 08:00:00, -10.0,46
-8.8, -8.75, 91.5, -7.5, 92.0, -9.1,2022-11-13 09:00:00, -10.0,46
-6.1, -6.092, 87.0, -6.3, 87.0, -9.1,2022-11-13 10:00:00, -8.0,46
-5.4, -5.389, 81.4, -5.0, 81.0, -9.1,2022-11-13 11:00:00, -8.0,46
-5.2, -5.172, 90.1, -5.0, 90.0, -9.1,2022-11-13 12:00:00, -6.0,46
-4.8, -4.76, 86.0, -4.2, 86.0, -9.1,2022-11-13 13:00:00, -7.0,46
-5.2, -5.201, 92.3, -4.2, 92.0, -9.1,2022-11-13 14:00:00, -6.0,46
-5.3, -5.305, 93.9, -4.2, 94.0, -9.1,2022-11-13 15:00:00, -6.0,46
-5.2, -5.214, 94.2, -4.2, 94.0, -9.1,2022-11-13 16:00:00, -6.0,46
-6.0, -6.003, 94.4, -4.2, 94.0, -9.1,2022-11-13 17:00:00, -7.0,46
-5.3, -5.301, 95.0, -4.2, 95.0, -9.1,2022-11-13 18:00:00, -6.0,46
-6.1, -6.082, 94.6, -5.0, 95.0, -6.2,2022-11-13 19:00:00, -7.0,46
