RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
22.68, None, None, None, 5.854, 283.6, None, None, -23.0, None, None, None, None, None, None, None, None, -7.42, None, None, None, None, 9.01, None, None, None, None, None,2020-01-01 00:00:00, None,1
22.6, None, None, None, 4.347, 279.7, None, None, -23.0, None, None, None, None, None, None, None, None, -7.16, None, None, None, None, 10.15, None, None, None, None, None,2020-01-01 01:00:00, None,1
22.55, None, None, None, 4.084, 280.5, None, None, -23.0, None, None, None, None, None, None, None, None, -7.01, None, None, None, None, 10.49, None, None, None, None, None,2020-01-01 02:00:00, None,1
22.49, None, None, None, 4.161, 279.9, None, None, -23.0, None, None, None, None, None, None, None, None, -6.813, None, None, None, None, 11.3, None, None, None, None, None,2020-01-01 03:00:00, None,1
22.37, None, None, None, 4.149, 279.9, None, None, -23.0, None, None, None, None, None, None, None, None, -6.399, None, None, None, None, 12.15, None, None, None, None, None,2020-01-01 04:00:00, None,1
22.17, None, None, None, 3.924, 271.9, None, None, -22.0, None, None, None, None, None, None, None, None, -5.733, None, None, None, None, 18.51, None, None, None, None, None,2020-01-01 05:00:00, None,1
22.02, None, None, None, 4.806, 283.0, None, None, -22.0, None, None, None, None, None, None, None, None, -5.245, None, None, None, None, 16.7, None, None, None, None, None,2020-01-01 06:00:00, None,1
22.0, None, None, None, 7.83, 297.6, None, None, -22.0, None, None, None, None, None, None, None, None, -5.167, None, None, None, None, 11.6, None, None, None, None, None,2020-01-01 07:00:00, None,1
21.89, None, None, None, 8.27, 293.3, None, None, -21.0, None, None, None, None, None, None, None, None, -4.798, None, None, None, None, 18.24, None, None, None, None, None,2020-01-01 08:00:00, None,1
21.82, None, None, None, 6.865, 285.8, None, None, -21.0, None, None, None, None, None, None, None, None, -4.556, None, None, None, None, 24.06, None, None, None, None, None,2020-01-01 09:00:00, None,1
