pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 1.827, None, None, None, None, 50.88, None, 0.319, 308.6, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 00:00:00, None, None, 62.4, None,1
None, 1.694, None, None, None, None, 59.18, None, 0.183, 329.2, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 01:00:00, None, None, 62.3, None,1
None, 1.419, None, None, None, None, 47.34, None, 0.299, 351.8, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 02:00:00, None, None, 62.27, None,1
None, 1.115, None, None, None, None, 36.06, None, 0.285, 123.6, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 03:00:00, None, None, 62.1, None,1
None, 0.128, None, None, None, None, 15.39, None, 0.904, 123.6, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 04:00:00, None, None, 61.68, None,1
None, -0.175, None, None, None, None, 40.22, None, 1.135, 116.2, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 05:00:00, None, None, 61.21, None,1
None, -0.108, None, None, None, None, 74.0, None, 0.066, 71.7, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 06:00:00, None, None, 61.67, None,1
None, 0.072, None, None, None, None, 37.44, None, 0.278, 342.9, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 07:00:00, None, None, 61.93, None,1
None, 0.043, None, None, None, None, 35.0, None, 0.288, 351.0, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 08:00:00, None, None, 61.91, None,1
None, 0.09, None, None, None, None, 50.1, None, 0.224, 62.64, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 09:00:00, None, None, 61.65, None,1
None, 0.271, None, None, None, None, 62.52, None, 0.144, 1.601, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 10:00:00, None, None, 64.7, None,1
None, -0.137, None, None, None, None, 64.66, None, 0.132, 102.7, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 11:00:00, None, None, 61.95, None,1
None, -1.068, None, None, None, None, 50.56, None, 0.22, 126.0, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 12:00:00, None, None, 64.11, None,1
None, -1.676, None, None, None, None, 55.42, None, 0.194, 117.8, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 13:00:00, None, None, 65.86, None,1
None, -2.857, None, None, None, None, 51.68, None, 0.214, 129.6, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 14:00:00, None, None, 67.16, None,1
None, -2.827, None, None, None, None, 49.98, None, 0.223, 136.1, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 15:00:00, None, None, 67.79, None,1
None, -3.323, None, None, None, None, 49.39, None, 0.227, 100.4, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 16:00:00, None, None, 66.23, None,1
None, -3.752, None, None, None, None, 32.07, None, 0.301, 113.3, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 17:00:00, None, None, 68.15, None,1
None, -3.991, None, None, None, None, 48.84, None, 0.227, 128.2, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 18:00:00, None, None, 68.26, None,1
None, -4.173, None, None, None, None, 37.59, None, 0.28, 110.2, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 19:00:00, None, None, 67.76, None,1
