CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,0.512, None, None, None, None,11.33,29.41, None,236.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2019-09-24 00:00:00, None, None, None, None,39
None,0.272, None, None, None, None,15.29,24.98, None,233.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 01:00:00, None, None, None, None,39
None,0.272, None, None, None, None,15.99,20.59, None,231.2, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 02:00:00, None, None, None, None,39
None,0.033, None, None, None, None,13.84,24.85, None,248.1, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 03:00:00, None, None, None, None,39
None,0.033, 99.2, None, None, None,17.24,23.61, None,253.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 04:00:00, None, None, None, None,39
None,-0.159, 98.1, None, None, None,15.35,30.67, None,251.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 05:00:00, None, None, None, None,39
None,-0.303, 98.0, None, None, None,12.85,30.05, None,250.9, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-24 06:00:00, None, None, None, None,39
None,-0.494, None, None, None, None,8.88,30.5, None,251.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 07:00:00, None, None, None, None,39
None,-0.734, None, None, None, None,9.9,26.43, None,250.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-24 08:00:00, None, None, None, None,39
None,-0.974, None, None, None, None,12.12,24.46, None,256.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-24 09:00:00, None, None, None, None,39
None,-0.782, None, None, None, None,9.88,24.48, None,253.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-24 10:00:00, None, None, None, None,39
None,-0.447, None, None, None, None,14.9,18.52, None,245.6, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 11:00:00, None, None, None, None,39
None,-0.063, None, None, None, None,17.39,15.51, None,248.7, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 12:00:00, None, None, None, None,39
None,0.033, None, None, None, None,12.68,17.12, None,243.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 13:00:00, None, None, None, None,39
None,0.033, None, None, None, None,12.36,14.3, None,250.4, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 14:00:00, None, None, None, None,39
None,0.164, None, None, None, None,12.41,20.99, None,257.9, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 15:00:00, None, None, None, None,39
None,0.734, None, None, None, None,10.2,22.68, None,255.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2019-09-24 16:00:00, None, None, None, None,39
None,0.391, 101.7, None, None, None,9.57,25.7, None,256.9, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 17:00:00, None, None, None, None,39
None,0.535, 97.2, None, None, None,11.11,22.98, None,253.7, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 19:00:00, None, None, None, None,39
None,-0.471, None, None, None, None,9.78,25.89, None,257.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2019-09-24 20:00:00, None, None, None, None,39
None,-0.95, None, None, None, None,11.35,24.61, None,258.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-24 21:00:00, None, None, None, None,39
None,-1.373, None, None, None, None,9.54,25.0, None,253.6, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-24 22:00:00, None, None, None, None,39
None,-1.551, None, None, None, None,17.92,21.86, None,250.5, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-24 23:00:00, None, None, None, None,39
None,-1.596, None, None, None, None,11.44,24.79, None,261.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 00:00:00, None, None, None, None,39
None,-1.74, None, None, None, None,10.44,21.82, None,263.9, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 01:00:00, None, None, None, None,39
None,-1.788, None, None, None, None,10.91,19.23, None,258.4, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 02:00:00, None, None, None, None,39
None,-1.932, None, None, None, None,11.82,17.86, None,261.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 03:00:00, None, None, None, None,39
None,-2.075, None, None, None, None,11.53,14.9, None,260.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 04:00:00, None, None, None, None,39
None,-2.457, None, None, None, None,11.32,10.07, None,260.4, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 05:00:00, None, None, None, None,39
None,-2.405, None, None, None, None,12.48,7.89, None,275.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 06:00:00, None, None, None, None,39
None,-2.591, None, None, None, None,50.64,2.329, None,306.3, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2019-09-25 07:00:00, None, None, None, None,39
None,-2.389, None, None, None, None,29.19,3.555, None,91.9, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 08:00:00, None, None, None, None,39
None,-2.148, 102.7, None, None, None,22.94,5.399, None,147.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 09:00:00, None, None, None, None,39
None,-1.477, 96.8, None, None, None,12.24,11.3, None,129.5, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 10:00:00, None, None, None, None,39
None,-1.1, 96.9, None, None, None,19.3,11.04, None,157.7, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-25 11:00:00, None, None, None, None,39
None,0.177, 83.3, None, None, None,14.4,14.48, None,164.9, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2019-09-25 12:00:00, None, None, None, None,39
None,-0.83, 98.8, None, None, None,24.15,13.61, None,190.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-25 13:00:00, None, None, None, None,39
None,-0.551, 95.1, None, None, None,17.67,14.72, None,225.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-25 14:00:00, None, None, None, None,39
None,-0.554, 95.3, None, None, None,16.45,14.77, None,237.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2019-09-25 15:00:00, None, None, None, None,39
