CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-0.192,99.3, None, None, None, 0.922, None, 163.1, 0.0, None, None, None, None, None,2019-09-17 00:00:00,38
-0.41,99.3, None, None, None, 0.878, None, 166.0, 0.0, None, None, None, None, None,2019-09-17 01:00:00,38
-0.57,99.4, None, None, None, 0.768, None, 163.7, 0.0, None, None, None, None, None,2019-09-17 02:00:00,38
-0.637,99.3, None, None, None, 0.496, None, 162.1, 0.0, None, None, None, None, None,2019-09-17 03:00:00,38
-0.877,99.3, None, None, None, 1.023, None, 161.1, 0.0, None, None, None, None, None,2019-09-17 04:00:00,38
-0.95,99.3, None, None, None, 0.7, None, 159.2, 0.0, None, None, None, None, None,2019-09-17 05:00:00,38
-1.109,99.1, None, None, None, 0.259, None, 156.3, 0.0, None, None, None, None, None,2019-09-17 06:00:00,38
-1.299,99.0, None, None, None, 0.261, None, 157.4, 0.0, None, None, None, None, None,2019-09-17 07:00:00,38
-1.489,98.8, None, None, None, 0.297, None, 157.3, 0.0, None, None, None, None, None,2019-09-17 08:00:00,38
-1.484,98.4, None, None, None, 1.247, None, 158.1, 0.0, None, None, None, None, None,2019-09-17 09:00:00,38
-0.855,97.9, None, None, None, 4.696, None, 166.8, 0.0, None, None, None, None, None,2019-09-17 10:00:00,38
-0.469,98.9, None, None, None, 15.29, None, 141.5, 0.0, None, None, None, None, None,2019-09-17 11:00:00,38
-0.853,98.3, None, None, None, 11.05, None, 150.9, None, None, None, None, None, None,2019-09-17 12:00:00,38
-0.214,98.7, None, None, None, 13.5, None, 146.5, 0.0, None, None, None, None, None,2019-09-17 13:00:00,38
-0.324,98.8, None, None, None, 10.78, None, 146.6, 0.0, None, None, None, None, None,2019-09-17 14:00:00,38
-0.28,99.0, None, None, None, 4.361, None, 143.8, 0.0, None, None, None, None, None,2019-09-17 15:00:00,38
0.053,98.1, None, None, None, 11.5, None, 149.8, 0.0, None, None, None, None, None,2019-09-17 16:00:00,38
-0.405,98.9, None, None, None, 9.44, None, 146.0, 0.0, None, None, None, None, None,2019-09-17 17:00:00,38
-0.393,99.0, None, None, None, 5.464, None, 151.2, 0.0, None, None, None, None, None,2019-09-17 18:00:00,38
-0.845,99.1, None, None, None, 1.802, None, 145.6, 0.0, None, None, None, None, None,2019-09-17 19:00:00,38
-1.375,98.8, None, None, None, 0.867, None, 145.2, 0.0, None, None, None, None, None,2019-09-17 20:00:00,38
-1.68,98.4, None, None, None, 0.548, None, 148.3, 0.0, None, None, None, None, None,2019-09-17 21:00:00,38
-1.614,98.5, None, None, None, 2.212, None, 154.3, 0.0, None, None, None, None, None,2019-09-17 22:00:00,38
