wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
317.0, 59.0, 4.2,0.0, 2.1,3.6, 9.7,9.0, 301.0, 0.0, 0.0,65.0,2021-06-18 00:00:00,25,
328.0, None, None,0.0, None,3.0, None,7.5, None, None, None,75.0,2021-06-18 01:00:00,25,
342.0, 65.0, 3.6,0.0, 2.8,4.0, 9.0,6.1, 317.0, 0.0, 0.0,81.0,2021-06-18 02:00:00,25,
0.0, 75.0, 3.0,0.0, 3.4,5.0, 7.5,5.6, 328.0, 0.0, 0.0,84.0,2021-06-18 03:00:00,25,
73.0, None, None,0.0, None,2.7, None,5.4, None, None, None,89.0,2021-06-18 04:00:00,25,
296.0, 84.0, 5.0,0.0, 3.1,3.0, 5.6,7.7, 0.0, 0.0, None,80.0,2021-06-18 05:00:00,25,
209.0, None, None,0.0, None,3.7, None,13.6, None, None, None,55.0,2021-06-18 06:00:00,25,
187.0, None, None,0.0, None,4.5, None,15.7, None, None, None,47.0,2021-06-18 07:00:00,25,
182.0, None, None,0.0, None,7.5, None,16.3, None, None, None,51.0,2021-06-18 08:00:00,25,
146.0, None, None,0.0, None,7.5, None,16.5, None, None, None,50.0,2021-06-18 09:00:00,25,
193.0, None, None,0.0, None,7.9, None,17.6, None, None, None,43.0,2021-06-18 10:00:00,25,
271.0, None, None,0.0, None,7.2, None,19.2, None, None, None,34.0,2021-06-18 11:00:00,25,
274.0, None, None,0.0, None,8.6, None,20.3, None, None, None,27.0,2021-06-18 12:00:00,25,
261.0, 34.0, 7.2,0.0, 3.0,8.9, 19.2,21.1, 271.0, 0.0, 0.0,27.0,2021-06-18 13:00:00,25,
272.0, None, None,0.0, None,9.2, None,19.4, None, None, None,31.0,2021-06-18 14:00:00,25,
286.0, 27.0, 8.9,0.0, 1.4,3.9, 21.1,18.6, 261.0, 0.0, 0.0,37.0,2021-06-18 15:00:00,25,
