wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
33.0, 59.0, 8.1,0.0, 3.1,7.1, 10.8,8.2, 18.0, 0.0, 0.0,72.0,2021-06-18 00:00:00,25
25.0, None, None,0.0, None,8.5, None,7.3, None, None, None,75.0,2021-06-18 01:00:00,25
49.0, 72.0, 7.1,0.0, 3.5,6.5, 8.2,6.7, 33.0, 0.0, 0.0,76.0,2021-06-18 02:00:00,25
21.0, 75.0, 8.5,0.0, 3.2,8.6, 7.3,6.1, 25.0, 0.0, 0.0,79.0,2021-06-18 03:00:00,25
31.0, None, None,0.0, None,4.8, None,6.0, None, None, None,79.0,2021-06-18 04:00:00,25
45.0, 79.0, 8.6,0.0, 2.7,5.4, 6.1,10.5, 21.0, 0.0, None,60.0,2021-06-18 05:00:00,25
232.0, 79.0, 4.8,0.0, 2.6,2.6, 6.0,13.6, 31.0, 0.0, 0.0,53.0,2021-06-18 06:00:00,25
253.0, None, None,0.0, None,3.3, None,18.1, None, None, None,40.0,2021-06-18 07:00:00,25
186.0, None, None,0.0, None,5.6, None,21.3, None, None, None,32.0,2021-06-18 08:00:00,25
216.0, None, None,0.0, None,14.6, None,23.6, None, None, None,23.0,2021-06-18 09:00:00,25
218.0, None, None,0.0, None,14.5, None,25.0, None, None, None,22.0,2021-06-18 10:00:00,25
197.0, None, None,0.0, None,14.1, None,26.1, None, None, None,19.0,2021-06-18 11:00:00,25
187.0, None, None,0.0, None,13.6, None,26.6, None, None, None,20.0,2021-06-18 12:00:00,25
166.0, 19.0, 14.1,0.0, 0.7,14.5, 26.1,26.9, 197.0, 0.0, 0.0,22.0,2021-06-18 13:00:00,25
201.0, None, None,0.0, None,13.8, None,25.8, None, None, None,22.0,2021-06-18 14:00:00,25
215.0, None, None,0.0, None,13.2, None,27.3, None, None, None,19.0,2021-06-18 15:00:00,25
206.0, 22.0, 13.8,0.0, 2.5,16.5, 25.8,27.2, 201.0, 0.0, None,19.0,2021-06-18 16:00:00,25
188.0, None, None,0.0, None,9.9, None,25.4, None, None, None,22.0,2021-06-18 17:00:00,25
248.0, None, None,0.0, None,3.2, None,23.8, None, None, None,25.0,2021-06-18 18:00:00,25
21.0, 22.0, 9.9,0.0, 2.2,8.1, 25.4,19.9, 188.0, 0.0, None,45.0,2021-06-18 19:00:00,25
19.0, 25.0, 3.2,0.0, 2.6,4.9, 23.8,17.8, 248.0, 0.0, None,50.0,2021-06-18 20:00:00,25
41.0, None, None,0.0, None,7.9, None,15.6, None, None, None,54.0,2021-06-18 21:00:00,25
44.0, None, None,0.0, None,7.8, None,13.8, None, None, None,62.0,2021-06-18 22:00:00,25
54.0, None, None,0.0, None,6.9, None,12.9, None, None, None,63.0,2021-06-18 23:00:00,25
23.0, 62.0, 7.8,0.0, 6.7,8.2, 13.8,12.1, 44.0, 0.0, 0.0,65.0,2021-06-19 00:00:00,25
55.0, 63.0, 6.9,0.0, 6.0,5.8, 12.9,10.7, 54.0, 0.0, 0.0,73.0,2021-06-19 01:00:00,25
36.0, 65.0, 8.2,0.0, 5.7,7.0, 12.1,9.6, 23.0, 0.0, 0.0,77.0,2021-06-19 02:00:00,25
28.0, 73.0, 5.8,0.0, 6.1,7.1, 10.7,8.8, 55.0, 0.0, 0.0,79.0,2021-06-19 03:00:00,25
