AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
15.2,0.0, 10.3, 0.002,2020-07-22 00:00:00, 225.0,91.0,30
15.1,0.0, 11.5, None,2020-07-22 00:15:00, 222.0,91.0,30
15.0,0.0, 9.9, None,2020-07-22 00:30:00, 220.0,91.0,30
15.0,0.0, 10.2, None,2020-07-22 00:45:00, 253.0,91.0,30
15.1,0.0, 11.9, 0.0,2020-07-22 01:00:00, 221.0,91.0,30
14.7,0.0, 11.1, None,2020-07-22 01:15:00, 230.0,92.0,30
14.8,0.0, 13.2, None,2020-07-22 01:30:00, 224.0,92.0,30
14.8,0.0, 12.5, None,2020-07-22 01:45:00, 223.0,92.0,30
14.1,0.0, 9.9, 0.002,2020-07-22 02:00:00, 260.0,94.0,30
13.8,0.0, 10.2, None,2020-07-22 02:15:00, 224.0,95.0,30
13.9,0.0, 9.3, None,2020-07-22 02:30:00, 231.0,95.0,30
14.1,0.0, 11.5, None,2020-07-22 02:45:00, 224.0,94.0,30
14.0,0.0, 13.5, 0.002,2020-07-22 03:00:00, 211.0,94.0,30
14.0,0.0, 11.1, None,2020-07-22 03:15:00, 219.0,95.0,30
14.1,0.0, 11.7, None,2020-07-22 03:30:00, 216.0,94.0,30
14.0,0.0, 10.5, None,2020-07-22 03:45:00, 212.0,94.0,30
14.0,0.0, 10.3, 0.003,2020-07-22 04:00:00, 224.0,94.0,30
13.9,0.0, 8.8, None,2020-07-22 04:15:00, 237.0,94.0,30
13.8,0.0, 7.9, None,2020-07-22 04:30:00, 240.0,95.0,30
13.6,0.0, 10.2, None,2020-07-22 04:45:00, 231.0,95.0,30
13.6,0.0, 10.0, 0.002,2020-07-22 05:00:00, 216.0,95.0,30
13.7,0.0, 10.0, None,2020-07-22 05:15:00, 218.0,95.0,30
13.8,0.0, 8.8, None,2020-07-22 05:30:00, 218.0,94.0,30
14.0,0.0, 9.2, None,2020-07-22 05:45:00, 211.0,93.0,30
14.3,0.0, 7.8, 0.002,2020-07-22 06:00:00, 222.0,92.0,30
14.6,0.0, 7.9, None,2020-07-22 06:15:00, 223.0,91.0,30
14.8,0.0, 9.2, None,2020-07-22 06:30:00, 227.0,90.0,30
