WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, 5.8,2.753,0.1,89.9,2018-01-22 00:00:00, 89.9,5.76,4
None, 6.0,3.144,0.0,87.2,2018-01-22 01:00:00, 87.2,6.043,4
None, 6.5,2.704,0.3,84.1,2018-01-22 02:00:00, 84.1,6.504,4
None, 6.7,3.618,0.5,79.8,2018-01-22 03:00:00, 79.8,6.732,4
None, 6.3,3.106,0.899999,84.3,2018-01-22 04:00:00, 84.3,6.318,4
None, 5.5,2.565,1.6,88.7,2018-01-22 05:00:00, 88.7,5.544,4
None, 5.6,4.4,1.5,84.4,2018-01-22 06:00:00, 84.4,5.622,4
None, 5.9,4.573,0.1,82.1,2018-01-22 07:00:00, 82.1,5.863,4
None, 6.1,4.74,0.2,81.3,2018-01-22 08:00:00, 81.3,6.115,4
None, 5.2,4.958,1.1,84.5,2018-01-22 09:00:00, 84.5,5.242,4
None, 6.4,2.566,0.1,82.8,2018-01-22 10:00:00, 82.8,6.38,4
None, 6.6,3.79,0.0,76.8,2018-01-22 11:00:00, 76.8,6.627,4
None, 6.9,2.888,0.0,76.3,2018-01-22 12:00:00, 76.3,6.913,4
None, 7.8,4.47,0.0,73.6,2018-01-22 13:00:00, 73.6,7.84,4
None, 8.1,5.457,0.0,67.44,2018-01-22 14:00:00, 67.4,8.08,4
None, 7.5,3.12,0.0,68.63,2018-01-22 15:00:00, 68.6,7.52,4
None, 8.0,2.309,0.0,70.2,2018-01-22 16:00:00, 70.2,8.01,4
None, 7.5,2.764,0.0,74.2,2018-01-22 17:00:00, 74.2,7.5,4
None, 7.2,1.766,0.0,76.7,2018-01-22 18:00:00, 76.7,7.2,4
None, 6.8,1.201,0.0,80.8,2018-01-22 19:00:00, 80.8,6.849,4
None, 6.1,1.306,0.0,84.9,2018-01-22 20:00:00, 84.9,6.149,4
None, 5.3,1.579,0.0,87.2,2018-01-22 21:00:00, 87.2,5.321,4
None, 5.9,1.834,0.0,91.7,2018-01-22 22:00:00, 91.7,5.946,4
None, 6.2,3.28,0.0,90.1,2018-01-22 23:00:00, 90.1,6.166,4
None, 5.9,3.497,0.0,87.2,2018-01-23 00:00:00, 87.2,5.908,4
None, 5.7,2.344,0.0,85.8,2018-01-23 01:00:00, 85.8,5.741,4
None, 5.5,3.538,0.0,87.3,2018-01-23 02:00:00, 87.3,5.549,4
None, 5.9,3.724,0.0,86.6,2018-01-23 03:00:00, 86.6,5.86,4
None, 6.4,5.064,0.0,85.9,2018-01-23 04:00:00, 85.9,6.409,4
None, 6.8,7.55,0.0,81.4,2018-01-23 05:00:00, 81.4,6.844,4
None, 6.9,7.45,0.0,75.5,2018-01-23 06:00:00, 75.5,6.913,4
None, 7.0,6.464,0.0,74.0,2018-01-23 07:00:00, 74.0,6.996,4
None, 6.6,8.1,0.5,78.2,2018-01-23 08:00:00, 78.2,6.613,4
None, 7.0,9.44,0.1,79.6,2018-01-23 09:00:00, 79.6,6.973,4
None, 7.1,9.83,0.0,78.6,2018-01-23 10:00:00, 78.6,7.1,4
None, 6.9,10.86,0.5,79.6,2018-01-23 11:00:00, 79.6,6.933,4
None, 6.4,10.63,1.1,83.6,2018-01-23 12:00:00, 83.6,6.421,4
None, 6.2,8.87,0.1,85.6,2018-01-23 13:00:00, 85.6,6.15,4
None, 6.6,10.1,0.0,83.4,2018-01-23 14:00:00, 83.4,6.551,4
None, 6.8,7.93,0.0,83.7,2018-01-23 15:00:00, 83.7,6.763,4
None, 7.0,6.525,0.0,85.5,2018-01-23 16:00:00, 85.5,6.994,4
None, 7.0,7.03,0.0,85.9,2018-01-23 17:00:00, 85.9,6.977,4
None, 6.8,6.637,0.2,88.2,2018-01-23 18:00:00, 88.2,6.807,4
None, 6.8,5.594,1.5,92.0,2018-01-23 19:00:00, 92.0,6.809,4
None, 6.9,6.506,1.5,94.5,2018-01-23 20:00:00, 94.5,6.906,4
None, 6.8,6.095,3.1,95.7,2018-01-23 21:00:00, 95.7,6.804,4
None, 6.9,4.946,2.7,95.6,2018-01-23 22:00:00, 95.6,6.855,4
None, 6.8,4.812,0.8,96.0,2018-01-23 23:00:00, 96.0,6.81,4
None, 7.0,4.984,0.0,94.6,2018-01-24 00:00:00, 94.6,6.977,4
None, 7.1,3.268,0.0,94.7,2018-01-24 01:00:00, 94.7,7.12,4
None, 7.2,1.557,0.0,95.8,2018-01-24 02:00:00, 95.8,7.16,4
None, 6.5,1.456,0.0,97.4,2018-01-24 03:00:00, 97.4,6.496,4
None, 6.3,1.313,0.0,98.1,2018-01-24 04:00:00, 98.1,6.258,4
None, 6.0,0.748,0.0,98.0,2018-01-24 05:00:00, 98.0,5.969,4
None, 5.2,1.486,0.0,98.3,2018-01-24 06:00:00, 98.3,5.23,4
None, 5.8,3.218,0.0,98.0,2018-01-24 07:00:00, 98.0,5.837,4
None, 5.7,1.238,0.0,97.9,2018-01-24 08:00:00, 97.9,5.729,4
None, 5.3,1.437,0.2,98.6,2018-01-24 09:00:00, 98.6,5.338,4
None, 6.9,0.871999,0.2,93.7,2018-01-24 10:00:00, 93.7,6.924,4
None, 7.8,0.939,0.0,88.3,2018-01-24 11:00:00, 88.3,7.75,4
None, 8.5,1.432,0.0,83.1,2018-01-24 12:00:00, 83.1,8.54,4
None, 8.7,0.982999,0.0,80.9,2018-01-24 13:00:00, 80.9,8.67,4
None, 8.5,1.779,0.0,83.3,2018-01-24 14:00:00, 83.3,8.53,4
None, 8.2,1.884,0.0,85.2,2018-01-24 15:00:00, 85.2,8.23,4
None, 8.0,3.01,0.0,87.2,2018-01-24 16:00:00, 87.2,7.99,4
None, 7.9,5.165,0.0,88.3,2018-01-24 17:00:00, 88.3,7.95,4
None, 7.7,4.208,0.0,87.9,2018-01-24 18:00:00, 87.9,7.73,4
None, 7.3,2.589,0.3,93.6,2018-01-24 19:00:00, 93.6,7.3,4
None, 7.2,2.37,0.0,92.6,2018-01-24 20:00:00, 92.6,7.19,4
None, 7.1,4.63,0.0,78.8,2018-01-24 21:00:00, 78.8,7.11,4
None, 6.5,5.014,0.0,76.5,2018-01-24 22:00:00, 76.5,6.452,4
None, 6.3,4.852,0.0,74.9,2018-01-24 23:00:00, 74.9,6.275,4
None, 6.3,4.978,0.0,70.1,2018-01-25 00:00:00, 70.1,6.295,4
None, 5.9,3.921,0.0,72.2,2018-01-25 01:00:00, 72.2,5.88,4
None, 5.5,1.553,0.0,71.5,2018-01-25 02:00:00, 71.5,5.526,4
None, 5.5,1.362,0.0,72.0,2018-01-25 03:00:00, 72.0,5.52,4
None, 4.8,2.611,0.0,79.8,2018-01-25 04:00:00, 79.8,4.848,4
None, 4.7,3.318,0.0,88.0,2018-01-25 05:00:00, 88.0,4.675,4
None, 4.6,3.543,0.0,86.8,2018-01-25 06:00:00, 86.8,4.563,4
None, 4.8,3.939,0.0,84.7,2018-01-25 07:00:00, 84.7,4.832,4
None, 5.0,3.041,0.0,80.6,2018-01-25 08:00:00, 80.6,5.011,4
None, 5.0,4.928,0.0,81.5,2018-01-25 09:00:00, 81.5,5.046,4
None, 5.0,5.176,0.0,83.3,2018-01-25 10:00:00, 83.3,4.964,4
None, 5.2,2.328,0.0,82.8,2018-01-25 11:00:00, 82.8,5.209,4
None, 5.7,2.96,0.0,79.0,2018-01-25 12:00:00, 79.0,5.727,4
None, 5.7,3.486,0.1,84.8,2018-01-25 13:00:00, 84.8,5.693,4
None, 5.8,2.535,0.2,79.4,2018-01-25 14:00:00, 79.4,5.825,4
None, 6.1,2.25,0.0,75.8,2018-01-25 15:00:00, 75.8,6.052,4
None, 5.9,2.375,0.0,78.7,2018-01-25 16:00:00, 78.7,5.902,4
None, 5.8,2.104,0.0,78.2,2018-01-25 17:00:00, 78.2,5.814,4
None, 5.4,2.9,0.0,82.7,2018-01-25 18:00:00, 82.7,5.404,4
None, 5.2,3.769,0.0,85.3,2018-01-25 19:00:00, 85.3,5.161,4
None, 5.4,3.363,0.0,85.4,2018-01-25 20:00:00, 85.4,5.412,4
None, 5.4,1.983,0.5,85.5,2018-01-25 21:00:00, 85.5,5.448,4
None, 4.7,2.655,0.1,89.3,2018-01-25 22:00:00, 89.3,4.711,4
None, 4.4,2.293,0.0,85.4,2018-01-25 23:00:00, 85.4,4.356,4
None, 4.7,3.629,0.0,82.8,2018-01-26 00:00:00, 82.8,4.676,4
None, 4.6,3.708,0.0,78.7,2018-01-26 01:00:00, 78.7,4.556,4
None, 4.5,2.169,0.0,79.6,2018-01-26 02:00:00, 79.6,4.524,4
None, 4.4,1.591,0.0,79.5,2018-01-26 03:00:00, 79.5,4.434,4
None, 4.2,3.168,0.0,78.6,2018-01-26 04:00:00, 78.6,4.23,4
None, 4.5,2.183,0.0,76.3,2018-01-26 05:00:00, 76.3,4.474,4
None, 4.6,2.34,0.2,77.2,2018-01-26 06:00:00, 77.2,4.635,4
None, 4.1,1.586,0.1,83.1,2018-01-26 07:00:00, 83.1,4.072,4
None, 3.7,1.072,0.2,88.5,2018-01-26 08:00:00, 88.5,3.668,4
None, 4.3,3.352,0.1,84.7,2018-01-26 09:00:00, 84.7,4.309,4
None, 4.3,3.77,0.3,84.6,2018-01-26 10:00:00, 84.6,4.334,4
None, 4.8,3.422,0.0,83.6,2018-01-26 11:00:00, 83.6,4.85,4
None, 5.5,3.044,0.0,79.3,2018-01-26 12:00:00, 79.3,5.471,4
None, 6.3,3.742,0.0,69.83,2018-01-26 13:00:00, 69.8,6.327,4
None, 6.2,4.174,0.0,70.9,2018-01-26 14:00:00, 70.9,6.229,4
None, 6.0,3.135,0.1,77.3,2018-01-26 15:00:00, 77.3,5.959,4
None, 5.9,4.23,0.0,78.6,2018-01-26 16:00:00, 78.6,5.867,4
None, 5.9,3.579,0.0,77.1,2018-01-26 17:00:00, 77.1,5.893,4
None, 5.8,3.672,0.0,78.5,2018-01-26 18:00:00, 78.5,5.763,4
None, 5.7,3.175,0.0,80.0,2018-01-26 19:00:00, 80.0,5.687,4
None, 5.6,3.731,0.0,82.1,2018-01-26 20:00:00, 82.1,5.603,4
None, 5.4,4.34,0.0,87.1,2018-01-26 21:00:00, 87.1,5.416,4
None, 5.6,6.233,0.0,84.5,2018-01-26 22:00:00, 84.5,5.626,4
None, 5.9,7.69,0.0,83.4,2018-01-26 23:00:00, 83.4,5.864,4
None, 5.7,7.27,0.0,87.1,2018-01-27 00:00:00, 87.1,5.674,4
None, 5.4,8.61,0.0,86.8,2018-01-27 01:00:00, 86.8,5.395,4
None, 5.4,9.82,0.2,87.1,2018-01-27 02:00:00, 87.1,5.376,4
None, 4.9,10.85,0.0,87.5,2018-01-27 03:00:00, 87.5,4.907,4
None, 4.9,11.39,0.0,87.4,2018-01-27 04:00:00, 87.4,4.862,4
None, 5.4,10.81,0.0,87.6,2018-01-27 05:00:00, 87.6,5.406,4
None, 5.5,10.45,0.0,84.5,2018-01-27 06:00:00, 84.5,5.513,4
None, 5.8,9.15,0.0,82.6,2018-01-27 07:00:00, 82.6,5.785,4
None, 6.2,6.022,0.0,85.5,2018-01-27 08:00:00, 85.5,6.223,4
None, 6.1,3.384,0.0,87.8,2018-01-27 09:00:00, 87.8,6.099,4
None, 7.4,2.433,0.0,82.7,2018-01-27 10:00:00, 82.7,7.4,4
None, 7.0,1.26,0.899999,90.4,2018-01-27 11:00:00, 90.4,7.03,4
None, 7.3,4.508,1.3,91.2,2018-01-27 12:00:00, 91.2,7.31,4
None, 7.6,8.84,0.1,81.0,2018-01-27 13:00:00, 81.0,7.62,4
None, 8.1,9.12,0.0,73.0,2018-01-27 14:00:00, 73.0,8.08,4
None, 8.0,7.74,0.0,72.9,2018-01-27 15:00:00, 72.9,8.04,4
None, 8.2,6.876,0.0,71.8,2018-01-27 16:00:00, 71.8,8.16,4
None, 8.1,5.636,0.0,70.4,2018-01-27 17:00:00, 70.4,8.07,4
None, 7.5,3.586,0.0,77.5,2018-01-27 18:00:00, 77.5,7.46,4
None, 7.1,3.071,0.0,80.8,2018-01-27 19:00:00, 80.8,7.09,4
None, 7.0,3.223,0.0,84.0,2018-01-27 20:00:00, 84.0,7.03,4
None, 6.9,1.125,0.0,82.5,2018-01-27 21:00:00, 82.5,6.87,4
None, 6.7,1.567,0.0,83.8,2018-01-27 22:00:00, 83.8,6.672,4
None, 7.1,1.653,0.0,84.9,2018-01-27 23:00:00, 84.9,7.07,4
None, 7.2,1.989,0.0,88.2,2018-01-28 00:00:00, 88.2,7.19,4
None, 7.0,3.195,0.4,91.7,2018-01-28 01:00:00, 91.7,6.953,4
None, 6.7,3.195,0.1,93.7,2018-01-28 02:00:00, 93.7,6.726,4
None, 6.7,2.101,0.899999,93.9,2018-01-28 03:00:00, 93.9,6.693,4
None, 6.4,2.47,0.4,94.4,2018-01-28 04:00:00, 94.4,6.445,4
None, 6.3,2.895,0.3,95.7,2018-01-28 05:00:00, 95.7,6.305,4
None, 6.5,3.981,0.0,93.4,2018-01-28 06:00:00, 93.4,6.493,4
None, 6.6,4.3,0.1,90.8,2018-01-28 07:00:00, 90.8,6.551,4
None, 6.7,3.842,0.0,91.9,2018-01-28 08:00:00, 91.9,6.727,4
None, 7.1,4.107,0.0,93.3,2018-01-28 09:00:00, 93.3,7.11,4
None, 7.5,2.758,0.3,92.9,2018-01-28 10:00:00, 92.9,7.46,4
None, 7.7,2.302,1.2,93.9,2018-01-28 11:00:00, 93.9,7.66,4
None, 7.7,2.852,2.0,95.1,2018-01-28 12:00:00, 95.1,7.73,4
None, 7.3,1.957,1.6,97.2,2018-01-28 13:00:00, 97.2,7.25,4
None, 7.4,1.336,0.4,98.2,2018-01-28 14:00:00, 98.2,7.43,4
None, 7.8,1.624,0.0,98.2,2018-01-28 15:00:00, 98.2,7.82,4
None, 8.0,1.475,0.0,98.3,2018-01-28 16:00:00, 98.3,8.01,4
None, 8.1,1.502,0.3,98.4,2018-01-28 17:00:00, 98.4,8.09,4
None, 8.2,1.683,0.6,99.0,2018-01-28 18:00:00, 99.0,8.18,4
None, 8.1,1.938,0.1,98.9,2018-01-28 19:00:00, 98.9,8.14,4
None, 8.3,1.686,0.2,98.8,2018-01-28 20:00:00, 98.8,8.34,4
None, 8.6,1.32,0.0,98.6,2018-01-28 21:00:00, 98.6,8.65,4
None, 8.4,1.057,0.0,98.4,2018-01-28 22:00:00, 98.4,8.38,4
None, 8.3,0.964999,0.8,98.5,2018-01-28 23:00:00, 98.5,8.34,4
